시점,시도별,지출목적별,데이터
2023.02,대전광역시,0 총지수,110.06
2023.02,울산광역시,0 총지수,109.99
2023.02,세종특별자치시,0 총지수,110.2
2023.02,경기도,0 총지수,110.38
2023.02,강원특별자치도,0 총지수,111.69
2023.02,충청북도,0 총지수,110.89
2023.02,충청남도,0 총지수,111.08
2023.02,전라북도,0 총지수,110.56
2023.02,전라남도,0 총지수,110.66
2023.02,경상북도,0 총지수,111.01
2023.02,경상남도,0 총지수,110.5
2023.02,제주특별자치도,0 총지수,111.03
2023.03,전국,0 총지수,110.52
2023.03,서울특별시,0 총지수,109.77
2023.03,부산광역시,0 총지수,110.24
2023.03,대구광역시,0 총지수,110.93
2023.03,인천광역시,0 총지수,110.75
2023.03,광주광역시,0 총지수,110.82
2023.03,대전광역시,0 총지수,110.14
2023.03,울산광역시,0 총지수,110.27
2023.03,세종특별자치시,0 총지수,110.48
2023.03,경기도,0 총지수,110.52
2023.03,강원특별자치도,0 총지수,111.97
2023.03,충청북도,0 총지수,111.3
2023.03,충청남도,0 총지수,111.42
2023.03,전라북도,0 총지수,110.67
2023.03,전라남도,0 총지수,110.96
2023.03,경상북도,0 총지수,111.22
2023.03,경상남도,0 총지수,110.52
2023.03,제주특별자치도,0 총지수,111.08
2023.04,전국,0 총지수,110.77
2023.04,서울특별시,0 총지수,109.94
2023.04,부산광역시,0 총지수,110.41
2023.04,대구광역시,0 총지수,111.13
2023.04,인천광역시,0 총지수,110.95
2023.04,광주광역시,0 총지수,110.95
2023.04,대전광역시,0 총지수,110.39
2023.04,울산광역시,0 총지수,110.45
2023.04,세종특별자치시,0 총지수,110.84
2023.04,경기도,0 총지수,110.8
2023.04,강원특별자치도,0 총지수,112.27
2023.04,충청북도,0 총지수,111.7
2023.04,충청남도,0 총지수,111.58
2023.04,전라북도,0 총지수,110.79
2023.04,전라남도,0 총지수,111.4
2023.04,경상북도,0 총지수,111.63
2023.04,경상남도,0 총지수,110.75
2023.04,제주특별자치도,0 총지수,111.33
2023.05,전국,0 총지수,111.13
2023.05,서울특별시,0 총지수,110.37
2023.05,부산광역시,0 총지수,110.84
2023.05,대구광역시,0 총지수,111.27
2023.05,인천광역시,0 총지수,111.31
2023.05,광주광역시,0 총지수,111.24
2023.05,대전광역시,0 총지수,110.8
2023.05,울산광역시,0 총지수,110.94
2023.05,세종특별자치시,0 총지수,111.13
2023.05,경기도,0 총지수,111.13
2023.05,강원특별자치도,0 총지수,112.58
2023.05,충청북도,0 총지수,112.07
2023.05,충청남도,0 총지수,111.87
2023.05,전라북도,0 총지수,111.08
2023.05,전라남도,0 총지수,111.78
2023.05,경상북도,0 총지수,111.99
2023.05,경상남도,0 총지수,111.2
2023.05,제주특별자치도,0 총지수,111.46
2023.06,전국,0 총지수,111.16
2023.06,서울특별시,0 총지수,110.5
2023.06,부산광역시,0 총지수,110.9
2023.06,대구광역시,0 총지수,111.31
2023.06,인천광역시,0 총지수,111.26
2023.06,광주광역시,0 총지수,111.4
2023.06,대전광역시,0 총지수,110.84
2023.06,울산광역시,0 총지수,110.97
2023.06,세종특별자치시,0 총지수,111.29
2023.06,경기도,0 총지수,111.13
2023.06,강원특별자치도,0 총지수,112.55
2023.06,충청북도,0 총지수,112.12
2023.06,충청남도,0 총지수,111.84
2023.06,전라북도,0 총지수,111.04
2023.06,전라남도,0 총지수,111.69
2023.06,경상북도,0 총지수,111.88
2023.06,경상남도,0 총지수,111.34
2023.06,제주특별자치도,0 총지수,111.47
2023.07,전국,0 총지수,111.29
2023.07,서울특별시,0 총지수,110.63
2023.07,부산광역시,0 총지수,111.1
2023.07,대구광역시,0 총지수,111.47
2023.07,인천광역시,0 총지수,111.61
2023.07,광주광역시,0 총지수,111.51
2023.07,대전광역시,0 총지수,111.12
2023.07,울산광역시,0 총지수,111.07
2023.07,세종특별자치시,0 총지수,111.45
2023.07,경기도,0 총지수,111.27
2023.07,강원특별자치도,0 총지수,112.4
2023.07,충청북도,0 총지수,112.12
2023.07,충청남도,0 총지수,111.9
2023.07,전라북도,0 총지수,111.08
2023.07,전라남도,0 총지수,111.7
2023.07,경상북도,0 총지수,111.93
2023.07,경상남도,0 총지수,111.45
2023.07,제주특별자치도,0 총지수,111.48
2023.08,전국,0 총지수,112.28
2023.08,서울특별시,0 총지수,111.69
2023.08,부산광역시,0 총지수,111.89
2023.08,대구광역시,0 총지수,112.57
2023.08,인천광역시,0 총지수,112.69
2023.08,광주광역시,0 총지수,112.48
2023.08,대전광역시,0 총지수,111.92
2023.08,울산광역시,0 총지수,112.19
2023.08,세종특별자치시,0 총지수,111.94
2023.08,경기도,0 총지수,112.22
2023.08,강원특별자치도,0 총지수,113.44
2023.08,충청북도,0 총지수,113.09
2023.08,충청남도,0 총지수,112.93
2023.08,전라북도,0 총지수,112.23
2023.08,전라남도,0 총지수,112.91
2023.08,경상북도,0 총지수,113.1
2023.08,경상남도,0 총지수,112.41
2023.08,제주특별자치도,0 총지수,112.45
2023.09,전국,0 총지수,112.85
2023.09,서울특별시,0 총지수,112.08
2023.09,부산광역시,0 총지수,112.44
2023.09,대구광역시,0 총지수,112.95
2023.09,인천광역시,0 총지수,113.17
2023.09,광주광역시,0 총지수,112.98
2023.09,대전광역시,0 총지수,112.43
2023.09,울산광역시,0 총지수,112.87
2023.09,세종특별자치시,0 총지수,112.67
2023.09,경기도,0 총지수,112.78
2023.09,강원특별자치도,0 총지수,114.21
2023.09,충청북도,0 총지수,113.83
2023.09,충청남도,0 총지수,113.79
2023.09,전라북도,0 총지수,112.85
2023.09,전라남도,0 총지수,113.73
2023.09,경상북도,0 총지수,113.89
2023.09,경상남도,0 총지수,113.22
2023.09,제주특별자치도,0 총지수,113.25
2023.10,전국,0 총지수,113.27
2023.10,서울특별시,0 총지수,112.51
2023.10,부산광역시,0 총지수,113.12
2023.10,대구광역시,0 총지수,113.38
2023.10,인천광역시,0 총지수,113.79
2023.10,광주광역시,0 총지수,113.47
2023.10,대전광역시,0 총지수,112.86
2023.10,울산광역시,0 총지수,113.39
2023.10,세종특별자치시,0 총지수,112.89
2023.10,경기도,0 총지수,113.11
2023.10,강원특별자치도,0 총지수,114.71
2023.10,충청북도,0 총지수,114.11
2023.10,충청남도,0 총지수,114.2
2023.10,전라북도,0 총지수,113.33
2023.10,전라남도,0 총지수,114.19
2023.10,경상북도,0 총지수,114.21
2023.10,경상남도,0 총지수,113.66
2023.10,제주특별자치도,0 총지수,113.59
2023.11,전국,0 총지수,112.68
2023.11,서울특별시,0 총지수,111.98
2023.11,부산광역시,0 총지수,112.57
2023.11,대구광역시,0 총지수,112.74
2023.11,인천광역시,0 총지수,113.12
2023.11,광주광역시,0 총지수,112.95
2023.11,대전광역시,0 총지수,112.15
2023.11,울산광역시,0 총지수,112.44
2023.11,세종특별자치시,0 총지수,112.27
2023.11,경기도,0 총지수,112.58
2023.11,강원특별자치도,0 총지수,114.25
2023.11,충청북도,0 총지수,113.47
2023.11,충청남도,0 총지수,113.33
2023.11,전라북도,0 총지수,112.72
2023.11,전라남도,0 총지수,113.5
2023.11,경상북도,0 총지수,113.5
2023.11,경상남도,0 총지수,112.98
2023.11,제주특별자치도,0 총지수,112.8
2023.12,전국,0 총지수,112.73
2023.12,서울특별시,0 총지수,112.25
2023.12,부산광역시,0 총지수,112.67
2023.12,대구광역시,0 총지수,112.56
2023.12,인천광역시,0 총지수,113.27
2023.12,광주광역시,0 총지수,112.92
2023.12,대전광역시,0 총지수,112.34
2023.12,울산광역시,0 총지수,112.57
2023.12,세종특별자치시,0 총지수,112.32
2023.12,경기도,0 총지수,112.57
2023.12,강원특별자치도,0 총지수,114.12
2023.12,충청북도,0 총지수,113.34
2023.12,충청남도,0 총지수,113.26
2023.12,전라북도,0 총지수,112.81
2023.12,전라남도,0 총지수,113.38
2023.12,경상북도,0 총지수,113.5
2023.12,경상남도,0 총지수,112.94
2023.12,제주특별자치도,0 총지수,112.7
2024.01,전국,0 총지수,113.17
2024.01,서울특별시,0 총지수,112.6
2024.01,부산광역시,0 총지수,113.11
2024.01,대구광역시,0 총지수,113.14
2024.01,인천광역시,0 총지수,113.76
2024.01,광주광역시,0 총지수,113.47
2024.01,대전광역시,0 총지수,112.91
2024.01,울산광역시,0 총지수,112.98
2024.01,세종특별자치시,0 총지수,112.79
2024.01,경기도,0 총지수,113.05
2024.01,강원특별자치도,0 총지수,114.51
2024.01,충청북도,0 총지수,113.76
2024.01,충청남도,0 총지수,113.71
2024.01,전라북도,0 총지수,113.2
2024.01,전라남도,0 총지수,113.98
2024.01,경상북도,0 총지수,113.8
2024.01,경상남도,0 총지수,113.32
2024.01,제주특별자치도,0 총지수,113.08
2024.02,전국,0 총지수,113.78
2024.02,서울특별시,0 총지수,113.07
2024.02,부산광역시,0 총지수,113.84
2024.02,대구광역시,0 총지수,113.95
2024.02,인천광역시,0 총지수,114.44
2024.02,광주광역시,0 총지수,114.11
2024.02,대전광역시,0 총지수,113.4
2024.02,울산광역시,0 총지수,113.75
2024.02,세종특별자치시,0 총지수,113.5
2024.02,경기도,0 총지수,113.64
2024.02,강원특별자치도,0 총지수,115.17
2024.02,충청북도,0 총지수,114.49
2024.02,충청남도,0 총지수,114.3
2024.02,전라북도,0 총지수,113.82
2024.02,전라남도,0 총지수,114.6
2024.02,경상북도,0 총지수,114.49
2024.02,경상남도,0 총지수,114.1
2024.02,제주특별자치도,0 총지수,113.77
2024.03,전국,0 총지수,113.95
2024.03,서울특별시,0 총지수,113.02
2024.03,부산광역시,0 총지수,113.98
2024.03,대구광역시,0 총지수,114.08
2024.03,인천광역시,0 총지수,114.79
2024.03,광주광역시,0 총지수,114.37
2024.03,대전광역시,0 총지수,113.67
2024.03,울산광역시,0 총지수,113.87
2024.03,세종특별자치시,0 총지수,113.63
2024.03,경기도,0 총지수,113.9
2024.03,강원특별자치도,0 총지수,115.53
2024.03,충청북도,0 총지수,114.67
2024.03,충청남도,0 총지수,114.39
2024.03,전라북도,0 총지수,114.06
2024.03,전라남도,0 총지수,114.92
2024.03,경상북도,0 총지수,114.83
2024.03,경상남도,0 총지수,114.19
2024.03,제주특별자치도,0 총지수,113.84
2024.04,전국,0 총지수,114.01
2024.04,서울특별시,0 총지수,113.37
2024.04,부산광역시,0 총지수,113.92
2024.04,대구광역시,0 총지수,113.87
2024.04,인천광역시,0 총지수,114.56
2024.04,광주광역시,0 총지수,114.62
2024.04,대전광역시,0 총지수,113.84
2024.04,울산광역시,0 총지수,113.95
2024.04,세종특별자치시,0 총지수,114.02
2024.04,경기도,0 총지수,113.89
2024.04,강원특별자치도,0 총지수,115.63
2024.04,충청북도,0 총지수,114.71
2024.04,충청남도,0 총지수,114.36
2024.04,전라북도,0 총지수,114.1
2024.04,전라남도,0 총지수,115.01
2024.04,경상북도,0 총지수,114.83
2024.04,경상남도,0 총지수,113.94
2024.04,제주특별자치도,0 총지수,114.08
2024.05,전국,0 총지수,114.1
2024.05,서울특별시,0 총지수,113.42
2024.05,부산광역시,0 총지수,113.87
2024.05,대구광역시,0 총지수,114
2024.05,인천광역시,0 총지수,114.78
2024.05,광주광역시,0 총지수,114.79
2024.05,대전광역시,0 총지수,113.7
2024.05,울산광역시,0 총지수,113.81
2024.05,세종특별자치시,0 총지수,114.15
2024.05,경기도,0 총지수,114.01
2024.05,강원특별자치도,0 총지수,115.67
2024.05,충청북도,0 총지수,114.86
2024.05,충청남도,0 총지수,114.52
2024.05,전라북도,0 총지수,114.16
2024.05,전라남도,0 총지수,115.08
2024.05,경상북도,0 총지수,114.99
2024.05,경상남도,0 총지수,114.07
2024.05,제주특별자치도,0 총지수,114.03
2024.06,전국,0 총지수,113.84
2024.06,서울특별시,0 총지수,113.17
2024.06,부산광역시,0 총지수,113.71
2024.06,대구광역시,0 총지수,113.86
2024.06,인천광역시,0 총지수,114.48
2024.06,광주광역시,0 총지수,114.38
2024.06,대전광역시,0 총지수,113.54
2024.06,울산광역시,0 총지수,113.51
2024.06,세종특별자치시,0 총지수,113.94
2024.06,경기도,0 총지수,113.76
2024.06,강원특별자치도,0 총지수,115.19
2024.06,충청북도,0 총지수,114.62
2024.06,충청남도,0 총지수,114.12
2024.06,전라북도,0 총지수,113.87
2024.06,전라남도,0 총지수,114.68
2024.06,경상북도,0 총지수,114.56
2024.06,경상남도,0 총지수,113.86
2024.06,제주특별자치도,0 총지수,113.73
2024.07,전국,0 총지수,114.13
2024.07,서울특별시,0 총지수,113.46
2024.07,부산광역시,0 총지수,113.97
2024.07,대구광역시,0 총지수,114.12
2024.07,인천광역시,0 총지수,114.71
2024.07,광주광역시,0 총지수,114.61
2024.07,대전광역시,0 총지수,113.82
2024.07,울산광역시,0 총지수,113.91
2024.07,세종특별자치시,0 총지수,114.15
2024.07,경기도,0 총지수,114.16
2024.07,강원특별자치도,0 총지수,115.48
2024.07,충청북도,0 총지수,114.64
2024.07,충청남도,0 총지수,114.41
2024.07,전라북도,0 총지수,114.11
2024.07,전라남도,0 총지수,114.92
2024.07,경상북도,0 총지수,114.76
2024.07,경상남도,0 총지수,114.04
2024.07,제주특별자치도,0 총지수,113.99
2024.08,전국,0 총지수,114.54
2024.08,서울특별시,0 총지수,113.94
2024.08,부산광역시,0 총지수,114.39
2024.08,대구광역시,0 총지수,114.54
2024.08,인천광역시,0 총지수,115.17
2024.08,광주광역시,0 총지수,114.95
2024.08,대전광역시,0 총지수,114.09
2024.08,울산광역시,0 총지수,114.25
2024.08,세종특별자치시,0 총지수,114.52
2024.08,경기도,0 총지수,114.51
2024.08,강원특별자치도,0 총지수,116.02
2024.08,충청북도,0 총지수,115.21
2024.08,충청남도,0 총지수,114.95
2024.08,전라북도,0 총지수,114.43
2024.08,전라남도,0 총지수,115.34
2024.08,경상북도,0 총지수,115.18
2024.08,경상남도,0 총지수,114.51
2024.08,제주특별자치도,0 총지수,114.25
2024.09,전국,0 총지수,114.65
2024.09,서울특별시,0 총지수,113.92
2024.09,부산광역시,0 총지수,114.67
2024.09,대구광역시,0 총지수,114.73
2024.09,인천광역시,0 총지수,115.19
2024.09,광주광역시,0 총지수,114.81
2024.09,대전광역시,0 총지수,114.35
2024.09,울산광역시,0 총지수,114.41
2024.09,세종특별자치시,0 총지수,114.65
2024.09,경기도,0 총지수,114.65
2024.09,강원특별자치도,0 총지수,116.19
2024.09,충청북도,0 총지수,115.41
2024.09,충청남도,0 총지수,115
2024.09,전라북도,0 총지수,114.71
2024.09,전라남도,0 총지수,115.63
2024.09,경상북도,0 총지수,115.28
2024.09,경상남도,0 총지수,114.74
2024.09,제주특별자치도,0 총지수,114.09
2024.10,전국,0 총지수,114.69
2024.10,서울특별시,0 총지수,114.04
2024.10,부산광역시,0 총지수,114.76
2024.10,대구광역시,0 총지수,114.73
2024.10,인천광역시,0 총지수,115.18
2024.10,광주광역시,0 총지수,114.93
2024.10,대전광역시,0 총지수,114.38
2024.10,울산광역시,0 총지수,114.49
2024.10,세종특별자치시,0 총지수,114.58
2024.10,경기도,0 총지수,114.68
2024.10,강원특별자치도,0 총지수,116.14
2024.10,충청북도,0 총지수,115.22
2024.10,충청남도,0 총지수,114.98
2024.10,전라북도,0 총지수,114.8
2024.10,전라남도,0 총지수,115.64
2024.10,경상북도,0 총지수,115.33
2024.10,경상남도,0 총지수,114.74
2024.10,제주특별자치도,0 총지수,114.34
2024.11,전국,0 총지수,114.4
2024.11,서울특별시,0 총지수,113.73
2024.11,부산광역시,0 총지수,114.29
2024.11,대구광역시,0 총지수,114.49
2024.11,인천광역시,0 총지수,114.84
2024.11,광주광역시,0 총지수,114.61
2024.11,대전광역시,0 총지수,114.23
2024.11,울산광역시,0 총지수,114.18
2024.11,세종특별자치시,0 총지수,114.31
2024.11,경기도,0 총지수,114.44
2024.11,강원특별자치도,0 총지수,115.75
2024.11,충청북도,0 총지수,114.88
2024.11,충청남도,0 총지수,114.74
2024.11,전라북도,0 총지수,114.54
2024.11,전라남도,0 총지수,115.03
2024.11,경상북도,0 총지수,115.06
2024.11,경상남도,0 총지수,114.53
2024.11,제주특별자치도,0 총지수,114.11
2024.12,전국,0 총지수,114.91
2024.12,서울특별시,0 총지수,114.24
2024.12,부산광역시,0 총지수,114.97
2024.12,대구광역시,0 총지수,114.84
2024.12,인천광역시,0 총지수,115.52
2024.12,광주광역시,0 총지수,115.14
2024.12,대전광역시,0 총지수,114.57
2024.12,울산광역시,0 총지수,114.56
2024.12,세종특별자치시,0 총지수,114.92
2024.12,경기도,0 총지수,114.9
2024.12,강원특별자치도,0 총지수,116.36
2024.12,충청북도,0 총지수,115.5
2024.12,충청남도,0 총지수,115.35
2024.12,전라북도,0 총지수,115.07
2024.12,전라남도,0 총지수,115.58
2024.12,경상북도,0 총지수,115.46
2024.12,경상남도,0 총지수,115
2024.12,제주특별자치도,0 총지수,114.37
