지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),월합강수량(00~24h만)(mm)
136,안동,2022-06,22.9,28.7,17.8,48.3
136,안동,2022-07,26.4,31.3,22.5,158.8
136,안동,2022-08,25.1,29.2,21.7,202.8
136,안동,2022-09,20.5,26.4,15.8,29.9
136,안동,2022-10,13.1,20,7.5,50.8
136,안동,2022-11,8.3,15.9,2,35.6
136,안동,2022-12,-2.9,2.7,-7.9,3.8
136,안동,2023-01,-1.9,4.4,-7.9,22.9
136,안동,2023-02,2.1,8.6,-3.9,3.3
136,안동,2023-03,9.7,17.5,1.7,28.6
136,안동,2023-04,12.9,19.3,5.9,46.6
136,안동,2023-05,18.3,24.6,11.7,131.8
136,안동,2023-06,22.7,28.7,17.6,247.7
136,안동,2023-07,25.5,30.2,22,418.3
136,안동,2023-08,26.9,32.1,22.9,296.5
136,안동,2023-09,22.3,27.2,18.7,206.4
136,안동,2023-10,13.6,20.7,8.2,8.5
136,안동,2023-11,6.6,12.8,.8,32.1
136,안동,2023-12,.9,6.5,-4.3,76
136,안동,2024-01,-.2,5,-5,13.4
136,안동,2024-02,3.2,8.3,-1.3,62.3
136,안동,2024-03,6.6,12.5,.6,55.7
136,안동,2024-04,15.2,22,8.8,59.1
136,안동,2024-05,17.8,24.8,11.1,107.8
136,안동,2024-06,23.3,29.6,17.2,86
136,안동,2024-07,26.5,30.6,23.1,386.1
136,안동,2024-08,28.1,34.1,23.4,58.6
136,안동,2024-09,24.5,29.9,20.4,154.1
136,안동,2024-10,15.4,21,11.3,62.5
136,안동,2024-11,8.9,15.3,3.7,23.3
136,안동,2024-12,.7,6.3,-4.4,1.7
137,상주,2020-01,2.3,6.9,-1.5,60.9
137,상주,2020-02,3.1,9,-2.1,79.6
137,상주,2020-03,8.2,15.3,1.4,13.3
137,상주,2020-04,11.7,18.7,5.2,36.3
137,상주,2020-05,18.4,24.6,12.8,106.5
137,상주,2020-06,23.6,29.1,18.9,192.2
137,상주,2020-07,22.4,26.3,19.5,466.7
137,상주,2020-08,26.6,31.2,23.3,428.6
137,상주,2020-09,19.8,25.1,15.4,147.3
137,상주,2020-10,13.4,20.3,7.5,2.7
137,상주,2020-11,8,13.9,2.9,27.9
137,상주,2020-12,-.1,5.6,-4.8,1.7
137,상주,2021-01,-1.8,4,-6.8,16.5
137,상주,2021-02,3.2,9.6,-2.7,9.7
137,상주,2021-03,8.9,15.2,3,98.4
137,상주,2021-04,13.6,20.3,7.3,70.5
137,상주,2021-05,16.7,22.7,11.5,166.5
137,상주,2021-06,22.5,27.9,17.7,57
137,상주,2021-07,26.2,31.6,21.9,216.1
137,상주,2021-08,24.4,28.9,21.1,324.9
137,상주,2021-09,20.6,25.4,16.8,188.8
137,상주,2021-10,14.5,21.1,9.6,41.4
137,상주,2021-11,8,14.3,2.7,39.8
137,상주,2021-12,1.7,7.3,-3.2,1.2
137,상주,2022-01,-.7,4.8,-5.5,1.6
137,상주,2022-02,0,6,-5.1,2.1
137,상주,2022-03,8,14.6,2,95.7
137,상주,2022-04,15,22.4,7.7,55
137,상주,2022-05,19.5,26.5,12.2,2.8
137,상주,2022-06,23.4,29.3,18.4,88.9
137,상주,2022-07,26.6,31.4,22.9,211.7
137,상주,2022-08,25.4,29.6,22.1,220.3
137,상주,2022-09,20.8,26.6,16.3,109.2
137,상주,2022-10,13.8,20.3,8.3,62
137,상주,2022-11,8.9,16.2,2.9,29.8
137,상주,2022-12,-1.6,3.3,-5.9,12.1
137,상주,2023-01,-1.1,4.9,-6.1,26.5
137,상주,2023-02,2.8,9,-2.6,6.8
137,상주,2023-03,10.3,18.2,2.5,31.7
137,상주,2023-04,13.5,20.4,6.5,45.6
137,상주,2023-05,18.8,25.2,12.4,148.2
137,상주,2023-06,23.5,29.3,18.7,174.8
137,상주,2023-07,25.8,30.5,22.3,517.5
137,상주,2023-08,26.9,31.7,23.4,333.2
137,상주,2023-09,22.5,27.3,18.8,225.1
137,상주,2023-10,14.6,21.6,8.8,5.2
137,상주,2023-11,7.3,13.2,2.1,35.9
137,상주,2023-12,1.6,6.5,-2.7,120.1
137,상주,2024-01,.5,5,-3.5,29.2
137,상주,2024-02,3.7,8.5,-.2,93.1
137,상주,2024-03,7.3,13.4,1.9,72.3
137,상주,2024-04,15.9,22.3,9.8,73.2
137,상주,2024-05,18.5,25.3,12.1,96.1
137,상주,2024-06,23.9,29.9,18.2,116.2
137,상주,2024-07,26.5,30.5,23.5,534.6
137,상주,2024-08,28.2,33.6,23.9,61.7
137,상주,2024-09,24.7,30,20.8,261.9
137,상주,2024-10,15.2,20.9,10.8,95.2
137,상주,2024-11,9.1,15.2,4,33.7
137,상주,2024-12,1.9,6.7,-2.2,2.7
138,포항,2020-01,5.3,9.3,2.3,152.3
138,포항,2020-02,6,10.6,1.8,59.9
138,포항,2020-03,10,15.1,5.4,29.4
138,포항,2020-04,13,18.3,8.3,45.5
138,포항,2020-05,18.9,23.4,15.1,41.7
138,포항,2020-06,23.7,28.1,20.2,112.9
138,포항,2020-07,22.6,25.1,20.5,346.1
138,포항,2020-08,28.6,32.7,25.4,180
138,포항,2020-09,21.6,24.8,18.7,246.7
138,포항,2020-10,16.4,20.7,12.6,4
138,포항,2020-11,11.3,15.9,7.2,20.4
138,포항,2020-12,3.3,8.4,-.6,0
138,포항,2021-01,1.8,6.6,-2.3,26.9
138,포항,2021-02,6.2,11.5,1.4,15.5
138,포항,2021-03,10.7,14.8,6.5,88.6
138,포항,2021-04,13.9,17.9,9.8,69.8
138,포항,2021-05,18,22.6,14.1,109.8
138,포항,2021-06,22.2,25.4,19.4,36.6
138,포항,2021-07,26.5,29.3,24.1,203.7
138,포항,2021-08,25.9,28.8,23.4,449.9
138,포항,2021-09,22.9,25.5,20.7,196.5
138,포항,2021-10,17.6,22.1,13.7,176.7
138,포항,2021-11,11.4,16.4,7.3,31.4
138,포항,2021-12,4.7,9.6,.3,.3
138,포항,2022-01,2.5,7.6,-1.5,4.4
138,포항,2022-02,2.5,7.3,-1.8,9.6
138,포항,2022-03,9.9,14.8,5.5,57.1
138,포항,2022-04,15.6,20.6,11,36.6
138,포항,2022-05,20.4,25.5,15.4,.1
138,포항,2022-06,23.7,27.8,20.3,106.3
138,포항,2022-07,26.1,29.4,23.7,77.7
138,포항,2022-08,26.9,30.5,24,141.2
138,포항,2022-09,21.9,24.9,19.1,512
138,포항,2022-10,16.4,20.7,12.7,25.8
138,포항,2022-11,12.9,18.4,8.2,84.3
138,포항,2022-12,1.9,6.5,-1.9,6.5
138,포항,2023-01,2.7,7.8,-1.4,11.4
138,포항,2023-02,5.6,10.1,1.5,35
138,포항,2023-03,12.1,17.2,7.7,50.2
138,포항,2023-04,15,19.5,10.6,33.6
138,포항,2023-05,19,23,15.1,137.7
138,포항,2023-06,23.2,27.4,19.9,101.5
138,포항,2023-07,26.6,30.3,23.6,204.3
138,포항,2023-08,27,29.8,24.5,272.5
138,포항,2023-09,23.8,26.3,21.4,142.1
138,포항,2023-10,17.3,22,13.2,4.4
138,포항,2023-11,10.9,15.6,6.6,13.1
138,포항,2023-12,5,9.1,1.1,106.4
138,포항,2024-01,3.8,7.9,.1,27.4
138,포항,2024-02,6.3,9.9,3,113.9
138,포항,2024-03,8.7,13,4.6,84.5
138,포항,2024-04,15.8,20.1,12.2,65
138,포항,2024-05,19.1,24.4,14.2,62.9
138,포항,2024-06,23.7,27.9,20.2,97.7
138,포항,2024-07,27.6,31.1,24.6,270.6
138,포항,2024-08,28.3,31.5,25.6,18.9
138,포항,2024-09,25.1,28.1,22.5,151
138,포항,2024-10,18.5,21.8,15.3,132.9
138,포항,2024-11,12.3,15.9,8.8,64
138,포항,2024-12,4.6,8.9,1,.6
140,군산,2020-01,3.2,7.5,-.5,70.6
140,군산,2020-02,3.6,8.6,-.8,60.5
140,군산,2020-03,7.5,13.2,2.4,16.8
140,군산,2020-04,10.3,15.7,5.2,20.3
140,군산,2020-05,17.4,22.7,13.2,98.7
140,군산,2020-06,22.4,27.2,18.9,196.6
140,군산,2020-07,23,26.5,20.4,446.2
140,군산,2020-08,26.9,30.9,24.3,520.6
140,군산,2020-09,21,25.5,17.6,171
140,군산,2020-10,14.5,20.1,9.7,4.1
140,군산,2020-11,9.3,14.2,4.9,47.6
140,군산,2020-12,1.6,6.5,-2.4,11.8
140,군산,2021-01,0,4.9,-4.6,28.8
140,군산,2021-02,3.8,9,-1,13.8
140,군산,2021-03,8.3,14,3.7,91.9
140,군산,2021-04,13.3,18.9,8.3,43.9
140,군산,2021-05,16.6,21.8,12.2,137
140,군산,2021-06,22.1,26.8,18.5,98.8
140,군산,2021-07,26.6,30.9,23.4,251.3
140,군산,2021-08,25.5,29.6,22.4,218.3
140,군산,2021-09,22.3,26.5,19,138.8
140,군산,2021-10,16,21.6,11.5,32.7
140,군산,2021-11,9.6,14.6,5.3,81.9
140,군산,2021-12,3.1,8.1,-1.2,14.5
140,군산,2022-01,-.3,4.6,-5,4.3
140,군산,2022-02,.4,5.3,-4.2,7.1
140,군산,2022-03,7,12.4,1.9,78.6
140,군산,2022-04,12.8,18.5,7.8,83.3
140,군산,2022-05,17.4,22.9,12.2,4.9
140,군산,2022-06,22.8,27.1,19.4,94.9
140,군산,2022-07,26.4,30.1,23.4,152.2
140,군산,2022-08,25.7,29,22.9,340.9
140,군산,2022-09,22,27,18,80.6
140,군산,2022-10,14.3,19.9,10,73.8
140,군산,2022-11,10.4,16.5,5.3,75.4
140,군산,2022-12,-.8,4.1,-4.8,47.4
140,군산,2023-01,-.1,5.2,-4.8,27
140,군산,2023-02,1.9,7.3,-3.1,4.9
140,군산,2023-03,8.3,15.1,2.4,19.6
140,군산,2023-04,12.9,18.5,7.6,66.1
140,군산,2023-05,18.2,23.7,13.6,336
140,군산,2023-06,22.2,26.7,18.7,179.1
140,군산,2023-07,25.8,29.5,23.1,870.3
140,군산,2023-08,26.9,31.1,23.6,178.8
140,군산,2023-09,23.2,27.3,19.9,199.3
140,군산,2023-10,15.7,21.1,11.1,20.5
140,군산,2023-11,8.6,13.5,4.1,80.2
140,군산,2023-12,3.2,7.5,-.4,139
140,군산,2024-01,1.2,5.4,-2.5,57.4
140,군산,2024-02,4.4,8.7,.5,138.9
140,군산,2024-03,6.7,11.8,2,54.7
140,군산,2024-04,14.2,19.8,9.8,53.4
140,군산,2024-05,17.2,22.3,12.5,108.3
140,군산,2024-06,22.5,27.5,18.4,73.7
140,군산,2024-07,26.8,30.3,24,606.5
140,군산,2024-08,28.6,33,25.3,19
140,군산,2024-09,25.9,30.6,22.2,188.6
140,군산,2024-10,16.7,21.4,12.8,111.6
140,군산,2024-11,10.3,15.7,5.8,48.1
140,군산,2024-12,2.5,6.8,-1.2,17.3
143,대구,2020-01,3.8,8.4,.1,70.4
143,대구,2020-02,4.9,10.4,.2,40.2
143,대구,2020-03,9.5,15.8,3.6,24.5
143,대구,2020-04,12.6,19,6.5,32.4
143,대구,2020-05,19.4,25.7,14,38.1
143,대구,2020-06,24.5,30.5,19.3,185.3
143,대구,2020-07,23.2,26.8,20.2,330.5
143,대구,2020-08,28.6,33.3,24.8,322.7
143,대구,2020-09,21.2,26,17.1,161
143,대구,2020-10,15.4,21.3,10.1,13.1
143,대구,2020-11,9.7,15.3,4.5,23.9
143,대구,2020-12,1.6,7.2,-3.1,2.8
143,대구,2021-01,.5,5.9,-4.3,11.9
143,대구,2021-02,4.8,11.1,-.6,19.2
143,대구,2021-03,10.2,16.1,4.7,95.2
143,대구,2021-04,14.5,20.6,8.8,43
143,대구,2021-05,18.3,24.3,12.8,90.9
143,대구,2021-06,23.2,28.5,18.9,55.1
143,대구,2021-07,26.9,32.1,22.9,153.3
143,대구,2021-08,25.7,30.5,22.4,256.3
143,대구,2021-09,22.1,26.4,18.7,84.1
143,대구,2021-10,16.5,22.7,11.5,57.8
143,대구,2021-11,9.5,15.7,4.4,43.1
143,대구,2021-12,3.1,8.9,-2.1,.1
143,대구,2022-01,.9,6.8,-4.1,0
143,대구,2022-02,1.6,7.4,-3.4,.1
143,대구,2022-03,9.7,15.9,3.8,34.3
143,대구,2022-04,15.9,22.7,9.4,38.5
143,대구,2022-05,20.7,27.4,14.1,4.2
143,대구,2022-06,24.3,29.7,19.8,81.8
143,대구,2022-07,27.5,32.4,23.7,88.8
143,대구,2022-08,26.9,31.4,23.4,143.3
143,대구,2022-09,21.9,26.8,17.7,114.2
143,대구,2022-10,15.5,21.6,10.1,25.6
143,대구,2022-11,11,17.7,5.2,46.6
143,대구,2022-12,.4,5.4,-4,3.6
143,대구,2023-01,.9,6.7,-4.3,11.5
143,대구,2023-02,4.4,10.4,-.7,11.2
143,대구,2023-03,11.8,18.8,5.4,27.3
143,대구,2023-04,14.8,20.9,8.8,30.8
143,대구,2023-05,19.3,25.1,13.8,200
143,대구,2023-06,24,29.6,19.3,178.7
143,대구,2023-07,26.7,31.1,23.1,298.7
143,대구,2023-08,27.5,31.9,24,312.8
143,대구,2023-09,23.5,27.9,20,123.6
143,대구,2023-10,15.9,22.4,10.5,5.7
143,대구,2023-11,9.2,15.1,4.1,31.6
143,대구,2023-12,3.5,8.6,-1.3,89.9
143,대구,2024-01,2.3,7.6,-2.1,21.4
143,대구,2024-02,5.4,10.4,1.5,56.8
143,대구,2024-03,8.5,14.3,3.2,70.9
143,대구,2024-04,16.3,22.5,10.8,60.6
143,대구,2024-05,19.4,26.2,12.9,59.8
143,대구,2024-06,24.6,30.4,19.4,98.3
143,대구,2024-07,27.8,31.7,24.5,372.2
143,대구,2024-08,29.1,34.4,25,118.3
143,대구,2024-09,25.4,30.4,21.6,151.5
143,대구,2024-10,17,21.8,13,94.9
143,대구,2024-11,10.7,16.3,6,50.4
143,대구,2024-12,3.5,8.3,-.8,1.3
146,전주,2020-01,3.5,8,-.1,76.8
146,전주,2020-02,4.2,9.4,-.3,65.9
146,전주,2020-03,8.4,14.8,3,25.4
146,전주,2020-04,10.9,17.7,5.2,23
146,전주,2020-05,18.6,24.2,13.7,79
146,전주,2020-06,23.4,28.7,19.5,187.5
146,전주,2020-07,23.5,27.3,20.8,644.7
146,전주,2020-08,27.7,32,24.6,471.5
146,전주,2020-09,21.3,26.5,17.6,135.2
146,전주,2020-10,14.9,20.9,9.8,4.2
146,전주,2020-11,9.6,14.7,5.1,58.5
146,전주,2020-12,1.7,6.5,-2.3,9.1
146,전주,2021-01,.5,5.5,-4.1,28.7
146,전주,2021-02,4.3,10,-.7,13.7
146,전주,2021-03,9.5,15.8,4.5,95.7
146,전주,2021-04,14.4,20.9,9,34.9
146,전주,2021-05,17.7,23.3,12.6,182.2
146,전주,2021-06,23,28.3,18.9,145.3
146,전주,2021-07,27.2,32.1,23.5,255.1
146,전주,2021-08,25.9,30.5,22.4,454.8
146,전주,2021-09,22.9,27.4,19.2,162.1
146,전주,2021-10,16.4,22.2,11.6,37
146,전주,2021-11,9.7,15,5.2,81.1
146,전주,2021-12,3.3,8.2,-1,6
146,전주,2022-01,.1,5,-4.3,2.1
146,전주,2022-02,.6,6.2,-4,2.5
146,전주,2022-03,8.5,14.7,3.3,93
146,전주,2022-04,14.5,21.3,9,85
146,전주,2022-05,18.7,25.3,12.9,6.8
146,전주,2022-06,23.7,28.8,19.8,164.2
146,전주,2022-07,27,31.1,23.7,184
146,전주,2022-08,26.3,30.1,23.4,311.3
146,전주,2022-09,22.6,27.8,18.1,64.5
146,전주,2022-10,15.2,21,10.4,51.1
146,전주,2022-11,11.1,17.4,6.1,77
146,전주,2022-12,-.2,4.4,-4.2,30
146,전주,2023-01,.8,5.9,-4,26.8
146,전주,2023-02,3,8.8,-1.8,9.6
146,전주,2023-03,10.2,17.7,3.9,27
146,전주,2023-04,14.2,20.5,8.5,45
146,전주,2023-05,19.4,25.2,14.4,240.7
146,전주,2023-06,23.3,28.9,19.2,169.9
146,전주,2023-07,26.5,30.5,23.4,735
146,전주,2023-08,27.5,31.9,24,274.8
146,전주,2023-09,23.7,28.2,20.1,203.4
146,전주,2023-10,16.1,21.8,11.4,18.2
146,전주,2023-11,9,13.9,4.4,92.2
146,전주,2023-12,4.1,8.3,.4,144
146,전주,2024-01,2.2,6.3,-1.5,54.6
146,전주,2024-02,5.6,10.1,1.9,113.4
146,전주,2024-03,7.9,13.7,3,79.6
146,전주,2024-04,16.2,22.4,11.2,53.4
146,전주,2024-05,18.8,24.9,13.5,113.7
146,전주,2024-06,23.8,29.2,19.3,101.9
146,전주,2024-07,27.4,31.1,24.5,398.3
146,전주,2024-08,29.1,34,25.5,129.1
146,전주,2024-09,26.6,31.6,22.8,185
146,전주,2024-10,17.4,22.4,13.1,80.2
146,전주,2024-11,11,16.4,6.6,34.4
146,전주,2024-12,3,7.1,-.5,14.3
152,울산,2020-01,5.2,9.5,1.8,178.7
152,울산,2020-02,6,11,1.4,53.6
152,울산,2020-03,9.6,14.9,4.6,41.6
152,울산,2020-04,12.3,18,7,73.2
152,울산,2020-05,18.1,23.3,13.9,51.5
152,울산,2020-06,22.7,27.6,18.5,218.6
152,울산,2020-07,22.1,25.3,19.8,498.3
152,울산,2020-08,27.6,31.8,24.4,137.1
152,울산,2020-09,21.1,25,18,243
152,울산,2020-10,15.9,20.8,11.9,18.9
152,울산,2020-11,11,15.9,6.5,37.7
152,울산,2020-12,3.4,8.5,-.9,5.7
152,울산,2021-01,2.1,6.8,-2.6,20.6
152,울산,2021-02,6.5,11.9,1.6,28.8
152,울산,2021-03,10.5,15.4,5.9,138.9
152,울산,2021-04,13.8,19,9.1,73.9
152,울산,2021-05,17.8,22.7,13.1,120.4
152,울산,2021-06,21.7,25.8,18.2,93.8
152,울산,2021-07,25.9,29.8,22.8,189.3
152,울산,2021-08,25.3,29.2,22.5,443.9
152,울산,2021-09,22.1,25.6,19.5,125.2
152,울산,2021-10,17.1,22.1,13,49
152,울산,2021-11,11.1,16.6,6.1,49.7
152,울산,2021-12,4.7,9.8,-.1,3.5
152,울산,2022-01,2.6,8,-1.7,.9
152,울산,2022-02,2.7,7.7,-1.8,2.2
152,울산,2022-03,9.9,15,4.9,55.5
152,울산,2022-04,14.7,20.1,9.8,81
152,울산,2022-05,19.2,24.9,13.8,6.1
152,울산,2022-06,22.4,26.6,19.1,147.1
152,울산,2022-07,26,30,22.9,125
152,울산,2022-08,26.4,30.2,23.4,138.5
152,울산,2022-09,21.7,25.6,18.4,284.8
152,울산,2022-10,16,21,11.8,30.4
152,울산,2022-11,12.7,18.3,7.7,44.9
152,울산,2022-12,2,6.8,-2.1,9.7
152,울산,2023-01,2.6,7.9,-2.1,41.3
152,울산,2023-02,5.2,10.4,.6,28
152,울산,2023-03,11.4,17.2,6.3,68.3
152,울산,2023-04,14.1,18.8,9.2,57.7
152,울산,2023-05,17.8,22.5,13.3,195.2
152,울산,2023-06,22.3,26.9,18.4,141.4
152,울산,2023-07,25.8,29.8,22.5,266.9
152,울산,2023-08,26.5,30.2,23.6,403.3
152,울산,2023-09,22.9,26.5,20.2,276.7
152,울산,2023-10,16.4,21.9,11.7,4.3
152,울산,2023-11,10.4,16.1,5.2,33.1
152,울산,2023-12,4.9,9.6,.6,126.7
152,울산,2024-01,3.4,8.3,-.7,42.3
152,울산,2024-02,6,10,2.5,105.4
152,울산,2024-03,8.6,13.3,3.6,80.2
152,울산,2024-04,14.9,20.2,10.6,99.1
152,울산,2024-05,17.9,23.5,12.4,69.3
152,울산,2024-06,22.6,27.4,18.4,124.6
152,울산,2024-07,26.9,30.6,23.8,209.2
152,울산,2024-08,28,32.3,24.5,89.1
152,울산,2024-09,24.7,29,21.5,237
152,울산,2024-10,17.8,21.9,14.3,174.3
152,울산,2024-11,11.8,16.4,7.8,67.5
152,울산,2024-12,4.1,8.8,0,0
155,창원,2020-01,4.6,8.7,1.2,112.6
155,창원,2020-02,5.4,10.4,1,64.2
155,창원,2020-03,9.3,14.8,4.5,37.9
155,창원,2020-04,11.9,18.2,6.8,59.1
155,창원,2020-05,17.9,23.1,13.6,78.8
155,창원,2020-06,22.8,28.3,18.7,278.9
155,창원,2020-07,22.4,25.9,20.1,524.1
155,창원,2020-08,27.5,31.8,24.6,193.1
155,창원,2020-09,21.5,25.8,17.9,241.7
155,창원,2020-10,16,21.3,11.9,20.5
155,창원,2020-11,10.7,15.5,6.5,55.6
155,창원,2020-12,2.6,7.6,-1.3,6.3
155,창원,2021-01,1.4,6.5,-3.2,14.3
155,창원,2021-02,5.5,11,.8,36.9
155,창원,2021-03,10.4,15.9,6,177.1
155,창원,2021-04,14.1,20.2,9,86.5
155,창원,2021-05,17.7,22.6,13.5,147.9
155,창원,2021-06,21.8,26.6,18.2,140.6
155,창원,2021-07,26.5,30.9,23.3,521.2
155,창원,2021-08,26.2,30.5,23,413
155,창원,2021-09,22.5,26.5,19.3,92.2
155,창원,2021-10,17.4,22.7,13.4,25
155,창원,2021-11,10.8,16.4,6.2,53.5
155,창원,2021-12,4.2,9.2,-.5,2.4
155,창원,2022-01,2,7.1,-2.2,0
155,창원,2022-02,2.3,7.7,-2.3,0
155,창원,2022-03,9.5,14.9,4.6,135
155,창원,2022-04,14.6,20.5,9.7,102.1
155,창원,2022-05,19.1,25.6,13.8,2.4
155,창원,2022-06,22.1,26.4,19,194
155,창원,2022-07,26.7,31,23.4,167.9
155,창원,2022-08,26.4,30.4,23.4,224.6
155,창원,2022-09,22.5,27.1,19,156
155,창원,2022-10,16.5,21.8,12,9.8
155,창원,2022-11,12.5,18,7.6,46
155,창원,2022-12,1.6,6,-2.4,12.1
155,창원,2023-01,2,7.2,-2.6,68.6
155,창원,2023-02,4.9,10.1,.5,24
155,창원,2023-03,10.9,17,5.8,57.6
155,창원,2023-04,14.1,19.6,9,116.3
155,창원,2023-05,18,22.9,13.8,299.4
155,창원,2023-06,22.5,27.5,18.6,209.1
155,창원,2023-07,25.7,29.5,22.8,471.7
155,창원,2023-08,27.7,31.8,24.6,506.8
155,창원,2023-09,24.1,28.3,21,268.7
155,창원,2023-10,17,22.6,12.6,4
155,창원,2023-11,10.3,15.7,5.5,51.2
155,창원,2023-12,4.7,9.6,.3,83.7
155,창원,2024-01,3.3,8,-.8,34.1
155,창원,2024-02,6,10.3,2.4,160.2
155,창원,2024-03,8.8,14.1,4.1,117.2
155,창원,2024-04,15.7,21.2,11.4,149.7
155,창원,2024-05,19,24.9,13.9,169.1
155,창원,2024-06,23.1,28.2,19.1,177.7
155,창원,2024-07,26.9,30.4,24.3,227
155,창원,2024-08,29,33.8,25.6,133.4
155,창원,2024-09,26.5,31.2,23.3,541
155,창원,2024-10,18.8,23.3,15.1,200.4
155,창원,2024-11,12.4,17.3,8.5,107
155,창원,2024-12,4.9,9.9,.8,0
156,광주,2020-01,4.6,9,1.2,74.9
156,광주,2020-02,5.3,10.6,.8,47.8
156,광주,2020-03,9,15.2,3.8,43.5
156,광주,2020-04,11.5,18,6.2,55.3
156,광주,2020-05,18.8,24.4,14.2,96.8
156,광주,2020-06,23.6,28.8,19.6,199.9
156,광주,2020-07,23.4,26.8,20.8,533.3
156,광주,2020-08,27.6,31.6,24.8,738.1
156,광주,2020-09,21.3,25.7,17.9,178.3
156,광주,2020-10,15.7,21.2,11.2,12.1
156,광주,2020-11,10.5,15.6,6.4,28.3
156,광주,2020-12,2.7,7.8,-1.1,18.7
156,광주,2021-01,1.4,6.4,-2.6,33
156,광주,2021-02,5.1,10.7,.4,31.1
156,광주,2021-03,10.6,17,5.6,122.4
156,광주,2021-04,14.9,20.9,9.7,34.2
156,광주,2021-05,18.4,24,13.4,139.4
156,광주,2021-06,23.3,28.3,19.2,118.1
156,광주,2021-07,27,31.4,23.6,227.6
156,광주,2021-08,25.8,30.3,22.5,338.7
156,광주,2021-09,22.9,27.2,19.5,131.1
156,광주,2021-10,17.2,22.7,12.8,35.3
156,광주,2021-11,10.2,15.8,5.8,85.8
156,광주,2021-12,4.1,9.4,0,7.1
156,광주,2022-01,1.6,6.7,-2.3,.3
156,광주,2022-02,1.8,7.2,-2.4,2.7
156,광주,2022-03,9.6,15.6,4.5,105.2
156,광주,2022-04,15.5,22.6,9.8,49.4
156,광주,2022-05,19.3,26.1,13.8,.4
156,광주,2022-06,23.8,29,20.1,131.7
156,광주,2022-07,27,31.1,23.8,169
156,광주,2022-08,26.9,30.6,24.1,106.4
156,광주,2022-09,23.1,28,19.1,89.2
156,광주,2022-10,16,21.6,11.4,38.3
156,광주,2022-11,11.8,18.1,6.8,46.7
156,광주,2022-12,1.1,5.5,-2.6,30.6
156,광주,2023-01,1.7,6.7,-2.5,26.8
156,광주,2023-02,4.2,10.1,-.5,14.8
156,광주,2023-03,11.2,18.2,5.1,34.8
156,광주,2023-04,14.7,20.8,9.4,66.5
156,광주,2023-05,19.4,25,14.9,190.1
156,광주,2023-06,23.4,28.8,19.5,441.2
156,광주,2023-07,26.3,30.3,23.4,684.6
156,광주,2023-08,27.3,32,24,341.2
156,광주,2023-09,23.8,28.3,20.4,152.5
156,광주,2023-10,16.6,22,12.2,11.5
156,광주,2023-11,9.9,14.9,5.4,71.9
156,광주,2023-12,4.8,9,1.2,80.2
156,광주,2024-01,3,7.3,-.5,31.1
156,광주,2024-02,6.1,10.6,2.3,111.3
156,광주,2024-03,8.2,14.1,3.4,79.5
156,광주,2024-04,16.6,22.5,11.6,79.6
156,광주,2024-05,19.2,25.3,14,102
156,광주,2024-06,23.8,29.3,19.4,149.1
156,광주,2024-07,26.9,30.5,24.3,250.4
156,광주,2024-08,28.5,33.5,24.9,132.1
156,광주,2024-09,26.3,31,22.5,181.4
156,광주,2024-10,17.7,22.6,13.7,98.2
156,광주,2024-11,11.5,16.5,7.5,66.5
156,광주,2024-12,3.8,7.9,.4,9.8
159,부산,2020-01,6.4,10.9,3.1,127.7
159,부산,2020-02,7.1,11.8,3.1,94.9
159,부산,2020-03,10.4,15,6.4,58.8
159,부산,2020-04,12.6,17.5,8.9,83.5
159,부산,2020-05,17.9,21.8,15,96.2
159,부산,2020-06,22.4,26.6,19.5,321.1
159,부산,2020-07,22.1,24.8,20.3,796.8
159,부산,2020-08,27.2,30.4,24.8,399.2
159,부산,2020-09,21.9,25.6,19.2,230.5
159,부산,2020-10,17.3,22.2,13.8,26.4
159,부산,2020-11,12.4,17.2,8.5,36.3
159,부산,2020-12,4.3,9.3,.5,10.2
159,부산,2021-01,3.3,7.9,-.8,25.8
159,부산,2021-02,7.2,11.9,3.2,49.5
159,부산,2021-03,11.4,15.9,7.7,127.5
159,부산,2021-04,14.7,19.7,10.8,107.1
159,부산,2021-05,17.7,21.5,14.7,139.2
159,부산,2021-06,21.9,25.4,19.3,232.3
159,부산,2021-07,26.3,29.5,24,399.9
159,부산,2021-08,26.2,29.4,23.8,481.2
159,부산,2021-09,22.9,26.4,20.5,164.7
159,부산,2021-10,18.7,23.3,15.2,18.2
159,부산,2021-11,12.5,17.4,8.6,57.9
159,부산,2021-12,6,10.8,1.9,4.5
159,부산,2022-01,4,9.2,0,0
159,부산,2022-02,3.6,8.8,-.5,0
159,부산,2022-03,10.5,14.8,6.8,127.4
159,부산,2022-04,14.9,19.1,11.4,130.6
159,부산,2022-05,19,23.4,15.3,5.4
159,부산,2022-06,21.7,24.9,19.4,152
159,부산,2022-07,26.2,29.7,23.7,145
159,부산,2022-08,26.4,29.7,24,176.7
159,부산,2022-09,22.9,26.9,20.2,162.4
159,부산,2022-10,17.6,22.7,14,9.7
159,부산,2022-11,14.4,19.8,10.4,61.3
159,부산,2022-12,3.3,8.1,-.3,21.4
159,부산,2023-01,3.8,8.9,-.2,79.2
159,부산,2023-02,6.8,11.8,2.9,30
159,부산,2023-03,12.3,17,8.5,76.2
159,부산,2023-04,14.6,19,11,101.6
159,부산,2023-05,17.9,21.6,14.9,290.7
