시도,시군구,법정동,년도,월,전체호수,잉여전력량
대구광역시,달서구,대천동,2024,05,5,7085
대구광역시,달서구,대천동,2024,06,5,9552
대구광역시,달서구,대천동,2024,07,5,5889
대구광역시,달서구,대천동,2024,08,5,6357
대구광역시,달서구,대천동,2024,09,5,5459
대구광역시,달서구,대천동,2024,10,5,5261
대구광역시,달서구,대천동,2024,11,5,3662
대구광역시,달서구,대천동,2024,12,5,3614
대구광역시,달서구,도원동,2024,01,23,2967
대구광역시,달서구,도원동,2024,02,23,3475
대구광역시,달서구,도원동,2024,03,23,4085
대구광역시,달서구,도원동,2024,04,23,4742
대구광역시,달서구,도원동,2024,05,23,6131
대구광역시,달서구,도원동,2024,06,23,6069
대구광역시,달서구,도원동,2024,07,26,4762
대구광역시,달서구,도원동,2024,08,26,4494
대구광역시,달서구,도원동,2024,09,26,4621
대구광역시,달서구,도원동,2024,10,26,4597
대구광역시,달서구,도원동,2024,11,26,4647
대구광역시,달서구,도원동,2024,12,26,4277
대구광역시,달서구,두류동,2024,01,231,33375
대구광역시,달서구,두류동,2024,02,231,37761
대구광역시,달서구,두류동,2024,03,231,37477
대구광역시,달서구,두류동,2024,04,229,53674
대구광역시,달서구,두류동,2024,05,230,60276
대구광역시,달서구,두류동,2024,06,230,73162
대구광역시,달서구,두류동,2024,07,233,44597
대구광역시,달서구,두류동,2024,08,239,41654
대구광역시,달서구,두류동,2024,09,244,42988
대구광역시,달서구,두류동,2024,10,245,43734
대구광역시,달서구,두류동,2024,11,246,42215
대구광역시,달서구,두류동,2024,12,246,40170
대구광역시,달서구,본동,2024,01,44,6237
대구광역시,달서구,본동,2024,02,44,8204
대구광역시,달서구,본동,2024,03,44,7328
대구광역시,달서구,본동,2024,04,43,10859
대구광역시,달서구,본동,2024,05,43,11623
대구광역시,달서구,본동,2024,06,43,14247
대구광역시,달서구,본동,2024,07,44,9536
대구광역시,달서구,본동,2024,08,45,9347
대구광역시,달서구,본동,2024,09,45,9017
대구광역시,달서구,본동,2024,10,46,8761
대구광역시,달서구,본동,2024,11,46,7939
대구광역시,달서구,본동,2024,12,46,7740
대구광역시,달서구,본리동,2024,01,14,1867
대구광역시,달서구,본리동,2024,02,14,2165
대구광역시,달서구,본리동,2024,03,14,3000
대구광역시,달서구,본리동,2024,04,14,3191
대구광역시,달서구,본리동,2024,05,14,4417
대구광역시,달서구,본리동,2024,06,14,3995
대구광역시,달서구,본리동,2024,07,14,2310
대구광역시,달서구,본리동,2024,08,14,2663
대구광역시,달서구,본리동,2024,09,14,2222
대구광역시,달서구,본리동,2024,10,14,2432
대구광역시,달서구,본리동,2024,11,15,2559
대구광역시,달서구,본리동,2024,12,15,2184
대구광역시,달서구,상인동,2024,01,194,28231
대구광역시,달서구,상인동,2024,02,194,32334
대구광역시,달서구,상인동,2024,03,194,34086
대구광역시,달서구,상인동,2024,04,193,45416
대구광역시,달서구,상인동,2024,05,193,53077
대구광역시,달서구,상인동,2024,06,195,61811
대구광역시,달서구,상인동,2024,07,199,40530
대구광역시,달서구,상인동,2024,08,200,36435
대구광역시,달서구,상인동,2024,09,211,39504
대구광역시,달서구,상인동,2024,10,213,41020
대구광역시,달서구,상인동,2024,11,211,36841
대구광역시,달서구,상인동,2024,12,214,35827
대구광역시,달서구,성당동,2024,01,236,36190
대구광역시,달서구,성당동,2024,02,236,41794
대구광역시,달서구,성당동,2024,03,236,39867
대구광역시,달서구,성당동,2024,04,235,57932
대구광역시,달서구,성당동,2024,05,236,63784
대구광역시,달서구,성당동,2024,06,236,76877
대구광역시,달서구,성당동,2024,07,241,49884
대구광역시,달서구,성당동,2024,08,241,46016
대구광역시,달서구,성당동,2024,09,251,47048
대구광역시,달서구,성당동,2024,10,253,47753
대구광역시,달서구,성당동,2024,11,253,44549
대구광역시,달서구,성당동,2024,12,254,43118
대구광역시,달서구,송현동,2024,01,316,42717
대구광역시,달서구,송현동,2024,02,316,50501
대구광역시,달서구,송현동,2024,03,316,49842
대구광역시,달서구,송현동,2024,04,314,74980
대구광역시,달서구,송현동,2024,05,316,85501
대구광역시,달서구,송현동,2024,06,318,104690
대구광역시,달서구,송현동,2024,07,322,69674
대구광역시,달서구,송현동,2024,08,325,60823
대구광역시,달서구,송현동,2024,09,336,63566
대구광역시,달서구,송현동,2024,10,335,62785
대구광역시,달서구,송현동,2024,11,335,55954
대구광역시,달서구,송현동,2024,12,335,53561
대구광역시,달서구,신당동,2024,01,100,17207
대구광역시,달서구,신당동,2024,02,100,17738
대구광역시,달서구,신당동,2024,03,100,17469
대구광역시,달서구,신당동,2024,04,99,24675
대구광역시,달서구,신당동,2024,05,99,26346
대구광역시,달서구,신당동,2024,06,99,32252
대구광역시,달서구,신당동,2024,07,99,20059
대구광역시,달서구,신당동,2024,08,102,19347
대구광역시,달서구,신당동,2024,09,104,19761
대구광역시,달서구,신당동,2024,10,106,20034
대구광역시,달서구,신당동,2024,11,106,19043
대구광역시,달서구,신당동,2024,12,106,18694
대구광역시,달서구,용산동,2024,01,108,14187
대구광역시,달서구,용산동,2024,02,108,17101
대구광역시,달서구,용산동,2024,03,108,16757
대구광역시,달서구,용산동,2024,04,106,22741
대구광역시,달서구,용산동,2024,05,106,26224
대구광역시,달서구,용산동,2024,06,107,31535
대구광역시,달서구,용산동,2024,07,113,21477
대구광역시,달서구,용산동,2024,08,121,20569
대구광역시,달서구,용산동,2024,09,124,23113
대구광역시,달서구,용산동,2024,10,126,21962
대구광역시,달서구,용산동,2024,11,129,21157
대구광역시,달서구,용산동,2024,12,130,21229
대구광역시,달서구,월성동,2024,01,7,3420
대구광역시,달서구,월성동,2024,02,7,5730
대구광역시,달서구,월성동,2024,03,7,6608
대구광역시,달서구,월성동,2024,04,6,8850
대구광역시,달서구,월성동,2024,05,6,10611
대구광역시,달서구,월성동,2024,06,7,10746
대구광역시,달서구,월성동,2024,07,7,11734
대구광역시,달서구,월성동,2024,08,7,12701
대구광역시,달서구,월성동,2024,09,7,11998
대구광역시,달서구,월성동,2024,10,7,3518
대구광역시,달서구,월성동,2024,11,7,3731
대구광역시,달서구,월성동,2024,12,7,5516
대구광역시,달서구,월암동,2024,01,5호미만제거,
대구광역시,달서구,월암동,2024,02,5호미만제거,
대구광역시,달서구,월암동,2024,03,5호미만제거,
대구광역시,달서구,월암동,2024,04,5호미만제거,
대구광역시,달서구,월암동,2024,05,5호미만제거,
대구광역시,달서구,월암동,2024,06,5호미만제거,
대구광역시,달서구,월암동,2024,07,5호미만제거,
대구광역시,달서구,월암동,2024,08,5호미만제거,
대구광역시,달서구,월암동,2024,09,5호미만제거,
대구광역시,달서구,월암동,2024,10,5호미만제거,
대구광역시,달서구,월암동,2024,11,5호미만제거,
대구광역시,달서구,월암동,2024,12,5호미만제거,
대구광역시,달서구,유천동,2024,01,5호미만제거,
대구광역시,달서구,유천동,2024,02,5호미만제거,
대구광역시,달서구,유천동,2024,03,5호미만제거,
대구광역시,달서구,유천동,2024,04,5호미만제거,
대구광역시,달서구,유천동,2024,05,5호미만제거,
대구광역시,달서구,유천동,2024,06,5호미만제거,
대구광역시,달서구,유천동,2024,07,5호미만제거,
대구광역시,달서구,유천동,2024,08,5호미만제거,
대구광역시,달서구,유천동,2024,09,5호미만제거,
대구광역시,달서구,유천동,2024,10,5호미만제거,
대구광역시,달서구,유천동,2024,11,5호미만제거,
대구광역시,달서구,유천동,2024,12,5호미만제거,
대구광역시,달서구,이곡동,2024,01,74,12026
대구광역시,달서구,이곡동,2024,02,74,11394
대구광역시,달서구,이곡동,2024,03,74,14924
대구광역시,달서구,이곡동,2024,04,74,16545
대구광역시,달서구,이곡동,2024,05,74,21171
대구광역시,달서구,이곡동,2024,06,75,20155
대구광역시,달서구,이곡동,2024,07,76,11099
대구광역시,달서구,이곡동,2024,08,76,13951
대구광역시,달서구,이곡동,2024,09,77,12283
대구광역시,달서구,이곡동,2024,10,80,13373
대구광역시,달서구,이곡동,2024,11,80,13653
대구광역시,달서구,이곡동,2024,12,80,12965
대구광역시,달서구,장기동,2024,01,49,6425
대구광역시,달서구,장기동,2024,02,49,7291
대구광역시,달서구,장기동,2024,03,49,6817
대구광역시,달서구,장기동,2024,04,47,9828
대구광역시,달서구,장기동,2024,05,49,11255
대구광역시,달서구,장기동,2024,06,49,13590
대구광역시,달서구,장기동,2024,07,49,8554
대구광역시,달서구,장기동,2024,08,50,7268
대구광역시,달서구,장기동,2024,09,50,7432
대구광역시,달서구,장기동,2024,10,50,7558
대구광역시,달서구,장기동,2024,11,50,7494
대구광역시,달서구,장기동,2024,12,50,7394
대구광역시,달서구,장동,2024,01,5,1887
대구광역시,달서구,장동,2024,02,5,1525
대구광역시,달서구,장동,2024,03,5,2445
대구광역시,달서구,장동,2024,04,5,3492
대구광역시,달서구,장동,2024,05,5,3565
대구광역시,달서구,장동,2024,06,5,5091
대구광역시,달서구,장동,2024,07,5,3185
대구광역시,달서구,장동,2024,08,5,2443
대구광역시,달서구,장동,2024,09,5,3392
대구광역시,달서구,장동,2024,10,5,2488
대구광역시,달서구,장동,2024,11,5,2316
대구광역시,달서구,장동,2024,12,5,2190
대구광역시,달서구,죽전동,2024,01,60,7594
대구광역시,달서구,죽전동,2024,02,60,9354
대구광역시,달서구,죽전동,2024,03,60,8392
대구광역시,달서구,죽전동,2024,04,60,13834
대구광역시,달서구,죽전동,2024,05,60,14224
대구광역시,달서구,죽전동,2024,06,60,19540
대구광역시,달서구,죽전동,2024,07,60,13759
대구광역시,달서구,죽전동,2024,08,60,10243
대구광역시,달서구,죽전동,2024,09,62,11608
대구광역시,달서구,죽전동,2024,10,62,10516
대구광역시,달서구,죽전동,2024,11,64,9816
대구광역시,달서구,죽전동,2024,12,64,9886
대구광역시,달서구,진천동,2024,01,133,15558
대구광역시,달서구,진천동,2024,02,133,18429
대구광역시,달서구,진천동,2024,03,133,18644
대구광역시,달서구,진천동,2024,04,132,25274
대구광역시,달서구,진천동,2024,05,131,28240
대구광역시,달서구,진천동,2024,06,131,35002
대구광역시,달서구,진천동,2024,07,133,23106
대구광역시,달서구,진천동,2024,08,136,21255
대구광역시,달서구,진천동,2024,09,139,21844
대구광역시,달서구,진천동,2024,10,143,22389
대구광역시,달서구,진천동,2024,11,144,21019
대구광역시,달서구,진천동,2024,12,145,19901
대구광역시,달서구,파호동,2024,01,5,340
대구광역시,달서구,파호동,2024,02,5,542
대구광역시,달서구,파호동,2024,03,5,707
대구광역시,달서구,파호동,2024,04,5,1146
대구광역시,달서구,파호동,2024,05,5,1213
대구광역시,달서구,파호동,2024,06,5,1609
대구광역시,달서구,파호동,2024,07,5,1020
대구광역시,달서구,파호동,2024,08,5,771
대구광역시,달서구,파호동,2024,09,5,828
대구광역시,달서구,파호동,2024,10,5,811
대구광역시,달서구,파호동,2024,11,5,750
대구광역시,달서구,파호동,2024,12,5,460
대구광역시,달서구,호산동,2024,01,49,8414
대구광역시,달서구,호산동,2024,02,49,8707
대구광역시,달서구,호산동,2024,03,49,8119
대구광역시,달서구,호산동,2024,04,49,12882
대구광역시,달서구,호산동,2024,05,48,13066
대구광역시,달서구,호산동,2024,06,48,18410
대구광역시,달서구,호산동,2024,07,48,12153
대구광역시,달서구,호산동,2024,08,49,9375
대구광역시,달서구,호산동,2024,09,50,10441
대구광역시,달서구,호산동,2024,10,54,10585
대구광역시,달서구,호산동,2024,11,54,10460
대구광역시,달서구,호산동,2024,12,54,9912
대구광역시,달성군,가창면,2024,01,343,50462
대구광역시,달성군,가창면,2024,02,343,58232
대구광역시,달성군,가창면,2024,03,343,57158
대구광역시,달성군,가창면,2024,04,344,90125
대구광역시,달성군,가창면,2024,05,344,95879
대구광역시,달성군,가창면,2024,06,344,119259
대구광역시,달성군,가창면,2024,07,345,75970
대구광역시,달성군,가창면,2024,08,348,67556
대구광역시,달성군,가창면,2024,09,348,71597
대구광역시,달성군,가창면,2024,10,348,62882
대구광역시,달성군,가창면,2024,11,349,58391
대구광역시,달성군,가창면,2024,12,351,55758
대구광역시,달성군,구지면,2024,01,252,39870
대구광역시,달성군,구지면,2024,02,252,39743
대구광역시,달성군,구지면,2024,03,252,59312
대구광역시,달성군,구지면,2024,04,251,55288
대구광역시,달성군,구지면,2024,05,251,77403
대구광역시,달성군,구지면,2024,06,251,72230
대구광역시,달성군,구지면,2024,07,250,39699
대구광역시,달성군,구지면,2024,08,252,53621
대구광역시,달성군,구지면,2024,09,255,45846
대구광역시,달성군,구지면,2024,10,256,47783
대구광역시,달성군,구지면,2024,11,257,46931
대구광역시,달성군,구지면,2024,12,257,42670
대구광역시,달성군,논공읍,2024,01,319,46801
대구광역시,달성군,논공읍,2024,02,319,56153
대구광역시,달성군,논공읍,2024,03,319,56800
대구광역시,달성군,논공읍,2024,04,316,86111
대구광역시,달성군,논공읍,2024,05,316,92852
대구광역시,달성군,논공읍,2024,06,316,124843
대구광역시,달성군,논공읍,2024,07,319,83438
대구광역시,달성군,논공읍,2024,08,319,65191
대구광역시,달성군,논공읍,2024,09,320,76896
대구광역시,달성군,논공읍,2024,10,320,67276
대구광역시,달성군,논공읍,2024,11,320,62578
대구광역시,달성군,논공읍,2024,12,321,55524
대구광역시,달성군,다사읍,2024,01,182,29096
대구광역시,달성군,다사읍,2024,02,182,33014
대구광역시,달성군,다사읍,2024,03,182,31636
대구광역시,달성군,다사읍,2024,04,181,48432
대구광역시,달성군,다사읍,2024,05,183,51867
대구광역시,달성군,다사읍,2024,06,181,67363
대구광역시,달성군,다사읍,2024,07,181,43296
대구광역시,달성군,다사읍,2024,08,182,36016
대구광역시,달성군,다사읍,2024,09,184,39254
대구광역시,달성군,다사읍,2024,10,185,36766
대구광역시,달성군,다사읍,2024,11,185,34660
대구광역시,달성군,다사읍,2024,12,186,32979
대구광역시,달성군,옥포읍,2024,01,382,65592
대구광역시,달성군,옥포읍,2024,02,382,73848
대구광역시,달성군,옥포읍,2024,03,382,77068
대구광역시,달성군,옥포읍,2024,04,381,117986
대구광역시,달성군,옥포읍,2024,05,381,121042
대구광역시,달성군,옥포읍,2024,06,382,162338
대구광역시,달성군,옥포읍,2024,07,383,101662
대구광역시,달성군,옥포읍,2024,08,384,99222
대구광역시,달성군,옥포읍,2024,09,384,93960
대구광역시,달성군,옥포읍,2024,10,384,90381
대구광역시,달성군,옥포읍,2024,11,386,76819
대구광역시,달성군,옥포읍,2024,12,387,69662
대구광역시,달성군,유가읍,2024,01,246,44769
대구광역시,달성군,유가읍,2024,02,315,42583
대구광역시,달성군,유가읍,2024,03,315,45324
대구광역시,달성군,유가읍,2024,04,314,74788
대구광역시,달성군,유가읍,2024,05,315,87556
대구광역시,달성군,유가읍,2024,06,315,105421
대구광역시,달성군,유가읍,2024,07,317,57919
대구광역시,달성군,유가읍,2024,08,317,64081
대구광역시,달성군,유가읍,2024,09,318,62344
대구광역시,달성군,유가읍,2024,10,318,62993
대구광역시,달성군,유가읍,2024,11,319,57422
대구광역시,달성군,유가읍,2024,12,323,59290
대구광역시,달성군,하빈면,2024,01,179,25202
대구광역시,달성군,하빈면,2024,02,179,29065
대구광역시,달성군,하빈면,2024,03,179,28843
대구광역시,달성군,하빈면,2024,04,178,41809
대구광역시,달성군,하빈면,2024,05,178,47967
대구광역시,달성군,하빈면,2024,06,179,58046
대구광역시,달성군,하빈면,2024,07,179,38645
대구광역시,달성군,하빈면,2024,08,179,35167
대구광역시,달성군,하빈면,2024,09,182,34984
대구광역시,달성군,하빈면,2024,10,184,31744
대구광역시,달성군,하빈면,2024,11,184,29552
대구광역시,달성군,하빈면,2024,12,184,29080
대구광역시,달성군,현풍읍,2024,01,269,43057
대구광역시,달성군,현풍읍,2024,02,269,45711
대구광역시,달성군,현풍읍,2024,03,269,48514
대구광역시,달성군,현풍읍,2024,04,269,65635
대구광역시,달성군,현풍읍,2024,05,269,72567
대구광역시,달성군,현풍읍,2024,06,269,88927
대구광역시,달성군,현풍읍,2024,07,272,46518
대구광역시,달성군,현풍읍,2024,08,275,56551
대구광역시,달성군,현풍읍,2024,09,275,52161
대구광역시,달성군,현풍읍,2024,10,278,53759
대구광역시,달성군,현풍읍,2024,11,280,44382
대구광역시,달성군,현풍읍,2024,12,280,43850
대구광역시,달성군,화원읍,2024,01,216,30414
대구광역시,달성군,화원읍,2024,02,216,38477
대구광역시,달성군,화원읍,2024,03,216,30522
대구광역시,달성군,화원읍,2024,04,215,52046
대구광역시,달성군,화원읍,2024,05,215,52516
대구광역시,달성군,화원읍,2024,06,215,72499
대구광역시,달성군,화원읍,2024,07,215,55797
대구광역시,달성군,화원읍,2024,08,215,38751
대구광역시,달성군,화원읍,2024,09,216,45021
대구광역시,달성군,화원읍,2024,10,216,39212
대구광역시,달성군,화원읍,2024,11,216,37490
대구광역시,달성군,화원읍,2024,12,216,35285
대구광역시,동구,각산동,2024,01,62,12224
대구광역시,동구,각산동,2024,02,62,12033
대구광역시,동구,각산동,2024,03,62,13388
대구광역시,동구,각산동,2024,04,61,21978
대구광역시,동구,각산동,2024,05,61,27534
대구광역시,동구,각산동,2024,06,62,35088
대구광역시,동구,각산동,2024,07,62,15118
대구광역시,동구,각산동,2024,08,62,15863
대구광역시,동구,각산동,2024,09,62,14050
대구광역시,동구,각산동,2024,10,62,17939
대구광역시,동구,각산동,2024,11,63,16931
대구광역시,동구,각산동,2024,12,63,15445
대구광역시,동구,검사동,2024,01,69,10568
대구광역시,동구,검사동,2024,02,69,11870
대구광역시,동구,검사동,2024,03,69,12104
대구광역시,동구,검사동,2024,04,69,17122
대구광역시,동구,검사동,2024,05,69,20279
대구광역시,동구,검사동,2024,06,69,23230
대구광역시,동구,검사동,2024,07,69,14183
대구광역시,동구,검사동,2024,08,71,13775
대구광역시,동구,검사동,2024,09,72,14482
대구광역시,동구,검사동,2024,10,74,14381
대구광역시,동구,검사동,2024,11,74,12884
대구광역시,동구,검사동,2024,12,76,12545
대구광역시,동구,괴전동,2024,01,12,1620
대구광역시,동구,괴전동,2024,02,13,2031
대구광역시,동구,괴전동,2024,03,13,1739
대구광역시,동구,괴전동,2024,04,12,2967
대구광역시,동구,괴전동,2024,05,12,3142
대구광역시,동구,괴전동,2024,06,13,4131
대구광역시,동구,괴전동,2024,07,13,3286
대구광역시,동구,괴전동,2024,08,14,2500
대구광역시,동구,괴전동,2024,09,14,3329
대구광역시,동구,괴전동,2024,10,14,2976
대구광역시,동구,괴전동,2024,11,14,2526
대구광역시,동구,괴전동,2024,12,14,2465
대구광역시,동구,금강동,2024,01,13,2129
대구광역시,동구,금강동,2024,02,13,2590
대구광역시,동구,금강동,2024,03,13,2826
대구광역시,동구,금강동,2024,04,13,2853
대구광역시,동구,금강동,2024,05,13,3540
대구광역시,동구,금강동,2024,06,13,3676
대구광역시,동구,금강동,2024,07,13,1909
대구광역시,동구,금강동,2024,08,13,2431
대구광역시,동구,금강동,2024,09,13,2270
대구광역시,동구,금강동,2024,10,13,2553
대구광역시,동구,금강동,2024,11,13,2409
대구광역시,동구,금강동,2024,12,13,2231
대구광역시,동구,내곡동,2024,01,5호미만제거,
대구광역시,동구,내곡동,2024,02,5호미만제거,
대구광역시,동구,내곡동,2024,03,5호미만제거,
대구광역시,동구,내곡동,2024,04,5호미만제거,
대구광역시,동구,내곡동,2024,05,5호미만제거,
대구광역시,동구,내곡동,2024,06,5호미만제거,
대구광역시,동구,내곡동,2024,07,5호미만제거,
대구광역시,동구,내곡동,2024,08,5호미만제거,
대구광역시,동구,내곡동,2024,09,5호미만제거,
대구광역시,동구,내곡동,2024,10,5호미만제거,
대구광역시,동구,내곡동,2024,11,5호미만제거,
대구광역시,동구,내곡동,2024,12,5호미만제거,
대구광역시,동구,내동,2024,01,9,1315
대구광역시,동구,내동,2024,02,9,1626
대구광역시,동구,내동,2024,03,9,1991
대구광역시,동구,내동,2024,04,9,2175
대구광역시,동구,내동,2024,05,9,2757
대구광역시,동구,내동,2024,06,9,2711
대구광역시,동구,내동,2024,07,9,1226
대구광역시,동구,내동,2024,08,9,1080
대구광역시,동구,내동,2024,09,10,1183
대구광역시,동구,내동,2024,10,11,1885
대구광역시,동구,내동,2024,11,11,1816
대구광역시,동구,내동,2024,12,11,1451
대구광역시,동구,능성동,2024,01,20,3818
대구광역시,동구,능성동,2024,02,20,4482
대구광역시,동구,능성동,2024,03,20,4833
대구광역시,동구,능성동,2024,04,21,8489
대구광역시,동구,능성동,2024,05,20,10485
대구광역시,동구,능성동,2024,06,20,12663
대구광역시,동구,능성동,2024,07,20,9546
대구광역시,동구,능성동,2024,08,20,6124
대구광역시,동구,능성동,2024,09,20,8105
대구광역시,동구,능성동,2024,10,22,7438
대구광역시,동구,능성동,2024,11,22,5966
대구광역시,동구,능성동,2024,12,22,6062
대구광역시,동구,대림동,2024,01,5호미만제거,
대구광역시,동구,대림동,2024,02,5호미만제거,
대구광역시,동구,대림동,2024,03,5호미만제거,
대구광역시,동구,대림동,2024,04,5호미만제거,
대구광역시,동구,대림동,2024,05,5호미만제거,
대구광역시,동구,대림동,2024,06,5호미만제거,
대구광역시,동구,대림동,2024,07,5호미만제거,
대구광역시,동구,대림동,2024,08,5호미만제거,
대구광역시,동구,대림동,2024,09,5호미만제거,
대구광역시,동구,대림동,2024,10,5호미만제거,
대구광역시,동구,대림동,2024,11,5호미만제거,
대구광역시,동구,대림동,2024,12,5호미만제거,
대구광역시,동구,덕곡동,2024,01,32,4103
대구광역시,동구,덕곡동,2024,02,32,4658
대구광역시,동구,덕곡동,2024,03,32,4607
대구광역시,동구,덕곡동,2024,04,31,6908
대구광역시,동구,덕곡동,2024,05,31,7780
대구광역시,동구,덕곡동,2024,06,32,9825
대구광역시,동구,덕곡동,2024,07,32,5186
대구광역시,동구,덕곡동,2024,08,32,6526
대구광역시,동구,덕곡동,2024,09,32,5543
대구광역시,동구,덕곡동,2024,10,32,5337
대구광역시,동구,덕곡동,2024,11,33,4294
대구광역시,동구,덕곡동,2024,12,33,4848
대구광역시,동구,도동,2024,01,81,12554
대구광역시,동구,도동,2024,02,81,14697
대구광역시,동구,도동,2024,03,81,12101
대구광역시,동구,도동,2024,04,81,21881
대구광역시,동구,도동,2024,05,81,21364
대구광역시,동구,도동,2024,06,81,30001
대구광역시,동구,도동,2024,07,81,21015
대구광역시,동구,도동,2024,08,81,14766
대구광역시,동구,도동,2024,09,81,17889
대구광역시,동구,도동,2024,10,85,16139
대구광역시,동구,도동,2024,11,86,14952
대구광역시,동구,도동,2024,12,87,14887
대구광역시,동구,도학동,2024,01,23,2781
대구광역시,동구,도학동,2024,02,23,3506
대구광역시,동구,도학동,2024,03,23,2955
대구광역시,동구,도학동,2024,04,22,4516
대구광역시,동구,도학동,2024,05,23,4811
대구광역시,동구,도학동,2024,06,23,6095
대구광역시,동구,도학동,2024,07,23,4153
대구광역시,동구,도학동,2024,08,23,3791
대구광역시,동구,도학동,2024,09,23,4294
대구광역시,동구,도학동,2024,10,22,3420
대구광역시,동구,도학동,2024,11,22,2784
대구광역시,동구,도학동,2024,12,22,3211
대구광역시,동구,동호동,2024,01,28,4440
대구광역시,동구,동호동,2024,02,28,4574
대구광역시,동구,동호동,2024,03,28,5134
대구광역시,동구,동호동,2024,04,27,8310
대구광역시,동구,동호동,2024,05,27,9473
대구광역시,동구,동호동,2024,06,27,11891
대구광역시,동구,동호동,2024,07,28,6891
대구광역시,동구,동호동,2024,08,28,7823
대구광역시,동구,동호동,2024,09,28,7800
대구광역시,동구,동호동,2024,10,28,7372
대구광역시,동구,동호동,2024,11,28,5558
대구광역시,동구,동호동,2024,12,28,5471
대구광역시,동구,둔산동,2024,01,45,7680
대구광역시,동구,둔산동,2024,02,45,7465
대구광역시,동구,둔산동,2024,03,45,8403
대구광역시,동구,둔산동,2024,04,44,11192
대구광역시,동구,둔산동,2024,05,45,12898
대구광역시,동구,둔산동,2024,06,45,13872
대구광역시,동구,둔산동,2024,07,45,8154
대구광역시,동구,둔산동,2024,08,45,9303
대구광역시,동구,둔산동,2024,09,45,8769
대구광역시,동구,둔산동,2024,10,45,8496
대구광역시,동구,둔산동,2024,11,46,7953
대구광역시,동구,둔산동,2024,12,47,8271
대구광역시,동구,매여동,2024,01,6,857
대구광역시,동구,매여동,2024,02,6,806
대구광역시,동구,매여동,2024,03,6,1131
대구광역시,동구,매여동,2024,04,6,1259
대구광역시,동구,매여동,2024,05,6,1602
대구광역시,동구,매여동,2024,06,6,1406
대구광역시,동구,매여동,2024,07,6,698
대구광역시,동구,매여동,2024,08,6,984
대구광역시,동구,매여동,2024,09,6,889
대구광역시,동구,매여동,2024,10,6,896
대구광역시,동구,매여동,2024,11,6,835
대구광역시,동구,매여동,2024,12,6,757
대구광역시,동구,미곡동,2024,01,33,5292
대구광역시,동구,미곡동,2024,02,33,4644
대구광역시,동구,미곡동,2024,03,33,4570
대구광역시,동구,미곡동,2024,04,32,8211
대구광역시,동구,미곡동,2024,05,32,10030
대구광역시,동구,미곡동,2024,06,33,12141
대구광역시,동구,미곡동,2024,07,33,7145
대구광역시,동구,미곡동,2024,08,33,8089
대구광역시,동구,미곡동,2024,09,33,7526
대구광역시,동구,미곡동,2024,10,33,7504
대구광역시,동구,미곡동,2024,11,33,6014
대구광역시,동구,미곡동,2024,12,34,7229
대구광역시,동구,미대동,2024,01,24,3354
대구광역시,동구,미대동,2024,02,24,3948
대구광역시,동구,미대동,2024,03,24,5151
대구광역시,동구,미대동,2024,04,24,5933
대구광역시,동구,미대동,2024,05,24,8097
대구광역시,동구,미대동,2024,06,24,7609
대구광역시,동구,미대동,2024,07,24,4179
대구광역시,동구,미대동,2024,08,24,5387
대구광역시,동구,미대동,2024,09,26,5211
대구광역시,동구,미대동,2024,10,26,4998
대구광역시,동구,미대동,2024,11,26,4524
대구광역시,동구,미대동,2024,12,26,4167
대구광역시,동구,방촌동,2024,01,171,23596
대구광역시,동구,방촌동,2024,02,171,25726
대구광역시,동구,방촌동,2024,03,171,25936
대구광역시,동구,방촌동,2024,04,168,37824
대구광역시,동구,방촌동,2024,05,168,43495
대구광역시,동구,방촌동,2024,06,173,50667
대구광역시,동구,방촌동,2024,07,174,31472
대구광역시,동구,방촌동,2024,08,175,31383
대구광역시,동구,방촌동,2024,09,176,30832
대구광역시,동구,방촌동,2024,10,179,30271
대구광역시,동구,방촌동,2024,11,180,27679
대구광역시,동구,방촌동,2024,12,182,27765
대구광역시,동구,백안동,2024,01,37,5536
대구광역시,동구,백안동,2024,02,37,6022
대구광역시,동구,백안동,2024,03,37,5551
대구광역시,동구,백안동,2024,04,37,8650
대구광역시,동구,백안동,2024,05,37,9500
대구광역시,동구,백안동,2024,06,37,11652
대구광역시,동구,백안동,2024,07,37,6452
대구광역시,동구,백안동,2024,08,37,6827
대구광역시,동구,백안동,2024,09,39,6939
대구광역시,동구,백안동,2024,10,41,6820
대구광역시,동구,백안동,2024,11,42,5541
대구광역시,동구,백안동,2024,12,43,6103
대구광역시,동구,봉무동,2024,01,20,3210
대구광역시,동구,봉무동,2024,02,20,3274
대구광역시,동구,봉무동,2024,03,19,4366
대구광역시,동구,봉무동,2024,04,19,4786
대구광역시,동구,봉무동,2024,05,19,6173
대구광역시,동구,봉무동,2024,06,19,5179
대구광역시,동구,봉무동,2024,07,19,2818
대구광역시,동구,봉무동,2024,08,19,3949
대구광역시,동구,봉무동,2024,09,19,3253
대구광역시,동구,봉무동,2024,10,19,3519
대구광역시,동구,봉무동,2024,11,19,3340
대구광역시,동구,봉무동,2024,12,19,3190
대구광역시,동구,부동,2024,01,28,4668
대구광역시,동구,부동,2024,02,28,5727
대구광역시,동구,부동,2024,03,28,4207
대구광역시,동구,부동,2024,04,27,7344
대구광역시,동구,부동,2024,05,28,7452
대구광역시,동구,부동,2024,06,28,10276
대구광역시,동구,부동,2024,07,28,7811
