업체명,모델명,연료,변속형식,차량형식,자동차 종류,표시연비,도심주행연비,고속도로연비,CO2배출량(g/km),1회충전주행거리(km),배기량,등급,출시연도,예상 연간유류비
현대,쏘나타(DN8) 2.0GDI 하이브리드_17인치타이어,휘발유,자동,하이브리드,승용차,19.1,19,19.1,83,,1999,1등급,2019,1293228
현대,쏘나타(DN8) 2.0GDI 하이브리드_16인치타이어,휘발유,자동,하이브리드,승용차,20.1,20,20.1,79,,1999,1등급,2019,1228888
벤츠,Mercedes-AMG C43 4Matic Cabriolet,휘발유,자동,내연기관,승용차,8.9,7.8,10.6,198,,2996,5등급,2019,2775354
벤츠,Mercedes-Maybach S650 pullman,휘발유,자동,내연기관,승용차,5.5,4.5,7.3,331,,5980,5등급,2019,4491027
토요타,렉서스 LC500,휘발유,자동,내연기관,승용차,7.7,6.4,10.3,226,,4969,5등급,2019,3207877
케이지모빌리티,티볼리 가솔린 1.5 MT 2WD 기준4,휘발유,수동,내연기관,승용차,12.1,11.1,13.7,136,,1497,3등급,2019,2041376
케이지모빌리티,티볼리 가솔린 1.5 AT 2WD  기준4 (16인치 타이어),휘발유,자동,내연기관,승용차,11.6,10.6,13,143,,1497,3등급,2019,2129366
케이지모빌리티,티볼리 가솔린 1.5 AT 2WD 기준4 (18인치 타이어),휘발유,자동,내연기관,승용차,11.4,10.6,12.7,145,,1497,4등급,2019,2166724
케이지모빌리티,티볼리 가솔린 1.5 AT AWD 기준4,휘발유,자동,내연기관,승용차,10.2,9.2,11.8,164,,1497,4등급,2019,2421632
(주)루트17,DANIGO 3,전기,없음,전기,화물차,6.1,6.9,5.5,,83,,초소형,2019,944041
벤츠,CLS400 d 4Matic,경유,자동,내연기관,승용차,11.7,10.2,14.3,165,,2925,3등급,2019,1926526
포드,Lincoln Nautilus 2.7 AWD,휘발유,자동,내연기관,승용차,8.7,7.5,10.9,195,,2694,5등급,2019,2839155
BMW,BMW Z4 M40i,휘발유,자동,내연기관,승용차,10.2,9.2,11.9,168,,2998,4등급,2019,2421632
토요타,토요타 Prius 2WD,휘발유,CVT,하이브리드,승용차,22.4,23.3,21.5,68,,1798,1등급,2019,1102708
르노코리아자동차(주),"QM6 New 2.0 (19"" Tire)",휘발유,CVT,내연기관,승용차,11.6,10.6,13.1,146,,1997,3등급,2019,2129366
르노코리아자동차(주),"QM6 New 2.0 (17"" Tire)",휘발유,CVT,내연기관,승용차,12,11.1,13.5,140,,1997,3등급,2019,2058388
현대,"코나 1.6디젤 4WD (16""타이어)",경유,자동,내연기관,승용차,15.7,15,16.7,119,,1598,2등급,2019,1435691
닛산,Maxima,휘발유,CVT,내연기관,승용차,9.6,8.3,11.7,180,,3498,4등급,2019,2572984
벤츠,E450 4Matic,휘발유,자동,내연기관,승용차,9.2,8,11.3,190,,2996,5등급,2018,2684853
케이지모빌리티,티볼리 1.6 디젤 2WD 6AT SCR,경유,자동,내연기관,승용차,14.5,13.6,15.9,130,,1597,2등급,2019,1554507
케이지모빌리티,티볼리 1.6 디젤 AWD 6AT SCR,경유,자동,내연기관,승용차,13.6,12.5,15.4,139,,1597,3등급,2019,1657379
기아,스팅어 2.0T-GDI 2WD_19인치타이어(올시즌),휘발유,자동,내연기관,승용차,10.3,9.1,12.2,166,,1998,4등급,2019,2398121
기아,스팅어 2.0T-GDI AWD_19인치타이어(올시즌),휘발유,자동,내연기관,승용차,9.5,8.3,11.4,181,,1998,4등급,2019,2600068
기아,스팅어 3.3T-GDI 2WD_19인치타이어(올시즌),휘발유,자동,내연기관,승용차,9,7.9,10.7,192,,3342,5등급,2019,2744517
기아,스팅어 3.3T-GDI AWD_19인치타이어(올시즌),휘발유,자동,내연기관,승용차,8.5,7.5,10.2,203,,3342,5등급,2019,2905959
벤츠,Mercedes-AMG E63 4Matic +,휘발유,자동,내연기관,승용차,7.6,6.6,9.3,233,,3982,5등급,2019,3250086
벤츠,Mercedes-AMG C43 4Matic,휘발유,자동,내연기관,승용차,9.1,8,11,192,,2996,5등급,2019,2714357
벤츠,Mercedes-AMG SLC43,휘발유,자동,내연기관,승용차,9.4,8.4,11.1,186,,2996,4등급,2018,2627729
제인모터스,제인모터스칼마토EV1톤내장탑차,전기,없음,전기,화물차,2.3,2.6,2,,84,,5등급,2019,2503761
벤츠,SLC250 ,휘발유,자동,내연기관,승용차,10.7,9.5,12.4,163,,1991,4등급,2016,2308472
벤츠,A220 Hatchback,휘발유,자동,내연기관,승용차,12.3,10.9,14.4,140,,1991,3등급,2018,2008183
닛산,Maxima,휘발유,CVT,내연기관,승용차,9.4,8.2,11.7,182,,3498,4등급,2019,2627729
벤츠,Mercedes-Maybach S650,휘발유,자동,내연기관,승용차,6.3,5.4,7.8,286,,5980,5등급,2017,3920738
케이지모빌리티,코란도 1.6 디젤 6MT 2WD SCR ISG,경유,수동,내연기관,승용차,15.2,14.5,16,123,,1597,2등급,2019,1482918
닛산,Altima 2.5,휘발유,CVT,내연기관,승용차,12.9,11.1,16,131,,2488,3등급,2019,1914779
벤츠,Mercedes-AMG S63 4Matic Coupe,휘발유,자동,내연기관,승용차,7.1,6.1,8.8,251,,3982,5등급,2017,3478965
벤츠,Mercedes-AMG S63 4Matic Cabriolet,휘발유,자동,내연기관,승용차,6.7,5.7,8.5,267,,3982,5등급,2019,3686664
현대,쏘나타(DN8) 2.0CVVL_18인치타이어,휘발유,자동,내연기관,승용차,13,11.6,15,129,,1999,3등급,2019,1900050
현대,쏘나타(DN8) 2.0CVVL_17인치타이어,휘발유,자동,내연기관,승용차,13.3,11.9,15.5,126,,1999,3등급,2019,1857192
현대,쏘나타(DN8) 2.0CVVL_16인치타이어,휘발유,자동,내연기관,승용차,13.1,11.7,15.1,128,,1999,3등급,2019,1885546
현대,쏘나타(DN8) 2.0LPI_18인치타이어,LPG,자동,내연기관,승용차,9.8,8.7,11.5,133,,1999,4등급,2019,1523342
현대,쏘나타(DN8) 2.0LPI_16인치타이어,LPG,자동,내연기관,승용차,10.3,9.1,12.1,126,,1999,4등급,2019,1449393
벤츠,E220 d 4Matic,경유,자동,내연기관,승용차,13.7,12.7,15,139,,1950,3등급,2017,1645281
BMW,BMW Z4 sDrive20i,휘발유,자동,내연기관,승용차,10.7,9.8,12.1,159,,1998,4등급,2019,2308472
케이지모빌리티,코란도 1.6 디젤 6MT 2WD SCR,경유,수동,내연기관,승용차,14.5,13.6,15.8,130,,1597,2등급,2019,1554507
케이지모빌리티,코란도 1.6 디젤 6AT 2WD SCR,경유,자동,내연기관,승용차,14.1,13.2,15.5,134,,1597,2등급,2019,1598606
케이지모빌리티,코란도 1.6 디젤 6AT AWD SCR,경유,자동,내연기관,승용차,13.3,12.3,14.9,143,,1597,3등급,2019,1694763
벤츠,C220 d 4Matic Coupe,경유,자동,내연기관,승용차,14.2,12.8,16.3,134,,1950,2등급,2019,1587349
현대,아이오닉 1.6GDI 플러그인하이브리드 개조차_6DCT,전기+휘발유,자동,PHEV,승용차,20.5,29.1,27.5,17,46,1580,PHEV,2019,872814
BMW,BMW i3 120Ah,전기,없음,전기,승용차,5.6,6.2,5,,248,,2등급,2018,1028330
닛산,INFINITI QX60 2WD,휘발유,CVT,내연기관,승용차,8.9,7.9,10.5,193,,3498,5등급,2019,2775354
닛산,INFINITI QX60 AWD,휘발유,CVT,내연기관,승용차,8.7,7.7,10.3,200,,3498,5등급,2019,2839155
크라이슬러,짚 그랜드 체로키,휘발유,자동,내연기관,승용차,7.9,6.9,9.5,223,,3604,5등급,2018,3126665
기아,"쏘울 전기차(기본형, 64kWh)",전기,없음,전기,승용차,5.4,6,4.8,,386,,2등급,2019,1066417
기아,"쏘울 전기차 (도심형, 39.2kWh)",전기,없음,전기,승용차,5.6,6.4,4.9,,250,,2등급,2019,1028330
닛산,Altima 2.0,휘발유,CVT,내연기관,승용차,12.2,10.8,14.6,139,,1997,3등급,2019,2024643
닛산,Altima 2.5,휘발유,CVT,내연기관,승용차,12.8,11.1,15.8,132,,2488,3등급,2019,1929738
벤츠,C350 e,전기+휘발유,자동,PHEV,승용차,12.7,16.2,17.9,80,15,1991,PHEV,2017,1461577
GM,캐딜락 CT6 2.0T,휘발유,자동,내연기관,승용차,11,9.6,13.5,156,,1998,4등급,2019,2245514
벤츠,C220 d ,경유,자동,내연기관,승용차,14.4,13.2,16.3,131,,1950,2등급,2018,1565302
벤츠,E220 d ,경유,자동,내연기관,승용차,14.2,13.1,15.7,134,,1950,2등급,2017,1587349
기아,"쏘울 1.6T-GDI (18"" 타이어)",휘발유,자동,내연기관,승용차,12.2,11.2,13.7,137,,1591,3등급,2019,2024643
기아,"쏘울 1.6T-GDI (17"" 타이어)",휘발유,자동,내연기관,승용차,12.4,11.5,13.6,134,,1591,3등급,2019,1991988
크라이슬러,짚 그랜드 체로키,휘발유,자동,내연기관,승용차,7.9,6.9,9.5,223,,3604,5등급,2018,3126665
GM,캐딜락 CT6 3.6,휘발유,자동,내연기관,승용차,8.7,7.5,10.9,201,,3649,5등급,2019,2839155
닛산,INFINITI Q60,휘발유,자동,내연기관,승용차,9.4,8.2,11.6,183,,2997,4등급,2019,2627729
한국지엠,말리부 1.35 TURBO,휘발유,CVT,내연기관,승용차,13.3,12.2,14.9,126,,1341,3등급,2018,1857192
한국지엠,말리부 1.35 TURBO,휘발유,CVT,내연기관,승용차,14.2,12.8,16.2,118,,1341,2등급,2018,1739482
한국지엠,말리부 1.6 DIESEL,경유,자동,내연기관,승용차,14.5,13.1,16.6,130,,1598,2등급,2018,1554507
한국지엠,말리부 1.6 DIESEL,경유,자동,내연기관,승용차,15.3,13.7,17.7,123,,1598,2등급,2018,1473225
크라이슬러,짚 랭글러 스포츠,휘발유,자동,내연기관,승용차,9.6,8.9,10.8,179,,1995,4등급,2018,2572984
크라이슬러,짚 랭글러 루비콘,휘발유,자동,내연기관,승용차,8.7,8.1,9.5,201,,1995,5등급,2018,2839155
현대,"팰리세이드 2.2디젤 AWD 7인(20""타이어)",경유,자동,내연기관,승용차,11.5,10.8,12.6,167,,2199,4등급,2019,1960030
현대,"팰리세이드 2.2디젤 AWD 7인(18""타이어)",경유,자동,내연기관,승용차,11.8,10.9,13,163,,2199,3등급,2019,1910199
현대,"팰리세이드 2.2디젤 2WD 7인(20""타이어)",경유,자동,내연기관,승용차,12,11.2,13.1,160,,2199,3등급,2019,1878363
현대,"팰리세이드 2.2디젤 AWD 8인(20""타이어)",경유,자동,내연기관,승용차,11.5,10.8,12.6,167,,2199,4등급,2019,1960030
한국지엠,말리부 1.8 HYBRID,휘발유,CVT,하이브리드,승용차,17.1,17.6,16.5,95,,1796,1등급,2018,1444482
벤츠,S350 L,휘발유,자동,내연기관,승용차,8.9,7.7,11.2,197,,2996,5등급,2018,2775354
현대,"팰리세이드 3.8GDI AWD 7인(18""타이어)",휘발유,자동,내연기관,승용차,9,7.9,10.6,191,,3778,5등급,2019,2744517
현대,"팰리세이드 3.8GDI 2WD 7인(20""타이어)",휘발유,자동,내연기관,승용차,9.3,8.3,10.9,184,,3778,5등급,2019,2655984
현대,"팰리세이드 3.8GDI 2WD 7인 (18"" 타이어)",휘발유,자동,내연기관,승용차,9.6,8.5,11.4,178,,3778,4등급,2019,2572984
현대,"팰리세이드 3.8GDI AWD 7인 (20"" 타이어)",휘발유,자동,내연기관,승용차,8.9,8,10.4,192,,3778,5등급,2019,2775354
현대,"팰리세이드 2.2디젤 AWD 8인(18""타이어)",경유,자동,내연기관,승용차,11.8,10.9,13,163,,2199,3등급,2019,1910199
현대,"팰리세이드 2.2디젤 2WD 8인(20""타이어)",경유,자동,내연기관,승용차,12,11.2,13.1,160,,2199,3등급,2019,1878363
현대,"팰리세이드 2.2디젤 2WD 8인(18""타이어)",경유,자동,내연기관,승용차,12.4,11.6,13.6,155,,2199,3등급,2019,1817770
현대,"팰리세이드 2.2디젤 2WD 7인(18"" 타이어)",경유,자동,내연기관,승용차,12.6,11.9,13.8,151,,2199,3등급,2019,1788917
현대,"팰리세이드 3.8GDI AWD 8인(18""타이어)",휘발유,자동,내연기관,승용차,9,7.9,10.6,191,,3778,5등급,2019,2744517
현대,"팰리세이드 3.8GDI 2WD 8인(20""타이어)",휘발유,자동,내연기관,승용차,9.3,8.3,10.9,184,,3778,5등급,2019,2655984
현대,G90 3.8GDI AWD 5인 (18“ 타이어),휘발유,자동,내연기관,승용차,8.2,7.2,9.9,210,,3778,5등급,2018,3012274
현대,G90 5.0GDI AWD 5인 (19“ 타이어),휘발유,자동,내연기관,승용차,7.3,6.2,9.3,239,,5038,5등급,2018,3383651
현대,"G90 5.0GDI AWD 리무진 5인 (19""타이어)",휘발유,자동,내연기관,승용차,7.2,6.1,9.3,241,,5038,5등급,2019,3430646
현대,G90 3.8GDI 2WD 5인 (19“ 타이어),휘발유,자동,내연기관,승용차,8.7,7.7,10.5,197,,3778,5등급,2018,2839155
현대,G90 3.8GDI AWD 5인 (19“ 타이어),휘발유,자동,내연기관,승용차,8.1,7.2,9.7,212,,3778,5등급,2018,3049463
현대,G90 3.3T-GDI AWD 5인 (19“ 타이어),휘발유,자동,내연기관,승용차,8,7,9.7,217,,3342,5등급,2018,3087581
현대,G90 3.3T-GDI 2WD 5인 (19“ 타이어),휘발유,자동,내연기관,승용차,8.4,7.3,10.1,205,,3342,5등급,2018,2940554
현대,"팰리세이드 3.8GDI 2WD 8인 (18"" 타이어)",휘발유,자동,내연기관,승용차,9.6,8.5,11.4,178,,3778,4등급,2019,2572984
현대,"팰리세이드 3.8GDI AWD 8인 (20"" 타이어)",휘발유,자동,내연기관,승용차,8.9,8,10.4,192,,3778,5등급,2019,2775354
현대,G90 5.0GDI AWD 4인 (19“ 타이어),휘발유,자동,내연기관,승용차,7.3,6.2,9.3,239,,5038,5등급,2018,3383651
현대,"G90 5.0GDI AWD 리무진 4인 (19""타이어)",휘발유,자동,내연기관,승용차,7.2,6.1,9.3,241,,5038,5등급,2019,3430646
현대,G90 3.3T-GDI 2WD 5인 (18“ 타이어),휘발유,자동,내연기관,승용차,8.8,7.6,10.7,196,,3342,5등급,2018,2806892
현대,G90 3.3T-GDI 2WD 4인 (19“ 타이어),휘발유,자동,내연기관,승용차,8.4,7.3,10.1,205,,3342,5등급,2018,2940554
현대,G90 3.3T-GDI AWD 5인 (18“ 타이어),휘발유,자동,내연기관,승용차,8.1,7,9.9,214,,3342,5등급,2018,3049463
현대,G90 3.3T-GDI AWD 4인 (19“ 타이어),휘발유,자동,내연기관,승용차,8,7,9.7,217,,3342,5등급,2018,3087581
현대,G90 3.8GDI AWD 4인 (19“ 타이어),휘발유,자동,내연기관,승용차,8.1,7.2,9.7,212,,3778,5등급,2018,3049463
현대,G90 3.8GDI 2WD 5인 (18“ 타이어),휘발유,자동,내연기관,승용차,8.9,7.9,10.7,192,,3778,5등급,2018,2775354
현대,G90 3.8GDI 2WD 4인 (19“ 타이어),휘발유,자동,내연기관,승용차,8.7,7.7,10.5,197,,3778,5등급,2018,2839155
벤츠,GLC350 e 4Matic,전기+휘발유,자동,PHEV,승용차,10.2,13.3,15,70,17,1991,PHEV,2018,1764332
크라이슬러,짚 랭글러 스포츠,휘발유,자동,내연기관,승용차,9,8.3,10,193,,1995,5등급,2018,2744517
닛산,LEAF,전기,없음,전기,승용차,5.1,5.5,4.7,,231,,2등급,2019,1129147
크라이슬러,짚 랭글러 사하라,휘발유,자동,내연기관,승용차,9,8.3,10,193,,1995,5등급,2018,2744517
기아,K3 1.6 T-GDI 4DR 7DCT (SUMMER TIRE),휘발유,자동,내연기관,승용차,12.1,10.8,14,139,,1591,3등급,2018,2041376
케이지모빌리티,G4 렉스턴 2.2 7AT 2WD SCR 5인승					,경유,자동,내연기관,승용차,10.5,9.3,12.2,186,,2157,4등급,2018,2146700
케이지모빌리티,G4 렉스턴 2.2 7AT 4WD SCR 5인승				,경유,자동,내연기관,승용차,10.1,9,11.8,194,,2157,4등급,2018,2231718
DFSK,K01H,휘발유,수동,내연기관,화물차,10.1,10,10.3,166,,1240,4등급,2018,2445609
DFSK,C35S2,휘발유,수동,내연기관,화물차,9.7,9.6,9.9,174,,1493,4등급,2018,2546459
기아,모하비 3.0 디젤 4WD 5인,경유,자동,내연기관,승용차,9.6,8.4,11.4,205,,2959,4등급,2018,2347953
기아,모하비 3.0 디젤 2WD 5인,경유,자동,내연기관,승용차,10.1,8.9,12.1,193,,2959,4등급,2018,2231718
현대,"G80 3.3GDI AWD 19MY (19""타이어)",휘발유,자동,내연기관,승용차,8.3,7.2,10,205,,3342,5등급,2016,2975982
현대,"G80 3.3GDI AWD 19MY (18""타이어)",휘발유,자동,내연기관,승용차,8.4,7.3,10.2,202,,3342,5등급,2016,2940554
현대,"G80 3.3GDI 2WD 19MY (19""타이어)",휘발유,자동,내연기관,승용차,8.9,7.7,10.9,190,,3342,5등급,2016,2775354
현대,"G80 3.3GDI 2WD 19MY (18""타이어)",휘발유,자동,내연기관,승용차,9.1,7.9,11.2,186,,3342,5등급,2016,2714357
현대,"G80 3.3GDI AWD 스포츠패키지 19MY (19""타이어)",휘발유,자동,내연기관,승용차,8.2,7.1,9.9,207,,3342,5등급,2016,3012274
현대,"G80 3.3GDI 2WD 스포츠패키지 19MY (19""타이어)",휘발유,자동,내연기관,승용차,8.8,7.7,10.5,192,,3342,5등급,2016,2806892
현대,"G80 2.2디젤 AWD 19MY (18""타이어)",경유,자동,내연기관,승용차,12.2,10.9,14.2,158,,2199,3등급,2016,1847570
현대,"G80 2.2디젤 2WD 19MY (18""타이어)",경유,자동,내연기관,승용차,13.8,12.3,16.1,138,,2199,2등급,2016,1633359
현대,i30 1.6T-GDI_6MT (N_Line),휘발유,수동,내연기관,승용차,11.4,10.5,12.5,148,,1591,4등급,2018,2166724
현대,i30 1.6T-GDI_7DCT (N_Line),휘발유,자동,내연기관,승용차,11.8,10.7,13.3,143,,1591,3등급,2018,2093275
기아,스팅어 2.2디젤 2WD_17인치타이어,경유,자동,내연기관,승용차,15,13.5,17.2,126,,2199,2등급,2018,1502690
기아,스팅어 2.2디젤 AWD_18인치타이어,경유,자동,내연기관,승용차,13,11.8,14.9,147,,2199,3등급,2018,1733873
기아,스팅어 2.2디젤 2WD_18인치타이어,경유,자동,내연기관,승용차,14.1,12.8,16,135,,2199,2등급,2018,1598606
기아,스팅어 2.2디젤 AWD_17인치타이어,경유,자동,내연기관,승용차,13.3,11.9,15.5,143,,2199,3등급,2018,1694763
기아,K3 1.6 T-GDI 4DR 6MT (ALL SEASON TIRE),휘발유,수동,내연기관,승용차,12.2,11.1,13.8,138,,1591,3등급,2018,2024643
기아,K3 1.6 T-GDI 4DR 7DCT (ALL SEASON TIRE),휘발유,자동,내연기관,승용차,12.2,10.9,14.1,138,,1591,3등급,2018,2024643
GM,CHEVROLET CAMARO,휘발유,자동,내연기관,승용차,7.4,6,10.5,240,,6162,5등급,2018,3337926
기아,K3 1.6 T-GDI 5DR 7DCT (SUMMER TIRE),휘발유,자동,내연기관,승용차,11.9,10.7,13.6,141,,1591,3등급,2018,2075685
기아,K3 1.6 T-GDI 5DR 7DCT (ALL SEASON TIRE),휘발유,자동,내연기관,승용차,12.1,10.8,14,139,,1591,3등급,2018,2041376
현대,그랜드스타렉스(PE2)2.5디젤 4WD 리무진 (6P_N/HR),경유,자동,내연기관,승용차,8.3,7.6,9.4,237,,2497,5등급,2018,2715705
케이지모빌리티,G4 렉스턴 2.2 7AT 2WD SCR 7인승					,경유,자동,내연기관,승용차,10.5,9.3,12.2,186,,2157,4등급,2018,2146700
케이지모빌리티,G4 렉스턴 2.2 7AT 4WD SCR 7인승				,경유,자동,내연기관,승용차,10.1,9,11.8,194,,2157,4등급,2018,2231718
현대,그랜드스타렉스(PE2)2.5디젤 4WD 리무진 (9P_N/HR),경유,자동,내연기관,승용차,8.3,7.6,9.4,237,,2497,5등급,2018,2715705
현대,아반떼(AD PE) 1.6가솔린,휘발유,수동,내연기관,승용차,14,12.5,16.2,119,,1598,2등급,2018,1764332
현대,아반떼(AD PE) 1.6가솔린 (17'''타이어),휘발유,CVT,내연기관,승용차,14.1,12.6,16.3,118,,1598,2등급,2018,1751819
현대,아반떼(AD PE) 1.6가솔린 (16'''타이어),휘발유,CVT,내연기관,승용차,14.4,12.8,16.8,115,,1598,2등급,2018,1715323
현대,아반떼(AD PE) 1.6가솔린 (15'''타이어),휘발유,CVT,내연기관,승용차,15.2,13.6,17.7,108,,1598,2등급,2018,1625043
현대,아반떼(AD PE) 1.6디젤_7DCT (17''타이어),경유,자동,내연기관,승용차,17.2,15.7,19.3,108,,1582,1등급,2019,1310485
현대,아반떼(AD PE) 1.6디젤 7DCT,경유,자동,내연기관,승용차,17.8,16.3,19.9,104,,1582,1등급,2019,1266312
기아,"K7 2.2디젤 (19""타이어)",경유,자동,내연기관,승용차,14.1,12.6,16.4,135,,2199,2등급,2017,1598606
기아,"스포티지 2.0디젤 2WD 6MT (PE/19""타이어)",경유,수동,내연기관,승용차,14.3,13.7,15.1,132,,1995,2등급,2018,1576248
기아,"스포티지 2.0디젤 2WD 6MT (PE/18""타이어)",경유,수동,내연기관,승용차,14.4,13.8,15.2,131,,1995,2등급,2018,1565302
기아,"스포티지 2.0디젤 2WD 6MT (PE/17""타이어)",경유,수동,내연기관,승용차,15,14.1,16.3,125,,1995,2등급,2018,1502690
기아,"스토닉 1.6디젤 7DCT 19MY (15"" 타이어) (15)",경유,자동,내연기관,승용차,17,16.1,18.1,109,,1582,1등급,2018,1325903
기아,"스토닉 1.6디젤 7DCT 19MY (17"" 타이어) (15)",경유,자동,내연기관,승용차,16.7,15.8,17.8,111,,1582,1등급,2018,1349722
기아,"스토닉 1.4 가솔린 6AT 19MY (17""타이어) (15)",휘발유,자동,내연기관,승용차,12.6,11.5,14.2,132,,1368,3등급,2018,1960369
기아,"K7 2.2디젤 (18""타이어)",경유,자동,내연기관,승용차,14.5,13.1,16.6,131,,2199,2등급,2017,1554507
기아,"K7 2.2디젤 (17""타이어)",경유,자동,내연기관,승용차,14.6,13,17,130,,2199,2등급,2017,1543860
기아,모하비 3.0 디젤 2WD 7인,경유,자동,내연기관,승용차,10.1,8.9,12.1,193,,2959,4등급,2018,2231718
기아,모하비 3.0 디젤 4WD 7인,경유,자동,내연기관,승용차,9.6,8.4,11.4,205,,2959,4등급,2018,2347953
기아,"스포티지 2.0디젤 4WD (PE/19""타이어)",경유,자동,내연기관,승용차,12.4,11.5,13.8,154,,1995,3등급,2018,1817770
기아,"스포티지 2.0디젤 4WD (PE/18""타이어)",경유,자동,내연기관,승용차,12.7,11.8,13.9,151,,1995,3등급,2018,1774831
기아,"스포티지 2.0디젤 4WD (PE/17""타이어)",경유,자동,내연기관,승용차,12.9,12,14.2,148,,1995,3등급,2018,1747314
기아,"스포티지 1.6디젤 4WD (PE/19""타이어)",경유,자동,내연기관,승용차,13.8,13.3,14.4,137,,1598,2등급,2018,1633359
기아,"스포티지 1.6디젤 4WD (PE/18""타이어)",경유,자동,내연기관,승용차,14.1,13.4,15,134,,1598,2등급,2018,1598606
기아,"스포티지 1.6디젤 4WD (PE/17""타이어)",경유,자동,내연기관,승용차,14.6,14,15.4,129,,1598,2등급,2018,1543860
기아,"스포티지 2.0디젤 2WD 8AT (PE/19""타이어)",경유,자동,내연기관,승용차,13.8,12.9,15.1,137,,1995,2등급,2018,1633359
기아,"스포티지 2.0디젤 2WD 8AT (PE/18""타이어)",경유,자동,내연기관,승용차,14.1,13.2,15.5,134,,1995,2등급,2018,1598606
기아,"스포티지 2.0디젤 2WD 8AT (PE/17""타이어)",경유,자동,내연기관,승용차,14.4,13.2,16.2,131,,1995,2등급,2018,1565302
기아,"스포티지 1.6디젤 2WD (PE/19""타이어)",경유,자동,내연기관,승용차,15.3,14.7,16.2,122,,1598,2등급,2018,1473225
기아,"스포티지 1.6디젤 2WD (PE/18""타이어)",경유,자동,내연기관,승용차,15.8,15,16.8,118,,1598,2등급,2018,1426604
기아,"스포티지 1.6디젤 2WD (PE/17""타이어)",경유,자동,내연기관,승용차,16.3,15.5,17.5,114,,1598,1등급,2018,1382844
현대,"투싼 개조차 2.0디젤 2WD 8AT (19""타이어)",경유,자동,내연기관,승용차,13.8,12.9,15.1,137,,1995,2등급,2018,1633359
현대,"투싼 개조차 2.0디젤 2WD 8AT (18""타이어)",경유,자동,내연기관,승용차,14.1,13.2,15.3,134,,1995,2등급,2018,1598606
벤츠,S450 4Matic Coupe,휘발유,자동,내연기관,승용차,8.6,7.4,10.6,205,,2996,5등급,2016,2872169
현대,"투싼 개조차 2.0디젤 AWD (19""타이어)",경유,자동,내연기관,승용차,12.4,11.6,13.6,154,,1995,3등급,2018,1817770
현대,"투싼 개조차 2.0디젤 AWD (18""타이어)",경유,자동,내연기관,승용차,12.7,11.8,13.9,151,,1995,3등급,2018,1774831
현대,"투싼 개조차 2.0디젤 AWD (17""타이어)",경유,자동,내연기관,승용차,13.1,12.3,14.3,145,,1995,3등급,2018,1720637
현대,"투싼 개조차 1.6디젤 AWD (19""타이어)",경유,자동,내연기관,승용차,13.8,13.4,14.5,137,,1598,2등급,2018,1633359
현대,"투싼 개조차 1.6디젤 AWD (18""타이어)",경유,자동,내연기관,승용차,14.1,13.4,15.1,134,,1598,2등급,2018,1598606
현대,"투싼 개조차 1.6디젤 AWD (17""타이어)",경유,자동,내연기관,승용차,14.4,13.9,15.2,130,,1598,2등급,2018,1565302
현대,"투싼 개조차 2.0디젤 2WD 6MT (19""타이어)",경유,수동,내연기관,승용차,14.4,13.7,15.4,131,,1995,2등급,2019,1565302
현대,"투싼 개조차 2.0디젤 2WD 6MT (18""타이어)",경유,수동,내연기관,승용차,14.7,14,15.6,128,,1995,2등급,2019,1533357
현대,"투싼 개조차 2.0디젤 2WD 6MT (17""타이어)",경유,수동,내연기관,승용차,15.1,14.4,16,124,,1995,2등급,2019,1492738
현대,"투싼 개조차 2.0디젤 2WD 8AT (17""타이어)",경유,자동,내연기관,승용차,14.4,13.2,16.2,131,,1995,2등급,2018,1565302
현대,"투싼 개조차 1.6디젤 2WD (19""타이어)",경유,자동,내연기관,승용차,15.3,14.7,16.2,122,,1598,2등급,2018,1473225
현대,"투싼 개조차 1.6디젤 2WD (17""타이어)",경유,자동,내연기관,승용차,16.3,15.3,17.6,115,,1598,1등급,2018,1382844
현대,"투싼 개조차 1.6디젤 2WD (18""타이어)",경유,자동,내연기관,승용차,15.8,15,16.8,118,,1598,2등급,2018,1426604
기아,"스포티지 2.0MPI (PE/18"",19""타이어)",휘발유,자동,내연기관,승용차,10.5,9.6,11.9,161,,1999,4등급,2018,2352443
기아,"스포티지 2.0MPI (PE/17""타이어)",휘발유,자동,내연기관,승용차,10.8,9.8,12.3,156,,1999,4등급,2018,2287097
기아,"스토닉 1.0 T-GDI 7DCT (17""타이어)",휘발유,자동,내연기관,승용차,13.5,12.5,14.9,123,,998,3등급,2018,1829678
기아,"스토닉 1.0 T-GDI 7DCT (15""타이어)",휘발유,자동,내연기관,승용차,13.7,12.6,15.3,121,,998,3등급,2018,1802967
기아,K5(JF) 2.0GDI 플러그인하이브리드 개조차,전기+휘발유,자동,PHEV,승용차,17,23.1,24.7,26,45,1999,PHEV,2022,1037842
크라이슬러,짚 랭글러 루비콘,휘발유,자동,내연기관,승용차,8.2,7.7,8.8,210,,1995,5등급,2018,3012274
현대,"투싼 개조차 1.6T-GDI 2WD (19""타이어)",휘발유,자동,내연기관,승용차,11.3,10.6,12.4,148,,1591,4등급,2018,2185898
현대,"투싼 개조차 1.6T-GDI 2WD (18""타이어)",휘발유,자동,내연기관,승용차,11.6,10.8,12.7,144,,1591,3등급,2018,2129366
현대,"투싼 개조차 1.6T-GDI 2WD (17""타이어)",휘발유,자동,내연기관,승용차,11.9,11,13.1,141,,1591,3등급,2018,2075685
