업체명,모델명,연료,변속형식,차량형식,자동차 종류,표시연비,도심주행연비,고속도로연비,CO2배출량(g/km),1회충전주행거리(km),배기량,등급,출시연도,예상 연간유류비
벤틀리,Continental GTC,전기+휘발유,자동,PHEV,승용차,8.7,11.4,13.8,48,63,3996,PHEV,2025,2008183
벤틀리,Flying Spur,전기+휘발유,자동,PHEV,승용차,8.7,11.4,13.8,48,63,3996,PHEV,2025,2008183
마세라티,Maserati Grecale,휘발유,자동,하이브리드,승용차,9.8,9,10.9,178,,1995,4등급,2025,2520474
포드,Bronco 2.3L,휘발유,자동,내연기관,승용차,8.5,7.8,9.6,196,,2261,5등급,2025,2905959
마세라티,Maserati GranCabrio Modena,휘발유,자동,내연기관,승용차,8.4,7.2,10.5,212,,2992,5등급,2025,2940554
DFSK,MASADA 4밴,전기,없음,전기,화물차,4.1,4.8,3.4,,198,,4등급,2025,1404549
Brilliance Shineray,이티밴 엑스,전기,없음,전기,화물차,6.1,7,5.2,,303,,1등급,2025,944041
벤틀리,Flying Spur,전기+휘발유,자동,PHEV,승용차,8.7,11.4,13.8,48,63,3996,PHEV,2025,2008183
PSA Automobiles,Peugeot 408 Hybrid,휘발유,자동,하이브리드,승용차,14.1,13.7,14.7,114,,1199,2등급,2025,1751819
Lotus ,EMEYA 600 GT SE,전기,없음,전기,승용차,4.1,4.1,4.1,,486,,4등급,2025,1404549
Lotus ,EMEYA 600 SPORT SE,전기,없음,전기,승용차,4.1,4.1,4.1,,486,,4등급,2025,1404549
Lotus ,EMEYA 600 SPORT SE,전기,없음,전기,승용차,4.1,4.1,4.1,,486,,4등급,2025,1404549
Lotus ,EMEYA 600,전기,없음,전기,승용차,4.4,4.2,4.6,,518,,3등급,2025,1308784
르노코리아 주식회사,"SCENIC_E3/E3+_19""",전기,없음,전기,승용차,4.4,4.7,4.1,,460,,3등급,2025,1308784
BMW,BMW i5 M60 xDrive,전기,없음,전기,승용차,3.9,3.9,3.8,,371,,4등급,2025,1476577
르노코리아 주식회사,"SCENIC_E4_20""",전기,없음,전기,승용차,4.4,4.7,4.1,,460,,3등급,2025,1308784
BYD,BYD SEALION 7,전기,없음,전기,승용차,4.3,4.7,3.9,,405,,3등급,2025,1339221
Brilliance Shineray,이티4밴 엑스,전기,없음,전기,화물차,6.1,7,5.2,,303,,1등급,2025,944041
Lotus ,ELETRE 900 SPORT CARBON,전기,없음,전기,승용차,2.9,2.9,2.8,,375,,5등급,2025,1985741
Lotus ,ELETRE 900 SPORT CARBON,전기,없음,전기,승용차,2.9,2.9,2.8,,375,,5등급,2025,1985741
Lotus ,ELETRE 900 SPORT,전기,없음,전기,승용차,2.9,2.9,2.8,,375,,5등급,2025,1985741
Lotus ,ELETRE 900 SPORT,전기,없음,전기,승용차,2.9,2.9,2.8,,375,,5등급,2025,1985741
Lotus ,ELETRE 900 SPORT CARBON,전기,없음,전기,승용차,2.9,2.9,2.8,,375,,5등급,2025,1985741
Lotus ,ELETRE 900 SPORT CARBON,전기,없음,전기,승용차,2.9,2.9,2.8,,375,,5등급,2025,1985741
Lotus ,ELETRE 900 SPORT,전기,없음,전기,승용차,2.9,2.9,2.8,,375,,5등급,2025,1985741
Lotus ,ELETRE 900 SPORT,전기,없음,전기,승용차,2.9,2.9,2.8,,375,,5등급,2025,1985741
Lotus ,ELETRE 900 SPORT CARBON,전기,없음,전기,승용차,3.1,3.1,3.1,,397,,5등급,2025,1857629
Lotus ,ELETRE 900 SPORT CARBON,전기,없음,전기,승용차,3.1,3.1,3.1,,397,,5등급,2025,1857629
Lotus ,ELETRE 900 SPORT,전기,없음,전기,승용차,3.1,3.1,3.1,,397,,5등급,2025,1857629
Lotus ,ELETRE 900 SPORT,전기,없음,전기,승용차,3.1,3.1,3.1,,397,,5등급,2025,1857629
Lotus ,ELETRE 600 SPORT SE,전기,없음,전기,승용차,3.3,3.3,3.2,,421,,5등급,2025,1745045
Lotus ,ELETRE 600 SPORT SE,전기,없음,전기,승용차,3.3,3.3,3.2,,421,,5등급,2025,1745045
Lotus ,ELETRE 600 SPORT SE,전기,없음,전기,승용차,3.3,3.3,3.2,,421,,5등급,2025,1745045
Lotus ,ELETRE 600 SPORT SE,전기,없음,전기,승용차,3.3,3.3,3.2,,421,,5등급,2025,1745045
마세라티,Maserati GT2 Stradale,휘발유,자동,내연기관,승용차,7.3,6.2,9.4,244,,2992,5등급,2025,3383651
Lotus ,ELETRE 600 GT SE,전기,없음,전기,승용차,3.5,3.6,3.4,,448,,4등급,2025,1645329
Lotus ,ELETRE 600 SPORT SE,전기,없음,전기,승용차,3.5,3.6,3.4,,448,,4등급,2025,1645329
Lotus ,ELETRE 600 SPORT SE,전기,없음,전기,승용차,3.5,3.6,3.4,,448,,4등급,2025,1645329
Lotus ,ELETRE 600,전기,없음,전기,승용차,3.6,3.4,3.8,,460,,4등급,2025,1599625
현대,넥쏘(NH2) FCEV 18인치(익스클루시브),수소,없음,FCEV,승용차,107.6,113.7,100.9,,,,FCEV,2025,
현대,넥쏘(NH2) FCEV 18인치,수소,없음,FCEV,승용차,104.7,110.8,98.2,,,,FCEV,2025,
현대,넥쏘(NH2) FCEV 19인치,수소,없음,FCEV,승용차,95.1,99.3,90.4,,,,FCEV,2025,
기아,모닝(JA) PE2 1.0가솔린 14인치 빌트인캠 없음 밴형 (25MY)	,휘발유,자동,내연기관,승용차,14.7,13.5,16.3,112,,998,경형,2025,1680316
기아,모닝(JA) PE2 1.0가솔린 14인치 빌트인캠 없음 (25MY),휘발유,자동,내연기관,승용차,14.7,13.5,16.3,112,,998,경형,2025,1680316
기아,모닝(JA) PE2 1.0가솔린 16인치 빌트인캠 없음 (25MY),휘발유,자동,내연기관,승용차,14.7,13.5,16.3,112,,998,경형,2025,1680316
BMW,BMW X5 xDrive30d (7/5인승),경유,자동,하이브리드,승용차,11.4,10.4,13,169,,2993,4등급,2025,1977224
BMW,BMW iX xDrive45,전기,없음,전기,승용차,4,4.1,3.9,,446,,4등급,2025,1439663
BMW,BMW XM,전기+휘발유,자동,PHEV,승용차,7.1,9.7,10.5,51,60,4395,PHEV,2025,2470065
BMW,BMW i5 eDrive40,전기,없음,전기,승용차,4.8,4.9,4.6,,453,,3등급,2025,1199719
Lotus ,EMIRA TURBO SE,휘발유,자동,내연기관,승용차,9.5,8.3,11.6,181,,1991,4등급,2025,2600068
PSA Automobiles,Peugeot 3008 Hybrid,휘발유,자동,하이브리드,승용차,14.6,14.7,14.6,110,,1199,2등급,2025,1691825
PSA Automobiles,Peugeot 5008 Hybrid,휘발유,자동,하이브리드,승용차,13.3,12.8,14,122,,1199,3등급,2025,1857192
볼보,볼보 XC90T8 AWD,전기+휘발유,자동,PHEV,승용차,11,15.5,15.6,37,56,1969,PHEV,2025,1593590
볼보,볼보 XC90B6 AWD,휘발유,자동,하이브리드,승용차,9.5,8.4,11.3,183,,1969,4등급,2025,2600068
BMW,BMW M3 CS Touring M xDrive,휘발유,자동,내연기관,승용차,7.9,6.9,9.5,219,,2993,5등급,2025,3126665
BMW,BMW X6 xDrive40d M Sport,경유,자동,하이브리드,승용차,11.2,10.2,12.7,173,,2993,4등급,2025,2012531
포드,Bronco 2.3L,휘발유,자동,내연기관,승용차,8.5,7.8,9.6,196,,2261,5등급,2025,2905959
BMW,BMW X6 xDrive30d M Sport,경유,자동,하이브리드,승용차,11.7,10.6,13.3,165,,2993,3등급,2025,1926526
벤틀리,Continental GT,전기+휘발유,자동,PHEV,승용차,8.8,11.3,14.4,45,64,3996,PHEV,2025,1976052
BMW,BMW X5 xDrive40d (7/5인승),경유,자동,하이브리드,승용차,11,9.8,12.8,177,,2993,4등급,2025,2049123
BMW,BMW iX xDrive60,전기,없음,전기,승용차,4,4.1,3.9,,509,,4등급,2025,1439663
벤츠,Mercedes-AMG GT 55 4MATIC+ Coupe,휘발유,자동,내연기관,승용차,6.5,5.5,8.3,271,,3982,5등급,2025,3800100
Lotus ,EMEYA S,전기,없음,전기,승용차,4.4,4.2,4.6,,518,,3등급,2025,1308784
BMW,BMW 750e xDrive,전기+휘발유,자동,PHEV,승용차,10.4,14.1,15.6,36,60,2998,PHEV,2025,1680316
BMW,BMW XM Label,전기+휘발유,자동,PHEV,승용차,7.1,9.7,10.5,51,60,4395,PHEV,2025,2470065
BMW,BMW X7 xDrive40d (7/6인승),경유,자동,하이브리드,승용차,10,9.1,11.2,195,,2993,4등급,2025,2254035
DFSK,MASADA 2밴,전기,없음,전기,화물차,4.1,4.8,3.4,,198,,4등급,2025,1404549
ASTON MARTIN LAGONDA LIMITED,Vantage,휘발유,자동,내연기관,승용차,7.5,6.4,9.6,232,,3982,5등급,2025,3293420
BMW,BMW i5 M60 xDrive,전기,없음,전기,승용차,3.9,4,3.8,,371,,4등급,2025,1476577
BMW,BMW iX M70 xDrive,전기,없음,전기,승용차,3.3,3.2,3.4,,421,,5등급,2025,1745045
BMW,BMW i5 xDrive40,전기,없음,전기,승용차,4.3,4.3,4.3,,412,,3등급,2025,1339221
벤츠,Mercedes-Benz GLE 350 4MATIC,휘발유,자동,하이브리드,승용차,8.7,8.1,9.4,197,,1999,5등급,2025,2839155
벤츠,Mercedes-AMG A 45 S 4MATIC+,휘발유,자동,내연기관,승용차,9.2,8.1,11,187,,1991,5등급,2025,2684853
현대,G90 e-SC 3.5T-GDI(LWB) AWD 5인 20인치_25MY,휘발유,자동,하이브리드,승용차,8.2,7.1,10.1,207,,3470,5등급,2025,3012274
케이지모빌리티,토레스 EVX 밴 20인치타이어,전기,없음,전기,화물차,4.5,4.8,4.1,,420,,3등급,2025,1279700
케이지모빌리티,토레스 EVX 밴 18인치타이어,전기,없음,전기,화물차,4.6,5,4.2,,430,,3등급,2025,1251880
북경현대기차유한공사,쏘나타(DN8c) 2.0 LPI 택시 17” 26MY,LPG,자동,내연기관,승용차,9.5,8.3,11.7,137,,1999,4등급,2025,1571447
Lotus ,ELETRE,전기,없음,전기,승용차,3.5,3.6,3.4,,448,,4등급,2025,1645329
Lotus ,ELETRE,전기,없음,전기,승용차,3.6,3.4,3.8,,460,,4등급,2025,1599625
벤츠,Mercedes-Benz GLE 350 4MATIC,휘발유,자동,하이브리드,승용차,8.7,8.1,9.4,197,,1999,5등급,2025,2839155
현대,G90 e-SC 3.5T-GDI(LWB) AWD 4인 20인치_25MY,휘발유,자동,하이브리드,승용차,8.2,7.1,10.1,207,,3470,5등급,2025,3012274
케이지모빌리티,MUSSO EV AWD 17인치,전기,없음,전기,화물차,3.4,3.7,3.2,,340,,4등급,2025,1693721
볼보,볼보 EX40 Single Motor ER,전기,없음,전기,승용차,4.9,5.4,4.4,,434,,3등급,2025,1175235
기아,타스만 (TK1) 2.5T-GDI 2WD 8AT 5인 17인치 (빌트인캠 무),휘발유,자동,내연기관,화물차,8.6,7.8,9.8,197,,2497,5등급,2025,2872169
기아,타스만 (TK1) 2.5T-GDI 2WD 8AT 5인 17인치 (빌트인캠 유),휘발유,자동,내연기관,화물차,8.5,7.7,9.7,199,,2497,5등급,2025,2905959
기아,타스만 (TK1) 2.5T-GDI 2WD 8AT 5인 17인치 커스터마이징 패키지 (빌트인캠 통합),휘발유,자동,내연기관,화물차,8,7.3,8.9,213,,2497,5등급,2025,3087581
기아,타스만 (TK1) 2.5T-GDI 4WD 8AT 5인 17인치 (빌트인캠 무),휘발유,자동,내연기관,화물차,8.1,7.3,9.2,210,,2497,5등급,2025,3049463
기아,타스만 (TK1) 2.5T-GDI 4WD 8AT 5인 17인치 (빌트인캠 유),휘발유,자동,내연기관,화물차,8,7.2,9.1,213,,2497,5등급,2025,3087581
기아,타스만 (TK1) 2.5T-GDI 4WD 8AT 5인 18인치 커스터마이징 패키지 (빌트인캠 통합),휘발유,자동,내연기관,화물차,7.4,6.7,8.3,231,,2497,5등급,2025,3337926
기아,타스만 (TK1) 2.5T-GDI 4WD 8AT 5인 17인치 커스터마이징 패키지 (빌트인캠 통합),휘발유,자동,내연기관,화물차,7.4,6.7,8.3,231,,2497,5등급,2025,3337926
랜드로버,더 뉴 레인지로버 D350 LWB,경유,자동,하이브리드,승용차,10.5,9.3,12.6,185,,2997,4등급,2025,2146700
BMW,BMW M5,전기+휘발유,자동,PHEV,승용차,8.6,11.6,13.5,52,59,4395,PHEV,2025,1991988
페라리,페라리 12칠린드리,휘발유,자동,내연기관,승용차,5.8,4.9,7.4,309,,6496,5등급,2025,4258733
폭스바겐,Golf 2.0 GTI,휘발유,자동,내연기관,승용차,10.8,9.3,13.4,155,,1984,4등급,2025,2287097
MINI,MINI John Cooper Works Aceman E,전기,없음,전기,승용차,5.4,5.8,5.1,,309,,2등급,2025,1066417
Lotus ,ELETRE S,전기,없음,전기,승용차,3.6,3.4,3.8,,460,,4등급,2025,1599625
Lotus ,EMEYA,전기,없음,전기,승용차,4.1,4.1,4.1,,486,,4등급,2025,1404549
르노코리아 주식회사,"ARKANA 1.6 (18"" Tire)",휘발유,CVT,내연기관,승용차,12.8,11.4,15,128,,1598,3등급,2025,1929738
BMW,BMW 220 Gran Coupe,휘발유,자동,내연기관,승용차,12.3,10.8,14.9,136,,1998,3등급,2025,2008183
BMW,BMW 120,휘발유,자동,내연기관,승용차,12,10.6,14.3,140,,1998,3등급,2025,2058388
롤스로이스,Rolls-Royce  Ghost  Extended,휘발유,자동,내연기관,승용차,5.5,4.6,7.3,316,,6749,5등급,2025,4491027
아우디,A5 40 TFSI quattro,휘발유,자동,내연기관,승용차,10.8,9.2,13.5,156,,1984,4등급,2025,2287097
아우디,Q5 Sportback 40 TDI quattro,경유,자동,하이브리드,승용차,12.8,12.4,13.2,149,,1968,3등급,2025,1760965
아우디,A5 45 TFSI quattro,휘발유,자동,내연기관,승용차,10.9,9.3,13.9,154,,1984,4등급,2025,2266115
기아,EV4(CT1) GT-Line 항속형 2WD 19인치 빌트인캠 통합,전기,없음,전기,승용차,5.4,5.8,4.9,,495,,2등급,2025,1066417
기아,EV4(CT1) 항속형 2WD 19인치 빌트인캠 통합,전기,없음,전기,승용차,5.5,5.9,5,,502,,2등급,2025,1047027
기아,EV4(CT1) 항속형 2WD 17인치 빌트인캠 통합,전기,없음,전기,승용차,5.8,6.2,5.3,,533,,1등급,2025,992871
기아,EV4(CT1) 기본형 2WD 19인치 빌트인캠 통합,전기,없음,전기,승용차,5.4,5.7,5,,354,,2등급,2025,1066417
기아,EV4(CT1) 기본형 2WD 17인치 빌트인캠 통합,전기,없음,전기,승용차,5.8,6.2,5.3,,382,,1등급,2025,992871
현대,팰리세이드(LX3) 2.5T-GDI HEV 2WD 6AT 7인 20인치,휘발유,자동,하이브리드,승용차,12.7,12.9,12.4,129,,2497,3등급,2025,1944933
기아,타스만 (TK1) 2.5T-GDI 2WD 8AT 5인 18인치 (빌트인캠 무),휘발유,자동,내연기관,화물차,8.6,7.8,9.8,197,,2497,5등급,2025,2872169
기아,타스만 (TK1) 2.5T-GDI 2WD 8AT 5인 18인치 (빌트인캠 유),휘발유,자동,내연기관,화물차,8.5,7.7,9.7,199,,2497,5등급,2025,2905959
기아,타스만 (TK1) 2.5T-GDI 2WD 8AT 5인 18인치 커스터마이징 패키지 (빌트인캠 통합),휘발유,자동,내연기관,화물차,8,7.3,8.9,213,,2497,5등급,2025,3087581
기아,타스만 (TK1) 2.5T-GDI 4WD 8AT 5인 18인치 (빌트인캠 무),휘발유,자동,내연기관,화물차,8.1,7.3,9.2,210,,2497,5등급,2025,3049463
기아,타스만 (TK1) 2.5T-GDI 4WD 8AT 5인 18인치 (빌트인캠 유),휘발유,자동,내연기관,화물차,8,7.2,9.1,213,,2497,5등급,2025,3087581
기아,타스만 (TK1) X-PRO 2.5T-GDI 4WD 8AT 5인 17인치 (빌트인캠 무),휘발유,자동,내연기관,화물차,7.7,7,8.6,222,,2497,5등급,2025,3207877
현대,팰리세이드(LX3) 2.5T-GDI HEV AWD 6AT 7인 18인치,휘발유,자동,하이브리드,승용차,12.5,12.5,12.5,131,,2497,3등급,2025,1976052
현대,팰리세이드(LX3) 2.5T-GDI HEV 2WD 6AT 7인 21인치,휘발유,자동,하이브리드,승용차,12.5,12.5,12.5,131,,2497,3등급,2025,1976052
현대,팰리세이드(LX3) 2.5T-GDI HEV AWD 6AT 7인 20인치,휘발유,자동,하이브리드,승용차,11.4,11.4,11.3,145,,2497,4등급,2025,2166724
현대,팰리세이드(LX3) 2.5T-GDI HEV AWD 6AT 7인 21인치,휘발유,자동,하이브리드,승용차,11.4,11.4,11.3,145,,2497,4등급,2025,2166724
현대,팰리세이드(LX3) 2.5T-GDI HEV AWD 6AT 9인 20인치,휘발유,자동,하이브리드,승용차,11.4,11.4,11.3,145,,2497,4등급,2025,2166724
현대,팰리세이드(LX3) 2.5T-GDI HEV 2WD 6AT 7인 18인치 빌트인캠 유,휘발유,자동,하이브리드,승용차,13.9,14,13.7,116,,2497,2등급,2025,1777025
현대,팰리세이드(LX3) 2.5T-GDI HEV 2WD 6AT 7인 18인치 빌트인캠 무,휘발유,자동,하이브리드,승용차,14.1,14.5,13.6,114,,2497,2등급,2025,1751819
기아,타스만 (TK1) X-PRO 2.5T-GDI 4WD 8AT 5인 17인치 (빌트인캠 유),휘발유,자동,내연기관,화물차,7.6,6.9,8.5,225,,2497,5등급,2025,3250086
기아,타스만 (TK1) X-PRO 2.5T-GDI 4WD 8AT 5인 17인치 커스터마이징 패키지 (빌트인캠 통합),휘발유,자동,내연기관,화물차,7.4,6.7,8.3,231,,2497,5등급,2025,3337926
케이지모빌리티,토레스 하이브리드 17인치,휘발유,CVT,하이브리드,승용차,15.3,16.2,14.2,104,,1498,2등급,2025,1614422
케이지모빌리티,토레스 하이브리드 18인치,휘발유,CVT,하이브리드,승용차,15.7,16.6,14.6,101,,1498,2등급,2025,1573290
케이지모빌리티,토레스 하이브리드 20인치,휘발유,CVT,하이브리드,승용차,15.2,16.1,14.1,105,,1498,2등급,2025,1625043
테슬라코리아 유한회사,Model Y Long Range,전기,없음,전기,승용차,5.4,5.7,5.2,,476,,2등급,2025,1066417
테슬라코리아 유한회사,Model Y RWD,전기,없음,전기,승용차,5.6,5.8,5.4,,400,,2등급,2025,1028330
현대,팰리세이드(LX3) 2.5T-GDI HEV AWD 6AT 9인 18인치,휘발유,자동,하이브리드,승용차,12.5,12.5,12.5,131,,2497,3등급,2025,1976052
현대,팰리세이드(LX3) 2.5T-GDI HEV 2WD 6AT 9인 21인치,휘발유,자동,하이브리드,승용차,12.5,12.5,12.5,131,,2497,3등급,2025,1976052
현대,팰리세이드(LX3) 2.5T-GDI HEV 2WD 6AT 9인 20인치,휘발유,자동,하이브리드,승용차,12.7,12.9,12.4,129,,2497,3등급,2025,1944933
현대,팰리세이드(LX3) 2.5T-GDI HEV 2WD 6AT 9인 18인치 빌트인캠 유,휘발유,자동,하이브리드,승용차,13.9,14,13.7,116,,2497,2등급,2025,1777025
랜드로버,디펜더 90 D250,경유,자동,하이브리드,승용차,9.4,8.1,11.8,209,,2997,4등급,2025,2397910
현대,팰리세이드(LX3) 2.5T-GDI HEV 2WD 6AT 9인 18인치 빌트인캠 무,휘발유,자동,하이브리드,승용차,14.1,14.5,13.6,114,,2497,2등급,2025,1751819
현대,팰리세이드(LX3) 2.5T-GDI HEV AWD 6AT 9인 21인치,휘발유,자동,하이브리드,승용차,11.4,11.4,11.3,145,,2497,4등급,2025,2166724
현대,G80(RG3) FL 2.5T-GDI RWD 20인치 26MY,휘발유,자동,내연기관,승용차,9.9,8.6,12.2,169,,2497,4등급,2025,2495015
현대,G80(RG3) FL 2.5T-GDI AWD 20인치 26MY,휘발유,자동,내연기관,승용차,9.4,8.1,11.7,179,,2497,4등급,2025,2627729
토요타,토요타 RAV4 Hybrid AWD,휘발유,CVT,하이브리드,승용차,14.1,14.5,13.7,114,,2487,2등급,2025,1751819
토요타,토요타 RAV4 Hybrid 2WD,휘발유,CVT,하이브리드,승용차,14.5,15.1,13.9,110,,2487,2등급,2025,1703493
벤츠,Mercedes-AMG GT 63 S E PERFORMANCE Coupe,전기+휘발유,자동,PHEV,승용차,7.3,9.7,10.9,142,8,3982,PHEV,2025,2421632
BMW,BMW 530e,전기+휘발유,자동,PHEV,승용차,11.3,15.3,16.5,25,70,1998,PHEV,2024,1563332
롤스로이스,Rolls-Royce Phantom,휘발유,자동,내연기관,승용차,5.4,4.5,7,324,,6749,5등급,2025,4574194
롤스로이스,Rolls-Royce Phantom Extended,휘발유,자동,내연기관,승용차,5.3,4.4,7.1,329,,6749,5등급,2025,4660500
ASTON MARTIN LAGONDA LIMITED,DBX707,휘발유,자동,내연기관,승용차,6.5,5.7,7.8,268,,3982,5등급,2025,3800100
ASTON MARTIN LAGONDA LIMITED,DB12 Volante,휘발유,자동,내연기관,승용차,7,6,9,248,,3982,5등급,2025,3528664
폴스타,Polestar 4 Long Range Dual Motor 20 21인치,전기,없음,전기,승용차,4.2,4.4,4,,455,,3등급,2025,1371107
기아,봉고 (PU) 전기차 (25MY),전기,없음,전기,화물차,3.1,3.6,2.7,,217,,5등급,2025,1857629
현대,GV60(JW FL) 성능형 4WD 21인치,전기,없음,전기,승용차,4,4.3,3.6,,382,,4등급,2025,1439663
토요타,렉서스 RX350h,휘발유,CVT,하이브리드,승용차,14.7,15.6,13.8,109,,2487,2등급,2025,1680316
현대,팰리세이드(LX3) 2.5T-GDI 2WD 8AT 7인 20인치,휘발유,자동,내연기관,승용차,9,7.9,10.8,188,,2497,5등급,2025,2744517
현대,팰리세이드(LX3) 2.5T-GDI 2WD 8AT 7인 21인치,휘발유,자동,내연기관,승용차,8.7,7.6,10.6,195,,2497,5등급,2025,2839155
현대,팰리세이드(LX3) 2.5T-GDI AWD 8AT 9인 20인치,휘발유,자동,내연기관,승용차,8.2,7.2,9.8,207,,2497,5등급,2025,3012274
현대,팰리세이드(LX3) 2.5T-GDI AWD 8AT 9인 21인치,휘발유,자동,내연기관,승용차,8.2,7.2,9.8,207,,2497,5등급,2025,3012274
현대,팰리세이드(LX3) 2.5T-GDI AWD 8AT 7인 20인치,휘발유,자동,내연기관,승용차,8.2,7.2,9.8,207,,2497,5등급,2025,3012274
BMW,BMW iX1 eDrive20,전기,없음,전기,승용차,4.6,4.8,4.5,,340,,3등급,2024,1251880
현대,GV60(JW FL) 성능형 4WD 21인치,전기,없음,전기,승용차,4,4.3,3.6,,382,,4등급,2025,1439663
현대,GV60(JW FL) 4WD 20인치,전기,없음,전기,승용차,4.4,4.7,4.1,,415,,3등급,2025,1308784
현대,GV60(JW FL) 4WD 19인치,전기,없음,전기,승용차,4.6,5,4.2,,437,,3등급,2025,1251880
케이지모빌리티,MUSSO EV 2WD 17인치,전기,없음,전기,화물차,4.2,4.6,3.8,,400,,3등급,2025,1371107
현대,팰리세이드(LX3) 2.5T-GDI 2WD 8AT 7인 18인치 빌트인캠 유,휘발유,자동,내연기관,승용차,9.4,8.2,11.4,180,,2497,4등급,2025,2627729
현대,팰리세이드(LX3) 2.5T-GDI 2WD 8AT 7인 18인치 빌트인캠 무,휘발유,자동,내연기관,승용차,9.7,8.5,11.6,174,,2497,4등급,2025,2546459
벤츠,Mercedes-AMG E 53 Hybrid 4MATIC +,전기+휘발유,자동,PHEV,승용차,8.6,10.9,13.7,40,66,2998,PHEV,2025,2058388
BMW,BMW 550e xDrive,전기+휘발유,자동,PHEV,승용차,10.1,13.5,15.4,36,62,2998,PHEV,2025,1727318
MINI,MINI John Cooper Works E,전기,없음,전기,승용차,5,5.3,4.7,,291,,2등급,2025,1151730
Lotus ,EMEYA S,전기,없음,전기,승용차,4.1,4.1,4.1,,486,,4등급,2024,1404549
현대,포터(HR) 일렉트릭 (25MY),전기,없음,전기,화물차,3.1,3.6,2.7,,217,,5등급,2025,1857629
현대,팰리세이드(LX3) 2.5T-GDI AWD 8AT 9인 18인치,휘발유,자동,내연기관,승용차,8.6,7.6,10.3,197,,2497,5등급,2025,2872169
현대,팰리세이드(LX3) 2.5T-GDI AWD 8AT 7인 18인치,휘발유,자동,내연기관,승용차,8.7,7.7,10.4,193,,2497,5등급,2025,2839155
현대,팰리세이드(LX3) 2.5T-GDI 2WD 8AT 9인 20인치,휘발유,자동,내연기관,승용차,9,7.9,10.8,188,,2497,5등급,2025,2744517
현대,팰리세이드(LX3) 2.5T-GDI 2WD 8AT 9인 18인치 빌트인캠 유,휘발유,자동,내연기관,승용차,9.4,8.2,11.4,180,,2497,4등급,2025,2627729
현대,팰리세이드(LX3) 2.5T-GDI 2WD 8AT 9인 18인치 빌트인캠 무,휘발유,자동,내연기관,승용차,9.7,8.5,11.6,174,,2497,4등급,2025,2546459
현대,팰리세이드(LX3) 2.5T-GDI 2WD 8AT 9인 21인치,휘발유,자동,내연기관,승용차,8.7,7.6,10.6,195,,2497,5등급,2025,2839155
랜드로버,디펜더 110 P635 OCTA,휘발유,자동,하이브리드,승용차,7,6.3,8.1,249,,4395,5등급,2024,3528664
현대,팰리세이드(LX3) 2.5T-GDI AWD 8AT 7인 21인치,휘발유,자동,내연기관,승용차,8.2,7.2,9.8,207,,2497,5등급,2025,3012274
현대,GV60(JW FL) RWD 19인치,전기,없음,전기,승용차,5.1,5.6,4.6,,481,,2등급,2025,1129147
토요타,렉서스 LX700h,휘발유,자동,하이브리드,승용차,8,7.7,8.5,210,,3445,5등급,2025,3087581
토요타,렉서스 LX700h,휘발유,자동,하이브리드,승용차,8,7.7,8.5,210,,3445,5등급,2025,3087581
기아,EV9 (MV1) GT 21 인치,전기,없음,전기,승용차,3.6,3.8,3.4,,408,,4등급,2025,1599625
랜드로버,레인지로버 벨라 P400e,전기+휘발유,자동,PHEV,승용차,9.1,12,13.6,42,45,1997,PHEV,2024,1944933
토요타,렉서스 LX700h,휘발유,자동,하이브리드,승용차,8,7.7,8.5,210,,3445,5등급,2025,3087581
포르쉐,911 카레라 GTS ,휘발유,자동,하이브리드,승용차,7.9,6.9,9.6,222,,3591,5등급,2025,3126665
포르쉐,911 카레라 GTS ,휘발유,자동,하이브리드,승용차,7.9,6.9,9.6,222,,3591,5등급,2025,3126665
포르쉐,911 카레라 GTS 카브리올레,휘발유,자동,하이브리드,승용차,7.9,6.9,9.6,222,,3591,5등급,2025,3126665
GM,캐딜락 Escalade ESV,휘발유,자동,내연기관,승용차,5.9,5.2,7.1,296,,6162,5등급,2025,4186551
롤스로이스,Rolls-Royce  Ghost ,휘발유,자동,내연기관,승용차,5.4,4.5,7.2,323,,6749,5등급,2025,4574194
롤스로이스,Rolls-Royce Black Badge  Ghost ,휘발유,자동,내연기관,승용차,5.6,4.7,7.2,312,,6749,5등급,2025,4410830
MINI,MINI John Cooper Works Convertible,휘발유,자동,내연기관,승용차,11.5,10.2,13.6,146,,1998,4등급,2025,2147883
포르쉐,911 카레라 4 GTS,휘발유,자동,하이브리드,승용차,7.6,6.7,9.2,225,,3591,5등급,2025,3250086
포르쉐,911 타르가 4 GTS,휘발유,자동,하이브리드,승용차,7.6,6.7,9.2,225,,3591,5등급,2025,3250086
롤스로이스,Rolls-Royce  Ghost  Extended,휘발유,자동,내연기관,승용차,5.5,4.6,7.3,316,,6749,5등급,2025,4491027
ASTON MARTIN LAGONDA LIMITED,Valour,휘발유,수동,내연기관,승용차,6,5.1,7.8,291,,5204,5등급,2025,4116775
현대,스타리아(US4) 라운지 리무진 1.6T-GDI 하이브리드 6AT 7인 18인치,휘발유,자동,하이브리드,승용차,12.1,13.2,11,135,,1598,3등급,2025,2041376
MINI,MINI John Cooper Works,휘발유,자동,내연기관,승용차,12,10.6,14.3,140,,1998,3등급,2024,2058388
롤스로이스,Rolls-Royce  Ghost ,휘발유,자동,내연기관,승용차,5.4,4.5,7.2,323,,6749,5등급,2025,4574194
