년도,월,지역,완속충전기_신규설치,급속충전기_신규설치,전체충전기_신규설치,완속충전기_누적대수,급속충전기_누적대수,전체충전기_누적대수
2021,7,대구,1552.0,119.0,1671.0,2460.0,368.0,2828.0
2021,8,대구,1552.0,119.0,1671.0,2460.0,368.0,2828.0
2021,9,대구,1552.0,119.0,1671.0,2460.0,368.0,2828.0
2021,10,대구,1552.0,119.0,1671.0,2460.0,368.0,2828.0
2021,11,대구,1552.0,119.0,1671.0,2460.0,368.0,2828.0
2021,12,대구,1552.0,119.0,1671.0,2460.0,368.0,2828.0
2022,1,대구,4462.0,246.0,4708.0,6922.0,614.0,7536.0
2022,2,대구,4462.0,246.0,4708.0,6922.0,614.0,7536.0
2022,3,대구,4462.0,246.0,4708.0,6922.0,614.0,7536.0
2022,4,대구,4462.0,246.0,4708.0,6922.0,614.0,7536.0
2022,5,대구,4462.0,246.0,4708.0,6922.0,614.0,7536.0
2022,6,대구,4462.0,246.0,4708.0,6922.0,614.0,7536.0
2022,7,대구,4462.0,246.0,4708.0,6922.0,614.0,7536.0
2022,8,대구,4462.0,246.0,4708.0,6922.0,614.0,7536.0
2022,9,대구,4462.0,246.0,4708.0,6922.0,614.0,7536.0
2022,10,대구,4462.0,246.0,4708.0,6922.0,614.0,7536.0
2022,11,대구,4462.0,246.0,4708.0,6922.0,614.0,7536.0
2022,12,대구,4462.0,246.0,4708.0,6922.0,614.0,7536.0
2023,1,대구,4618.0,577.0,5195.0,11540.0,1191.0,12731.0
2023,2,대구,4618.0,577.0,5195.0,11540.0,1191.0,12731.0
2023,3,대구,4618.0,577.0,5195.0,11540.0,1191.0,12731.0
2023,4,대구,4618.0,577.0,5195.0,11540.0,1191.0,12731.0
2023,5,대구,4618.0,577.0,5195.0,11540.0,1191.0,12731.0
2023,6,대구,4618.0,577.0,5195.0,11540.0,1191.0,12731.0
2023,7,대구,4618.0,577.0,5195.0,11540.0,1191.0,12731.0
2023,8,대구,4618.0,577.0,5195.0,11540.0,1191.0,12731.0
2023,9,대구,4618.0,577.0,5195.0,11540.0,1191.0,12731.0
2023,10,대구,4618.0,577.0,5195.0,11540.0,1191.0,12731.0
2023,11,대구,4618.0,577.0,5195.0,11540.0,1191.0,12731.0
2023,12,대구,4618.0,577.0,5195.0,11540.0,1191.0,12731.0
2024,1,대구,4687.0,185.0,4872.0,16227.0,1376.0,17603.0
2024,2,대구,4687.0,185.0,4872.0,16227.0,1376.0,17603.0
2024,3,대구,4687.0,185.0,4872.0,16227.0,1376.0,17603.0
2024,4,대구,4687.0,185.0,4872.0,16227.0,1376.0,17603.0
2024,5,대구,4687.0,185.0,4872.0,16227.0,1376.0,17603.0
2024,6,대구,4687.0,185.0,4872.0,16227.0,1376.0,17603.0
2024,7,대구,4687.0,185.0,4872.0,16227.0,1376.0,17603.0
2024,8,대구,4687.0,185.0,4872.0,16227.0,1376.0,17603.0
2024,9,대구,4687.0,185.0,4872.0,16227.0,1376.0,17603.0
2024,10,대구,4687.0,185.0,4872.0,16227.0,1376.0,17603.0
2024,11,대구,4687.0,185.0,4872.0,16227.0,1376.0,17603.0
2024,12,대구,4687.0,185.0,4872.0,16227.0,1376.0,17603.0
2019,1,대전,373.0,77.0,450.0,373.0,77.0,450.0
2019,2,대전,373.0,77.0,450.0,373.0,77.0,450.0
2019,3,대전,373.0,77.0,450.0,373.0,77.0,450.0
2019,4,대전,373.0,77.0,450.0,373.0,77.0,450.0
2019,5,대전,373.0,77.0,450.0,373.0,77.0,450.0
2019,6,대전,373.0,77.0,450.0,373.0,77.0,450.0
2019,7,대전,373.0,77.0,450.0,373.0,77.0,450.0
2019,8,대전,373.0,77.0,450.0,373.0,77.0,450.0
2019,9,대전,373.0,77.0,450.0,373.0,77.0,450.0
2019,10,대전,373.0,77.0,450.0,373.0,77.0,450.0
2019,11,대전,373.0,77.0,450.0,373.0,77.0,450.0
2019,12,대전,373.0,77.0,450.0,373.0,77.0,450.0
2020,1,대전,222.0,51.0,273.0,595.0,128.0,723.0
2020,2,대전,222.0,51.0,273.0,595.0,128.0,723.0
2020,3,대전,222.0,51.0,273.0,595.0,128.0,723.0
2020,4,대전,222.0,51.0,273.0,595.0,128.0,723.0
2020,5,대전,222.0,51.0,273.0,595.0,128.0,723.0
2020,6,대전,222.0,51.0,273.0,595.0,128.0,723.0
2020,7,대전,222.0,51.0,273.0,595.0,128.0,723.0
2020,8,대전,222.0,51.0,273.0,595.0,128.0,723.0
2020,9,대전,222.0,51.0,273.0,595.0,128.0,723.0
2020,10,대전,222.0,51.0,273.0,595.0,128.0,723.0
2020,11,대전,222.0,51.0,273.0,595.0,128.0,723.0
2020,12,대전,222.0,51.0,273.0,595.0,128.0,723.0
2021,1,대전,729.0,132.0,861.0,1324.0,260.0,1584.0
2021,2,대전,729.0,132.0,861.0,1324.0,260.0,1584.0
2021,3,대전,729.0,132.0,861.0,1324.0,260.0,1584.0
2021,4,대전,729.0,132.0,861.0,1324.0,260.0,1584.0
2021,5,대전,729.0,132.0,861.0,1324.0,260.0,1584.0
2021,6,대전,729.0,132.0,861.0,1324.0,260.0,1584.0
2021,7,대전,729.0,132.0,861.0,1324.0,260.0,1584.0
2021,8,대전,729.0,132.0,861.0,1324.0,260.0,1584.0
2021,9,대전,729.0,132.0,861.0,1324.0,260.0,1584.0
2021,10,대전,729.0,132.0,861.0,1324.0,260.0,1584.0
2021,11,대전,729.0,132.0,861.0,1324.0,260.0,1584.0
2021,12,대전,729.0,132.0,861.0,1324.0,260.0,1584.0
2022,1,대전,2826.0,225.0,3051.0,4150.0,485.0,4635.0
2022,2,대전,2826.0,225.0,3051.0,4150.0,485.0,4635.0
2022,3,대전,2826.0,225.0,3051.0,4150.0,485.0,4635.0
2022,4,대전,2826.0,225.0,3051.0,4150.0,485.0,4635.0
2022,5,대전,2826.0,225.0,3051.0,4150.0,485.0,4635.0
2022,6,대전,2826.0,225.0,3051.0,4150.0,485.0,4635.0
2022,7,대전,2826.0,225.0,3051.0,4150.0,485.0,4635.0
2022,8,대전,2826.0,225.0,3051.0,4150.0,485.0,4635.0
2022,9,대전,2826.0,225.0,3051.0,4150.0,485.0,4635.0
2022,10,대전,2826.0,225.0,3051.0,4150.0,485.0,4635.0
2022,11,대전,2826.0,225.0,3051.0,4150.0,485.0,4635.0
2022,12,대전,2826.0,225.0,3051.0,4150.0,485.0,4635.0
2023,1,대전,3891.0,309.0,4200.0,8041.0,794.0,8835.0
2023,2,대전,3891.0,309.0,4200.0,8041.0,794.0,8835.0
2023,3,대전,3891.0,309.0,4200.0,8041.0,794.0,8835.0
2023,4,대전,3891.0,309.0,4200.0,8041.0,794.0,8835.0
2023,5,대전,3891.0,309.0,4200.0,8041.0,794.0,8835.0
2023,6,대전,3891.0,309.0,4200.0,8041.0,794.0,8835.0
2023,7,대전,3891.0,309.0,4200.0,8041.0,794.0,8835.0
2023,8,대전,3891.0,309.0,4200.0,8041.0,794.0,8835.0
2023,9,대전,3891.0,309.0,4200.0,8041.0,794.0,8835.0
2023,10,대전,3891.0,309.0,4200.0,8041.0,794.0,8835.0
2023,11,대전,3891.0,309.0,4200.0,8041.0,794.0,8835.0
2023,12,대전,3891.0,309.0,4200.0,8041.0,794.0,8835.0
2024,1,대전,2073.0,291.0,2364.0,10114.0,1085.0,11199.0
2024,2,대전,2073.0,291.0,2364.0,10114.0,1085.0,11199.0
2024,3,대전,2073.0,291.0,2364.0,10114.0,1085.0,11199.0
2024,4,대전,2073.0,291.0,2364.0,10114.0,1085.0,11199.0
2024,5,대전,2073.0,291.0,2364.0,10114.0,1085.0,11199.0
2024,6,대전,2073.0,291.0,2364.0,10114.0,1085.0,11199.0
2024,7,대전,2073.0,291.0,2364.0,10114.0,1085.0,11199.0
2024,8,대전,2073.0,291.0,2364.0,10114.0,1085.0,11199.0
2024,9,대전,2073.0,291.0,2364.0,10114.0,1085.0,11199.0
2024,10,대전,2073.0,291.0,2364.0,10114.0,1085.0,11199.0
2024,11,대전,2073.0,291.0,2364.0,10114.0,1085.0,11199.0
2024,12,대전,2073.0,291.0,2364.0,10114.0,1085.0,11199.0
2019,1,부산,846.0,62.0,908.0,846.0,62.0,908.0
2019,2,부산,846.0,62.0,908.0,846.0,62.0,908.0
2019,3,부산,846.0,62.0,908.0,846.0,62.0,908.0
2019,4,부산,846.0,62.0,908.0,846.0,62.0,908.0
2019,5,부산,846.0,62.0,908.0,846.0,62.0,908.0
2019,6,부산,846.0,62.0,908.0,846.0,62.0,908.0
2019,7,부산,846.0,62.0,908.0,846.0,62.0,908.0
2019,8,부산,846.0,62.0,908.0,846.0,62.0,908.0
2019,9,부산,846.0,62.0,908.0,846.0,62.0,908.0
2019,10,부산,846.0,62.0,908.0,846.0,62.0,908.0
2019,11,부산,846.0,62.0,908.0,846.0,62.0,908.0
2019,12,부산,846.0,62.0,908.0,846.0,62.0,908.0
2020,1,부산,448.0,48.0,496.0,1294.0,110.0,1404.0
2020,2,부산,448.0,48.0,496.0,1294.0,110.0,1404.0
2020,3,부산,448.0,48.0,496.0,1294.0,110.0,1404.0
2020,4,부산,448.0,48.0,496.0,1294.0,110.0,1404.0
2020,5,부산,448.0,48.0,496.0,1294.0,110.0,1404.0
2020,6,부산,448.0,48.0,496.0,1294.0,110.0,1404.0
2020,7,부산,448.0,48.0,496.0,1294.0,110.0,1404.0
2020,8,부산,448.0,48.0,496.0,1294.0,110.0,1404.0
2020,9,부산,448.0,48.0,496.0,1294.0,110.0,1404.0
2020,10,부산,448.0,48.0,496.0,1294.0,110.0,1404.0
2020,11,부산,448.0,48.0,496.0,1294.0,110.0,1404.0
2020,12,부산,448.0,48.0,496.0,1294.0,110.0,1404.0
2021,1,부산,1142.0,112.0,1254.0,2436.0,222.0,2658.0
2021,2,부산,1142.0,112.0,1254.0,2436.0,222.0,2658.0
2021,3,부산,1142.0,112.0,1254.0,2436.0,222.0,2658.0
2021,4,부산,1142.0,112.0,1254.0,2436.0,222.0,2658.0
2021,5,부산,1142.0,112.0,1254.0,2436.0,222.0,2658.0
2021,6,부산,1142.0,112.0,1254.0,2436.0,222.0,2658.0
2021,7,부산,1142.0,112.0,1254.0,2436.0,222.0,2658.0
2021,8,부산,1142.0,112.0,1254.0,2436.0,222.0,2658.0
2021,9,부산,1142.0,112.0,1254.0,2436.0,222.0,2658.0
2021,10,부산,1142.0,112.0,1254.0,2436.0,222.0,2658.0
2021,11,부산,1142.0,112.0,1254.0,2436.0,222.0,2658.0
2021,12,부산,1142.0,112.0,1254.0,2436.0,222.0,2658.0
2022,1,부산,6459.0,325.0,6784.0,8895.0,547.0,9442.0
2022,2,부산,6459.0,325.0,6784.0,8895.0,547.0,9442.0
2022,3,부산,6459.0,325.0,6784.0,8895.0,547.0,9442.0
2022,4,부산,6459.0,325.0,6784.0,8895.0,547.0,9442.0
2022,5,부산,6459.0,325.0,6784.0,8895.0,547.0,9442.0
2022,6,부산,6459.0,325.0,6784.0,8895.0,547.0,9442.0
2022,7,부산,6459.0,325.0,6784.0,8895.0,547.0,9442.0
2022,8,부산,6459.0,325.0,6784.0,8895.0,547.0,9442.0
2022,9,부산,6459.0,325.0,6784.0,8895.0,547.0,9442.0
2022,10,부산,6459.0,325.0,6784.0,8895.0,547.0,9442.0
2022,11,부산,6459.0,325.0,6784.0,8895.0,547.0,9442.0
2022,12,부산,6459.0,325.0,6784.0,8895.0,547.0,9442.0
2023,1,부산,8368.0,837.0,9205.0,17263.0,1384.0,18647.0
2023,2,부산,8368.0,837.0,9205.0,17263.0,1384.0,18647.0
2023,3,부산,8368.0,837.0,9205.0,17263.0,1384.0,18647.0
2023,4,부산,8368.0,837.0,9205.0,17263.0,1384.0,18647.0
2023,5,부산,8368.0,837.0,9205.0,17263.0,1384.0,18647.0
2023,6,부산,8368.0,837.0,9205.0,17263.0,1384.0,18647.0
2023,7,부산,8368.0,837.0,9205.0,17263.0,1384.0,18647.0
2023,8,부산,8368.0,837.0,9205.0,17263.0,1384.0,18647.0
2023,9,부산,8368.0,837.0,9205.0,17263.0,1384.0,18647.0
2023,10,부산,8368.0,837.0,9205.0,17263.0,1384.0,18647.0
2023,11,부산,8368.0,837.0,9205.0,17263.0,1384.0,18647.0
2023,12,부산,8368.0,837.0,9205.0,17263.0,1384.0,18647.0
2024,1,부산,4867.0,332.0,5199.0,22130.0,1716.0,23846.0
2024,2,부산,4867.0,332.0,5199.0,22130.0,1716.0,23846.0
2024,3,부산,4867.0,332.0,5199.0,22130.0,1716.0,23846.0
2024,4,부산,4867.0,332.0,5199.0,22130.0,1716.0,23846.0
2024,5,부산,4867.0,332.0,5199.0,22130.0,1716.0,23846.0
2024,6,부산,4867.0,332.0,5199.0,22130.0,1716.0,23846.0
2024,7,부산,4867.0,332.0,5199.0,22130.0,1716.0,23846.0
2024,8,부산,4867.0,332.0,5199.0,22130.0,1716.0,23846.0
2024,9,부산,4867.0,332.0,5199.0,22130.0,1716.0,23846.0
2024,10,부산,4867.0,332.0,5199.0,22130.0,1716.0,23846.0
2024,11,부산,4867.0,332.0,5199.0,22130.0,1716.0,23846.0
2024,12,부산,4867.0,332.0,5199.0,22130.0,1716.0,23846.0
2019,1,서울,1016.0,195.0,1211.0,1016.0,195.0,1211.0
2019,2,서울,1016.0,195.0,1211.0,1016.0,195.0,1211.0
2019,3,서울,1016.0,195.0,1211.0,1016.0,195.0,1211.0
2019,4,서울,1016.0,195.0,1211.0,1016.0,195.0,1211.0
2019,5,서울,1016.0,195.0,1211.0,1016.0,195.0,1211.0
2019,6,서울,1016.0,195.0,1211.0,1016.0,195.0,1211.0
2019,7,서울,1016.0,195.0,1211.0,1016.0,195.0,1211.0
2019,8,서울,1016.0,195.0,1211.0,1016.0,195.0,1211.0
2019,9,서울,1016.0,195.0,1211.0,1016.0,195.0,1211.0
2019,10,서울,1016.0,195.0,1211.0,1016.0,195.0,1211.0
2019,11,서울,1016.0,195.0,1211.0,1016.0,195.0,1211.0
2019,12,서울,1016.0,195.0,1211.0,1016.0,195.0,1211.0
2020,1,서울,1606.0,260.0,1866.0,2622.0,455.0,3077.0
2020,2,서울,1606.0,260.0,1866.0,2622.0,455.0,3077.0
2020,3,서울,1606.0,260.0,1866.0,2622.0,455.0,3077.0
2020,4,서울,1606.0,260.0,1866.0,2622.0,455.0,3077.0
2020,5,서울,1606.0,260.0,1866.0,2622.0,455.0,3077.0
2020,6,서울,1606.0,260.0,1866.0,2622.0,455.0,3077.0
2020,7,서울,1606.0,260.0,1866.0,2622.0,455.0,3077.0
2020,8,서울,1606.0,260.0,1866.0,2622.0,455.0,3077.0
2020,9,서울,1606.0,260.0,1866.0,2622.0,455.0,3077.0
2020,10,서울,1606.0,260.0,1866.0,2622.0,455.0,3077.0
2020,11,서울,1606.0,260.0,1866.0,2622.0,455.0,3077.0
2020,12,서울,1606.0,260.0,1866.0,2622.0,455.0,3077.0
2021,1,서울,6806.0,420.0,7226.0,9428.0,875.0,10303.0
2021,2,서울,6806.0,420.0,7226.0,9428.0,875.0,10303.0
2021,3,서울,6806.0,420.0,7226.0,9428.0,875.0,10303.0
2021,4,서울,6806.0,420.0,7226.0,9428.0,875.0,10303.0
2021,5,서울,6806.0,420.0,7226.0,9428.0,875.0,10303.0
2021,6,서울,6806.0,420.0,7226.0,9428.0,875.0,10303.0
2021,7,서울,6806.0,420.0,7226.0,9428.0,875.0,10303.0
2021,8,서울,6806.0,420.0,7226.0,9428.0,875.0,10303.0
2021,9,서울,6806.0,420.0,7226.0,9428.0,875.0,10303.0
2021,10,서울,6806.0,420.0,7226.0,9428.0,875.0,10303.0
2021,11,서울,6806.0,420.0,7226.0,9428.0,875.0,10303.0
2021,12,서울,6806.0,420.0,7226.0,9428.0,875.0,10303.0
2022,1,서울,17213.0,905.0,18118.0,26641.0,1780.0,28421.0
2022,2,서울,17213.0,905.0,18118.0,26641.0,1780.0,28421.0
2022,3,서울,17213.0,905.0,18118.0,26641.0,1780.0,28421.0
2022,4,서울,17213.0,905.0,18118.0,26641.0,1780.0,28421.0
2022,5,서울,17213.0,905.0,18118.0,26641.0,1780.0,28421.0
2022,6,서울,17213.0,905.0,18118.0,26641.0,1780.0,28421.0
2022,7,서울,17213.0,905.0,18118.0,26641.0,1780.0,28421.0
2022,8,서울,17213.0,905.0,18118.0,26641.0,1780.0,28421.0
2022,9,서울,17213.0,905.0,18118.0,26641.0,1780.0,28421.0
2022,10,서울,17213.0,905.0,18118.0,26641.0,1780.0,28421.0
2022,11,서울,17213.0,905.0,18118.0,26641.0,1780.0,28421.0
2022,12,서울,17213.0,905.0,18118.0,26641.0,1780.0,28421.0
2023,1,서울,13332.0,1627.0,14959.0,39973.0,3407.0,43380.0
2023,2,서울,13332.0,1627.0,14959.0,39973.0,3407.0,43380.0
2023,3,서울,13332.0,1627.0,14959.0,39973.0,3407.0,43380.0
2023,4,서울,13332.0,1627.0,14959.0,39973.0,3407.0,43380.0
2023,5,서울,13332.0,1627.0,14959.0,39973.0,3407.0,43380.0
2023,6,서울,13332.0,1627.0,14959.0,39973.0,3407.0,43380.0
2023,7,서울,13332.0,1627.0,14959.0,39973.0,3407.0,43380.0
2023,8,서울,13332.0,1627.0,14959.0,39973.0,3407.0,43380.0
2023,9,서울,13332.0,1627.0,14959.0,39973.0,3407.0,43380.0
2023,10,서울,13332.0,1627.0,14959.0,39973.0,3407.0,43380.0
2023,11,서울,13332.0,1627.0,14959.0,39973.0,3407.0,43380.0
2023,12,서울,13332.0,1627.0,14959.0,39973.0,3407.0,43380.0
2024,1,서울,13000.0,1046.0,14046.0,52973.0,4453.0,57426.0
2024,2,서울,13000.0,1046.0,14046.0,52973.0,4453.0,57426.0
2024,3,서울,13000.0,1046.0,14046.0,52973.0,4453.0,57426.0
2024,4,서울,13000.0,1046.0,14046.0,52973.0,4453.0,57426.0
2024,5,서울,13000.0,1046.0,14046.0,52973.0,4453.0,57426.0
2024,6,서울,13000.0,1046.0,14046.0,52973.0,4453.0,57426.0
2024,7,서울,13000.0,1046.0,14046.0,52973.0,4453.0,57426.0
2024,8,서울,13000.0,1046.0,14046.0,52973.0,4453.0,57426.0
2024,9,서울,13000.0,1046.0,14046.0,52973.0,4453.0,57426.0
2024,10,서울,13000.0,1046.0,14046.0,52973.0,4453.0,57426.0
2024,11,서울,13000.0,1046.0,14046.0,52973.0,4453.0,57426.0
2024,12,서울,13000.0,1046.0,14046.0,52973.0,4453.0,57426.0
2019,1,세종,92.0,25.0,117.0,92.0,25.0,117.0
2019,2,세종,92.0,25.0,117.0,92.0,25.0,117.0
2019,3,세종,92.0,25.0,117.0,92.0,25.0,117.0
2019,4,세종,92.0,25.0,117.0,92.0,25.0,117.0
2019,5,세종,92.0,25.0,117.0,92.0,25.0,117.0
2019,6,세종,92.0,25.0,117.0,92.0,25.0,117.0
2019,7,세종,92.0,25.0,117.0,92.0,25.0,117.0
2019,8,세종,92.0,25.0,117.0,92.0,25.0,117.0
2019,9,세종,92.0,25.0,117.0,92.0,25.0,117.0
2019,10,세종,92.0,25.0,117.0,92.0,25.0,117.0
2019,11,세종,92.0,25.0,117.0,92.0,25.0,117.0
2019,12,세종,92.0,25.0,117.0,92.0,25.0,117.0
2020,1,세종,101.0,15.0,116.0,193.0,40.0,233.0
2020,2,세종,101.0,15.0,116.0,193.0,40.0,233.0
2020,3,세종,101.0,15.0,116.0,193.0,40.0,233.0
2020,4,세종,101.0,15.0,116.0,193.0,40.0,233.0
2020,5,세종,101.0,15.0,116.0,193.0,40.0,233.0
2020,6,세종,101.0,15.0,116.0,193.0,40.0,233.0
2020,7,세종,101.0,15.0,116.0,193.0,40.0,233.0
2020,8,세종,101.0,15.0,116.0,193.0,40.0,233.0
2020,9,세종,101.0,15.0,116.0,193.0,40.0,233.0
2020,10,세종,101.0,15.0,116.0,193.0,40.0,233.0
2020,11,세종,101.0,15.0,116.0,193.0,40.0,233.0
2020,12,세종,101.0,15.0,116.0,193.0,40.0,233.0
2021,1,세종,264.0,46.0,310.0,457.0,86.0,543.0
2021,2,세종,264.0,46.0,310.0,457.0,86.0,543.0
2021,3,세종,264.0,46.0,310.0,457.0,86.0,543.0
2021,4,세종,264.0,46.0,310.0,457.0,86.0,543.0
2021,5,세종,264.0,46.0,310.0,457.0,86.0,543.0
2021,6,세종,264.0,46.0,310.0,457.0,86.0,543.0
2021,7,세종,264.0,46.0,310.0,457.0,86.0,543.0
2021,8,세종,264.0,46.0,310.0,457.0,86.0,543.0
2021,9,세종,264.0,46.0,310.0,457.0,86.0,543.0
2021,10,세종,264.0,46.0,310.0,457.0,86.0,543.0
2021,11,세종,264.0,46.0,310.0,457.0,86.0,543.0
2021,12,세종,264.0,46.0,310.0,457.0,86.0,543.0
2022,1,세종,1490.0,55.0,1545.0,1947.0,141.0,2088.0
2022,2,세종,1490.0,55.0,1545.0,1947.0,141.0,2088.0
2022,3,세종,1490.0,55.0,1545.0,1947.0,141.0,2088.0
2022,4,세종,1490.0,55.0,1545.0,1947.0,141.0,2088.0
2022,5,세종,1490.0,55.0,1545.0,1947.0,141.0,2088.0
2022,6,세종,1490.0,55.0,1545.0,1947.0,141.0,2088.0
2022,7,세종,1490.0,55.0,1545.0,1947.0,141.0,2088.0
2022,8,세종,1490.0,55.0,1545.0,1947.0,141.0,2088.0
2022,9,세종,1490.0,55.0,1545.0,1947.0,141.0,2088.0
2022,10,세종,1490.0,55.0,1545.0,1947.0,141.0,2088.0
2022,11,세종,1490.0,55.0,1545.0,1947.0,141.0,2088.0
2022,12,세종,1490.0,55.0,1545.0,1947.0,141.0,2088.0
2023,1,세종,1502.0,125.0,1627.0,3449.0,266.0,3715.0
2023,2,세종,1502.0,125.0,1627.0,3449.0,266.0,3715.0
2023,3,세종,1502.0,125.0,1627.0,3449.0,266.0,3715.0
2023,4,세종,1502.0,125.0,1627.0,3449.0,266.0,3715.0
2023,5,세종,1502.0,125.0,1627.0,3449.0,266.0,3715.0
2023,6,세종,1502.0,125.0,1627.0,3449.0,266.0,3715.0
2023,7,세종,1502.0,125.0,1627.0,3449.0,266.0,3715.0
2023,8,세종,1502.0,125.0,1627.0,3449.0,266.0,3715.0
2023,9,세종,1502.0,125.0,1627.0,3449.0,266.0,3715.0
2023,10,세종,1502.0,125.0,1627.0,3449.0,266.0,3715.0
2023,11,세종,1502.0,125.0,1627.0,3449.0,266.0,3715.0
2023,12,세종,1502.0,125.0,1627.0,3449.0,266.0,3715.0
2024,1,세종,816.0,82.0,898.0,4265.0,348.0,4613.0
2024,2,세종,816.0,82.0,898.0,4265.0,348.0,4613.0
2024,3,세종,816.0,82.0,898.0,4265.0,348.0,4613.0
2024,4,세종,816.0,82.0,898.0,4265.0,348.0,4613.0
2024,5,세종,816.0,82.0,898.0,4265.0,348.0,4613.0
2024,6,세종,816.0,82.0,898.0,4265.0,348.0,4613.0
2024,7,세종,816.0,82.0,898.0,4265.0,348.0,4613.0
2024,8,세종,816.0,82.0,898.0,4265.0,348.0,4613.0
2024,9,세종,816.0,82.0,898.0,4265.0,348.0,4613.0
2024,10,세종,816.0,82.0,898.0,4265.0,348.0,4613.0
2024,11,세종,816.0,82.0,898.0,4265.0,348.0,4613.0
2024,12,세종,816.0,82.0,898.0,4265.0,348.0,4613.0
2019,1,울산,195.0,75.0,270.0,195.0,75.0,270.0
2019,2,울산,195.0,75.0,270.0,195.0,75.0,270.0
2019,3,울산,195.0,75.0,270.0,195.0,75.0,270.0
2019,4,울산,195.0,75.0,270.0,195.0,75.0,270.0
2019,5,울산,195.0,75.0,270.0,195.0,75.0,270.0
2019,6,울산,195.0,75.0,270.0,195.0,75.0,270.0
2019,7,울산,195.0,75.0,270.0,195.0,75.0,270.0
2019,8,울산,195.0,75.0,270.0,195.0,75.0,270.0
2019,9,울산,195.0,75.0,270.0,195.0,75.0,270.0
2019,10,울산,195.0,75.0,270.0,195.0,75.0,270.0
2019,11,울산,195.0,75.0,270.0,195.0,75.0,270.0
2019,12,울산,195.0,75.0,270.0,195.0,75.0,270.0
2020,1,울산,209.0,57.0,266.0,404.0,132.0,536.0
2020,2,울산,209.0,57.0,266.0,404.0,132.0,536.0
2020,3,울산,209.0,57.0,266.0,404.0,132.0,536.0
2020,4,울산,209.0,57.0,266.0,404.0,132.0,536.0
2020,5,울산,209.0,57.0,266.0,404.0,132.0,536.0
2020,6,울산,209.0,57.0,266.0,404.0,132.0,536.0
2020,7,울산,209.0,57.0,266.0,404.0,132.0,536.0
2020,8,울산,209.0,57.0,266.0,404.0,132.0,536.0
2020,9,울산,209.0,57.0,266.0,404.0,132.0,536.0
2020,10,울산,209.0,57.0,266.0,404.0,132.0,536.0
2020,11,울산,209.0,57.0,266.0,404.0,132.0,536.0
2020,12,울산,209.0,57.0,266.0,404.0,132.0,536.0
2021,1,울산,349.0,74.0,423.0,753.0,206.0,959.0
2021,2,울산,349.0,74.0,423.0,753.0,206.0,959.0
2021,3,울산,349.0,74.0,423.0,753.0,206.0,959.0
2021,4,울산,349.0,74.0,423.0,753.0,206.0,959.0
2021,5,울산,349.0,74.0,423.0,753.0,206.0,959.0
2021,6,울산,349.0,74.0,423.0,753.0,206.0,959.0
2021,7,울산,349.0,74.0,423.0,753.0,206.0,959.0
2021,8,울산,349.0,74.0,423.0,753.0,206.0,959.0
2021,9,울산,349.0,74.0,423.0,753.0,206.0,959.0
2021,10,울산,349.0,74.0,423.0,753.0,206.0,959.0
2021,11,울산,349.0,74.0,423.0,753.0,206.0,959.0
2021,12,울산,349.0,74.0,423.0,753.0,206.0,959.0
2022,1,울산,1409.0,194.0,1603.0,2162.0,400.0,2562.0
2022,2,울산,1409.0,194.0,1603.0,2162.0,400.0,2562.0
2022,3,울산,1409.0,194.0,1603.0,2162.0,400.0,2562.0
2022,4,울산,1409.0,194.0,1603.0,2162.0,400.0,2562.0
2022,5,울산,1409.0,194.0,1603.0,2162.0,400.0,2562.0
2022,6,울산,1409.0,194.0,1603.0,2162.0,400.0,2562.0
2022,7,울산,1409.0,194.0,1603.0,2162.0,400.0,2562.0
2022,8,울산,1409.0,194.0,1603.0,2162.0,400.0,2562.0
2022,9,울산,1409.0,194.0,1603.0,2162.0,400.0,2562.0
2022,10,울산,1409.0,194.0,1603.0,2162.0,400.0,2562.0
2022,11,울산,1409.0,194.0,1603.0,2162.0,400.0,2562.0
2022,12,울산,1409.0,194.0,1603.0,2162.0,400.0,2562.0
2023,1,울산,2356.0,299.0,2655.0,4518.0,699.0,5217.0
2023,2,울산,2356.0,299.0,2655.0,4518.0,699.0,5217.0
2023,3,울산,2356.0,299.0,2655.0,4518.0,699.0,5217.0
2023,4,울산,2356.0,299.0,2655.0,4518.0,699.0,5217.0
2023,5,울산,2356.0,299.0,2655.0,4518.0,699.0,5217.0
2023,6,울산,2356.0,299.0,2655.0,4518.0,699.0,5217.0
2023,7,울산,2356.0,299.0,2655.0,4518.0,699.0,5217.0
2023,8,울산,2356.0,299.0,2655.0,4518.0,699.0,5217.0
2023,9,울산,2356.0,299.0,2655.0,4518.0,699.0,5217.0
2023,10,울산,2356.0,299.0,2655.0,4518.0,699.0,5217.0
2023,11,울산,2356.0,299.0,2655.0,4518.0,699.0,5217.0
2023,12,울산,2356.0,299.0,2655.0,4518.0,699.0,5217.0
2024,1,울산,1959.0,174.0,2133.0,6477.0,873.0,7350.0
2024,2,울산,1959.0,174.0,2133.0,6477.0,873.0,7350.0
2024,3,울산,1959.0,174.0,2133.0,6477.0,873.0,7350.0
2024,4,울산,1959.0,174.0,2133.0,6477.0,873.0,7350.0
2024,5,울산,1959.0,174.0,2133.0,6477.0,873.0,7350.0
2024,6,울산,1959.0,174.0,2133.0,6477.0,873.0,7350.0
2024,7,울산,1959.0,174.0,2133.0,6477.0,873.0,7350.0
