년도,월,지역,차종,용도,연료,등록수,순증가량
2021,03,세종,승용,비사업용,하이브리드,8376,238
2021,03,세종,승용,사업용,하이브리드,1,-1
2021,03,세종,승합,계,하이브리드,27,0
2021,03,세종,승합,비사업용,하이브리드,1,0
2021,03,세종,승합,사업용,하이브리드,26,0
2021,03,세종,특수,계,하이브리드,0,0
2021,03,세종,특수,비사업용,하이브리드,0,0
2021,03,세종,특수,사업용,하이브리드,0,0
2021,03,세종,화물,계,하이브리드,0,0
2021,03,세종,화물,비사업용,하이브리드,0,0
2021,03,세종,화물,사업용,하이브리드,0,0
2021,03,울산,소계,계,하이브리드,15161,349
2021,03,울산,소계,비사업용,하이브리드,15077,346
2021,03,울산,소계,사업용,하이브리드,84,3
2021,03,울산,승용,계,하이브리드,15115,349
2021,03,울산,승용,비사업용,하이브리드,15077,346
2021,03,울산,승용,사업용,하이브리드,38,3
2021,03,울산,승합,계,하이브리드,46,0
2021,03,울산,승합,비사업용,하이브리드,0,0
2021,03,울산,승합,사업용,하이브리드,46,0
2021,03,울산,특수,계,하이브리드,0,0
2021,03,울산,특수,비사업용,하이브리드,0,0
2021,03,울산,특수,사업용,하이브리드,0,0
2021,03,울산,화물,계,하이브리드,0,0
2021,03,울산,화물,비사업용,하이브리드,0,0
2021,03,울산,화물,사업용,하이브리드,0,0
2021,03,인천,소계,계,하이브리드,64980,2519
2021,03,인천,소계,비사업용,하이브리드,47802,2084
2021,03,인천,소계,사업용,하이브리드,17178,435
2021,03,인천,승용,계,하이브리드,64937,2519
2021,03,인천,승용,비사업용,하이브리드,47802,2084
2021,03,인천,승용,사업용,하이브리드,17135,435
2021,03,인천,승합,계,하이브리드,43,0
2021,03,인천,승합,비사업용,하이브리드,0,0
2021,03,인천,승합,사업용,하이브리드,43,0
2021,03,인천,특수,계,하이브리드,0,0
2021,03,인천,특수,비사업용,하이브리드,0,0
2021,03,인천,특수,사업용,하이브리드,0,0
2021,03,인천,화물,계,하이브리드,0,0
2021,03,인천,화물,비사업용,하이브리드,0,0
2021,03,인천,화물,사업용,하이브리드,0,0
2021,03,전국,소계,계,하이브리드,727631,19416
2021,03,전국,소계,비사업용,하이브리드,678101,17517
2021,03,전국,소계,사업용,하이브리드,49530,1899
2021,03,전국,승용,계,하이브리드,727274,19408
2021,03,전국,승용,비사업용,하이브리드,678074,17509
2021,03,전국,승용,사업용,하이브리드,49200,1899
2021,03,전국,승합,계,하이브리드,333,0
2021,03,전국,승합,비사업용,하이브리드,4,0
2021,03,전국,승합,사업용,하이브리드,329,0
2021,03,전국,특수,계,하이브리드,0,0
2021,03,전국,특수,비사업용,하이브리드,0,0
2021,03,전국,특수,사업용,하이브리드,0,0
2021,03,전국,화물,계,하이브리드,24,8
2021,03,전국,화물,비사업용,하이브리드,23,8
2021,03,전국,화물,사업용,하이브리드,1,0
2021,03,전남,소계,계,하이브리드,24007,927
2021,03,전남,소계,비사업용,하이브리드,19388,451
2021,03,전남,소계,사업용,하이브리드,4619,476
2021,03,전남,승용,계,하이브리드,24006,926
2021,03,전남,승용,비사업용,하이브리드,19387,450
2021,03,전남,승용,사업용,하이브리드,4619,476
2021,03,전남,승합,계,하이브리드,0,0
2021,03,전남,승합,비사업용,하이브리드,0,0
2021,03,전남,승합,사업용,하이브리드,0,0
2021,03,전남,특수,계,하이브리드,0,0
2021,03,전남,특수,비사업용,하이브리드,0,0
2021,03,전남,특수,사업용,하이브리드,0,0
2021,03,전남,화물,계,하이브리드,1,1
2021,03,전남,화물,비사업용,하이브리드,1,1
2021,03,전남,화물,사업용,하이브리드,0,0
2021,03,전북,소계,계,하이브리드,20720,532
2021,03,전북,소계,비사업용,하이브리드,20472,530
2021,03,전북,소계,사업용,하이브리드,248,2
2021,03,전북,승용,계,하이브리드,20712,532
2021,03,전북,승용,비사업용,하이브리드,20472,530
2021,03,전북,승용,사업용,하이브리드,240,2
2021,03,전북,승합,계,하이브리드,8,0
2021,03,전북,승합,비사업용,하이브리드,0,0
2021,03,전북,승합,사업용,하이브리드,8,0
2021,03,전북,특수,계,하이브리드,0,0
2021,03,전북,특수,비사업용,하이브리드,0,0
2021,03,전북,특수,사업용,하이브리드,0,0
2021,03,전북,화물,계,하이브리드,0,0
2021,03,전북,화물,비사업용,하이브리드,0,0
2021,03,전북,화물,사업용,하이브리드,0,0
2021,03,제주,소계,계,하이브리드,19956,866
2021,03,제주,소계,비사업용,하이브리드,8562,225
2021,03,제주,소계,사업용,하이브리드,11394,641
2021,03,제주,승용,계,하이브리드,19955,866
2021,03,제주,승용,비사업용,하이브리드,8562,225
2021,03,제주,승용,사업용,하이브리드,11393,641
2021,03,제주,승합,계,하이브리드,0,0
2021,03,제주,승합,비사업용,하이브리드,0,0
2021,03,제주,승합,사업용,하이브리드,0,0
2021,03,제주,특수,계,하이브리드,0,0
2021,03,제주,특수,비사업용,하이브리드,0,0
2021,03,제주,특수,사업용,하이브리드,0,0
2021,03,제주,화물,계,하이브리드,1,0
2021,03,제주,화물,비사업용,하이브리드,0,0
2021,03,제주,화물,사업용,하이브리드,1,0
2021,03,충남,소계,계,하이브리드,25289,664
2021,03,충남,소계,비사업용,하이브리드,25106,655
2021,03,충남,소계,사업용,하이브리드,183,9
2021,03,충남,승용,계,하이브리드,25288,664
2021,03,충남,승용,비사업용,하이브리드,25105,655
2021,03,충남,승용,사업용,하이브리드,183,9
2021,03,충남,승합,계,하이브리드,0,0
2021,03,충남,승합,비사업용,하이브리드,0,0
2021,03,충남,승합,사업용,하이브리드,0,0
2021,03,충남,특수,계,하이브리드,0,0
2021,03,충남,특수,비사업용,하이브리드,0,0
2021,03,충남,특수,사업용,하이브리드,0,0
2021,03,충남,화물,계,하이브리드,1,0
2021,03,충남,화물,비사업용,하이브리드,1,0
2021,03,충남,화물,사업용,하이브리드,0,0
2021,03,충북,소계,계,하이브리드,20073,478
2021,03,충북,소계,비사업용,하이브리드,19814,451
2021,03,충북,소계,사업용,하이브리드,259,27
2021,03,충북,승용,계,하이브리드,20068,478
2021,03,충북,승용,비사업용,하이브리드,19812,451
2021,03,충북,승용,사업용,하이브리드,256,27
2021,03,충북,승합,계,하이브리드,3,0
2021,03,충북,승합,비사업용,하이브리드,0,0
2021,03,충북,승합,사업용,하이브리드,3,0
2021,03,충북,특수,계,하이브리드,0,0
2021,03,충북,특수,비사업용,하이브리드,0,0
2021,03,충북,특수,사업용,하이브리드,0,0
2021,03,충북,화물,계,하이브리드,2,0
2021,03,충북,화물,비사업용,하이브리드,2,0
2021,03,충북,화물,사업용,하이브리드,0,0
2021,04,강원,소계,계,하이브리드,19504,458
2021,04,강원,소계,비사업용,하이브리드,19430,453
2021,04,강원,소계,사업용,하이브리드,74,5
2021,04,강원,승용,계,하이브리드,19503,458
2021,04,강원,승용,비사업용,하이브리드,19429,453
2021,04,강원,승용,사업용,하이브리드,74,5
2021,04,강원,승합,계,하이브리드,0,0
2021,04,강원,승합,비사업용,하이브리드,0,0
2021,04,강원,승합,사업용,하이브리드,0,0
2021,04,강원,특수,계,하이브리드,0,0
2021,04,강원,특수,비사업용,하이브리드,0,0
2021,04,강원,특수,사업용,하이브리드,0,0
2021,04,강원,화물,계,하이브리드,1,0
2021,04,강원,화물,비사업용,하이브리드,1,0
2021,04,강원,화물,사업용,하이브리드,0,0
2021,04,경기,소계,계,하이브리드,204696,4599
2021,04,경기,소계,비사업용,하이브리드,203356,4589
2021,04,경기,소계,사업용,하이브리드,1340,10
2021,04,경기,승용,계,하이브리드,204605,4600
2021,04,경기,승용,비사업용,하이브리드,203344,4590
2021,04,경기,승용,사업용,하이브리드,1261,10
2021,04,경기,승합,계,하이브리드,79,0
2021,04,경기,승합,비사업용,하이브리드,0,0
2021,04,경기,승합,사업용,하이브리드,79,0
2021,04,경기,특수,계,하이브리드,0,0
2021,04,경기,특수,비사업용,하이브리드,0,0
2021,04,경기,특수,사업용,하이브리드,0,0
2021,04,경기,화물,계,하이브리드,12,-1
2021,04,경기,화물,비사업용,하이브리드,12,-1
2021,04,경기,화물,사업용,하이브리드,0,0
2021,04,경남,소계,계,하이브리드,42224,1261
2021,04,경남,소계,비사업용,하이브리드,38259,1061
2021,04,경남,소계,사업용,하이브리드,3965,200
2021,04,경남,승용,계,하이브리드,42222,1261
2021,04,경남,승용,비사업용,하이브리드,38258,1061
2021,04,경남,승용,사업용,하이브리드,3964,200
2021,04,경남,승합,계,하이브리드,1,0
2021,04,경남,승합,비사업용,하이브리드,0,0
2021,04,경남,승합,사업용,하이브리드,1,0
2021,04,경남,특수,계,하이브리드,0,0
2021,04,경남,특수,비사업용,하이브리드,0,0
2021,04,경남,특수,사업용,하이브리드,0,0
2021,04,경남,화물,계,하이브리드,1,0
2021,04,경남,화물,비사업용,하이브리드,1,0
2021,04,경남,화물,사업용,하이브리드,0,0
2021,04,경북,소계,계,하이브리드,29864,690
2021,04,경북,소계,비사업용,하이브리드,29801,692
2021,04,경북,소계,사업용,하이브리드,63,-2
2021,04,경북,승용,계,하이브리드,29833,690
2021,04,경북,승용,비사업용,하이브리드,29801,692
2021,04,경북,승용,사업용,하이브리드,32,-2
2021,04,경북,승합,계,하이브리드,31,0
2021,04,경북,승합,비사업용,하이브리드,0,0
2021,04,경북,승합,사업용,하이브리드,31,0
2021,04,경북,특수,계,하이브리드,0,0
2021,04,경북,특수,비사업용,하이브리드,0,0
2021,04,경북,특수,사업용,하이브리드,0,0
2021,04,경북,화물,계,하이브리드,0,0
2021,04,경북,화물,비사업용,하이브리드,0,0
2021,04,경북,화물,사업용,하이브리드,0,0
2021,04,광주,소계,계,하이브리드,19257,438
2021,04,광주,소계,비사업용,하이브리드,19145,430
2021,04,광주,소계,사업용,하이브리드,112,8
2021,04,광주,승용,계,하이브리드,19231,438
2021,04,광주,승용,비사업용,하이브리드,19145,430
2021,04,광주,승용,사업용,하이브리드,86,8
2021,04,광주,승합,계,하이브리드,26,0
2021,04,광주,승합,비사업용,하이브리드,0,0
2021,04,광주,승합,사업용,하이브리드,26,0
2021,04,광주,특수,계,하이브리드,0,0
2021,04,광주,특수,비사업용,하이브리드,0,0
2021,04,광주,특수,사업용,하이브리드,0,0
2021,04,광주,화물,계,하이브리드,0,0
2021,04,광주,화물,비사업용,하이브리드,0,0
2021,04,광주,화물,사업용,하이브리드,0,0
2021,04,대구,소계,계,하이브리드,38599,1012
2021,04,대구,소계,비사업용,하이브리드,38172,993
2021,04,대구,소계,사업용,하이브리드,427,19
2021,04,대구,승용,계,하이브리드,38585,1012
2021,04,대구,승용,비사업용,하이브리드,38171,993
2021,04,대구,승용,사업용,하이브리드,414,19
2021,04,대구,승합,계,하이브리드,14,0
2021,04,대구,승합,비사업용,하이브리드,1,0
2021,04,대구,승합,사업용,하이브리드,13,0
2021,04,대구,특수,계,하이브리드,0,0
2021,04,대구,특수,비사업용,하이브리드,0,0
2021,04,대구,특수,사업용,하이브리드,0,0
2021,04,대구,화물,계,하이브리드,0,0
2021,04,대구,화물,비사업용,하이브리드,0,0
2021,04,대구,화물,사업용,하이브리드,0,0
2021,04,대전,소계,계,하이브리드,19314,433
2021,04,대전,소계,비사업용,하이브리드,19241,430
2021,04,대전,소계,사업용,하이브리드,73,3
2021,04,대전,승용,계,하이브리드,19312,433
2021,04,대전,승용,비사업용,하이브리드,19239,430
2021,04,대전,승용,사업용,하이브리드,73,3
2021,04,대전,승합,계,하이브리드,0,0
2021,04,대전,승합,비사업용,하이브리드,0,0
2021,04,대전,승합,사업용,하이브리드,0,0
2021,04,대전,특수,계,하이브리드,0,0
2021,04,대전,특수,비사업용,하이브리드,0,0
2021,04,대전,특수,사업용,하이브리드,0,0
2021,04,대전,화물,계,하이브리드,2,0
2021,04,대전,화물,비사업용,하이브리드,2,0
2021,04,대전,화물,사업용,하이브리드,0,0
2021,04,부산,소계,계,하이브리드,44507,1638
2021,04,부산,소계,비사업용,하이브리드,41240,1500
2021,04,부산,소계,사업용,하이브리드,3267,138
2021,04,부산,승용,계,하이브리드,44503,1638
2021,04,부산,승용,비사업용,하이브리드,41238,1500
2021,04,부산,승용,사업용,하이브리드,3265,138
2021,04,부산,승합,계,하이브리드,3,0
2021,04,부산,승합,비사업용,하이브리드,1,0
2021,04,부산,승합,사업용,하이브리드,2,0
2021,04,부산,특수,계,하이브리드,0,0
2021,04,부산,특수,비사업용,하이브리드,0,0
2021,04,부산,특수,사업용,하이브리드,0,0
2021,04,부산,화물,계,하이브리드,1,0
2021,04,부산,화물,비사업용,하이브리드,1,0
2021,04,부산,화물,사업용,하이브리드,0,0
2021,04,서울,소계,계,하이브리드,123833,2228
2021,04,서울,소계,비사업용,하이브리드,117286,2279
2021,04,서울,소계,사업용,하이브리드,6547,-51
2021,04,서울,승용,계,하이브리드,123777,2225
2021,04,서울,승용,비사업용,하이브리드,117281,2276
2021,04,서울,승용,사업용,하이브리드,6496,-51
2021,04,서울,승합,계,하이브리드,52,0
2021,04,서울,승합,비사업용,하이브리드,1,0
2021,04,서울,승합,사업용,하이브리드,51,0
2021,04,서울,특수,계,하이브리드,0,0
2021,04,서울,특수,비사업용,하이브리드,0,0
2021,04,서울,특수,사업용,하이브리드,0,0
2021,04,서울,화물,계,하이브리드,4,3
2021,04,서울,화물,비사업용,하이브리드,4,3
2021,04,서울,화물,사업용,하이브리드,0,0
2021,04,세종,소계,계,하이브리드,8611,207
2021,04,세종,소계,비사업용,하이브리드,8583,206
2021,04,세종,소계,사업용,하이브리드,28,1
2021,04,세종,승용,계,하이브리드,8583,206
2021,04,세종,승용,비사업용,하이브리드,8581,205
2021,04,세종,승용,사업용,하이브리드,2,1
2021,04,세종,승합,계,하이브리드,27,0
2021,04,세종,승합,비사업용,하이브리드,1,0
2021,04,세종,승합,사업용,하이브리드,26,0
2021,04,세종,특수,계,하이브리드,0,0
2021,04,세종,특수,비사업용,하이브리드,0,0
2021,04,세종,특수,사업용,하이브리드,0,0
2021,04,세종,화물,계,하이브리드,1,1
2021,04,세종,화물,비사업용,하이브리드,1,1
2021,04,세종,화물,사업용,하이브리드,0,0
2021,04,울산,소계,계,하이브리드,15480,319
2021,04,울산,소계,비사업용,하이브리드,15393,316
2021,04,울산,소계,사업용,하이브리드,87,3
2021,04,울산,승용,계,하이브리드,15434,319
2021,04,울산,승용,비사업용,하이브리드,15393,316
2021,04,울산,승용,사업용,하이브리드,41,3
2021,04,울산,승합,계,하이브리드,46,0
2021,04,울산,승합,비사업용,하이브리드,0,0
2021,04,울산,승합,사업용,하이브리드,46,0
2021,04,울산,특수,계,하이브리드,0,0
2021,04,울산,특수,비사업용,하이브리드,0,0
2021,04,울산,특수,사업용,하이브리드,0,0
2021,04,울산,화물,계,하이브리드,0,0
2021,04,울산,화물,비사업용,하이브리드,0,0
2021,04,울산,화물,사업용,하이브리드,0,0
2021,04,인천,소계,계,하이브리드,67477,2497
2021,04,인천,소계,비사업용,하이브리드,49965,2163
2021,04,인천,소계,사업용,하이브리드,17512,334
2021,04,인천,승용,계,하이브리드,67434,2497
2021,04,인천,승용,비사업용,하이브리드,49965,2163
2021,04,인천,승용,사업용,하이브리드,17469,334
2021,04,인천,승합,계,하이브리드,43,0
2021,04,인천,승합,비사업용,하이브리드,0,0
2021,04,인천,승합,사업용,하이브리드,43,0
2021,04,인천,특수,계,하이브리드,0,0
2021,04,인천,특수,비사업용,하이브리드,0,0
2021,04,인천,특수,사업용,하이브리드,0,0
2021,04,인천,화물,계,하이브리드,0,0
2021,04,인천,화물,비사업용,하이브리드,0,0
2021,04,인천,화물,사업용,하이브리드,0,0
2021,04,전국,소계,계,하이브리드,747294,19663
2021,04,전국,소계,비사업용,하이브리드,695663,17562
2021,04,전국,소계,사업용,하이브리드,51631,2101
2021,04,전국,승용,계,하이브리드,746934,19660
2021,04,전국,승용,비사업용,하이브리드,695633,17559
2021,04,전국,승용,사업용,하이브리드,51301,2101
2021,04,전국,승합,계,하이브리드,333,0
2021,04,전국,승합,비사업용,하이브리드,4,0
2021,04,전국,승합,사업용,하이브리드,329,0
2021,04,전국,특수,계,하이브리드,0,0
2021,04,전국,특수,비사업용,하이브리드,0,0
2021,04,전국,특수,사업용,하이브리드,0,0
2021,04,전국,화물,계,하이브리드,27,3
2021,04,전국,화물,비사업용,하이브리드,26,3
2021,04,전국,화물,사업용,하이브리드,1,0
2021,04,전남,소계,계,하이브리드,25195,1188
2021,04,전남,소계,비사업용,하이브리드,19887,499
2021,04,전남,소계,사업용,하이브리드,5308,689
2021,04,전남,승용,계,하이브리드,25194,1188
2021,04,전남,승용,비사업용,하이브리드,19886,499
2021,04,전남,승용,사업용,하이브리드,5308,689
2021,04,전남,승합,계,하이브리드,0,0
2021,04,전남,승합,비사업용,하이브리드,0,0
2021,04,전남,승합,사업용,하이브리드,0,0
2021,04,전남,특수,계,하이브리드,0,0
2021,04,전남,특수,비사업용,하이브리드,0,0
2021,04,전남,특수,사업용,하이브리드,0,0
2021,04,전남,화물,계,하이브리드,1,0
2021,04,전남,화물,비사업용,하이브리드,1,0
2021,04,전남,화물,사업용,하이브리드,0,0
2021,04,전북,소계,계,하이브리드,21191,471
2021,04,전북,소계,비사업용,하이브리드,20948,476
2021,04,전북,소계,사업용,하이브리드,243,-5
2021,04,전북,승용,계,하이브리드,21183,471
2021,04,전북,승용,비사업용,하이브리드,20948,476
2021,04,전북,승용,사업용,하이브리드,235,-5
2021,04,전북,승합,계,하이브리드,8,0
2021,04,전북,승합,비사업용,하이브리드,0,0
2021,04,전북,승합,사업용,하이브리드,8,0
2021,04,전북,특수,계,하이브리드,0,0
2021,04,전북,특수,비사업용,하이브리드,0,0
2021,04,전북,특수,사업용,하이브리드,0,0
2021,04,전북,화물,계,하이브리드,0,0
2021,04,전북,화물,비사업용,하이브리드,0,0
2021,04,전북,화물,사업용,하이브리드,0,0
2021,04,제주,소계,계,하이브리드,20908,952
2021,04,제주,소계,비사업용,하이브리드,8768,206
2021,04,제주,소계,사업용,하이브리드,12140,746
2021,04,제주,승용,계,하이브리드,20907,952
2021,04,제주,승용,비사업용,하이브리드,8768,206
2021,04,제주,승용,사업용,하이브리드,12139,746
2021,04,제주,승합,계,하이브리드,0,0
2021,04,제주,승합,비사업용,하이브리드,0,0
2021,04,제주,승합,사업용,하이브리드,0,0
2021,04,제주,특수,계,하이브리드,0,0
2021,04,제주,특수,비사업용,하이브리드,0,0
2021,04,제주,특수,사업용,하이브리드,0,0
2021,04,제주,화물,계,하이브리드,1,0
2021,04,제주,화물,비사업용,하이브리드,0,0
2021,04,제주,화물,사업용,하이브리드,1,0
2021,04,충남,소계,계,하이브리드,26002,713
2021,04,충남,소계,비사업용,하이브리드,25815,709
2021,04,충남,소계,사업용,하이브리드,187,4
2021,04,충남,승용,계,하이브리드,26001,713
2021,04,충남,승용,비사업용,하이브리드,25814,709
2021,04,충남,승용,사업용,하이브리드,187,4
2021,04,충남,승합,계,하이브리드,0,0
2021,04,충남,승합,비사업용,하이브리드,0,0
2021,04,충남,승합,사업용,하이브리드,0,0
2021,04,충남,특수,계,하이브리드,0,0
2021,04,충남,특수,비사업용,하이브리드,0,0
2021,04,충남,특수,사업용,하이브리드,0,0
2021,04,충남,화물,계,하이브리드,1,0
2021,04,충남,화물,비사업용,하이브리드,1,0
2021,04,충남,화물,사업용,하이브리드,0,0
2021,04,충북,소계,계,하이브리드,20632,559
2021,04,충북,소계,비사업용,하이브리드,20374,560
2021,04,충북,소계,사업용,하이브리드,258,-1
2021,04,충북,승용,계,하이브리드,20627,559
2021,04,충북,승용,비사업용,하이브리드,20372,560
2021,04,충북,승용,사업용,하이브리드,255,-1
2021,04,충북,승합,계,하이브리드,3,0
2021,04,충북,승합,비사업용,하이브리드,0,0
2021,04,충북,승합,사업용,하이브리드,3,0
2021,04,충북,특수,계,하이브리드,0,0
2021,04,충북,특수,비사업용,하이브리드,0,0
2021,04,충북,특수,사업용,하이브리드,0,0
2021,04,충북,화물,계,하이브리드,2,0
2021,04,충북,화물,비사업용,하이브리드,2,0
2021,04,충북,화물,사업용,하이브리드,0,0
2021,05,강원,소계,계,하이브리드,19880,376
2021,05,강원,소계,비사업용,하이브리드,19803,373
2021,05,강원,소계,사업용,하이브리드,77,3
2021,05,강원,승용,계,하이브리드,19879,376
2021,05,강원,승용,비사업용,하이브리드,19802,373
2021,05,강원,승용,사업용,하이브리드,77,3
2021,05,강원,승합,계,하이브리드,0,0
2021,05,강원,승합,비사업용,하이브리드,0,0
2021,05,강원,승합,사업용,하이브리드,0,0
2021,05,강원,특수,계,하이브리드,0,0
2021,05,강원,특수,비사업용,하이브리드,0,0
2021,05,강원,특수,사업용,하이브리드,0,0
2021,05,강원,화물,계,하이브리드,1,0
2021,05,강원,화물,비사업용,하이브리드,1,0
2021,05,강원,화물,사업용,하이브리드,0,0
2021,05,경기,소계,계,하이브리드,208752,4056
2021,05,경기,소계,비사업용,하이브리드,207416,4060
2021,05,경기,소계,사업용,하이브리드,1336,-4
2021,05,경기,승용,계,하이브리드,208660,4055
2021,05,경기,승용,비사업용,하이브리드,207403,4059
2021,05,경기,승용,사업용,하이브리드,1257,-4
2021,05,경기,승합,계,하이브리드,79,0
2021,05,경기,승합,비사업용,하이브리드,0,0
2021,05,경기,승합,사업용,하이브리드,79,0
2021,05,경기,특수,계,하이브리드,0,0
2021,05,경기,특수,비사업용,하이브리드,0,0
2021,05,경기,특수,사업용,하이브리드,0,0
2021,05,경기,화물,계,하이브리드,13,1
2021,05,경기,화물,비사업용,하이브리드,13,1
2021,05,경기,화물,사업용,하이브리드,0,0
2021,05,경남,소계,계,하이브리드,43263,1039
2021,05,경남,소계,비사업용,하이브리드,39226,967
2021,05,경남,소계,사업용,하이브리드,4037,72
2021,05,경남,승용,계,하이브리드,43261,1039
2021,05,경남,승용,비사업용,하이브리드,39225,967
2021,05,경남,승용,사업용,하이브리드,4036,72
2021,05,경남,승합,계,하이브리드,1,0
2021,05,경남,승합,비사업용,하이브리드,0,0
2021,05,경남,승합,사업용,하이브리드,1,0
2021,05,경남,특수,계,하이브리드,0,0
2021,05,경남,특수,비사업용,하이브리드,0,0
2021,05,경남,특수,사업용,하이브리드,0,0
2021,05,경남,화물,계,하이브리드,1,0
2021,05,경남,화물,비사업용,하이브리드,1,0
2021,05,경남,화물,사업용,하이브리드,0,0
2021,05,경북,소계,계,하이브리드,30503,639
2021,05,경북,소계,비사업용,하이브리드,30441,640
2021,05,경북,소계,사업용,하이브리드,62,-1
2021,05,경북,승용,계,하이브리드,30472,639
2021,05,경북,승용,비사업용,하이브리드,30441,640
2021,05,경북,승용,사업용,하이브리드,31,-1
2021,05,경북,승합,계,하이브리드,31,0
2021,05,경북,승합,비사업용,하이브리드,0,0
2021,05,경북,승합,사업용,하이브리드,31,0
2021,05,경북,특수,계,하이브리드,0,0
2021,05,경북,특수,비사업용,하이브리드,0,0
2021,05,경북,특수,사업용,하이브리드,0,0
2021,05,경북,화물,계,하이브리드,0,0
2021,05,경북,화물,비사업용,하이브리드,0,0
2021,05,경북,화물,사업용,하이브리드,0,0
2021,05,광주,소계,계,하이브리드,19710,453
2021,05,광주,소계,비사업용,하이브리드,19595,450
2021,05,광주,소계,사업용,하이브리드,115,3
2021,05,광주,승용,계,하이브리드,19684,453
2021,05,광주,승용,비사업용,하이브리드,19595,450
2021,05,광주,승용,사업용,하이브리드,89,3
2021,05,광주,승합,계,하이브리드,26,0
2021,05,광주,승합,비사업용,하이브리드,0,0
2021,05,광주,승합,사업용,하이브리드,26,0
2021,05,광주,특수,계,하이브리드,0,0
2021,05,광주,특수,비사업용,하이브리드,0,0
2021,05,광주,특수,사업용,하이브리드,0,0
2021,05,광주,화물,계,하이브리드,0,0
2021,05,광주,화물,비사업용,하이브리드,0,0
2021,05,광주,화물,사업용,하이브리드,0,0
2021,05,대구,소계,계,하이브리드,39683,1084
2021,05,대구,소계,비사업용,하이브리드,39227,1055
2021,05,대구,소계,사업용,하이브리드,456,29
2021,05,대구,승용,계,하이브리드,39669,1084
2021,05,대구,승용,비사업용,하이브리드,39226,1055
2021,05,대구,승용,사업용,하이브리드,443,29
2021,05,대구,승합,계,하이브리드,14,0
2021,05,대구,승합,비사업용,하이브리드,1,0
2021,05,대구,승합,사업용,하이브리드,13,0
2021,05,대구,특수,계,하이브리드,0,0
2021,05,대구,특수,비사업용,하이브리드,0,0
2021,05,대구,특수,사업용,하이브리드,0,0
2021,05,대구,화물,계,하이브리드,0,0
2021,05,대구,화물,비사업용,하이브리드,0,0
2021,05,대구,화물,사업용,하이브리드,0,0
2021,05,대전,소계,계,하이브리드,19701,387
2021,05,대전,소계,비사업용,하이브리드,19628,387
2021,05,대전,소계,사업용,하이브리드,73,0
2021,05,대전,승용,계,하이브리드,19699,387
2021,05,대전,승용,비사업용,하이브리드,19626,387
2021,05,대전,승용,사업용,하이브리드,73,0
2021,05,대전,승합,계,하이브리드,0,0
2021,05,대전,승합,비사업용,하이브리드,0,0
2021,05,대전,승합,사업용,하이브리드,0,0
2021,05,대전,특수,계,하이브리드,0,0
2021,05,대전,특수,비사업용,하이브리드,0,0
2021,05,대전,특수,사업용,하이브리드,0,0
2021,05,대전,화물,계,하이브리드,2,0
2021,05,대전,화물,비사업용,하이브리드,2,0
2021,05,대전,화물,사업용,하이브리드,0,0
2021,05,부산,소계,계,하이브리드,46185,1678
2021,05,부산,소계,비사업용,하이브리드,42726,1486
2021,05,부산,소계,사업용,하이브리드,3459,192
2021,05,부산,승용,계,하이브리드,46181,1678
2021,05,부산,승용,비사업용,하이브리드,42724,1486
2021,05,부산,승용,사업용,하이브리드,3457,192
2021,05,부산,승합,계,하이브리드,3,0
2021,05,부산,승합,비사업용,하이브리드,1,0
2021,05,부산,승합,사업용,하이브리드,2,0
2021,05,부산,특수,계,하이브리드,0,0
2021,05,부산,특수,비사업용,하이브리드,0,0
2021,05,부산,특수,사업용,하이브리드,0,0
2021,05,부산,화물,계,하이브리드,1,0
2021,05,부산,화물,비사업용,하이브리드,1,0
2021,05,부산,화물,사업용,하이브리드,0,0
2021,05,서울,소계,계,하이브리드,125997,2164
2021,05,서울,소계,비사업용,하이브리드,119510,2224
2021,05,서울,소계,사업용,하이브리드,6487,-60
2021,05,서울,승용,계,하이브리드,125941,2164
2021,05,서울,승용,비사업용,하이브리드,119505,2224
2021,05,서울,승용,사업용,하이브리드,6436,-60
2021,05,서울,승합,계,하이브리드,52,0
2021,05,서울,승합,비사업용,하이브리드,1,0
2021,05,서울,승합,사업용,하이브리드,51,0
2021,05,서울,특수,계,하이브리드,0,0
2021,05,서울,특수,비사업용,하이브리드,0,0
2021,05,서울,특수,사업용,하이브리드,0,0
2021,05,서울,화물,계,하이브리드,4,0
2021,05,서울,화물,비사업용,하이브리드,4,0
2021,05,서울,화물,사업용,하이브리드,0,0
2021,05,세종,소계,계,하이브리드,8776,165
2021,05,세종,소계,비사업용,하이브리드,8748,165
2021,05,세종,소계,사업용,하이브리드,28,0
2021,05,세종,승용,계,하이브리드,8748,165
2021,05,세종,승용,비사업용,하이브리드,8746,165
2021,05,세종,승용,사업용,하이브리드,2,0
2021,05,세종,승합,계,하이브리드,27,0
2021,05,세종,승합,비사업용,하이브리드,1,0
2021,05,세종,승합,사업용,하이브리드,26,0
2021,05,세종,특수,계,하이브리드,0,0
2021,05,세종,특수,비사업용,하이브리드,0,0
2021,05,세종,특수,사업용,하이브리드,0,0
2021,05,세종,화물,계,하이브리드,1,0
2021,05,세종,화물,비사업용,하이브리드,1,0
2021,05,세종,화물,사업용,하이브리드,0,0
2021,05,울산,소계,계,하이브리드,15747,267
2021,05,울산,소계,비사업용,하이브리드,15659,266
2021,05,울산,소계,사업용,하이브리드,88,1
2021,05,울산,승용,계,하이브리드,15701,267
2021,05,울산,승용,비사업용,하이브리드,15659,266
