일시,시도,평균기온(°C),평균최고기온(°C),평균최저기온(°C),월합강수량(00~24h만)(mm)
2020-05,서울,18.0,23.3,13.7,112.4
2020-05,세종,18.2,24.0,13.0,91.6
2020-05,울산,18.1,23.3,13.9,51.5
2020-05,인천,15.5,19.666666666666668,12.066666666666668,149.53333333333333
2020-05,전남,17.346153846153847,22.13076923076923,13.107692307692307,170.7
2020-05,전북,17.630000000000003,23.419999999999998,12.55,89.25
2020-05,제주,18.275,22.2,15.175,150.325
2020-05,충남,17.366666666666664,23.2,12.233333333333334,93.39999999999999
2020-05,충북,17.619999999999997,23.56,12.02,91.9
2020-06,강원,22.42142857142857,27.92142857142857,17.571428571428573,121.77857142857142
2020-06,경기,22.96,28.6,18.2,110.25999999999999
2020-06,경남,23.150000000000002,28.928571428571427,18.49285714285714,244.70714285714286
2020-06,경북,22.642857142857142,28.285714285714285,17.592857142857145,145.92142857142858
2020-06,광주,23.6,28.8,19.6,199.9
2020-06,대구,24.5,30.5,19.3,185.3
2020-06,대전,24.1,29.0,20.0,192.5
2020-06,부산,22.4,26.6,19.5,321.1
2020-06,서울,23.9,29.0,19.9,139.6
2020-06,세종,23.2,28.5,18.9,214.2
2020-06,울산,22.7,27.6,18.5,218.6
2020-06,인천,20.633333333333333,24.8,17.233333333333334,124.0
2020-06,전남,22.115384615384617,26.676923076923078,18.346153846153847,308.1
2020-06,전북,22.54,27.919999999999998,18.3,172.77
2020-06,제주,22.025,25.3,19.425,311.175
2020-06,충남,22.416666666666668,27.683333333333334,18.183333333333334,169.95000000000002
2020-06,충북,22.98,28.54,18.16,138.12
2020-07,강원,21.771428571428572,26.057142857142857,18.307142857142857,271.6357142857143
2020-07,경기,23.22,27.52,19.7,292.36
2020-07,경남,22.735714285714288,26.45,20.114285714285717,569.3428571428572
2020-07,경북,21.8,25.564285714285713,18.885714285714283,411.0571428571429
2020-07,광주,23.4,26.8,20.8,533.3
2020-07,대구,23.2,26.8,20.2,330.5
2020-07,대전,23.6,27.2,20.7,544.9
2020-07,부산,22.1,24.8,20.3,796.8
2020-07,서울,24.1,28.0,21.1,270.4
2020-07,세종,23.2,27.1,20.1,436.4
2020-07,울산,22.1,25.3,19.8,498.3
2020-07,인천,22.233333333333334,25.633333333333336,19.599999999999998,247.9
2020-07,전남,22.692307692307693,25.915384615384614,20.407692307692308,385.0230769230769
2020-07,전북,22.830000000000002,26.54,20.119999999999997,520.48
2020-07,제주,23.55,26.325,21.4,283.15
2020-07,충남,22.983333333333334,26.900000000000002,19.933333333333334,417.65000000000003
2020-07,충북,22.66,26.52,19.419999999999998,411.28000000000003
2020-08,강원,25.057142857142857,29.00714285714286,22.2,508.10714285714283
2020-08,경기,25.78,29.560000000000002,23.14,668.1
2020-08,경남,27.3,31.735714285714288,24.135714285714283,354.1642857142857
2020-08,경북,26.3,30.87142857142857,22.928571428571427,273.8
2020-08,광주,27.6,31.6,24.8,738.1
2020-08,대구,28.6,33.3,24.8,322.7
2020-08,대전,27.5,31.5,24.6,361.6
2020-08,부산,27.2,30.4,24.8,399.2
2020-08,서울,26.5,29.3,24.4,675.7
2020-08,세종,26.8,31.0,23.9,501.1
2020-08,울산,27.6,31.8,24.4,137.1
2020-08,인천,25.0,27.400000000000002,23.166666666666668,422.8999999999999
2020-08,전남,27.184615384615384,30.915384615384614,24.384615384615383,244.44615384615386
2020-08,전북,26.910000000000004,31.21,23.82,550.51
2020-08,제주,28.099999999999998,30.95,25.85,171.375
2020-08,충남,26.5,30.433333333333334,23.599999999999998,400.1333333333334
2020-08,충북,25.880000000000003,30.28,22.740000000000002,499.7
2020-09,강원,18.678571428571427,23.457142857142856,14.864285714285714,304.64285714285717
2020-09,경기,19.94,25.3,15.86,164.16
2020-09,경남,20.842857142857145,25.707142857142856,17.0,286.62857142857143
2020-09,경북,19.585714285714285,24.592857142857145,15.62857142857143,175.56428571428572
2020-09,광주,21.3,25.7,17.9,178.3
2020-09,대구,21.2,26.0,17.1,161.0
2020-09,대전,21.2,25.9,17.4,173.6
2020-09,부산,21.9,25.6,19.2,230.5
2020-09,서울,21.4,25.6,18.0,181.5
2020-09,세종,20.5,25.4,16.8,171.3
2020-09,울산,21.1,25.0,18.0,243.0
2020-09,인천,20.633333333333333,24.133333333333336,17.633333333333333,205.4
2020-09,전남,21.26153846153846,25.638461538461538,17.746153846153845,224.2923076923077
2020-09,전북,20.27,25.39,16.4,201.82
2020-09,제주,22.475,25.450000000000003,19.9,356.875
2020-09,충남,20.333333333333332,25.349999999999998,16.316666666666666,204.88333333333333
2020-09,충북,19.32,24.619999999999997,15.080000000000002,166.02
2020-10,강원,11.87142857142857,18.464285714285715,6.471428571428571,3.2785714285714285
2020-10,경기,12.4,19.619999999999997,6.279999999999999,7.9799999999999995
2020-10,경남,15.049999999999999,21.72142857142857,9.885714285714286,21.814285714285713
2020-10,경북,13.5,19.978571428571428,8.142857142857142,9.464285714285714
2020-10,광주,15.7,21.2,11.2,12.1
2020-10,대구,15.4,21.3,10.1,13.1
2020-10,대전,14.2,20.6,8.9,3.2
2020-10,부산,17.3,22.2,13.8,26.4
2020-10,서울,14.3,19.5,9.6,0.0
2020-10,세종,13.4,19.8,8.2,6.4
2020-10,울산,15.9,20.8,11.9,18.9
2020-10,인천,14.366666666666667,18.333333333333332,10.233333333333333,9.266666666666667
2020-10,전남,15.538461538461538,21.138461538461538,10.86153846153846,22.792307692307695
2020-10,전북,13.7,20.22,8.15,7.67
2020-10,제주,18.15,21.3,15.35,40.5
2020-10,충남,13.1,19.900000000000002,7.233333333333333,12.616666666666667
2020-10,충북,12.120000000000001,19.1,6.14,7.38
2020-11,강원,6.985714285714286,12.728571428571428,1.8714285714285714,38.707142857142856
2020-11,경기,6.640000000000001,12.76,1.1800000000000002,58.5
2020-11,경남,9.864285714285714,16.142857142857142,4.485714285714286,46.23571428571428
2020-11,경북,8.357142857142858,14.321428571428571,3.0285714285714285,39.050000000000004
2020-11,광주,10.5,15.6,6.4,28.3
2020-11,대구,9.7,15.3,4.5,23.9
2020-11,대전,8.6,14.4,3.8,41.8
2020-11,부산,12.4,17.2,8.5,36.3
2020-11,서울,8.0,12.6,4.0,120.1
2020-11,세종,8.0,13.4,3.3,50.1
2020-11,울산,11.0,15.9,6.5,37.7
2020-11,인천,8.200000000000001,11.966666666666667,4.566666666666666,54.699999999999996
2020-11,전남,10.853846153846153,15.73076923076923,6.276923076923077,18.338461538461537
2020-11,전북,8.559999999999999,14.309999999999999,3.55,57.25
2020-11,제주,14.2,17.4,11.075,18.55
2020-11,충남,7.8500000000000005,13.733333333333334,2.6,46.449999999999996
2020-11,충북,6.88,12.940000000000001,1.46,31.939999999999998
2020-12,강원,-1.542857142857143,3.957142857142857,-6.378571428571428,4.05
2020-12,경기,-1.7600000000000002,3.88,-6.68,4.159999999999999
2020-12,경남,2.042857142857143,8.3,-2.9285714285714284,7.714285714285714
2020-12,경북,0.3071428571428572,6.207142857142857,-4.728571428571429,9.707142857142857
2020-12,광주,2.7,7.8,-1.1,18.7
2020-12,대구,1.6,7.2,-3.1,2.8
2020-12,대전,0.5,6.1,-3.8,4.1
2020-12,부산,4.3,9.3,0.5,10.2
2020-12,서울,-0.3,3.9,-4.2,4.6
2020-12,세종,-0.1,5.0,-4.3,3.5
2020-12,울산,3.4,8.5,-0.9,5.7
2020-12,인천,0.4666666666666666,4.033333333333334,-3.0,7.633333333333333
2020-12,전남,3.0076923076923077,8.276923076923076,-1.5769230769230769,15.63076923076923
2020-12,전북,0.64,6.18,-3.8899999999999997,18.3
2020-12,제주,7.625,10.775,4.65,41.05
2020-12,충남,0.01666666666666668,5.583333333333333,-4.666666666666667,7.05
2020-12,충북,-1.8,4.08,-6.8,7.040000000000001
2021-01,강원,-3.435714285714286,2.164285714285714,-8.842857142857143,10.221428571428572
2021-01,경기,-3.6799999999999997,2.2199999999999998,-9.4,18.46
2021-01,경남,1.1928571428571428,7.135714285714286,-4.1,17.678571428571427
2021-01,경북,-1.1642857142857144,4.635714285714286,-6.45,18.99285714285714
2021-01,광주,1.4,6.4,-2.6,33.0
2021-01,대구,0.5,5.9,-4.3,11.9
2021-01,대전,-1.0,4.6,-6.0,23.6
2021-01,부산,3.3,7.9,-0.8,25.8
2021-01,서울,-2.4,2.2,-6.8,18.9
2021-01,세종,-1.7,3.3,-6.6,22.0
2021-01,울산,2.1,6.8,-2.6,20.6
2021-01,인천,-2.1,1.7666666666666666,-6.033333333333334,33.13333333333333
2021-01,전남,1.9076923076923078,6.9692307692307685,-2.707692307692308,32.76153846153846
2021-01,전북,-0.64,4.71,-5.76,34.489999999999995
2021-01,제주,6.7,9.825,3.45,84.225
2021-01,충남,-1.7666666666666666,3.8000000000000003,-7.25,26.55
2021-01,충북,-3.0,2.9,-8.64,16.5
2021-02,강원,1.7571428571428573,7.821428571428571,-4.042857142857143,4.964285714285714
2021-02,경기,1.6199999999999999,8.120000000000001,-4.46,9.12
2021-02,경남,5.242857142857143,11.692857142857141,-0.5357142857142857,37.74285714285714
2021-02,경북,3.3714285714285714,9.807142857142859,-2.5357142857142856,16.685714285714287
2021-02,광주,5.1,10.7,0.4,31.1
2021-02,대구,4.8,11.1,-0.6,19.2
2021-02,대전,4.0,10.0,-1.6,14.1
2021-02,부산,7.2,11.9,3.2,49.5
2021-02,서울,2.7,7.9,-2.2,7.1
2021-02,세종,3.2,9.0,-2.2,14.4
2021-02,울산,6.5,11.9,1.6,28.8
2021-02,인천,1.8333333333333333,6.2,-2.3666666666666667,7.666666666666667
2021-02,전남,5.253846153846154,10.661538461538461,0.4153846153846154,33.05384615384615
2021-02,전북,3.45,9.42,-1.92,28.03
2021-02,제주,9.3,13.0,6.025,54.650000000000006
2021-02,충남,2.8333333333333335,8.733333333333333,-2.8000000000000003,14.566666666666668
2021-02,충북,2.08,8.440000000000001,-4.0600000000000005,12.18
2021-03,강원,7.292857142857143,13.450000000000001,1.7142857142857142,101.2
2021-03,경기,7.9,14.88,1.8399999999999999,106.24000000000001
2021-03,경남,10.25,16.485714285714284,4.578571428571428,148.6
2021-03,경북,8.52142857142857,14.450000000000001,2.7714285714285714,97.32142857142857
2021-03,광주,10.6,17.0,5.6,122.4
2021-03,대구,10.2,16.1,4.7,95.2
2021-03,대전,9.6,15.9,4.0,95.2
2021-03,부산,11.4,15.9,7.7,127.5
2021-03,서울,9.0,14.8,4.3,110.9
2021-03,세종,8.8,15.1,3.2,99.8
2021-03,울산,10.5,15.4,5.9,138.9
2021-03,인천,6.8999999999999995,11.433333333333332,3.033333333333333,87.93333333333334
2021-03,전남,9.76923076923077,15.307692307692308,4.746153846153846,137.6153846153846
2021-03,전북,8.540000000000001,15.190000000000001,2.84,95.77000000000001
2021-03,제주,12.525,16.175,9.0,140.825
2021-03,충남,8.016666666666667,14.766666666666666,2.0,91.39999999999999
2021-03,충북,8.02,14.5,1.8399999999999999,86.8
2021-04,강원,11.921428571428573,18.014285714285712,5.95,102.7
2021-04,경기,13.16,19.78,6.88,100.52000000000001
2021-04,경남,14.092857142857143,20.75,7.8999999999999995,78.77857142857144
2021-04,경북,12.549999999999999,18.82857142857143,6.3999999999999995,81.67142857142858
2021-04,광주,14.9,20.9,9.7,34.2
2021-04,대구,14.5,20.6,8.8,43.0
2021-04,대전,14.7,20.9,8.9,47.4
2021-04,부산,14.7,19.7,10.8,107.1
2021-04,서울,14.2,19.5,9.5,124.1
2021-04,세종,13.9,20.1,8.1,56.0
2021-04,울산,13.8,19.0,9.1,73.9
2021-04,인천,12.166666666666666,16.566666666666666,8.200000000000001,97.23333333333333
2021-04,전남,13.707692307692307,19.207692307692305,8.46923076923077,66.72307692307692
2021-04,전북,13.26,19.759999999999998,7.220000000000001,38.96
2021-04,제주,15.35,19.225,11.975,109.175
2021-04,충남,13.1,19.53333333333333,6.8,60.53333333333333
2021-04,충북,12.98,19.380000000000003,6.5,62.02
2021-05,강원,15.5,21.142857142857142,10.242857142857144,159.42857142857142
2021-05,경기,16.06,21.98,10.76,192.9
2021-05,경남,17.764285714285712,23.47142857142857,12.471428571428572,133.97857142857143
2021-05,경북,16.164285714285715,21.942857142857143,10.757142857142856,132.7642857142857
2021-05,광주,18.4,24.0,13.4,139.4
2021-05,대구,18.3,24.3,12.8,90.9
2021-05,대전,17.7,23.1,12.8,134.2
2021-05,부산,17.7,21.5,14.7,139.2
2021-05,서울,17.1,21.9,12.8,183.1
2021-05,세종,16.8,22.4,11.7,141.9
2021-05,울산,17.8,22.7,13.1,120.4
2021-05,인천,15.466666666666667,19.766666666666666,11.466666666666667,166.5666666666667
2021-05,전남,17.46153846153846,22.607692307692307,12.561538461538463,117.9
2021-05,전북,16.830000000000002,22.669999999999998,11.190000000000001,109.72
2021-05,제주,18.575,22.625,15.15,136.54999999999998
2021-05,충남,16.333333333333332,22.099999999999998,11.066666666666668,136.58333333333334
2021-05,충북,16.04,21.880000000000003,10.4,158.56
2021-06,강원,20.571428571428573,25.728571428571428,16.3,78.69285714285715
2021-06,경기,21.84,27.380000000000003,17.32,64.86
2021-06,경남,22.3,27.485714285714288,18.014285714285712,119.68571428571428
2021-06,경북,21.157142857142855,26.2,16.757142857142856,57.807142857142864
2021-06,광주,23.3,28.3,19.2,118.1
2021-06,대구,23.2,28.5,18.9,55.1
2021-06,대전,23.5,28.5,19.1,105.9
2021-06,부산,21.9,25.4,19.3,232.3
2021-06,서울,22.8,27.6,18.9,104.6
2021-06,세종,22.6,27.8,18.2,67.8
2021-06,울산,21.7,25.8,18.2,93.8
2021-06,인천,20.333333333333332,24.433333333333334,17.099999999999998,95.06666666666666
2021-06,전남,22.241666666666664,26.825,18.458333333333332,115.20769230769231
2021-06,전북,22.16,27.589999999999996,17.73,123.08
2021-06,제주,22.75,26.075000000000003,20.225,172.075
2021-06,충남,22.0,27.21666666666667,17.633333333333333,70.11666666666666
2021-06,충북,21.82,27.28,17.06,83.0
2021-07,강원,25.307142857142857,30.592857142857145,21.17142857142857,144.65714285714287
2021-07,경기,26.619999999999997,31.82,22.46,118.04
2021-07,경남,26.32857142857143,31.135714285714283,22.664285714285715,367.5785714285715
2021-07,경북,25.285714285714285,30.3,21.307142857142857,191.02142857142854
2021-07,광주,27.0,31.4,23.6,227.6
2021-07,대구,26.9,32.1,22.9,153.3
2021-07,대전,27.8,32.3,24.0,151.8
2021-07,부산,26.3,29.5,24.0,399.9
2021-07,서울,28.1,32.2,24.6,168.3
2021-07,세종,26.9,31.7,23.0,180.7
2021-07,울산,25.9,29.8,22.8,189.3
2021-07,인천,25.766666666666666,29.46666666666667,22.7,69.26666666666667
2021-07,전남,26.253846153846155,30.22307692307692,23.015384615384615,405.0153846153846
2021-07,전북,26.22,31.15,22.28,224.89000000000001
2021-07,제주,26.925,29.675,24.8,201.65
2021-07,충남,26.433333333333334,31.45,22.383333333333336,162.25
2021-07,충북,26.02,31.2,21.78,210.58
2021-08,강원,23.45,27.87857142857143,20.207142857142856,247.79999999999998
2021-08,경기,24.66,29.4,21.04,168.82
2021-08,경남,25.864285714285717,30.67142857142857,22.514285714285712,353.5142857142857
2021-08,경북,24.057142857142857,28.457142857142856,20.87857142857143,295.17857142857144
2021-08,광주,25.8,30.3,22.5,338.7
2021-08,대구,25.7,30.5,22.4,256.3
2021-08,대전,25.8,29.9,22.6,289.2
2021-08,부산,26.2,29.4,23.8,481.2
2021-08,서울,25.9,29.7,22.8,211.2
2021-08,세종,25.1,29.5,21.8,232.1
2021-08,울산,25.3,29.2,22.5,443.9
2021-08,인천,24.53333333333333,28.0,21.766666666666666,256.0
2021-08,전남,25.984615384615385,30.161538461538463,22.815384615384616,275.90769230769234
2021-08,전북,25.09,29.97,21.630000000000003,346.12
2021-08,제주,26.65,29.45,24.45,290.175
2021-08,충남,24.933333333333334,29.483333333333334,21.46666666666667,251.1833333333333
2021-08,충북,24.16,28.619999999999997,20.759999999999998,241.86000000000004
2021-09,강원,19.900000000000002,24.785714285714285,15.978571428571428,135.3
2021-09,경기,21.220000000000002,26.6,16.880000000000003,145.84
2021-09,경남,22.071428571428573,26.52857142857143,18.692857142857143,125.07857142857142
2021-09,경북,20.45,25.0,16.8,157.59285714285716
2021-09,광주,22.9,27.2,19.5,131.1
2021-09,대구,22.1,26.4,18.7,84.1
2021-09,대전,22.4,26.8,18.9,161.2
2021-09,부산,22.9,26.4,20.5,164.7
2021-09,서울,22.6,26.9,18.8,131.0
2021-09,세종,21.8,26.4,18.2,184.6
2021-09,울산,22.1,25.6,19.5,125.2
2021-09,인천,21.8,25.433333333333337,18.633333333333336,142.0
2021-09,전남,22.63076923076923,26.523076923076925,19.476923076923075,116.23076923076923
2021-09,전북,21.89,26.55,18.06,134.0
2021-09,제주,24.475,27.325,22.125,491.3
2021-09,충남,21.650000000000002,26.5,17.666666666666668,211.98333333333335
2021-09,충북,20.68,25.52,16.419999999999998,191.57999999999998
2021-10,강원,13.578571428571427,19.414285714285715,9.1,91.05
2021-10,경기,14.14,20.32,9.22,53.160000000000004
2021-10,경남,16.428571428571427,22.964285714285715,11.514285714285714,38.56428571428571
2021-10,경북,14.6,20.87142857142857,9.964285714285714,89.5
2021-10,광주,17.2,22.7,12.8,35.3
2021-10,대구,16.5,22.7,11.5,57.8
2021-10,대전,15.7,21.9,10.8,40.8
2021-10,부산,18.7,23.3,15.2,18.2
2021-10,서울,15.6,20.5,11.6,57.0
2021-10,세종,15.0,21.0,10.3,36.4
2021-10,울산,17.1,22.1,13.0,49.0
2021-10,인천,15.5,19.3,11.933333333333332,47.26666666666667
2021-10,전남,16.96153846153846,22.50769230769231,12.438461538461537,29.299999999999997
2021-10,전북,15.180000000000001,21.669999999999998,10.03,43.35
2021-10,제주,20.0,23.475,17.0,46.625
2021-10,충남,14.833333333333334,21.25,9.799999999999999,44.583333333333336
2021-10,충북,13.76,20.240000000000002,8.82,35.260000000000005
2021-11,강원,6.914285714285714,12.885714285714286,1.9857142857142858,37.19285714285714
2021-11,경기,6.7,13.180000000000001,1.44,64.76
2021-11,경남,9.435714285714285,16.435714285714287,4.0285714285714285,56.59285714285714
2021-11,경북,8.142857142857142,14.692857142857141,2.957142857142857,39.82142857142857
2021-11,광주,10.2,15.8,5.8,85.8
2021-11,대구,9.5,15.7,4.4,43.1
2021-11,대전,8.9,14.9,4.0,41.7
2021-11,부산,12.5,17.4,8.6,57.9
2021-11,서울,8.2,13.1,4.0,62.4
2021-11,세종,8.2,14.3,3.3,60.9
2021-11,울산,11.1,16.6,6.1,49.7
2021-11,인천,8.700000000000001,12.9,4.833333333333333,57.26666666666667
2021-11,전남,10.307692307692308,16.123076923076923,5.5,56.57692307692308
2021-11,전북,8.29,14.61,3.4,84.78
2021-11,제주,13.8,17.775,10.475,58.65
2021-11,충남,7.983333333333333,14.383333333333333,2.8666666666666667,90.26666666666667
2021-11,충북,6.8,13.26,1.5999999999999999,47.8
2021-12,강원,0.042857142857142795,5.25,-4.878571428571428,16.72142857142857
2021-12,경기,-0.5599999999999999,5.04,-5.5200000000000005,7.960000000000001
2021-12,경남,3.5142857142857147,9.785714285714286,-1.9000000000000001,2.4857142857142853
2021-12,경북,1.992857142857143,7.95,-3.185714285714286,13.5
2021-12,광주,4.1,9.4,0.0,7.1
2021-12,대구,3.1,8.9,-2.1,0.1
2021-12,대전,1.9,7.6,-3.0,4.4
2021-12,부산,6.0,10.8,1.9,4.5
2021-12,서울,0.6,5.1,-3.5,7.9
2021-12,세종,1.2,6.4,-3.4,8.0
2021-12,울산,4.7,9.8,-0.1,3.5
2021-12,인천,1.5666666666666667,5.566666666666666,-2.3,9.0
2021-12,전남,4.315384615384615,9.646153846153847,-0.3153846153846154,6.076923076923077
2021-12,전북,2.19,7.779999999999999,-2.56,12.919999999999998
2021-12,제주,8.8,12.25,5.875,23.625
2021-12,충남,1.4000000000000001,7.116666666666667,-3.5,11.716666666666667
2021-12,충북,0.09999999999999998,5.720000000000001,-5.0,5.08
2022-01,강원,-2.9285714285714284,2.9071428571428575,-8.421428571428573,3.3000000000000003
2022-01,경기,-3.3600000000000003,2.8,-9.26,5.38
2022-01,경남,1.3714285714285714,7.9071428571428575,-4.007142857142857,0.03636363636363637
2022-01,경북,-0.48571428571428577,5.571428571428571,-5.857142857142857,7.033333333333332
2022-01,광주,1.6,6.7,-2.3,0.3
2022-01,대구,0.9,6.8,-4.1,0.0
2022-01,대전,-0.8,5.2,-5.9,1.2
2022-01,부산,4.0,9.2,0.0,0.0
2022-01,서울,-2.2,2.6,-6.2,5.5
2022-01,세종,-1.4,4.2,-6.6,2.7
2022-01,울산,2.6,8.0,-1.7,0.9
2022-01,인천,-1.7666666666666668,2.1,-5.466666666666666,8.6
2022-01,전남,1.8692307692307693,6.776923076923077,-2.292307692307692,2.423076923076923
2022-01,전북,-0.7899999999999999,4.75,-5.71,2.9899999999999998
2022-01,제주,6.325,9.25,3.95,31.8
2022-01,충남,-1.7833333333333332,4.166666666666667,-7.383333333333333,5.083333333333333
2022-01,충북,-2.66,3.2399999999999998,-8.42,2.82
2022-02,강원,-1.8928571428571428,4.021428571428571,-7.514285714285714,5.45
2022-02,경기,-1.98,4.38,-7.9799999999999995,5.14
2022-02,경남,1.9928571428571427,8.142857142857142,-3.6285714285714286,0.17500000000000002
2022-02,경북,0.12142857142857141,6.0928571428571425,-5.292857142857143,6.4071428571428575
2022-02,광주,1.8,7.2,-2.4,2.7
2022-02,대구,1.6,7.4,-3.4,0.1
2022-02,대전,0.1,6.1,-5.2,1.4
2022-02,부산,3.6,8.8,-0.5,0.0
2022-02,서울,-1.1,3.8,-5.3,4.7
2022-02,세종,-0.4,5.2,-5.6,2.2
2022-02,울산,2.7,7.7,-1.8,2.2
2022-02,인천,-1.0666666666666667,2.733333333333333,-4.766666666666667,3.6
2022-02,전남,2.0,7.084615384615384,-2.6769230769230767,1.5307692307692307
2022-02,전북,-0.26999999999999996,5.38,-5.5200000000000005,6.890000000000001
2022-02,제주,5.4,8.525,2.475,20.75
2022-02,충남,-0.75,5.083333333333333,-6.233333333333333,3.983333333333333
2022-02,충북,-1.6,4.36,-7.340000000000001,4.02
2022-03,강원,6.242857142857143,12.042857142857143,0.6785714285714286,88.67857142857143
2022-03,경기,6.6,13.080000000000002,0.78,92.44
2022-03,경남,9.357142857142858,15.785714285714286,3.2857142857142856,103.57857142857142
2022-03,경북,7.685714285714285,13.892857142857142,1.7285714285714284,73.47142857142856
2022-03,광주,9.6,15.6,4.5,105.2
2022-03,대구,9.7,15.9,3.8,34.3
2022-03,대전,8.3,14.5,2.5,74.0
2022-03,부산,10.5,14.8,6.8,127.4
2022-03,서울,7.7,12.7,3.2,102.6
2022-03,세종,7.7,13.9,1.9,77.1
2022-03,울산,9.9,15.0,4.9,55.5
2022-03,인천,6.066666666666666,10.133333333333335,2.3333333333333335,83.23333333333333
2022-03,전남,8.723076923076924,14.430769230769231,3.4846153846153842,124.08461538461539
2022-03,전북,7.470000000000001,13.930000000000001,1.47,83.22999999999999
2022-03,제주,11.45,15.3,7.875,115.625
