일시,시도,평균기온(°C),평균최고기온(°C),평균최저기온(°C),월합강수량(00~24h만)(mm)
2022-03,충남,6.883333333333333,13.133333333333333,0.7999999999999999,71.11666666666666
2022-03,충북,6.8,13.080000000000002,0.6799999999999999,79.32000000000001
2022-04,강원,13.214285714285714,19.8,6.5928571428571425,39.84285714285714
2022-04,경기,13.440000000000001,20.84,6.859999999999999,35.32
2022-04,경남,14.664285714285715,21.42142857142857,8.528571428571428,91.7
2022-04,경북,13.885714285714286,20.807142857142857,6.95,41.93571428571429
2022-04,광주,15.5,22.6,9.8,49.4
2022-04,대구,15.9,22.7,9.4,38.5
2022-04,대전,14.9,21.9,8.3,69.7
2022-04,부산,14.9,19.1,11.4,130.6
2022-04,서울,14.8,20.6,10.0,20.4
2022-04,세종,14.2,21.6,7.7,53.7
2022-04,울산,14.7,20.1,9.8,81.0
2022-04,인천,11.866666666666667,16.366666666666667,7.8,13.966666666666669
2022-04,전남,13.907692307692308,20.069230769230767,8.384615384615385,82.74615384615385
2022-04,전북,13.37,20.47,7.05,59.779999999999994
2022-04,제주,15.425,19.3,11.95,99.6
2022-04,충남,12.950000000000001,20.0,6.366666666666666,55.416666666666664
2022-04,충북,13.38,20.76,5.9799999999999995,49.92
2022-05,강원,17.271428571428572,23.900000000000002,10.542857142857143,9.314285714285715
2022-05,경기,17.66,24.78,10.84,11.6
2022-05,경남,19.099999999999998,26.114285714285717,12.478571428571428,3.75
2022-05,경북,18.442857142857143,25.407142857142855,11.357142857142858,4.478571428571429
2022-05,광주,19.3,26.1,13.8,0.4
2022-05,대구,20.7,27.4,14.1,4.2
2022-05,대전,19.4,26.3,12.7,8.1
2022-05,부산,19.0,23.4,15.3,5.4
2022-05,서울,19.1,25.0,13.9,7.5
2022-05,세종,18.4,25.3,11.7,9.4
2022-05,울산,19.2,24.9,13.8,6.1
2022-05,인천,15.933333333333332,20.433333333333334,11.733333333333334,7.033333333333334
2022-05,전남,17.823076923076922,24.092307692307692,12.046153846153846,2.9692307692307693
2022-05,전북,17.54,24.490000000000002,10.889999999999999,3.7299999999999995
2022-05,제주,18.875,22.775,15.4,17.05
2022-05,충남,17.349999999999998,24.0,10.816666666666668,5.25
2022-05,충북,17.740000000000002,24.84,10.48,7.1
2022-06,강원,21.27857142857143,26.150000000000002,17.02857142857143,267.00714285714287
2022-06,경기,22.22,27.119999999999997,18.02,430.46000000000004
2022-06,경남,22.692857142857143,27.57857142857143,18.8,135.65714285714287
2022-06,경북,22.3,27.678571428571427,17.535714285714285,103.97142857142856
2022-06,광주,23.8,29.0,20.1,131.7
2022-06,대구,24.3,29.7,19.8,81.8
2022-06,대전,24.1,29.4,19.8,117.6
2022-06,부산,21.7,24.9,19.4,152.0
2022-06,서울,23.3,27.5,19.8,393.8
2022-06,세종,23.3,28.7,19.0,118.5
2022-06,울산,22.4,26.6,19.1,147.1
2022-06,인천,20.766666666666666,24.366666666666664,17.866666666666664,330.0
2022-06,전남,22.353846153846156,26.515384615384615,19.153846153846153,91.76153846153846
2022-06,전북,22.84,27.839999999999996,18.830000000000002,178.45999999999998
2022-06,제주,22.65,25.65,20.275,197.475
2022-06,충남,22.650000000000002,27.400000000000002,18.566666666666666,200.96666666666667
2022-06,충북,22.5,27.860000000000003,17.66,163.85999999999999
2022-07,강원,24.77857142857143,29.407142857142855,21.464285714285715,212.42857142857142
2022-07,경기,26.1,30.580000000000002,22.54,274.08000000000004
2022-07,경남,26.642857142857142,31.32857142857143,22.92142857142857,159.5
2022-07,경북,25.571428571428573,30.2,22.02857142857143,135.2642857142857
2022-07,광주,27.0,31.1,23.8,169.0
2022-07,대구,27.5,32.4,23.7,88.8
2022-07,대전,27.0,31.5,23.4,195.0
2022-07,부산,26.2,29.7,23.7,145.0
2022-07,서울,27.3,31.0,24.2,252.3
2022-07,세종,26.4,30.9,22.9,239.5
2022-07,울산,26.0,30.0,22.9,125.0
2022-07,인천,25.133333333333336,28.633333333333336,22.400000000000002,230.20000000000002
2022-07,전남,26.338461538461537,30.215384615384615,23.22307692307692,207.27692307692308
2022-07,전북,26.080000000000002,30.46,22.48,143.62
2022-07,제주,27.3,30.35,24.825,226.325
2022-07,충남,26.116666666666664,30.45,22.53333333333333,151.46666666666667
2022-07,충북,25.74,30.2,22.14,236.53999999999996
2022-08,강원,24.021428571428572,27.942857142857143,20.835714285714285,404.39285714285717
2022-08,경기,24.7,28.6,21.66,592.4
2022-08,경남,26.192857142857143,30.335714285714285,22.928571428571427,183.32142857142858
2022-08,경북,25.00714285714286,29.24285714285714,21.585714285714285,218.42857142857142
2022-08,광주,26.9,30.6,24.1,106.4
2022-08,대구,26.9,31.4,23.4,143.3
2022-08,대전,25.7,29.6,22.7,496.1
2022-08,부산,26.4,29.7,24.0,176.7
2022-08,서울,25.7,28.9,23.1,564.8
2022-08,세종,25.3,29.2,22.3,421.0
2022-08,울산,26.4,30.2,23.4,138.5
2022-08,인천,24.266666666666666,27.233333333333334,21.733333333333334,359.6333333333334
2022-08,전남,26.284615384615385,29.884615384615383,23.361538461538462,129.54615384615383
2022-08,전북,25.630000000000003,29.5,22.509999999999998,184.57999999999998
2022-08,제주,28.1,31.099999999999998,25.625,191.10000000000002
2022-08,충남,25.099999999999998,28.78333333333333,21.916666666666668,479.73333333333335
2022-08,충북,24.64,28.419999999999998,21.419999999999998,425.3
2022-09,강원,19.37142857142857,25.314285714285713,14.757142857142856,197.92142857142858
2022-09,경기,20.5,26.660000000000004,15.719999999999999,191.24
2022-09,경남,21.821428571428573,27.057142857142857,17.692857142857143,185.27142857142857
2022-09,경북,20.214285714285715,25.599999999999998,15.871428571428572,131.14285714285714
2022-09,광주,23.1,28.0,19.1,89.2
2022-09,대구,21.9,26.8,17.7,114.2
2022-09,대전,21.8,27.5,17.4,90.2
2022-09,부산,22.9,26.9,20.2,162.4
2022-09,서울,22.4,27.2,18.2,201.5
2022-09,세종,21.8,27.2,17.3,138.8
2022-09,울산,21.7,25.6,18.4,284.8
2022-09,인천,20.900000000000002,25.0,17.333333333333332,150.93333333333334
2022-09,전남,22.161538461538463,26.700000000000003,18.476923076923075,158.59230769230768
2022-09,전북,21.41,26.99,16.880000000000003,82.34
2022-09,제주,23.975,26.9,21.65,306.275
2022-09,충남,21.116666666666667,26.900000000000002,16.366666666666667,115.23333333333333
2022-09,충북,20.32,26.2,15.5,100.1
2022-10,강원,12.264285714285714,18.27857142857143,7.664285714285714,173.65
2022-10,경기,12.86,19.419999999999998,7.74,124.0
2022-10,경남,15.421428571428573,22.035714285714285,10.0,19.099999999999998
2022-10,경북,13.62857142857143,19.95,8.385714285714286,79.05714285714285
2022-10,광주,16.0,21.6,11.4,38.3
2022-10,대구,15.5,21.6,10.1,25.6
2022-10,대전,14.3,20.7,9.1,89.3
2022-10,부산,17.6,22.7,14.0,9.7
2022-10,서울,14.6,19.7,10.3,124.1
2022-10,세종,13.9,20.0,9.0,100.7
2022-10,울산,16.0,21.0,11.8,30.4
2022-10,인천,13.700000000000001,17.766666666666666,10.066666666666668,122.60000000000001
2022-10,전남,15.484615384615385,21.115384615384617,10.746153846153845,26.200000000000003
2022-10,전북,13.830000000000002,20.46,8.34,52.470000000000006
2022-10,제주,18.325,21.525,15.425,19.625
2022-10,충남,13.516666666666666,19.833333333333332,8.133333333333333,114.53333333333335
2022-10,충북,12.819999999999999,19.22,7.26,88.34
2022-11,강원,8.207142857142857,14.914285714285715,2.657142857142857,57.43571428571429
2022-11,경기,8.16,15.12,2.38,64.38
2022-11,경남,11.0,18.392857142857142,5.064285714285715,56.449999999999996
2022-11,경북,9.435714285714285,16.735714285714288,3.492857142857143,72.27142857142857
2022-11,광주,11.8,18.1,6.8,46.7
2022-11,대구,11.0,17.7,5.2,46.6
2022-11,대전,9.5,16.6,3.8,45.8
2022-11,부산,14.4,19.8,10.4,61.3
2022-11,서울,10.0,15.4,5.6,84.5
2022-11,세종,9.4,16.1,3.9,39.8
2022-11,울산,12.7,18.3,7.7,44.9
2022-11,인천,9.533333333333333,13.866666666666667,5.633333333333333,74.13333333333334
2022-11,전남,11.476923076923075,17.83076923076923,6.092307692307693,53.61538461538461
2022-11,전북,9.51,16.86,3.5100000000000002,72.99
2022-11,제주,15.475,19.275,12.1,102.475
2022-11,충남,8.933333333333334,16.2,3.016666666666667,47.26666666666667
2022-11,충북,7.9,15.2,1.8,54.96
2022-12,강원,-3.585714285714286,1.792857142857143,-8.414285714285715,6.423076923076923
2022-12,경기,-4.6,0.9400000000000001,-9.5,13.12
2022-12,경남,1.0642857142857143,6.728571428571429,-3.7214285714285715,9.535714285714286
2022-12,경북,-1.0142857142857142,4.285714285714286,-5.7,14.257142857142856
2022-12,광주,1.1,5.5,-2.6,30.6
2022-12,대구,0.4,5.4,-4.0,3.6
2022-12,대전,-2.0,3.3,-6.4,14.7
2022-12,부산,3.3,8.1,-0.3,21.4
2022-12,서울,-2.8,1.7,-6.6,13.6
2022-12,세종,-2.4,2.6,-6.7,19.0
2022-12,울산,2.0,6.8,-2.1,9.7
2022-12,인천,-2.2333333333333334,1.4000000000000001,-5.8,17.2
2022-12,전남,1.9769230769230768,6.515384615384615,-2.1076923076923078,15.961538461538462
2022-12,전북,-1.21,4.029999999999999,-5.87,39.910000000000004
2022-12,제주,6.8,9.75,4.025,34.324999999999996
2022-12,충남,-2.1999999999999997,3.0666666666666664,-6.933333333333334,23.116666666666664
2022-12,충북,-3.9,1.46,-8.860000000000001,17.580000000000002
2023-01,강원,-2.6785714285714284,2.9499999999999997,-8.007142857142856,49.857142857142854
2023-01,경기,-3.12,2.58,-8.52,43.8
2023-01,경남,1.45,7.857142857142857,-4.107142857142857,62.19285714285714
2023-01,경북,-0.38571428571428573,5.578571428571428,-5.571428571428571,35.01428571428571
2023-01,광주,1.7,6.7,-2.5,26.8
2023-01,대구,0.9,6.7,-4.3,11.5
2023-01,대전,-0.9,5.3,-5.9,28.4
2023-01,부산,3.8,8.9,-0.2,79.2
2023-01,서울,-1.5,3.2,-5.7,47.9
2023-01,세종,-1.2,4.4,-6.1,26.3
2023-01,울산,2.6,7.9,-2.1,41.3
2023-01,인천,-1.6000000000000003,2.1666666666666665,-5.2,43.56666666666666
2023-01,전남,2.1076923076923078,7.376923076923077,-2.6846153846153844,57.49230769230769
2023-01,전북,-0.32999999999999996,5.3100000000000005,-5.61,27.0
2023-01,제주,6.7,10.3,3.45,59.7
2023-01,충남,-1.2333333333333334,4.55,-6.516666666666667,29.433333333333334
2023-01,충북,-2.48,3.38,-7.92,26.860000000000003
2023-02,강원,0.9571428571428572,6.742857142857143,-4.3428571428571425,15.992857142857144
2023-02,경기,1.02,7.359999999999999,-4.5200000000000005,0.72
2023-02,경남,4.421428571428572,10.964285714285714,-1.2428571428571427,26.435714285714287
2023-02,경북,2.8428571428571425,9.042857142857143,-2.628571428571429,19.67142857142857
2023-02,광주,4.2,10.1,-0.5,14.8
2023-02,대구,4.4,10.4,-0.7,11.2
2023-02,대전,2.4,8.8,-2.9,5.4
2023-02,부산,6.8,11.8,2.9,30.0
2023-02,서울,2.3,7.3,-1.9,1.0
2023-02,세종,2.0,8.1,-3.2,4.1
2023-02,울산,5.2,10.4,0.6,28.0
2023-02,인천,1.3,5.066666666666667,-2.1333333333333333,0.9666666666666668
2023-02,전남,3.9923076923076923,9.569230769230769,-0.7692307692307693,31.607692307692307
2023-02,전북,1.9,8.21,-3.55,10.53
2023-02,제주,7.95,11.275,4.925,78.175
2023-02,충남,1.4833333333333334,7.783333333333334,-4.166666666666667,2.8333333333333335
2023-02,충북,1.26,7.42,-4.44,4.359999999999999
2023-03,강원,8.25,15.299999999999999,1.4142857142857141,13.12142857142857
2023-03,경기,8.379999999999999,16.380000000000003,1.1,9.68
2023-03,경남,10.728571428571428,18.02857142857143,4.257142857142857,48.99285714285714
2023-03,경북,9.721428571428572,17.07857142857143,2.7857142857142856,35.871428571428574
2023-03,광주,11.2,18.2,5.1,34.8
2023-03,대구,11.8,18.8,5.4,27.3
2023-03,대전,10.2,17.8,3.0,23.8
2023-03,부산,12.3,17.0,8.5,76.2
2023-03,서울,9.8,16.2,4.2,10.5
2023-03,세종,9.6,17.1,2.6,18.5
2023-03,울산,11.4,17.2,6.3,68.3
2023-03,인천,7.066666666666666,11.766666666666666,2.766666666666667,6.266666666666667
2023-03,전남,9.792307692307691,16.353846153846153,3.9692307692307693,38.815384615384616
2023-03,전북,8.879999999999999,16.57,1.8399999999999999,29.95
2023-03,제주,12.4,16.1,8.75,52.625
2023-03,충남,8.416666666666666,16.116666666666667,0.9666666666666667,11.483333333333334
2023-03,충북,8.76,16.6,1.04,21.36
2023-04,강원,12.178571428571429,18.185714285714287,6.178571428571429,57.5
2023-04,경기,12.78,19.119999999999997,6.6,78.9
2023-04,경남,14.042857142857143,20.207142857142856,8.007142857142856,87.68571428571428
2023-04,경북,12.985714285714286,19.292857142857144,6.507142857142857,48.135714285714286
2023-04,광주,14.7,20.8,9.4,66.5
2023-04,대구,14.8,20.9,8.8,30.8
2023-04,대전,13.7,19.9,7.6,54.5
2023-04,부산,14.6,19.0,11.0,101.6
2023-04,서울,13.8,19.0,8.8,96.9
2023-04,세종,13.3,19.4,7.3,48.8
2023-04,울산,14.1,18.8,9.2,57.7
2023-04,인천,11.666666666666666,15.966666666666667,7.5,77.43333333333334
2023-04,전남,13.261538461538462,18.7,7.776923076923077,101.79230769230769
2023-04,전북,12.99,19.369999999999997,6.62,54.58
2023-04,제주,15.225,18.775,11.75,134.75
2023-04,충남,12.85,19.316666666666666,6.333333333333333,46.01666666666667
2023-04,충북,12.74,19.1,5.94,41.32
2023-05,강원,17.192857142857143,23.42142857142857,11.007142857142856,112.0
2023-05,경기,18.119999999999997,24.68,11.959999999999999,146.16
2023-05,경남,18.12142857142857,23.792857142857144,12.978571428571428,279.3357142857143
2023-05,경북,17.692857142857143,23.62142857142857,11.692857142857141,146.82142857142858
2023-05,광주,19.4,25.0,14.9,190.1
2023-05,대구,19.3,25.1,13.8,200.0
2023-05,대전,19.0,25.0,13.2,192.9
2023-05,부산,17.9,21.6,14.9,290.7
2023-05,서울,19.5,25.0,14.6,155.6
2023-05,세종,18.5,24.4,12.8,194.2
2023-05,울산,17.8,22.5,13.3,195.2
2023-05,인천,16.599999999999998,21.166666666666668,12.666666666666666,139.53333333333333
2023-05,전남,17.73076923076923,22.638461538461538,13.338461538461539,256.10769230769233
2023-05,전북,18.18,24.14,12.87,219.16
2023-05,제주,18.45,21.9,15.5,408.075
2023-05,충남,18.05,24.166666666666668,12.283333333333333,173.20000000000002
2023-05,충북,18.0,24.240000000000002,11.58,156.9
2023-06,강원,21.62142857142857,27.107142857142858,16.842857142857145,196.6357142857143
2023-06,경기,22.380000000000003,27.560000000000002,17.84,175.8
2023-06,경남,22.87142857142857,28.27857142857143,18.428571428571427,225.53571428571428
2023-06,경북,22.292857142857144,27.82857142857143,17.57857142857143,202.00714285714284
2023-06,광주,23.4,28.8,19.5,441.2
2023-06,대구,24.0,29.6,19.3,178.7
2023-06,대전,23.6,29.2,18.9,147.5
2023-06,부산,22.5,26.0,19.9,153.9
2023-06,서울,23.4,27.9,19.7,195.6
2023-06,세종,23.1,28.5,18.3,112.6
2023-06,울산,22.3,26.9,18.4,141.4
2023-06,인천,20.733333333333334,24.566666666666666,17.53333333333333,126.76666666666667
2023-06,전남,22.123076923076926,26.576923076923077,18.553846153846152,211.77692307692308
2023-06,전북,22.4,27.99,17.91,219.59
2023-06,제주,22.375,25.275,19.8,292.325
2023-06,충남,22.483333333333334,27.816666666666666,17.983333333333334,138.58333333333334
2023-06,충북,22.54,28.02,17.68,199.12
2023-07,강원,25.157142857142855,29.900000000000002,21.678571428571427,277.9714285714286
2023-07,경기,25.639999999999997,29.9,22.32,472.12
2023-07,경남,25.8,29.914285714285715,22.764285714285712,495.95714285714286
2023-07,경북,25.25,29.835714285714285,21.785714285714285,388.1642857142857
2023-07,광주,26.3,30.3,23.4,684.6
2023-07,대구,26.7,31.1,23.1,298.7
2023-07,대전,25.8,30.2,22.6,776.3
2023-07,부산,25.5,28.5,23.3,701.7
2023-07,서울,26.7,30.2,23.9,459.9
2023-07,세종,25.6,29.9,22.7,866.5
2023-07,울산,25.8,29.8,22.5,266.9
2023-07,인천,24.8,27.900000000000002,22.3,297.96666666666664
2023-07,전남,25.4,28.700000000000003,22.876923076923074,550.3461538461538
2023-07,전북,25.755555555555556,29.88888888888889,22.677777777777777,669.85
2023-07,제주,26.625,29.1,24.575,291.75
2023-07,충남,25.650000000000002,29.599999999999998,22.75,653.5166666666667
2023-07,충북,25.380000000000003,29.839999999999996,22.080000000000002,609.04
2023-08,강원,24.99285714285714,29.585714285714285,21.635714285714283,324.99285714285713
2023-08,경기,26.04,30.52,22.520000000000003,233.2
2023-08,경남,27.37857142857143,32.00714285714286,23.928571428571427,438.9571428571429
2023-08,경북,26.221428571428568,30.771428571428572,22.75714285714286,286.45714285714286
2023-08,광주,27.3,32.0,24.0,341.2
2023-08,대구,27.5,31.9,24.0,312.8
2023-08,대전,27.0,31.7,23.2,326.9
2023-08,부산,27.8,31.0,25.5,299.9
2023-08,서울,27.2,30.8,24.3,298.1
2023-08,세종,26.7,31.6,23.1,301.6
2023-08,울산,26.5,30.2,23.6,403.3
2023-08,인천,25.46666666666667,28.766666666666666,22.8,249.23333333333335
2023-08,전남,26.930769230769233,31.376923076923074,23.446153846153848,231.1846153846154
2023-08,전북,26.669999999999998,31.6,23.009999999999998,245.99
2023-08,제주,27.95,30.875,25.5,196.175
2023-08,충남,26.55,31.3,22.916666666666668,212.96666666666667
2023-08,충북,26.18,30.919999999999998,22.5,263.5
2023-09,강원,21.021428571428572,25.900000000000002,17.37142857142857,178.16428571428574
2023-09,경기,22.2,27.2,18.28,107.25999999999999
2023-09,경남,23.592857142857145,28.37142857142857,20.207142857142856,240.2785714285714
2023-09,경북,22.150000000000002,26.62142857142857,18.707142857142856,215.2642857142857
2023-09,광주,23.8,28.3,20.4,152.5
2023-09,대구,23.5,27.9,20.0,123.6
2023-09,대전,22.8,27.5,19.2,310.2
2023-09,부산,24.5,28.2,21.9,322.7
2023-09,서울,23.7,27.6,20.2,134.5
2023-09,세종,22.7,27.4,19.2,373.1
2023-09,울산,22.9,26.5,20.2,276.7
2023-09,인천,22.433333333333334,26.066666666666666,19.3,76.19999999999999
2023-09,전남,23.653846153846153,28.1,20.299999999999997,153.42307692307693
2023-09,전북,22.78,27.79,19.04,170.48
2023-09,제주,25.4,28.349999999999998,22.9,126.6
2023-09,충남,22.55,27.28333333333333,18.816666666666666,237.5666666666667
2023-09,충북,22.0,26.78,18.18,238.14000000000001
2023-10,강원,13.178571428571429,19.7,8.064285714285715,26.342857142857145
2023-10,경기,13.64,20.4,8.34,42.68
2023-10,경남,15.821428571428571,22.72142857142857,10.5,6.05
2023-10,경북,14.278571428571428,21.107142857142858,8.864285714285714,12.764285714285716
2023-10,광주,16.6,22.0,12.2,11.5
2023-10,대구,15.9,22.4,10.5,5.7
2023-10,대전,15.0,21.4,9.8,12.2
2023-10,부산,18.3,23.3,14.9,4.2
2023-10,서울,15.8,21.0,11.5,31.0
2023-10,세종,14.8,21.2,9.9,5.3
2023-10,울산,16.4,21.9,11.7,4.3
2023-10,인천,15.700000000000001,19.866666666666667,12.0,32.1
2023-10,전남,16.515384615384615,22.27692307692308,11.63846153846154,7.230769230769231
2023-10,전북,14.809999999999999,21.43,9.48,14.030000000000001
2023-10,제주,19.174999999999997,22.925,16.1,21.3
2023-10,충남,14.566666666666668,21.15,9.200000000000001,20.966666666666665
2023-10,충북,13.36,20.2,7.74,21.839999999999996
2023-11,강원,6.307142857142857,11.814285714285715,1.157142857142857,66.67142857142856
2023-11,경기,5.86,11.459999999999999,0.8800000000000001,90.58
2023-11,경남,9.592857142857142,15.857142857142858,4.021428571428571,60.94285714285714
2023-11,경북,7.921428571428572,13.885714285714286,2.521428571428572,37.82857142857143
2023-11,광주,9.9,14.9,5.4,71.9
2023-11,대구,9.2,15.1,4.1,31.6
2023-11,대전,7.6,13.2,2.6,40.3
2023-11,부산,11.8,16.7,7.9,28.5
2023-11,서울,6.8,11.5,2.9,81.9
2023-11,세종,7.6,13.0,2.8,40.0
2023-11,울산,10.4,16.1,5.2,33.1
2023-11,인천,6.866666666666667,10.633333333333333,3.3333333333333335,85.63333333333333
2023-11,전남,10.192307692307692,15.261538461538462,5.484615384615385,85.75384615384615
2023-11,전북,8.23,13.709999999999999,3.11,85.88
2023-11,제주,13.725,17.35,10.3,55.75
2023-11,충남,7.55,12.883333333333333,2.6166666666666667,76.51666666666667
2023-11,충북,6.340000000000001,12.16,0.86,43.660000000000004
2023-12,강원,-0.028571428571428532,4.835714285714286,-4.6571428571428575,129.77142857142857
2023-12,경기,-0.06,5.0,-4.74,85.47999999999999
2023-12,경남,4.15,9.921428571428573,-0.6928571428571428,90.02142857142857
2023-12,경북,2.2,7.492857142857143,-2.564285714285714,117.34285714285714
2023-12,광주,4.8,9.0,1.2,80.2
2023-12,대구,3.5,8.6,-1.3,89.9
2023-12,대전,2.2,7.3,-2.0,124.1
2023-12,부산,6.4,10.8,2.7,102.8
2023-12,서울,1.1,5.2,-2.5,85.9
2023-12,세종,2.3,6.7,-1.6,112.3
2023-12,울산,4.9,9.6,0.6,126.7
2023-12,인천,1.1,4.333333333333333,-2.2333333333333334,79.89999999999999
2023-12,전남,5.1,9.776923076923076,0.8615384615384616,66.91538461538461
2023-12,전북,3.12,7.82,-0.99,122.91
2023-12,제주,9.4,12.7,6.525,73.95
2023-12,충남,2.15,6.833333333333333,-2.066666666666667,115.18333333333334
2023-12,충북,0.7,5.68,-3.9,104.85999999999999
2024-01,강원,-1.3285714285714287,3.5214285714285714,-5.742857142857143,19.228571428571428
2024-01,경기,-1.56,3.22,-5.9,17.880000000000003
2024-01,경남,2.8000000000000003,8.542857142857143,-2.0142857142857142,33.464285714285715
2024-01,경북,1.0142857142857142,6.0,-3.4499999999999997,30.964285714285715
2024-01,광주,3.0,7.3,-0.5,31.1
2024-01,대구,2.3,7.6,-2.1,21.4
2024-01,대전,0.3,5.3,-3.9,47.8
2024-01,부산,5.1,9.8,1.3,40.6
2024-01,서울,-0.5,3.6,-3.9,18.9
2024-01,세종,0.1,4.8,-3.8,42.5
2024-01,울산,3.4,8.3,-0.7,42.3
2024-01,인천,-0.5,2.8000000000000003,-3.766666666666667,15.200000000000001
2024-01,전남,3.423076923076923,7.838461538461539,-0.6,46.36923076923077
2024-01,전북,1.32,6.05,-2.82,50.89
2024-01,제주,7.825,10.85,4.775,72.15
2024-01,충남,0.23333333333333336,4.95,-4.016666666666667,39.31666666666666
2024-01,충북,-0.7,3.84,-4.840000000000001,34.64
2024-02,강원,1.7,6.528571428571429,-2.4214285714285713,93.22857142857143
2024-02,경기,2.8,8.0,-1.6199999999999999,72.5
2024-02,경남,5.714285714285714,10.714285714285714,1.5285714285714285,137.45
2024-02,경북,3.8857142857142857,8.642857142857142,-0.12142857142857141,84.68571428571428
2024-02,광주,6.1,10.6,2.3,111.3
2024-02,대구,5.4,10.4,1.5,56.8
2024-02,대전,4.3,9.1,0.2,93.9
2024-02,부산,7.4,11.5,4.2,137.1
2024-02,서울,3.8,8.2,0.2,74.7
2024-02,세종,4.0,8.7,-0.1,104.0
2024-02,울산,6.0,10.0,2.5,105.4
2024-02,인천,2.6333333333333333,6.033333333333334,-0.5,65.06666666666666
2024-02,전남,6.061538461538461,10.323076923076922,2.3076923076923075,145.73846153846154
2024-02,전북,4.6899999999999995,9.45,0.47000000000000003,113.14000000000001
2024-02,제주,9.675,12.425,7.25,192.35
2024-02,충남,3.716666666666667,8.483333333333333,-0.6166666666666667,105.43333333333334
2024-02,충북,3.1199999999999997,7.859999999999999,-1.06,84.84
2024-03,강원,5.0928571428571425,10.835714285714285,-0.5285714285714286,50.114285714285714
2024-03,경기,5.9799999999999995,12.34,0.18,30.839999999999996
2024-03,경남,8.435714285714285,14.321428571428571,2.814285714285714,103.44285714285715
2024-03,경북,6.864285714285714,12.564285714285715,1.3071428571428572,65.26428571428572
2024-03,광주,8.2,14.1,3.4,79.5
2024-03,대구,8.5,14.3,3.2,70.9
2024-03,대전,7.2,13.1,1.8,57.9
2024-03,부산,9.6,14.1,5.6,102.0
2024-03,서울,7.0,12.0,2.4,29.9
2024-03,세종,7.0,12.8,1.6,48.8
2024-03,울산,8.6,13.3,3.6,80.2
2024-03,인천,5.8,10.033333333333333,1.8333333333333333,24.166666666666668
2024-03,전남,8.03076923076923,13.315384615384614,3.076923076923077,80.8076923076923
2024-03,전북,6.76,12.72,1.21,68.97999999999999
2024-03,제주,10.675,14.25,7.225,116.02499999999999
2024-03,충남,6.483333333333333,12.483333333333334,0.7000000000000001,43.43333333333334
2024-03,충북,6.26,12.22,0.24,51.44
2024-04,강원,14.085714285714285,20.571428571428573,8.121428571428572,38.35
2024-04,경기,15.1,22.259999999999998,8.959999999999999,44.06
2024-04,경남,15.507142857142856,21.77857142857143,10.135714285714286,141.34285714285713
2024-04,경북,14.721428571428572,20.935714285714287,9.021428571428572,58.871428571428574
2024-04,광주,16.6,22.5,11.6,79.6
2024-04,대구,16.3,22.5,10.8,60.6
2024-04,대전,16.1,22.6,10.3,32.7
2024-04,부산,15.9,20.2,12.6,166.8
2024-04,서울,16.3,22.4,11.5,33.2
2024-04,세종,15.8,22.1,10.1,43.3
2024-04,울산,14.9,20.2,10.6,99.1
2024-04,인천,13.266666666666666,18.400000000000002,9.0,44.800000000000004
2024-04,전남,14.86923076923077,20.376923076923074,10.015384615384615,147.25384615384615
2024-04,전북,14.919999999999998,21.43,9.2,67.55
2024-04,제주,16.175,19.525000000000002,13.175,174.075
2024-04,충남,14.766666666666666,21.416666666666668,8.733333333333333,51.75
2024-04,충북,15.219999999999999,21.74,9.040000000000001,51.58
2024-05,강원,17.007142857142856,23.599999999999998,10.664285714285715,93.64999999999999
2024-05,경기,17.34,23.64,11.559999999999999,117.38
2024-05,경남,18.62857142857143,25.385714285714283,12.364285714285714,149.37857142857143
2024-05,경북,17.521428571428572,24.192857142857143,11.042857142857143,92.01428571428572
2024-05,광주,19.2,25.3,14.0,102.0
2024-05,대구,19.4,26.2,12.9,59.8
2024-05,대전,18.5,24.8,12.4,126.8
2024-05,부산,18.6,23.3,14.7,148.4
2024-05,서울,18.5,23.7,13.8,125.1
2024-05,세종,17.9,24.4,12.1,128.8
2024-05,울산,17.9,23.5,12.4,69.3
2024-05,인천,15.966666666666667,20.099999999999998,12.133333333333333,109.23333333333333
2024-05,전남,17.9,23.715384615384615,12.63076923076923,162.2076923076923
2024-05,전북,17.72222222222222,24.2,11.8,98.76
2024-05,제주,18.65,22.375,15.15,128.8
2024-05,충남,17.233333333333334,23.483333333333334,11.366666666666667,128.20000000000002
2024-05,충북,17.5,24.1,11.120000000000001,117.4
2024-06,강원,22.307142857142857,28.50714285714286,16.62857142857143,122.41428571428571
2024-06,경기,22.96,29.46,17.04,120.1
2024-06,경남,23.05,28.835714285714285,18.164285714285715,183.09285714285713
2024-06,경북,22.7,28.714285714285715,17.192857142857143,91.41428571428571
2024-06,광주,23.8,29.3,19.4,149.1
2024-06,대구,24.6,30.4,19.4,98.3
2024-06,대전,24.0,30.0,18.5,76.9
2024-06,부산,22.6,26.4,19.7,173.7
2024-06,서울,24.6,30.1,19.9,115.9
2024-06,세종,23.3,29.4,17.6,104.3
2024-06,울산,22.6,27.4,18.4,124.6
2024-06,인천,21.53333333333333,26.066666666666666,17.533333333333335,71.89999999999999
2024-06,전남,22.323076923076922,27.200000000000003,18.23076923076923,196.90769230769232
2024-06,전북,22.64,28.560000000000002,17.47,114.6
2024-06,제주,22.25,25.275,19.725,432.775
