연월,시도,급속 설치건수,급속 누적건수,완속 설치건수,완속 누적건수
2019-05,대구,12,434,34,1515
2019-06,대구,12,446,34,1549
2019-07,대구,12,458,34,1583
2019-08,대구,12,470,34,1617
2019-09,대구,12,482,34,1651
2019-10,대구,12,494,34,1686
2019-11,대구,12,506,34,1720
2019-12,대구,12,518,34,1754
2020-01,대구,12,530,34,1788
2020-02,대구,10,540,129,1917
2020-03,대구,10,550,129,2047
2020-04,대구,10,560,129,2176
2020-05,대구,10,570,129,2305
2020-06,대구,10,580,129,2435
2020-07,대구,10,590,129,2564
2020-08,대구,10,599,129,2693
2020-09,대구,10,609,129,2823
2020-10,대구,10,619,129,2952
2020-11,대구,10,629,129,3081
2020-12,대구,10,639,129,3211
2021-01,대구,10,649,129,3340
2021-02,대구,21,670,372,3712
2021-03,대구,21,691,372,4084
2021-04,대구,21,712,372,4456
2021-05,대구,21,733,372,4827
2021-06,대구,21,754,372,5199
2021-07,대구,21,775,372,5571
2021-08,대구,21,796,372,5943
2021-09,대구,21,817,372,6315
2021-10,대구,21,838,372,6686
2021-11,대구,21,859,372,7058
2021-12,대구,21,880,372,7430
2022-01,대구,21,901,372,7802
2022-02,대구,48,949,381,8183
2022-03,대구,48,997,381,8565
2022-04,대구,48,1045,381,8946
2022-05,대구,48,1093,381,9328
2022-06,대구,48,1141,381,9709
2022-07,대구,48,1190,381,10090
2022-08,대구,48,1238,381,10472
2022-09,대구,48,1286,381,10853
2022-10,대구,48,1334,381,11235
2022-11,대구,48,1382,381,11616
2022-12,대구,48,1430,381,11998
2023-01,대구,48,1478,381,12379
2023-02,대구,15,1493,390,12769
2023-03,대구,15,1508,390,13158
2023-04,대구,15,1524,390,13548
2023-05,대구,15,1539,390,13938
2023-06,대구,15,1554,390,14328
2023-07,대구,15,1570,390,14718
2023-08,대구,15,1585,390,15107
2023-09,대구,15,1600,390,15497
2023-10,대구,15,1615,390,15887
2023-11,대구,15,1630,390,16276
2023-12,대구,15,1646,390,16666
2024-01,대구,15,1661,390,17056
2024-02,대구,3,1664,188,17244
2024-03,대구,3,1668,188,17432
2024-04,대구,3,1671,188,17620
2024-05,대구,3,1674,188,17807
2024-06,대구,3,1678,188,17995
2024-07,대구,3,1681,188,18183
2024-08,대구,3,1684,188,18371
2024-09,대구,3,1688,188,18559
2024-10,대구,3,1691,188,18746
2024-11,대구,3,1694,188,18934
2024-12,대구,3,1698,188,19122
2025-01,대구,3,1701,188,19310
2025-02,대구,0,1701,0,19310
2025-03,대구,0,1701,0,19310
2025-04,대구,0,1701,0,19310
2025-05,대구,0,1701,0,19310
2025-06,대구,0,1701,0,19310
2025-07,대구,0,1701,0,19310
2025-08,대구,0,1701,0,19310
2025-09,대구,0,1701,0,19310
2025-10,대구,0,1701,0,19310
2025-11,대구,0,1701,0,19310
2025-12,대구,0,1701,0,19310
2026-01,대구,0,1701,0,19310
2026-02,대구,0,1701,0,19310
2026-03,대구,0,1701,0,19310
2026-04,대구,0,1701,0,19310
2026-05,대구,0,1701,0,19310
2026-06,대구,0,1701,0,19310
2026-07,대구,0,1701,0,19310
2026-08,대구,0,1701,0,19310
2026-09,대구,0,1701,0,19310
2026-10,대구,0,1701,0,19310
2026-11,대구,0,1701,0,19310
2026-12,대구,0,1701,0,19310
2027-01,대구,0,1701,0,19310
2027-02,대구,0,1701,0,19310
2027-03,대구,0,1701,0,19310
2027-04,대구,0,1701,0,19310
2027-05,대구,0,1701,0,19310
2027-06,대구,0,1701,0,19310
2027-07,대구,0,1701,0,19310
2027-08,대구,0,1701,0,19310
2027-09,대구,0,1701,0,19310
2027-10,대구,0,1701,0,19310
2027-11,대구,0,1701,0,19310
2027-12,대구,0,1701,0,19310
2028-01,대구,0,1701,0,19310
2028-02,대구,0,1701,0,19310
2028-03,대구,0,1701,0,19310
2028-04,대구,0,1701,0,19310
2028-05,대구,0,1701,0,19310
2028-06,대구,0,1701,0,19310
2028-07,대구,0,1701,0,19310
2028-08,대구,0,1701,0,19310
2028-09,대구,0,1701,0,19310
2028-10,대구,0,1701,0,19310
2028-11,대구,0,1701,0,19310
2028-12,대구,0,1701,0,19310
2014-01,대전,0,0,1,1
2014-02,대전,0,0,0,1
2014-03,대전,0,0,0,1
2014-04,대전,0,0,0,1
2014-05,대전,0,0,0,1
2014-06,대전,0,0,0,1
2014-07,대전,0,0,0,1
2014-08,대전,0,0,0,1
2014-09,대전,0,0,0,1
2014-10,대전,0,0,0,1
2014-11,대전,0,0,0,1
2014-12,대전,0,0,0,1
2015-01,대전,0,0,0,1
2015-02,대전,0,0,0,1
2015-03,대전,0,0,0,1
2015-04,대전,0,0,0,1
2015-05,대전,0,0,0,1
2015-06,대전,0,0,0,1
2015-07,대전,0,0,0,1
2015-08,대전,0,0,0,1
2015-09,대전,0,0,0,1
2015-10,대전,0,0,0,1
2015-11,대전,0,0,0,1
2015-12,대전,0,0,0,1
2016-01,대전,0,0,0,1
2016-02,대전,8,8,16,17
2016-03,대전,8,15,16,33
2016-04,대전,8,23,16,49
2016-05,대전,8,30,16,65
2016-06,대전,8,38,16,81
2016-07,대전,8,46,16,96
2016-08,대전,8,53,16,112
2016-09,대전,8,61,16,128
2016-10,대전,8,68,16,144
2016-11,대전,8,76,16,160
2016-12,대전,8,83,16,176
2017-01,대전,8,91,16,192
2017-02,대전,4,95,13,205
2017-03,대전,4,100,13,217
2017-04,대전,4,104,13,230
2017-05,대전,4,109,13,243
2017-06,대전,4,113,13,255
2017-07,대전,4,118,13,268
2017-08,대전,4,122,13,281
2017-09,대전,4,126,13,293
2017-10,대전,4,131,13,306
2017-11,대전,4,135,13,319
2017-12,대전,4,140,13,331
2018-01,대전,4,144,13,344
2018-02,대전,6,150,31,375
2018-03,대전,6,157,31,406
2018-04,대전,6,163,31,437
2018-05,대전,6,170,31,468
2018-06,대전,6,176,31,499
2018-07,대전,6,182,31,530
2018-08,대전,6,189,31,562
2018-09,대전,6,195,31,593
2018-10,대전,6,202,31,624
2018-11,대전,6,208,31,655
2018-12,대전,6,215,31,686
2019-01,대전,6,221,31,717
2019-02,대전,4,225,18,736
2019-03,대전,4,230,18,754
2019-04,대전,4,234,18,772
2019-05,대전,4,238,18,791
2019-06,대전,4,242,18,810
2019-07,대전,4,246,18,828
2019-08,대전,4,251,18,846
2019-09,대전,4,255,18,865
2019-10,대전,4,259,18,884
2019-11,대전,4,264,18,902
2019-12,대전,4,268,18,920
2020-01,대전,4,272,18,939
2020-02,대전,11,283,61,1000
2020-03,대전,11,294,61,1060
2020-04,대전,11,305,61,1121
2020-05,대전,11,316,61,1182
2020-06,대전,11,327,61,1243
2020-07,대전,11,338,61,1304
2020-08,대전,11,349,61,1364
2020-09,대전,11,360,61,1425
2020-10,대전,11,371,61,1486
2020-11,대전,11,382,61,1546
2020-12,대전,11,393,61,1607
2021-01,대전,11,404,61,1668
2021-02,대전,19,423,236,1904
2021-03,대전,19,442,236,2139
2021-04,대전,19,460,236,2374
2021-05,대전,19,479,236,2610
2021-06,대전,19,498,236,2846
2021-07,대전,19,516,236,3081
2021-08,대전,19,535,236,3316
2021-09,대전,19,554,236,3552
2021-10,대전,19,573,236,3788
2021-11,대전,19,592,236,4023
2021-12,대전,19,610,236,4258
2022-01,대전,19,629,236,4494
2022-02,대전,26,655,324,4818
2022-03,대전,26,680,324,5142
2022-04,대전,26,706,324,5467
2022-05,대전,26,732,324,5791
2022-06,대전,26,758,324,6115
2022-07,대전,26,784,324,6440
2022-08,대전,26,809,324,6764
2022-09,대전,26,835,324,7088
2022-10,대전,26,861,324,7412
2022-11,대전,26,886,324,7736
2022-12,대전,26,912,324,8061
2023-01,대전,26,938,324,8385
2023-02,대전,24,962,172,8557
2023-03,대전,24,986,172,8728
2023-04,대전,24,1010,172,8900
2023-05,대전,24,1035,172,9072
2023-06,대전,24,1059,172,9244
2023-07,대전,24,1083,172,9416
2023-08,대전,24,1107,172,9587
2023-09,대전,24,1131,172,9759
2023-10,대전,24,1156,172,9931
2023-11,대전,24,1180,172,10102
2023-12,대전,24,1204,172,10274
2024-01,대전,24,1228,172,10446
2024-02,대전,4,1232,122,10568
2024-03,대전,4,1236,122,10690
2024-04,대전,4,1241,122,10811
2024-05,대전,4,1245,122,10933
2024-06,대전,4,1249,122,11055
2024-07,대전,4,1254,122,11176
2024-08,대전,4,1258,122,11298
2024-09,대전,4,1262,122,11420
2024-10,대전,4,1266,122,11542
2024-11,대전,4,1270,122,11664
2024-12,대전,4,1275,122,11785
2025-01,대전,4,1279,122,11907
2025-02,대전,0,1279,0,11907
2025-03,대전,0,1279,0,11907
2025-04,대전,0,1279,0,11907
2025-05,대전,0,1279,0,11907
2025-06,대전,0,1279,0,11907
2025-07,대전,0,1279,0,11907
2025-08,대전,0,1279,0,11907
2025-09,대전,0,1279,0,11907
2025-10,대전,0,1279,0,11907
2025-11,대전,0,1279,0,11907
2025-12,대전,0,1279,0,11907
2026-01,대전,0,1279,0,11907
2026-02,대전,0,1279,0,11907
2026-03,대전,0,1279,0,11907
2026-04,대전,0,1279,0,11907
2026-05,대전,0,1279,0,11907
2026-06,대전,0,1279,0,11907
2026-07,대전,0,1279,0,11907
2026-08,대전,0,1279,0,11907
2026-09,대전,0,1279,0,11907
2026-10,대전,0,1279,0,11907
2026-11,대전,0,1279,0,11907
2026-12,대전,0,1279,0,11907
2027-01,대전,0,1279,0,11907
2027-02,대전,0,1279,0,11907
2027-03,대전,0,1279,0,11907
2027-04,대전,0,1279,0,11907
2027-05,대전,0,1279,0,11907
2027-06,대전,0,1279,0,11907
2027-07,대전,0,1279,0,11907
2027-08,대전,0,1279,0,11907
2027-09,대전,0,1279,0,11907
2027-10,대전,0,1279,0,11907
2027-11,대전,0,1279,0,11907
2027-12,대전,0,1279,0,11907
2028-01,대전,0,1279,0,11907
2028-02,대전,0,1279,0,11907
2028-03,대전,0,1279,0,11907
2028-04,대전,0,1279,0,11907
2028-05,대전,0,1279,0,11907
2028-06,대전,0,1279,0,11907
2028-07,대전,0,1279,0,11907
2028-08,대전,0,1279,0,11907
2028-09,대전,0,1279,0,11907
2028-10,대전,0,1279,0,11907
2028-11,대전,0,1279,0,11907
2028-12,대전,0,1279,0,11907
2014-01,부산,5,5,6,6
2014-02,부산,0,5,0,6
2014-03,부산,0,5,0,6
2014-04,부산,0,5,0,6
2014-05,부산,0,5,0,6
2014-06,부산,0,5,0,6
2014-07,부산,0,5,0,6
2014-08,부산,0,5,0,6
2014-09,부산,0,5,0,6
2014-10,부산,0,5,0,6
2014-11,부산,0,5,0,6
2014-12,부산,0,5,0,6
2015-01,부산,0,5,0,6
2015-02,부산,0,5,0,6
2015-03,부산,0,5,0,6
2015-04,부산,0,5,0,6
2015-05,부산,0,5,0,6
2015-06,부산,0,5,0,6
2015-07,부산,0,5,0,6
2015-08,부산,0,5,0,6
2015-09,부산,0,5,0,6
2015-10,부산,0,5,0,6
2015-11,부산,0,5,0,6
2015-12,부산,0,5,0,6
2016-01,부산,0,5,0,6
2016-02,부산,8,13,24,30
2016-03,부산,8,21,24,53
2016-04,부산,8,29,24,77
2016-05,부산,8,37,24,101
2016-06,부산,8,45,24,124
2016-07,부산,8,52,24,148
2016-08,부산,8,60,24,172
2016-09,부산,8,68,24,195
2016-10,부산,8,76,24,219
2016-11,부산,8,84,24,243
2016-12,부산,8,92,24,266
2017-01,부산,8,100,24,290
2017-02,부산,6,106,38,328
2017-03,부산,6,112,38,366
2017-04,부산,6,118,38,403
2017-05,부산,6,123,38,441
2017-06,부산,6,129,38,479
2017-07,부산,6,135,38,516
2017-08,부산,6,141,38,554
2017-09,부산,6,147,38,592
2017-10,부산,6,152,38,630
2017-11,부산,6,158,38,668
2017-12,부산,6,164,38,705
2018-01,부산,6,170,38,743
2018-02,부산,5,175,70,814
2018-03,부산,5,180,70,884
2018-04,부산,5,186,70,954
2018-05,부산,5,191,70,1025
2018-06,부산,5,196,70,1096
2018-07,부산,5,201,70,1166
2018-08,부산,5,206,70,1236
2018-09,부산,5,211,70,1307
2018-10,부산,5,216,70,1378
2018-11,부산,5,222,70,1448
2018-12,부산,5,227,70,1518
2019-01,부산,5,232,70,1589
2019-02,부산,4,236,37,1626
2019-03,부산,4,240,37,1664
2019-04,부산,4,244,37,1701
2019-05,부산,4,248,37,1738
2019-06,부산,4,252,37,1776
2019-07,부산,4,256,37,1813
2019-08,부산,4,260,37,1850
2019-09,부산,4,264,37,1888
2019-10,부산,4,268,37,1925
2019-11,부산,4,272,37,1962
2019-12,부산,4,276,37,2000
2020-01,부산,4,280,37,2037
2020-02,부산,9,289,95,2132
2020-03,부산,9,299,95,2227
2020-04,부산,9,308,95,2322
2020-05,부산,9,317,95,2418
2020-06,부산,9,327,95,2513
2020-07,부산,9,336,95,2608
2020-08,부산,9,345,95,2703
2020-09,부산,9,355,95,2798
2020-10,부산,9,364,95,2894
2020-11,부산,9,373,95,2989
2020-12,부산,9,383,95,3084
2021-01,부산,9,392,95,3179
2021-02,부산,27,419,538,3717
2021-03,부산,27,446,538,4256
2021-04,부산,27,473,538,4794
2021-05,부산,27,500,538,5332
2021-06,부산,27,527,538,5870
2021-07,부산,27,554,538,6408
2021-08,부산,27,582,538,6947
2021-09,부산,27,609,538,7485
2021-10,부산,27,636,538,8023
2021-11,부산,27,663,538,8562
2021-12,부산,27,690,538,9100
2022-01,부산,27,717,538,9638
2022-02,부산,70,787,697,10335
2022-03,부산,70,856,697,11033
2022-04,부산,70,926,697,11730
2022-05,부산,70,996,697,12427
2022-06,부산,70,1066,697,13125
2022-07,부산,70,1136,697,13822
2022-08,부산,70,1205,697,14519
2022-09,부산,70,1275,697,15217
2022-10,부산,70,1345,697,15914
2022-11,부산,70,1414,697,16611
2022-12,부산,70,1484,697,17309
2023-01,부산,70,1554,697,18006
2023-02,부산,28,1582,406,18412
2023-03,부산,28,1609,406,18817
2023-04,부산,28,1637,406,19223
2023-05,부산,28,1665,406,19628
2023-06,부산,28,1692,406,20034
2023-07,부산,28,1720,406,20440
2023-08,부산,28,1748,406,20845
2023-09,부산,28,1775,406,21251
2023-10,부산,28,1803,406,21656
2023-11,부산,28,1831,406,22062
2023-12,부산,28,1858,406,22467
2024-01,부산,28,1886,406,22873
2024-02,부산,8,1894,228,23101
2024-03,부산,8,1901,228,23329
2024-04,부산,8,1909,228,23557
2024-05,부산,8,1916,228,23785
2024-06,부산,8,1924,228,24013
2024-07,부산,8,1932,228,24241
2024-08,부산,8,1939,228,24469
2024-09,부산,8,1947,228,24697
2024-10,부산,8,1954,228,24925
2024-11,부산,8,1962,228,25153
2024-12,부산,8,1969,228,25381
2025-01,부산,8,1977,228,25609
2025-02,부산,0,1977,0,25609
2025-03,부산,0,1977,0,25609
2025-04,부산,0,1977,0,25609
2025-05,부산,0,1977,0,25609
2025-06,부산,0,1977,0,25609
2025-07,부산,0,1977,0,25609
2025-08,부산,0,1977,0,25609
2025-09,부산,0,1977,0,25609
2025-10,부산,0,1977,0,25609
2025-11,부산,0,1977,0,25609
2025-12,부산,0,1977,0,25609
2026-01,부산,0,1977,0,25609
2026-02,부산,0,1977,0,25609
2026-03,부산,0,1977,0,25609
2026-04,부산,0,1977,0,25609
2026-05,부산,0,1977,0,25609
2026-06,부산,0,1977,0,25609
2026-07,부산,0,1977,0,25609
2026-08,부산,0,1977,0,25609
2026-09,부산,0,1977,0,25609
2026-10,부산,0,1977,0,25609
2026-11,부산,0,1977,0,25609
2026-12,부산,0,1977,0,25609
2027-01,부산,0,1977,0,25609
2027-02,부산,0,1977,0,25609
2027-03,부산,0,1977,0,25609
2027-04,부산,0,1977,0,25609
2027-05,부산,0,1977,0,25609
2027-06,부산,0,1977,0,25609
2027-07,부산,0,1977,0,25609
2027-08,부산,0,1977,0,25609
2027-09,부산,0,1977,0,25609
2027-10,부산,0,1977,0,25609
2027-11,부산,0,1977,0,25609
2027-12,부산,0,1977,0,25609
2028-01,부산,0,1977,0,25609
2028-02,부산,0,1977,0,25609
2028-03,부산,0,1977,0,25609
2028-04,부산,0,1977,0,25609
2028-05,부산,0,1977,0,25609
2028-06,부산,0,1977,0,25609
2028-07,부산,0,1977,0,25609
2028-08,부산,0,1977,0,25609
2028-09,부산,0,1977,0,25609
2028-10,부산,0,1977,0,25609
2028-11,부산,0,1977,0,25609
2028-12,부산,0,1977,0,25609
2014-01,서울,0,0,1,1
2014-02,서울,0,0,0,1
2014-03,서울,0,0,0,2
2014-04,서울,0,1,0,2
2014-05,서울,0,1,0,3
2014-06,서울,0,1,0,3
2014-07,서울,0,2,0,4
2014-08,서울,0,2,0,4
2014-09,서울,0,2,0,4
2014-10,서울,0,2,0,5
2014-11,서울,0,2,0,5
2014-12,서울,0,3,0,6
2015-01,서울,0,3,0,6
2015-02,서울,1,4,2,8
2015-03,서울,1,5,2,9
2015-04,서울,1,6,2,11
2015-05,서울,1,7,2,12
2015-06,서울,1,8,2,14
2015-07,서울,1,8,2,16
2015-08,서울,1,9,2,17
2015-09,서울,1,10,2,19
2015-10,서울,1,11,2,20
2015-11,서울,1,12,2,22
2015-12,서울,1,13,2,23
2016-01,서울,1,14,2,25
2016-02,서울,27,41,79,104
2016-03,서울,27,68,79,183
2016-04,서울,27,96,79,262
2016-05,서울,27,123,79,340
2016-06,서울,27,150,79,419
2016-07,서울,27,177,79,498
2016-08,서울,27,204,79,577
2016-09,서울,27,231,79,656
2016-10,서울,27,258,79,734
2016-11,서울,27,286,79,813
2016-12,서울,27,313,79,892
2017-01,서울,27,340,79,971
2017-02,서울,18,358,93,1064
2017-03,서울,18,376,93,1157
2017-04,서울,18,394,93,1250
2017-05,서울,18,412,93,1344
2017-06,서울,18,430,93,1437
2017-07,서울,18,448,93,1530
2017-08,서울,18,466,93,1623
2017-09,서울,18,484,93,1716
2017-10,서울,18,502,93,1810
2017-11,서울,18,520,93,1903
2017-12,서울,18,538,93,1996
2018-01,서울,18,556,93,2089
2018-02,서울,16,572,85,2174
2018-03,서울,16,588,85,2258
2018-04,서울,16,605,85,2343
2018-05,서울,16,621,85,2428
2018-06,서울,16,637,85,2512
2018-07,서울,16,654,85,2597
2018-08,서울,16,670,85,2682
2018-09,서울,16,686,85,2766
2018-10,서울,16,702,85,2851
2018-11,서울,16,718,85,2936
2018-12,서울,16,735,85,3020
2019-01,서울,16,751,85,3105
2019-02,서울,22,773,134,3239
2019-03,서울,22,794,134,3373
2019-04,서울,22,816,134,3506
2019-05,서울,22,838,134,3640
2019-06,서울,22,859,134,3774
2019-07,서울,22,881,134,3908
2019-08,서울,22,903,134,4042
2019-09,서울,22,924,134,4176
2019-10,서울,22,946,134,4310
2019-11,서울,22,968,134,4443
2019-12,서울,22,989,134,4577
2020-01,서울,22,1011,134,4711
2020-02,서울,35,1046,567,5278
2020-03,서울,35,1081,567,5845
2020-04,서울,35,1116,567,6412
2020-05,서울,35,1152,567,6980
2020-06,서울,35,1187,567,7547
2020-07,서울,35,1222,567,8114
2020-08,서울,35,1257,567,8681
2020-09,서울,35,1292,567,9248
2020-10,서울,35,1328,567,9816
2020-11,서울,35,1363,567,10383
2020-12,서울,35,1398,567,10950
2021-01,서울,35,1433,567,11517
2021-02,서울,75,1508,1434,12951
2021-03,서울,75,1584,1434,14386
2021-04,서울,75,1659,1434,15820
2021-05,서울,75,1735,1434,17255
2021-06,서울,75,1810,1434,18689
2021-07,서울,75,1886,1434,20124
2021-08,서울,75,1961,1434,21558
2021-09,서울,75,2036,1434,22992
2021-10,서울,75,2112,1434,24427
2021-11,서울,75,2187,1434,25861
2021-12,서울,75,2263,1434,27296
2022-01,서울,75,2338,1434,28730
2022-02,서울,136,2474,1110,29840
2022-03,서울,136,2610,1110,30950
2022-04,서울,136,2747,1110,32060
2022-05,서울,136,2883,1110,33170
2022-06,서울,136,3019,1110,34280
2022-07,서울,136,3156,1110,35390
2022-08,서울,136,3292,1110,36500
2022-09,서울,136,3428,1110,37610
2022-10,서울,136,3564,1110,38720
2022-11,서울,136,3700,1110,39830
2022-12,서울,136,3837,1110,40940
2023-01,서울,136,3973,1110,42050
2023-02,서울,87,4060,1088,43138
2023-03,서울,87,4147,1088,44226
2023-04,서울,87,4234,1088,45314
2023-05,서울,87,4322,1088,46401
2023-06,서울,87,4409,1088,47489
2023-07,서울,87,4496,1088,48577
2023-08,서울,87,4583,1088,49665
2023-09,서울,87,4670,1088,50753
2023-10,서울,87,4758,1088,51840
2023-11,서울,87,4845,1088,52928
2023-12,서울,87,4932,1088,54016
2024-01,서울,87,5019,1088,55104
2024-02,서울,36,5056,414,55518
2024-03,서울,36,5092,414,55932
2024-04,서울,36,5128,414,56346
2024-05,서울,36,5165,414,56760
2024-06,서울,36,5202,414,57174
2024-07,서울,36,5238,414,57588
2024-08,서울,36,5274,414,58001
2024-09,서울,36,5311,414,58415
2024-10,서울,36,5348,414,58829
2024-11,서울,36,5384,414,59243
2024-12,서울,36,5420,414,59657
2025-01,서울,36,5457,414,60071
2025-02,서울,0,5457,0,60071
2025-03,서울,0,5457,0,60071
2025-04,서울,0,5457,0,60071
2025-05,서울,0,5457,0,60071
2025-06,서울,0,5457,0,60071
2025-07,서울,0,5457,0,60071
2025-08,서울,0,5457,0,60071
2025-09,서울,0,5457,0,60071
2025-10,서울,0,5457,0,60071
2025-11,서울,0,5457,0,60071
2025-12,서울,0,5457,0,60071
2026-01,서울,0,5457,0,60071
2026-02,서울,0,5457,0,60071
2026-03,서울,0,5457,0,60071
2026-04,서울,0,5457,0,60071
2026-05,서울,0,5457,0,60071
2026-06,서울,0,5457,0,60071
2026-07,서울,0,5457,0,60071
2026-08,서울,0,5457,0,60071
2026-09,서울,0,5457,0,60071
2026-10,서울,0,5457,0,60071
2026-11,서울,0,5457,0,60071
2026-12,서울,0,5457,0,60071
2027-01,서울,0,5457,0,60071
2027-02,서울,0,5457,0,60071
2027-03,서울,0,5457,0,60071
2027-04,서울,0,5457,0,60071
2027-05,서울,0,5457,0,60071
2027-06,서울,0,5457,0,60071
2027-07,서울,0,5457,0,60071
2027-08,서울,0,5457,0,60071
2027-09,서울,0,5457,0,60071
2027-10,서울,0,5457,0,60071
2027-11,서울,0,5457,0,60071
2027-12,서울,0,5457,0,60071
2028-01,서울,0,5457,0,60071
2028-02,서울,0,5457,0,60071
2028-03,서울,0,5457,0,60071
2028-04,서울,0,5457,0,60071
2028-05,서울,0,5457,0,60071
2028-06,서울,0,5457,0,60071
2028-07,서울,0,5457,0,60071
2028-08,서울,0,5457,0,60071
2028-09,서울,0,5457,0,60071
2028-10,서울,0,5457,0,60071
2028-11,서울,0,5457,0,60071
2028-12,서울,0,5457,0,60071
2014-01,세종,0,0,1,1
2014-02,세종,0,0,0,1
2014-03,세종,0,0,0,1
2014-04,세종,0,0,0,1
2014-05,세종,0,0,0,1
2014-06,세종,0,0,0,1
2014-07,세종,0,0,0,1
2014-08,세종,0,0,0,1
2014-09,세종,0,0,0,1
2014-10,세종,0,0,0,1
2014-11,세종,0,0,0,1
2014-12,세종,0,0,0,1
2015-01,세종,0,0,0,1
2015-02,세종,0,0,0,1
2015-03,세종,0,0,0,1
2015-04,세종,0,0,0,1
2015-05,세종,0,0,0,1
2015-06,세종,0,0,0,1
2015-07,세종,0,0,0,1
2015-08,세종,0,0,0,1
2015-09,세종,0,0,0,1
2015-10,세종,0,0,0,1
2015-11,세종,0,0,0,1
2015-12,세종,0,0,0,1
2016-01,세종,0,0,0,1
2016-02,세종,4,4,8,9
2016-03,세종,4,7,8,16
2016-04,세종,4,11,8,24
2016-05,세종,4,15,8,32
2016-06,세종,4,18,8,39
2016-07,세종,4,22,8,47
2016-08,세종,4,26,8,55
2016-09,세종,4,29,8,62
2016-10,세종,4,33,8,70
2016-11,세종,4,37,8,78
2016-12,세종,4,40,8,85
2017-01,세종,4,44,8,93
2017-02,세종,4,48,14,107
2017-03,세종,4,52,14,121
2017-04,세종,4,56,14,135
2017-05,세종,4,61,14,149
2017-06,세종,4,65,14,163
2017-07,세종,4,69,14,177
2017-08,세종,4,73,14,191
2017-09,세종,4,77,14,205
2017-10,세종,4,82,14,219
2017-11,세종,4,86,14,233
2017-12,세종,4,90,14,247
2018-01,세종,4,94,14,261
2018-02,세종,2,96,8,269
2018-03,세종,2,98,8,276
2018-04,세종,2,100,8,284
2018-05,세종,2,102,8,292
2018-06,세종,2,104,8,299
2018-07,세종,2,106,8,307
2018-08,세종,2,107,8,315
2018-09,세종,2,109,8,322
2018-10,세종,2,111,8,330
2018-11,세종,2,113,8,338
2018-12,세종,2,115,8,345
2019-01,세종,2,117,8,353
2019-02,세종,1,118,8,361
2019-03,세종,1,120,8,370
2019-04,세종,1,121,8,378
2019-05,세종,1,123,8,387
2019-06,세종,1,124,8,395
2019-07,세종,1,126,8,404
2019-08,세종,1,127,8,412
2019-09,세종,1,128,8,420
2019-10,세종,1,130,8,429
2019-11,세종,1,131,8,437
2019-12,세종,1,133,8,446
2020-01,세종,1,134,8,454
2020-02,세종,4,138,22,476
2020-03,세종,4,142,22,498
2020-04,세종,4,146,22,520
2020-05,세종,4,149,22,542
2020-06,세종,4,153,22,564
2020-07,세종,4,157,22,586
2020-08,세종,4,161,22,608
2020-09,세종,4,165,22,630
2020-10,세종,4,168,22,652
2020-11,세종,4,172,22,674
2020-12,세종,4,176,22,696
2021-01,세종,4,180,22,718
2021-02,세종,5,185,124,842
2021-03,세종,5,189,124,966
2021-04,세종,5,194,124,1090
2021-05,세종,5,198,124,1215
2021-06,세종,5,203,124,1339
2021-07,세종,5,208,124,1463
2021-08,세종,5,212,124,1587
2021-09,세종,5,217,124,1711
2021-10,세종,5,221,124,1836
2021-11,세종,5,226,124,1960
2021-12,세종,5,230,124,2084
2022-01,세종,5,235,124,2208
2022-02,세종,10,245,125,2333
2022-03,세종,10,256,125,2458
2022-04,세종,10,266,125,2584
2022-05,세종,10,277,125,2709
2022-06,세종,10,287,125,2834
2022-07,세종,10,298,125,2959
2022-08,세종,10,308,125,3084
2022-09,세종,10,318,125,3209
2022-10,세종,10,329,125,3334
2022-11,세종,10,339,125,3460
2022-12,세종,10,350,125,3585
2023-01,세종,10,360,125,3710
2023-02,세종,7,367,68,3778
2023-03,세종,7,374,68,3846
2023-04,세종,7,380,68,3914
2023-05,세종,7,387,68,3982
2023-06,세종,7,394,68,4050
2023-07,세종,7,401,68,4118
2023-08,세종,7,408,68,4186
2023-09,세종,7,415,68,4254
2023-10,세종,7,422,68,4322
2023-11,세종,7,428,68,4390
2023-12,세종,7,435,68,4458
2024-01,세종,7,442,68,4526
2024-02,세종,3,445,42,4568
2024-03,세종,3,447,42,4611
2024-04,세종,3,450,42,4653
2024-05,세종,3,452,42,4695
2024-06,세종,3,455,42,4738
2024-07,세종,3,458,42,4780
2024-08,세종,3,460,42,4822
2024-09,세종,3,463,42,4865
2024-10,세종,3,465,42,4907
2024-11,세종,3,468,42,4949
2024-12,세종,3,470,42,4992
2025-01,세종,3,473,42,5034
2025-02,세종,0,473,0,5034
2025-03,세종,0,473,0,5034
2025-04,세종,0,473,0,5034
2025-05,세종,0,473,0,5034
2025-06,세종,0,473,0,5034
2025-07,세종,0,473,0,5034
2025-08,세종,0,473,0,5034
2025-09,세종,0,473,0,5034
2025-10,세종,0,473,0,5034
2025-11,세종,0,473,0,5034
2025-12,세종,0,473,0,5034
2026-01,세종,0,473,0,5034
2026-02,세종,0,473,0,5034
2026-03,세종,0,473,0,5034
2026-04,세종,0,473,0,5034
2026-05,세종,0,473,0,5034
2026-06,세종,0,473,0,5034
2026-07,세종,0,473,0,5034
2026-08,세종,0,473,0,5034
2026-09,세종,0,473,0,5034
2026-10,세종,0,473,0,5034
2026-11,세종,0,473,0,5034
2026-12,세종,0,473,0,5034
2027-01,세종,0,473,0,5034
2027-02,세종,0,473,0,5034
