년도,월,지역,연료,차종,용도,등록수,순증가량
2020,10,전남,총계,특수,비사업용,2636,38
2020,10,전남,총계,특수,사업용,4828,6
2020,10,전남,총계,화물,계,245496,206
2020,10,전남,총계,화물,비사업용,225268,163
2020,10,전남,총계,화물,사업용,20228,43
2020,10,전북,총계,소계,계,945153,1391
2020,10,전북,총계,소계,비사업용,905196,1524
2020,10,전북,총계,소계,사업용,39957,-133
2020,10,전북,총계,승용,계,721246,1272
2020,10,전북,총계,승용,비사업용,702970,1400
2020,10,전북,총계,승용,사업용,18276,-128
2020,10,전북,총계,승합,계,32639,-55
2020,10,전북,총계,승합,비사업용,28475,-39
2020,10,전북,총계,승합,사업용,4164,-16
2020,10,전북,총계,특수,계,4188,39
2020,10,전북,총계,특수,비사업용,1973,32
2020,10,전북,총계,특수,사업용,2215,7
2020,10,전북,총계,화물,계,187080,135
2020,10,전북,총계,화물,비사업용,171778,131
2020,10,전북,총계,화물,사업용,15302,4
2020,10,제주,총계,소계,계,624052,3490
2020,10,제주,총계,소계,비사업용,381937,646
2020,10,제주,총계,소계,사업용,242115,2844
2020,10,제주,총계,승용,계,522174,3489
2020,10,제주,총계,승용,비사업용,291738,664
2020,10,제주,총계,승용,사업용,230436,2825
2020,10,제주,총계,승합,계,19089,-52
2020,10,제주,총계,승합,비사업용,11762,-42
2020,10,제주,총계,승합,사업용,7327,-10
2020,10,제주,총계,특수,계,1410,5
2020,10,제주,총계,특수,비사업용,759,4
2020,10,제주,총계,특수,사업용,651,1
2020,10,제주,총계,화물,계,81379,48
2020,10,제주,총계,화물,비사업용,77678,20
2020,10,제주,총계,화물,사업용,3701,28
2020,10,충남,총계,소계,계,1145285,1890
2020,10,충남,총계,소계,비사업용,1105975,1725
2020,10,충남,총계,소계,사업용,39310,165
2020,10,충남,총계,승용,계,874080,2006
2020,10,충남,총계,승용,비사업용,860885,1911
2020,10,충남,총계,승용,사업용,13195,95
2020,10,충남,총계,승합,계,41655,-138
2020,10,충남,총계,승합,비사업용,36314,-117
2020,10,충남,총계,승합,사업용,5341,-21
2020,10,충남,총계,특수,계,5323,49
2020,10,충남,총계,특수,비사업용,2351,45
2020,10,충남,총계,특수,사업용,2972,4
2020,10,충남,총계,화물,계,224227,-27
2020,10,충남,총계,화물,비사업용,206425,-114
2020,10,충남,총계,화물,사업용,17802,87
2020,10,충북,총계,소계,계,862160,2125
2020,10,충북,총계,소계,비사업용,826110,1942
2020,10,충북,총계,소계,사업용,36050,183
2020,10,충북,총계,승용,계,669120,1978
2020,10,충북,총계,승용,비사업용,653941,1891
2020,10,충북,총계,승용,사업용,15179,87
2020,10,충북,총계,승합,계,29622,-112
2020,10,충북,총계,승합,비사업용,25838,-99
2020,10,충북,총계,승합,사업용,3784,-13
2020,10,충북,총계,특수,계,4470,36
2020,10,충북,총계,특수,비사업용,1720,29
2020,10,충북,총계,특수,사업용,2750,7
2020,10,충북,총계,화물,계,158948,223
2020,10,충북,총계,화물,비사업용,144611,121
2020,10,충북,총계,화물,사업용,14337,102
2020,11,강원,총계,소계,계,807595,2398
2020,11,강원,총계,소계,비사업용,782497,2384
2020,11,강원,총계,소계,사업용,25098,14
2020,11,강원,총계,승용,계,616046,2174
2020,11,강원,총계,승용,비사업용,604358,2183
2020,11,강원,총계,승용,사업용,11688,-9
2020,11,강원,총계,승합,계,28804,-72
2020,11,강원,총계,승합,비사업용,25648,-59
2020,11,강원,총계,승합,사업용,3156,-13
2020,11,강원,총계,특수,계,3589,53
2020,11,강원,총계,특수,비사업용,1873,52
2020,11,강원,총계,특수,사업용,1716,1
2020,11,강원,총계,화물,계,159156,243
2020,11,강원,총계,화물,비사업용,150618,208
2020,11,강원,총계,화물,사업용,8538,35
2020,11,경기,총계,소계,계,5984827,21469
2020,11,경기,총계,소계,비사업용,5752695,21087
2020,11,경기,총계,소계,사업용,232132,382
2020,11,경기,총계,승용,계,4947803,20360
2020,11,경기,총계,승용,비사업용,4875934,20534
2020,11,경기,총계,승용,사업용,71869,-174
2020,11,경기,총계,승합,계,204977,-656
2020,11,경기,총계,승합,비사업용,172727,-648
2020,11,경기,총계,승합,사업용,32250,-8
2020,11,경기,총계,특수,계,21241,301
2020,11,경기,총계,특수,비사업용,9994,286
2020,11,경기,총계,특수,사업용,11247,15
2020,11,경기,총계,화물,계,810806,1464
2020,11,경기,총계,화물,비사업용,694040,915
2020,11,경기,총계,화물,사업용,116766,549
2020,11,경남,총계,소계,계,1767073,4422
2020,11,경남,총계,소계,비사업용,1667811,2536
2020,11,경남,총계,소계,사업용,99262,1886
2020,11,경남,총계,승용,계,1412325,4864
2020,11,경남,총계,승용,비사업용,1350827,3072
2020,11,경남,총계,승용,사업용,61498,1792
2020,11,경남,총계,승합,계,53505,-258
2020,11,경남,총계,승합,비사업용,46208,-238
2020,11,경남,총계,승합,사업용,7297,-20
2020,11,경남,총계,특수,계,8640,65
2020,11,경남,총계,특수,비사업용,3162,53
2020,11,경남,총계,특수,사업용,5478,12
2020,11,경남,총계,화물,계,292603,-249
2020,11,경남,총계,화물,비사업용,267614,-351
2020,11,경남,총계,화물,사업용,24989,102
2020,11,경북,총계,소계,계,1472796,3420
2020,11,경북,총계,소계,비사업용,1424363,3302
2020,11,경북,총계,소계,사업용,48433,118
2020,11,경북,총계,승용,계,1096324,3106
2020,11,경북,총계,승용,비사업용,1082428,3080
2020,11,경북,총계,승용,사업용,13896,26
2020,11,경북,총계,승합,계,48163,-109
2020,11,경북,총계,승합,비사업용,42783,-109
2020,11,경북,총계,승합,사업용,5380,0
2020,11,경북,총계,특수,계,8150,77
2020,11,경북,총계,특수,비사업용,3121,70
2020,11,경북,총계,특수,사업용,5029,7
2020,11,경북,총계,화물,계,320159,346
2020,11,경북,총계,화물,비사업용,296031,261
2020,11,경북,총계,화물,사업용,24128,85
2020,11,광주,총계,소계,계,691412,1446
2020,11,광주,총계,소계,비사업용,659092,1428
2020,11,광주,총계,소계,사업용,32320,18
2020,11,광주,총계,승용,계,575934,1500
2020,11,광주,총계,승용,비사업용,561266,1511
2020,11,광주,총계,승용,사업용,14668,-11
2020,11,광주,총계,승합,계,19976,-28
2020,11,광주,총계,승합,비사업용,17557,-20
2020,11,광주,총계,승합,사업용,2419,-8
2020,11,광주,총계,특수,계,2962,25
2020,11,광주,총계,특수,비사업용,1138,11
2020,11,광주,총계,특수,사업용,1824,14
2020,11,광주,총계,화물,계,92540,-51
2020,11,광주,총계,화물,비사업용,79131,-74
2020,11,광주,총계,화물,사업용,13409,23
2020,11,대구,총계,소계,계,1217653,1664
2020,11,대구,총계,소계,비사업용,1166470,1874
2020,11,대구,총계,소계,사업용,51183,-210
2020,11,대구,총계,승용,계,1025331,2007
2020,11,대구,총계,승용,비사업용,999304,2217
2020,11,대구,총계,승용,사업용,26027,-210
2020,11,대구,총계,승합,계,30584,-147
2020,11,대구,총계,승합,비사업용,26571,-135
2020,11,대구,총계,승합,사업용,4013,-12
2020,11,대구,총계,특수,계,3597,60
2020,11,대구,총계,특수,비사업용,1564,53
2020,11,대구,총계,특수,사업용,2033,7
2020,11,대구,총계,화물,계,158141,-256
2020,11,대구,총계,화물,비사업용,139031,-261
2020,11,대구,총계,화물,사업용,19110,5
2020,11,대전,총계,소계,계,685561,735
2020,11,대전,총계,소계,비사업용,656114,653
2020,11,대전,총계,소계,사업용,29447,82
2020,11,대전,총계,승용,계,576115,950
2020,11,대전,총계,승용,비사업용,562067,914
2020,11,대전,총계,승용,사업용,14048,36
2020,11,대전,총계,승합,계,20206,-136
2020,11,대전,총계,승합,비사업용,18047,-153
2020,11,대전,총계,승합,사업용,2159,17
2020,11,대전,총계,특수,계,2785,27
2020,11,대전,총계,특수,비사업용,1142,29
2020,11,대전,총계,특수,사업용,1643,-2
2020,11,대전,총계,화물,계,86455,-106
2020,11,대전,총계,화물,비사업용,74858,-137
2020,11,대전,총계,화물,사업용,11597,31
2020,11,부산,총계,소계,계,1426672,3457
2020,11,부산,총계,소계,비사업용,1293708,2841
2020,11,부산,총계,소계,사업용,132964,616
2020,11,부산,총계,승용,계,1186674,3438
2020,11,부산,총계,승용,비사업용,1102530,2878
2020,11,부산,총계,승용,사업용,84144,560
2020,11,부산,총계,승합,계,42290,-154
2020,11,부산,총계,승합,비사업용,36116,-141
2020,11,부산,총계,승합,사업용,6174,-13
2020,11,부산,총계,특수,계,10937,41
2020,11,부산,총계,특수,비사업용,2046,33
2020,11,부산,총계,특수,사업용,8891,8
2020,11,부산,총계,화물,계,186771,132
2020,11,부산,총계,화물,비사업용,153016,71
2020,11,부산,총계,화물,사업용,33755,61
2020,11,서울,총계,소계,계,3157278,3546
2020,11,서울,총계,소계,비사업용,2953684,3564
2020,11,서울,총계,소계,사업용,203594,-18
2020,11,서울,총계,승용,계,2710427,4585
2020,11,서울,총계,승용,비사업용,2585211,4649
2020,11,서울,총계,승용,사업용,125216,-64
2020,11,서울,총계,승합,계,107116,-585
2020,11,서울,총계,승합,비사업용,91704,-565
2020,11,서울,총계,승합,사업용,15412,-20
2020,11,서울,총계,특수,계,8884,66
2020,11,서울,총계,특수,비사업용,3936,60
2020,11,서울,총계,특수,사업용,4948,6
2020,11,서울,총계,화물,계,330851,-520
2020,11,서울,총계,화물,비사업용,272833,-580
2020,11,서울,총계,화물,사업용,58018,60
2020,11,세종,총계,소계,계,173424,1633
2020,11,세종,총계,소계,비사업용,170586,1630
2020,11,세종,총계,소계,사업용,2838,3
2020,11,세종,총계,승용,계,152033,1569
2020,11,세종,총계,승용,비사업용,151404,1562
2020,11,세종,총계,승용,사업용,629,7
2020,11,세종,총계,승합,계,4344,-3
2020,11,세종,총계,승합,비사업용,3923,-3
2020,11,세종,총계,승합,사업용,421,0
2020,11,세종,총계,특수,계,472,23
2020,11,세종,총계,특수,비사업용,305,25
2020,11,세종,총계,특수,사업용,167,-2
2020,11,세종,총계,화물,계,16575,44
2020,11,세종,총계,화물,비사업용,14954,46
2020,11,세종,총계,화물,사업용,1621,-2
2020,11,울산,총계,소계,계,574878,1030
2020,11,울산,총계,소계,비사업용,553214,1056
2020,11,울산,총계,소계,사업용,21664,-26
2020,11,울산,총계,승용,계,486089,1002
2020,11,울산,총계,승용,비사업용,477940,1043
2020,11,울산,총계,승용,사업용,8149,-41
2020,11,울산,총계,승합,계,14573,-2
2020,11,울산,총계,승합,비사업용,12637,2
2020,11,울산,총계,승합,사업용,1936,-4
2020,11,울산,총계,특수,계,2989,22
2020,11,울산,총계,특수,비사업용,815,15
2020,11,울산,총계,특수,사업용,2174,7
2020,11,울산,총계,화물,계,71227,8
2020,11,울산,총계,화물,비사업용,61822,-4
2020,11,울산,총계,화물,사업용,9405,12
2020,11,인천,총계,소계,계,1675610,4593
2020,11,인천,총계,소계,비사업용,1315268,4012
2020,11,인천,총계,소계,사업용,360342,581
2020,11,인천,총계,승용,계,1425017,4384
2020,11,인천,총계,승용,비사업용,1112871,3965
2020,11,인천,총계,승용,사업용,312146,419
2020,11,인천,총계,승합,계,49707,-188
2020,11,인천,총계,승합,비사업용,37997,-138
2020,11,인천,총계,승합,사업용,11710,-50
2020,11,인천,총계,특수,계,7628,106
2020,11,인천,총계,특수,비사업용,2328,64
2020,11,인천,총계,특수,사업용,5300,42
2020,11,인천,총계,화물,계,193258,291
2020,11,인천,총계,화물,비사업용,162072,121
2020,11,인천,총계,화물,사업용,31186,170
2020,11,전국,총계,소계,계,24315075,64129
2020,11,전국,총계,소계,비사업용,22570447,56890
2020,11,전국,총계,소계,사업용,1744628,7239
2020,11,전국,총계,승용,계,19807925,64067
2020,11,전국,총계,승용,비사업용,18671915,58123
2020,11,전국,총계,승용,사업용,1136010,5944
2020,11,전국,총계,승합,계,786240,-2659
2020,11,전국,총계,승합,비사업용,665556,-2532
2020,11,전국,총계,승합,사업용,120684,-127
2020,11,전국,총계,특수,계,104930,1067
2020,11,전국,총계,특수,비사업용,41061,949
2020,11,전국,총계,특수,사업용,63869,118
2020,11,전국,총계,화물,계,3615980,1654
2020,11,전국,총계,화물,비사업용,3191915,350
2020,11,전국,총계,화물,사업용,424065,1304
2020,11,전남,총계,소계,계,1092952,3622
2020,11,전남,총계,소계,비사업용,947984,2780
2020,11,전남,총계,소계,사업용,144968,842
2020,11,전남,총계,승용,계,800377,3318
2020,11,전남,총계,승용,비사업용,688248,2522
2020,11,전남,총계,승용,사업용,112129,796
2020,11,전남,총계,승합,계,39277,-34
2020,11,전남,총계,승합,비사업용,31556,-18
2020,11,전남,총계,승합,사업용,7721,-16
2020,11,전남,총계,특수,계,7513,49
2020,11,전남,총계,특수,비사업용,2661,25
2020,11,전남,총계,특수,사업용,4852,24
2020,11,전남,총계,화물,계,245785,289
2020,11,전남,총계,화물,비사업용,225519,251
2020,11,전남,총계,화물,사업용,20266,38
2020,11,전북,총계,소계,계,947366,2213
2020,11,전북,총계,소계,비사업용,907552,2356
2020,11,전북,총계,소계,사업용,39814,-143
2020,11,전북,총계,승용,계,723325,2079
2020,11,전북,총계,승용,비사업용,705196,2226
2020,11,전북,총계,승용,사업용,18129,-147
2020,11,전북,총계,승합,계,32616,-23
2020,11,전북,총계,승합,비사업용,28446,-29
2020,11,전북,총계,승합,사업용,4170,6
2020,11,전북,총계,특수,계,4208,20
2020,11,전북,총계,특수,비사업용,2010,37
2020,11,전북,총계,특수,사업용,2198,-17
2020,11,전북,총계,화물,계,187217,137
2020,11,전북,총계,화물,비사업용,171900,122
2020,11,전북,총계,화물,사업용,15317,15
2020,11,제주,총계,소계,계,627823,3771
2020,11,제주,총계,소계,비사업용,382994,1057
2020,11,제주,총계,소계,사업용,244829,2714
2020,11,제주,총계,승용,계,525878,3704
2020,11,제주,총계,승용,비사업용,292753,1015
2020,11,제주,총계,승용,사업용,233125,2689
2020,11,제주,총계,승합,계,19044,-45
2020,11,제주,총계,승합,비사업용,11687,-75
2020,11,제주,총계,승합,사업용,7357,30
2020,11,제주,총계,특수,계,1418,8
2020,11,제주,총계,특수,비사업용,773,14
2020,11,제주,총계,특수,사업용,645,-6
2020,11,제주,총계,화물,계,81483,104
2020,11,제주,총계,화물,비사업용,77781,103
2020,11,제주,총계,화물,사업용,3702,1
2020,11,충남,총계,소계,계,1147853,2568
2020,11,충남,총계,소계,비사업용,1108271,2296
2020,11,충남,총계,소계,사업용,39582,272
2020,11,충남,총계,승용,계,876921,2841
2020,11,충남,총계,승용,비사업용,863495,2610
2020,11,충남,총계,승용,사업용,13426,231
2020,11,충남,총계,승합,계,41467,-188
2020,11,충남,총계,승합,비사업용,36137,-177
2020,11,충남,총계,승합,사업용,5330,-11
2020,11,충남,총계,특수,계,5395,72
2020,11,충남,총계,특수,비사업용,2414,63
2020,11,충남,총계,특수,사업용,2981,9
2020,11,충남,총계,화물,계,224070,-157
2020,11,충남,총계,화물,비사업용,206225,-200
2020,11,충남,총계,화물,사업용,17845,43
2020,11,충북,총계,소계,계,864302,2142
2020,11,충북,총계,소계,비사업용,828144,2034
2020,11,충북,총계,소계,사업용,36158,108
2020,11,충북,총계,승용,계,671306,2186
2020,11,충북,총계,승용,비사업용,656083,2142
2020,11,충북,총계,승용,사업용,15223,44
2020,11,충북,총계,승합,계,29591,-31
2020,11,충북,총계,승합,비사업용,25812,-26
2020,11,충북,총계,승합,사업용,3779,-5
2020,11,충북,총계,특수,계,4522,52
2020,11,충북,총계,특수,비사업용,1779,59
2020,11,충북,총계,특수,사업용,2743,-7
2020,11,충북,총계,화물,계,158883,-65
2020,11,충북,총계,화물,비사업용,144470,-141
2020,11,충북,총계,화물,사업용,14413,76
2020,12,강원,총계,소계,계,809099,1504
2020,12,강원,총계,소계,비사업용,783899,1402
2020,12,강원,총계,소계,사업용,25200,102
2020,12,강원,총계,승용,계,617377,1331
2020,12,강원,총계,승용,비사업용,605661,1303
2020,12,강원,총계,승용,사업용,11716,28
2020,12,강원,총계,승합,계,28723,-81
2020,12,강원,총계,승합,비사업용,25565,-83
2020,12,강원,총계,승합,사업용,3158,2
2020,12,강원,총계,특수,계,3652,63
2020,12,강원,총계,특수,비사업용,1929,56
2020,12,강원,총계,특수,사업용,1723,7
2020,12,강원,총계,화물,계,159347,191
2020,12,강원,총계,화물,비사업용,150744,126
2020,12,강원,총계,화물,사업용,8603,65
2020,12,경기,총계,소계,계,6004126,19299
2020,12,경기,총계,소계,비사업용,5771837,19142
2020,12,경기,총계,소계,사업용,232289,157
2020,12,경기,총계,승용,계,4966689,18886
2020,12,경기,총계,승용,비사업용,4895221,19287
2020,12,경기,총계,승용,사업용,71468,-401
2020,12,경기,총계,승합,계,204531,-446
2020,12,경기,총계,승합,비사업용,172281,-446
2020,12,경기,총계,승합,사업용,32250,0
2020,12,경기,총계,특수,계,21554,313
2020,12,경기,총계,특수,비사업용,10272,278
2020,12,경기,총계,특수,사업용,11282,35
2020,12,경기,총계,화물,계,811352,546
2020,12,경기,총계,화물,비사업용,694063,23
2020,12,경기,총계,화물,사업용,117289,523
2020,12,경남,총계,소계,계,1787867,20794
2020,12,경남,총계,소계,비사업용,1671248,3437
2020,12,경남,총계,소계,사업용,116619,17357
2020,12,경남,총계,승용,계,1432989,20664
2020,12,경남,총계,승용,비사업용,1354363,3536
2020,12,경남,총계,승용,사업용,78626,17128
2020,12,경남,총계,승합,계,53612,107
2020,12,경남,총계,승합,비사업용,46169,-39
2020,12,경남,총계,승합,사업용,7443,146
2020,12,경남,총계,특수,계,8722,82
2020,12,경남,총계,특수,비사업용,3244,82
2020,12,경남,총계,특수,사업용,5478,0
2020,12,경남,총계,화물,계,292544,-59
2020,12,경남,총계,화물,비사업용,267472,-142
2020,12,경남,총계,화물,사업용,25072,83
2020,12,경북,총계,소계,계,1475389,2593
2020,12,경북,총계,소계,비사업용,1426974,2611
2020,12,경북,총계,소계,사업용,48415,-18
2020,12,경북,총계,승용,계,1098846,2522
2020,12,경북,총계,승용,비사업용,1085009,2581
2020,12,경북,총계,승용,사업용,13837,-59
2020,12,경북,총계,승합,계,48083,-80
2020,12,경북,총계,승합,비사업용,42726,-57
2020,12,경북,총계,승합,사업용,5357,-23
2020,12,경북,총계,특수,계,8230,80
2020,12,경북,총계,특수,비사업용,3192,71
2020,12,경북,총계,특수,사업용,5038,9
2020,12,경북,총계,화물,계,320230,71
2020,12,경북,총계,화물,비사업용,296047,16
2020,12,경북,총계,화물,사업용,24183,55
2020,12,광주,총계,소계,계,691740,328
2020,12,광주,총계,소계,비사업용,659540,448
2020,12,광주,총계,소계,사업용,32200,-120
2020,12,광주,총계,승용,계,576366,432
2020,12,광주,총계,승용,비사업용,561845,579
2020,12,광주,총계,승용,사업용,14521,-147
2020,12,광주,총계,승합,계,19940,-36
2020,12,광주,총계,승합,비사업용,17531,-26
2020,12,광주,총계,승합,사업용,2409,-10
2020,12,광주,총계,특수,계,2990,28
2020,12,광주,총계,특수,비사업용,1164,26
2020,12,광주,총계,특수,사업용,1826,2
2020,12,광주,총계,화물,계,92444,-96
2020,12,광주,총계,화물,비사업용,79000,-131
2020,12,광주,총계,화물,사업용,13444,35
2020,12,대구,총계,소계,계,1219196,1543
2020,12,대구,총계,소계,비사업용,1168056,1586
2020,12,대구,총계,소계,사업용,51140,-43
2020,12,대구,총계,승용,계,1027075,1744
2020,12,대구,총계,승용,비사업용,1001107,1803
2020,12,대구,총계,승용,사업용,25968,-59
2020,12,대구,총계,승합,계,30501,-83
2020,12,대구,총계,승합,비사업용,26498,-73
2020,12,대구,총계,승합,사업용,4003,-10
2020,12,대구,총계,특수,계,3641,44
2020,12,대구,총계,특수,비사업용,1608,44
2020,12,대구,총계,특수,사업용,2033,0
2020,12,대구,총계,화물,계,157979,-162
2020,12,대구,총계,화물,비사업용,138843,-188
2020,12,대구,총계,화물,사업용,19136,26
2020,12,대전,총계,소계,계,686429,868
2020,12,대전,총계,소계,비사업용,656976,862
2020,12,대전,총계,소계,사업용,29453,6
2020,12,대전,총계,승용,계,576906,791
2020,12,대전,총계,승용,비사업용,562873,806
2020,12,대전,총계,승용,사업용,14033,-15
2020,12,대전,총계,승합,계,20262,56
2020,12,대전,총계,승합,비사업용,18096,49
2020,12,대전,총계,승합,사업용,2166,7
2020,12,대전,총계,특수,계,2802,17
2020,12,대전,총계,특수,비사업용,1156,14
2020,12,대전,총계,특수,사업용,1646,3
2020,12,대전,총계,화물,계,86459,4
2020,12,대전,총계,화물,비사업용,74851,-7
2020,12,대전,총계,화물,사업용,11608,11
2020,12,부산,총계,소계,계,1429040,2368
2020,12,부산,총계,소계,비사업용,1295675,1967
2020,12,부산,총계,소계,사업용,133365,401
2020,12,부산,총계,승용,계,1189345,2671
2020,12,부산,총계,승용,비사업용,1104801,2271
2020,12,부산,총계,승용,사업용,84544,400
2020,12,부산,총계,승합,계,42056,-234
2020,12,부산,총계,승합,비사업용,35892,-224
2020,12,부산,총계,승합,사업용,6164,-10
2020,12,부산,총계,특수,계,10989,52
2020,12,부산,총계,특수,비사업용,2099,53
2020,12,부산,총계,특수,사업용,8890,-1
2020,12,부산,총계,화물,계,186650,-121
2020,12,부산,총계,화물,비사업용,152883,-133
2020,12,부산,총계,화물,사업용,33767,12
2020,12,서울,총계,소계,계,3157361,83
2020,12,서울,총계,소계,비사업용,2953615,-69
2020,12,서울,총계,소계,사업용,203746,152
2020,12,서울,총계,승용,계,2711984,1557
2020,12,서울,총계,승용,비사업용,2586608,1397
2020,12,서울,총계,승용,사업용,125376,160
2020,12,서울,총계,승합,계,106504,-612
2020,12,서울,총계,승합,비사업용,91120,-584
2020,12,서울,총계,승합,사업용,15384,-28
2020,12,서울,총계,특수,계,8930,46
2020,12,서울,총계,특수,비사업용,3999,63
2020,12,서울,총계,특수,사업용,4931,-17
2020,12,서울,총계,화물,계,329943,-908
2020,12,서울,총계,화물,비사업용,271888,-945
2020,12,서울,총계,화물,사업용,58055,37
2020,12,세종,총계,소계,계,174742,1318
2020,12,세종,총계,소계,비사업용,171899,1313
2020,12,세종,총계,소계,사업용,2843,5
2020,12,세종,총계,승용,계,153330,1297
2020,12,세종,총계,승용,비사업용,152702,1298
2020,12,세종,총계,승용,사업용,628,-1
2020,12,세종,총계,승합,계,4344,0
2020,12,세종,총계,승합,비사업용,3916,-7
2020,12,세종,총계,승합,사업용,428,7
2020,12,세종,총계,특수,계,480,8
2020,12,세종,총계,특수,비사업용,315,10
2020,12,세종,총계,특수,사업용,165,-2
2020,12,세종,총계,화물,계,16588,13
2020,12,세종,총계,화물,비사업용,14966,12
2020,12,세종,총계,화물,사업용,1622,1
2020,12,울산,총계,소계,계,575700,822
2020,12,울산,총계,소계,비사업용,554016,802
2020,12,울산,총계,소계,사업용,21684,20
2020,12,울산,총계,승용,계,486959,870
2020,12,울산,총계,승용,비사업용,478801,861
2020,12,울산,총계,승용,사업용,8158,9
2020,12,울산,총계,승합,계,14527,-46
2020,12,울산,총계,승합,비사업용,12600,-37
2020,12,울산,총계,승합,사업용,1927,-9
2020,12,울산,총계,특수,계,3001,12
2020,12,울산,총계,특수,비사업용,830,15
2020,12,울산,총계,특수,사업용,2171,-3
2020,12,울산,총계,화물,계,71213,-14
2020,12,울산,총계,화물,비사업용,61785,-37
2020,12,울산,총계,화물,사업용,9428,23
2020,12,인천,총계,소계,계,1676442,832
2020,12,인천,총계,소계,비사업용,1318740,3472
2020,12,인천,총계,소계,사업용,357702,-2640
2020,12,인천,총계,승용,계,1426203,1186
2020,12,인천,총계,승용,비사업용,1116663,3792
2020,12,인천,총계,승용,사업용,309540,-2606
2020,12,인천,총계,승합,계,49339,-368
2020,12,인천,총계,승합,비사업용,37827,-170
2020,12,인천,총계,승합,사업용,11512,-198
2020,12,인천,총계,특수,계,7639,11
2020,12,인천,총계,특수,비사업용,2343,15
2020,12,인천,총계,특수,사업용,5296,-4
2020,12,인천,총계,화물,계,193261,3
2020,12,인천,총계,화물,비사업용,161907,-165
2020,12,인천,총계,화물,사업용,31354,168
2020,12,전국,총계,소계,계,24365979,50904
2020,12,전국,총계,소계,비사업용,22615643,45196
2020,12,전국,총계,소계,사업용,1750336,5708
2020,12,전국,총계,승용,계,19860955,53030
2020,12,전국,총계,승용,비사업용,18720189,48274
2020,12,전국,총계,승용,사업용,1140766,4756
2020,12,전국,총계,승합,계,783842,-2398
2020,12,전국,총계,승합,비사업용,663442,-2114
2020,12,전국,총계,승합,사업용,120400,-284
2020,12,전국,총계,특수,계,105937,1007
2020,12,전국,총계,특수,비사업용,42019,958
2020,12,전국,총계,특수,사업용,63918,49
2020,12,전국,총계,화물,계,3615245,-735
2020,12,전국,총계,화물,비사업용,3189993,-1922
2020,12,전국,총계,화물,사업용,425252,1187
2020,12,전남,총계,소계,계,1099894,6942
2020,12,전남,총계,소계,비사업용,950516,2532
2020,12,전남,총계,소계,사업용,149378,4410
2020,12,전남,총계,승용,계,807039,6662
2020,12,전남,총계,승용,비사업용,690552,2304
2020,12,전남,총계,승용,사업용,116487,4358
2020,12,전남,총계,승합,계,39262,-15
2020,12,전남,총계,승합,비사업용,31503,-53
2020,12,전남,총계,승합,사업용,7759,38
2020,12,전남,총계,특수,계,7616,103
2020,12,전남,총계,특수,비사업용,2742,81
2020,12,전남,총계,특수,사업용,4874,22
2020,12,전남,총계,화물,계,245977,192
2020,12,전남,총계,화물,비사업용,225719,200
2020,12,전남,총계,화물,사업용,20258,-8
2020,12,전북,총계,소계,계,948147,781
2020,12,전북,총계,소계,비사업용,908511,959
2020,12,전북,총계,소계,사업용,39636,-178
2020,12,전북,총계,승용,계,724324,999
2020,12,전북,총계,승용,비사업용,706436,1240
2020,12,전북,총계,승용,사업용,17888,-241
2020,12,전북,총계,승합,계,32520,-96
2020,12,전북,총계,승합,비사업용,28355,-91
2020,12,전북,총계,승합,사업용,4165,-5
2020,12,전북,총계,특수,계,4245,37
2020,12,전북,총계,특수,비사업용,2040,30
2020,12,전북,총계,특수,사업용,2205,7
2020,12,전북,총계,화물,계,187058,-159
2020,12,전북,총계,화물,비사업용,171680,-220
2020,12,전북,총계,화물,사업용,15378,61
2020,12,제주,총계,소계,계,615342,-12481
2020,12,제주,총계,소계,비사업용,384368,1374
2020,12,제주,총계,소계,사업용,230974,-13855
2020,12,제주,총계,승용,계,513493,-12385
2020,12,제주,총계,승용,비사업용,294038,1285
2020,12,제주,총계,승용,사업용,219455,-13670
2020,12,제주,총계,승합,계,18844,-200
2020,12,제주,총계,승합,비사업용,11666,-21
2020,12,제주,총계,승합,사업용,7178,-179
2020,12,제주,총계,특수,계,1417,-1
2020,12,제주,총계,특수,비사업용,772,-1
2020,12,제주,총계,특수,사업용,645,0
2020,12,제주,총계,화물,계,81588,105
2020,12,제주,총계,화물,비사업용,77892,111
2020,12,제주,총계,화물,사업용,3696,-6
2020,12,충남,총계,소계,계,1149845,1992
2020,12,충남,총계,소계,비사업용,1110156,1885
2020,12,충남,총계,소계,사업용,39689,107
2020,12,충남,총계,승용,계,879120,2199
2020,12,충남,총계,승용,비사업용,865649,2154
2020,12,충남,총계,승용,사업용,13471,45
2020,12,충남,총계,승합,계,41331,-136
2020,12,충남,총계,승합,비사업용,36000,-137
2020,12,충남,총계,승합,사업용,5331,1
2020,12,충남,총계,특수,계,5455,60
2020,12,충남,총계,특수,비사업용,2477,63
2020,12,충남,총계,특수,사업용,2978,-3
2020,12,충남,총계,화물,계,223939,-131
2020,12,충남,총계,화물,비사업용,206030,-195
2020,12,충남,총계,화물,사업용,17909,64
2020,12,충북,총계,소계,계,865620,1318
2020,12,충북,총계,소계,비사업용,829617,1473
2020,12,충북,총계,소계,사업용,36003,-155
2020,12,충북,총계,승용,계,672910,1604
2020,12,충북,총계,승용,비사업용,657860,1777
2020,12,충북,총계,승용,사업용,15050,-173
2020,12,충북,총계,승합,계,29463,-128
2020,12,충북,총계,승합,비사업용,25697,-115
