날짜,평균_에너지소비효율_전체,평균_1회충전주행거리_전체(km),평균_충전지용량_전체(Ah),평균_에너지소비효율_상업용,평균_1회충전주행거리_상업용(km),평균_충전지용량_상업용(Ah),평균_에너지소비효율_비상업용,평균_1회충전주행거리_비상업용(km),평균_충전지용량_비상업용(Ah)
2023-08-09,4.24,372.23,205.55100000000002,3.183333333333333,180.66666666666666,161.41666666666666,4.362068965517241,402.13793103448273,212.39195402298853
2023-08-10,4.24,372.23,205.55100000000002,3.183333333333333,180.66666666666666,161.41666666666666,4.362068965517241,402.13793103448273,212.39195402298853
2023-08-11,4.24,372.23,205.55100000000002,3.183333333333333,180.66666666666666,161.41666666666666,4.362068965517241,402.13793103448273,212.39195402298853
2023-08-12,4.24,372.23,205.55100000000002,3.183333333333333,180.66666666666666,161.41666666666666,4.362068965517241,402.13793103448273,212.39195402298853
2023-08-13,4.24,372.23,205.55100000000002,3.183333333333333,180.66666666666666,161.41666666666666,4.362068965517241,402.13793103448273,212.39195402298853
2023-08-14,4.24,372.23,205.55100000000002,3.183333333333333,180.66666666666666,161.41666666666666,4.362068965517241,402.13793103448273,212.39195402298853
2023-08-15,4.24,372.23,205.55100000000002,3.183333333333333,180.66666666666666,161.41666666666666,4.362068965517241,402.13793103448273,212.39195402298853
2023-08-16,4.262857142857143,367.5809523809524,202.592380952381,3.183333333333333,180.66666666666666,161.41666666666666,4.381521739130435,395.20652173913044,208.64347826086953
2023-08-17,4.262857142857143,367.5809523809524,202.592380952381,3.183333333333333,180.66666666666666,161.41666666666666,4.381521739130435,395.20652173913044,208.64347826086953
2023-08-18,4.262857142857143,367.5809523809524,202.592380952381,3.183333333333333,180.66666666666666,161.41666666666666,4.381521739130435,395.20652173913044,208.64347826086953
2023-08-19,4.262857142857143,367.5809523809524,202.592380952381,3.183333333333333,180.66666666666666,161.41666666666666,4.381521739130435,395.20652173913044,208.64347826086953
2023-08-20,4.262857142857143,367.5809523809524,202.592380952381,3.183333333333333,180.66666666666666,161.41666666666666,4.381521739130435,395.20652173913044,208.64347826086953
2023-08-21,4.262857142857143,367.5809523809524,202.592380952381,3.183333333333333,180.66666666666666,161.41666666666666,4.381521739130435,395.20652173913044,208.64347826086953
2023-08-22,4.203092783505155,363.7319587628866,207.5979381443299,3.183333333333333,180.66666666666666,161.41666666666666,4.323809523809524,393.39285714285717,215.0
2023-08-23,4.203092783505155,363.7319587628866,207.5979381443299,3.183333333333333,180.66666666666666,161.41666666666666,4.323809523809524,393.39285714285717,215.0
2023-08-24,4.203092783505155,363.7319587628866,207.5979381443299,3.183333333333333,180.66666666666666,161.41666666666666,4.323809523809524,393.39285714285717,215.0
2023-08-25,4.203092783505155,363.7319587628866,207.5979381443299,3.183333333333333,180.66666666666666,161.41666666666666,4.323809523809524,393.39285714285717,215.0
2023-08-26,4.203092783505155,363.7319587628866,207.5979381443299,3.183333333333333,180.66666666666666,161.41666666666666,4.323809523809524,393.39285714285717,215.0
2023-08-27,4.203092783505155,363.7319587628866,207.5979381443299,3.183333333333333,180.66666666666666,161.41666666666666,4.323809523809524,393.39285714285717,215.0
2023-08-28,4.203092783505155,363.7319587628866,207.5979381443299,3.183333333333333,180.66666666666666,161.41666666666666,4.323809523809524,393.39285714285717,215.0
2023-08-29,4.203092783505155,363.7319587628866,207.5979381443299,3.183333333333333,180.66666666666666,161.41666666666666,4.323809523809524,393.39285714285717,215.0
2023-08-30,4.203092783505155,363.7319587628866,207.5979381443299,3.183333333333333,180.66666666666666,161.41666666666666,4.323809523809524,393.39285714285717,215.0
2023-08-31,4.203092783505155,363.7319587628866,207.5979381443299,3.183333333333333,180.66666666666666,161.41666666666666,4.323809523809524,393.39285714285717,215.0
2023-09-01,4.203092783505155,363.7319587628866,207.5979381443299,3.183333333333333,180.66666666666666,161.41666666666666,4.323809523809524,393.39285714285717,215.0
2023-09-02,4.203092783505155,363.7319587628866,207.5979381443299,3.183333333333333,180.66666666666666,161.41666666666666,4.323809523809524,393.39285714285717,215.0
2023-09-03,4.203092783505155,363.7319587628866,207.5979381443299,3.183333333333333,180.66666666666666,161.41666666666666,4.323809523809524,393.39285714285717,215.0
2023-09-04,4.203092783505155,363.7319587628866,207.5979381443299,3.183333333333333,180.66666666666666,161.41666666666666,4.323809523809524,393.39285714285717,215.0
2023-09-05,4.203092783505155,363.7319587628866,207.5979381443299,3.183333333333333,180.66666666666666,161.41666666666666,4.323809523809524,393.39285714285717,215.0
2023-09-06,4.203092783505155,363.7319587628866,207.5979381443299,3.183333333333333,180.66666666666666,161.41666666666666,4.323809523809524,393.39285714285717,215.0
2023-09-07,4.203092783505155,363.7319587628866,207.5979381443299,3.183333333333333,180.66666666666666,161.41666666666666,4.323809523809524,393.39285714285717,215.0
2023-09-08,4.203092783505155,363.7319587628866,207.5979381443299,3.183333333333333,180.66666666666666,161.41666666666666,4.323809523809524,393.39285714285717,215.0
2023-09-09,4.203092783505155,363.7319587628866,207.5979381443299,3.183333333333333,180.66666666666666,161.41666666666666,4.323809523809524,393.39285714285717,215.0
2023-09-10,4.203092783505155,363.7319587628866,207.5979381443299,3.183333333333333,180.66666666666666,161.41666666666666,4.323809523809524,393.39285714285717,215.0
2023-09-11,4.203092783505155,363.7319587628866,207.5979381443299,3.183333333333333,180.66666666666666,161.41666666666666,4.323809523809524,393.39285714285717,215.0
2023-09-12,4.203092783505155,363.7319587628866,207.5979381443299,3.183333333333333,180.66666666666666,161.41666666666666,4.323809523809524,393.39285714285717,215.0
2023-09-13,4.203092783505155,363.7319587628866,207.5979381443299,3.183333333333333,180.66666666666666,161.41666666666666,4.323809523809524,393.39285714285717,215.0
2023-09-14,4.203092783505155,363.7319587628866,207.5979381443299,3.183333333333333,180.66666666666666,161.41666666666666,4.323809523809524,393.39285714285717,215.0
2023-09-15,4.203092783505155,363.7319587628866,207.5979381443299,3.183333333333333,180.66666666666666,161.41666666666666,4.323809523809524,393.39285714285717,215.0
2023-09-16,4.1482758620689655,377.5402298850575,214.7471264367816,3.28,180.6,157.7,4.261038961038962,403.1168831168831,222.15584415584416
2023-09-17,4.1482758620689655,377.5402298850575,214.7471264367816,3.28,180.6,157.7,4.261038961038962,403.1168831168831,222.15584415584416
2023-09-18,4.1482758620689655,377.5402298850575,214.7471264367816,3.28,180.6,157.7,4.261038961038962,403.1168831168831,222.15584415584416
2023-09-19,4.1482758620689655,377.5402298850575,214.7471264367816,3.28,180.6,157.7,4.261038961038962,403.1168831168831,222.15584415584416
