날짜,평균_에너지소비효율_전체,평균_1회충전주행거리_전체(km),평균_충전지용량_전체(Ah),평균_에너지소비효율_상업용,평균_1회충전주행거리_상업용(km),평균_충전지용량_상업용(Ah),평균_에너지소비효율_비상업용,평균_1회충전주행거리_비상업용(km),평균_충전지용량_비상업용(Ah)
2019-07-20,4.8,282.45454545454544,158.9090909090909,2.3,84.0,86.0,5.05,302.3,166.2
2019-07-21,4.8,282.45454545454544,158.9090909090909,2.3,84.0,86.0,5.05,302.3,166.2
2019-07-22,4.8,282.45454545454544,158.9090909090909,2.3,84.0,86.0,5.05,302.3,166.2
2019-07-23,4.8,282.45454545454544,158.9090909090909,2.3,84.0,86.0,5.05,302.3,166.2
2019-07-24,4.8,282.45454545454544,158.9090909090909,2.3,84.0,86.0,5.05,302.3,166.2
2019-07-25,4.8,282.45454545454544,158.9090909090909,2.3,84.0,86.0,5.05,302.3,166.2
2019-07-26,4.8,282.45454545454544,158.9090909090909,2.3,84.0,86.0,5.05,302.3,166.2
2019-07-27,4.8,282.45454545454544,158.9090909090909,2.3,84.0,86.0,5.05,302.3,166.2
2019-07-28,4.8,282.45454545454544,158.9090909090909,2.3,84.0,86.0,5.05,302.3,166.2
2019-07-29,4.8,282.45454545454544,158.9090909090909,2.3,84.0,86.0,5.05,302.3,166.2
2019-07-30,4.8,282.45454545454544,158.9090909090909,2.3,84.0,86.0,5.05,302.3,166.2
2019-07-31,4.8,282.45454545454544,158.9090909090909,2.3,84.0,86.0,5.05,302.3,166.2
2019-08-01,4.8,282.45454545454544,158.9090909090909,2.3,84.0,86.0,5.05,302.3,166.2
2019-08-02,4.8,282.45454545454544,158.9090909090909,2.3,84.0,86.0,5.05,302.3,166.2
2019-08-03,4.8,282.45454545454544,158.9090909090909,2.3,84.0,86.0,5.05,302.3,166.2
2019-08-04,4.8,282.45454545454544,158.9090909090909,2.3,84.0,86.0,5.05,302.3,166.2
2019-08-05,4.8,282.45454545454544,158.9090909090909,2.3,84.0,86.0,5.05,302.3,166.2
2019-08-06,4.8,282.45454545454544,158.9090909090909,2.3,84.0,86.0,5.05,302.3,166.2
2019-08-07,4.8,282.45454545454544,158.9090909090909,2.3,84.0,86.0,5.05,302.3,166.2
2019-08-08,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-08-09,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-08-10,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-08-11,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-08-12,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-08-13,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-08-14,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-08-15,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-08-16,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-08-17,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-08-18,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-08-19,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-08-20,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-08-21,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-08-22,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-08-23,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-08-24,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-08-25,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-08-26,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-08-27,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-08-28,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-08-29,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-08-30,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-08-31,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-09-01,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-09-02,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-09-03,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-09-04,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-09-05,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-09-06,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-09-07,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-09-08,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-09-09,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-09-10,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-09-11,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-09-12,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-09-13,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-09-14,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-09-15,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-09-16,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-09-17,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-09-18,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-09-19,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-09-20,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-09-21,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-09-22,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-09-23,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-09-24,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-09-25,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-09-26,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-09-27,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-09-28,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-09-29,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-09-30,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-10-01,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-10-02,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-10-03,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-10-04,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-10-05,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-10-06,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-10-07,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-10-08,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-10-09,4.355555555555555,373.18518518518516,233.03703703703704,2.3,84.0,86.0,4.434615384615384,384.3076923076923,238.69230769230768
2019-10-10,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-10-11,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-10-12,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-10-13,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-10-14,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-10-15,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-10-16,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-10-17,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-10-18,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-10-19,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-10-20,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-10-21,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-10-22,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-10-23,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-10-24,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-10-25,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-10-26,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-10-27,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-10-28,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-10-29,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-10-30,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-10-31,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-11-01,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-11-02,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-11-03,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-11-04,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-11-05,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-11-06,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-11-07,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-11-08,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-11-09,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-11-10,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-11-11,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-11-12,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-11-13,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-11-14,4.715000000000001,382.05,220.975,2.3,84.0,86.0,4.734210526315789,398.3157894736842,227.47368421052633
2019-11-15,4.730769230769231,379.84615384615387,219.2051282051282,2.3,84.0,86.0,4.751351351351351,396.43243243243245,225.78378378378378
2019-11-16,4.730769230769231,379.84615384615387,219.2051282051282,2.3,84.0,86.0,4.751351351351351,396.43243243243245,225.78378378378378
2019-11-17,4.730769230769231,379.84615384615387,219.2051282051282,2.3,84.0,86.0,4.751351351351351,396.43243243243245,225.78378378378378
2019-11-18,4.730769230769231,379.84615384615387,219.2051282051282,2.3,84.0,86.0,4.751351351351351,396.43243243243245,225.78378378378378
2019-11-19,4.730769230769231,379.84615384615387,219.2051282051282,2.3,84.0,86.0,4.751351351351351,396.43243243243245,225.78378378378378
2019-11-20,4.742500000000001,374.85,215.725,2.3,84.0,86.0,4.763157894736842,390.7368421052632,221.94736842105263
2019-11-21,4.742500000000001,374.85,215.725,2.3,84.0,86.0,4.763157894736842,390.7368421052632,221.94736842105263
2019-11-22,4.742500000000001,374.85,215.725,2.3,84.0,86.0,4.763157894736842,390.7368421052632,221.94736842105263
2019-11-23,4.742500000000001,374.85,215.725,2.3,84.0,86.0,4.763157894736842,390.7368421052632,221.94736842105263
2019-11-24,4.742500000000001,374.85,215.725,2.3,84.0,86.0,4.763157894736842,390.7368421052632,221.94736842105263
2019-11-25,4.742500000000001,374.85,215.725,2.3,84.0,86.0,4.763157894736842,390.7368421052632,221.94736842105263
2019-11-26,4.742500000000001,374.85,215.725,2.3,84.0,86.0,4.763157894736842,390.7368421052632,221.94736842105263
2019-11-27,4.742500000000001,374.85,215.725,2.3,84.0,86.0,4.763157894736842,390.7368421052632,221.94736842105263
2019-11-28,4.742500000000001,374.85,215.725,2.3,84.0,86.0,4.763157894736842,390.7368421052632,221.94736842105263
2019-11-29,4.742500000000001,374.85,215.725,2.3,84.0,86.0,4.763157894736842,390.7368421052632,221.94736842105263
2019-11-30,4.742500000000001,374.85,215.725,2.3,84.0,86.0,4.763157894736842,390.7368421052632,221.94736842105263
2019-12-01,4.742500000000001,374.85,215.725,2.3,84.0,86.0,4.763157894736842,390.7368421052632,221.94736842105263
2019-12-02,4.742500000000001,374.85,215.725,2.3,84.0,86.0,4.763157894736842,390.7368421052632,221.94736842105263
2019-12-03,4.721052631578948,382.1842105263158,221.02631578947367,2.3,84.0,86.0,4.741666666666666,399.3611111111111,227.88888888888889
2019-12-04,4.721052631578948,382.1842105263158,221.02631578947367,2.3,84.0,86.0,4.741666666666666,399.3611111111111,227.88888888888889
2019-12-05,4.721052631578948,382.1842105263158,221.02631578947367,2.3,84.0,86.0,4.741666666666666,399.3611111111111,227.88888888888889
2019-12-06,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2019-12-07,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2019-12-08,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2019-12-09,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2019-12-10,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2019-12-11,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2019-12-12,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2019-12-13,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2019-12-14,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2019-12-15,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2019-12-16,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2019-12-17,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2019-12-18,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2019-12-19,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2019-12-20,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2019-12-21,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2019-12-22,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2019-12-23,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2019-12-24,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2019-12-25,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2019-12-26,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2019-12-27,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2019-12-28,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2019-12-29,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2019-12-30,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2019-12-31,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-01-01,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-01-02,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-01-03,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-01-04,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-01-05,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-01-06,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-01-07,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-01-08,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-01-09,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-01-10,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-01-11,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-01-12,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-01-13,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-01-14,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-01-15,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-01-16,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-01-17,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-01-18,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-01-19,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-01-20,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-01-21,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-01-22,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-01-23,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-01-24,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-01-25,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-01-26,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-01-27,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-01-28,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-01-29,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-01-30,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-01-31,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-02-01,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-02-02,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-02-03,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-02-04,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-02-05,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-02-06,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-02-07,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-02-08,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-02-09,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-02-10,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-02-11,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-02-12,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-02-13,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-02-14,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-02-15,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-02-16,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-02-17,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-02-18,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-02-19,4.621428571428572,359.9761904761905,221.5,2.725,149.25,202.5,4.741666666666666,399.3611111111111,227.88888888888889
2020-02-20,4.6625,360.95,220.525,2.725,149.25,202.5,4.797058823529412,402.8235294117647,227.11764705882354
2020-02-21,4.6625,360.95,220.525,2.725,149.25,202.5,4.797058823529412,402.8235294117647,227.11764705882354
2020-02-22,4.6625,360.95,220.525,2.725,149.25,202.5,4.797058823529412,402.8235294117647,227.11764705882354
2020-02-23,4.6625,360.95,220.525,2.725,149.25,202.5,4.797058823529412,402.8235294117647,227.11764705882354
2020-02-24,4.6625,360.95,220.525,2.725,149.25,202.5,4.797058823529412,402.8235294117647,227.11764705882354
2020-02-25,4.6625,360.95,220.525,2.725,149.25,202.5,4.797058823529412,402.8235294117647,227.11764705882354
2020-02-26,4.6625,360.95,220.525,2.725,149.25,202.5,4.797058823529412,402.8235294117647,227.11764705882354
