년도,월,지역,cpi,실업률,평균기준금리
2024,7,경기,114.16,2.0,3.5
2024,7,강원,115.48,1.3,3.5
2024,7,충북,114.64,1.7,3.5
2024,7,충남,114.41,2.2,3.5
2024,7,전북,114.11,1.7,3.5
2024,7,전남,114.92,2.1,3.5
2024,7,경북,114.76,1.8,3.5
2024,7,경남,114.04,1.8,3.5
2024,7,제주,113.99,1.9,3.5
2024,8,전국,114.54,2.2,3.5
2024,8,서울,113.94,2.5,3.5
2024,8,부산,114.39,2.4,3.5
2024,8,대구,114.54,2.8,3.5
2024,8,인천,115.17,2.2,3.5
2024,8,광주,114.95,2.5,3.5
2024,8,대전,114.09,2.4,3.5
2024,8,울산,114.25,3.4,3.5
2024,8,세종,114.52,1.8,3.5
2024,8,경기,114.51,2.0,3.5
2024,8,강원,116.02,1.3,3.5
2024,8,충북,115.21,1.7,3.5
2024,8,충남,114.95,2.2,3.5
2024,8,전북,114.43,1.7,3.5
2024,8,전남,115.34,2.1,3.5
2024,8,경북,115.18,1.8,3.5
2024,8,경남,114.51,1.8,3.5
2024,8,제주,114.25,1.9,3.5
2024,9,전국,114.65,2.2,3.5
2024,9,서울,113.92,2.5,3.5
2024,9,부산,114.67,2.4,3.5
2024,9,대구,114.73,2.8,3.5
2024,9,인천,115.19,2.2,3.5
2024,9,광주,114.81,2.5,3.5
2024,9,대전,114.35,2.4,3.5
2024,9,울산,114.41,3.4,3.5
2024,9,세종,114.65,1.8,3.5
2024,9,경기,114.65,2.0,3.5
2024,9,강원,116.19,1.3,3.5
2024,9,충북,115.41,1.7,3.5
2024,9,충남,115.0,2.2,3.5
2024,9,전북,114.71,1.7,3.5
2024,9,전남,115.63,2.1,3.5
2024,9,경북,115.28,1.8,3.5
2024,9,경남,114.74,1.8,3.5
2024,9,제주,114.09,1.9,3.5
2024,10,전국,114.69,2.8,3.3306451612903225
2024,10,서울,114.04,3.0,3.3306451612903225
2024,10,부산,114.76,2.8,3.3306451612903225
2024,10,대구,114.73,3.2,3.3306451612903225
2024,10,인천,115.18,3.3,3.3306451612903225
2024,10,광주,114.93,3.6,3.3306451612903225
2024,10,대전,114.38,3.2,3.3306451612903225
2024,10,울산,114.49,3.3,3.3306451612903225
2024,10,세종,114.58,1.8,3.3306451612903225
2024,10,경기,114.68,2.4,3.3306451612903225
2024,10,강원,116.14,3.1,3.3306451612903225
2024,10,충북,115.22,2.3,3.3306451612903225
2024,10,충남,114.98,2.3,3.3306451612903225
2024,10,전북,114.8,3.4,3.3306451612903225
2024,10,전남,115.64,3.5,3.3306451612903225
2024,10,경북,115.33,2.3,3.3306451612903225
2024,10,경남,114.74,2.6,3.3306451612903225
2024,10,제주,114.34,2.6,3.3306451612903225
2024,11,전국,114.4,2.8,3.225
2024,11,서울,113.73,3.0,3.225
2024,11,부산,114.29,2.8,3.225
2024,11,대구,114.49,3.2,3.225
2024,11,인천,114.84,3.3,3.225
2024,11,광주,114.61,3.6,3.225
2024,11,대전,114.23,3.2,3.225
2024,11,울산,114.18,3.3,3.225
2024,11,세종,114.31,1.8,3.225
2024,11,경기,114.44,2.4,3.225
2024,11,강원,115.75,3.1,3.225
2024,11,충북,114.88,2.3,3.225
2024,11,충남,114.74,2.3,3.225
2024,11,전북,114.54,3.4,3.225
2024,11,전남,115.03,3.5,3.225
2024,11,경북,115.06,2.3,3.225
2024,11,경남,114.53,2.6,3.225
2024,11,제주,114.11,2.6,3.225
2024,12,전국,114.91,2.8,3.0
2024,12,서울,114.24,3.0,3.0
2024,12,부산,114.97,2.8,3.0
2024,12,대구,114.84,3.2,3.0
2024,12,인천,115.52,3.3,3.0
2024,12,광주,115.14,3.6,3.0
2024,12,대전,114.57,3.2,3.0
2024,12,울산,114.56,3.3,3.0
2024,12,세종,114.92,1.8,3.0
2024,12,경기,114.9,2.4,3.0
2024,12,강원,116.36,3.1,3.0
2024,12,충북,115.5,2.3,3.0
2024,12,충남,115.35,2.3,3.0
2024,12,전북,115.07,3.4,3.0
2024,12,전남,115.58,3.5,3.0
2024,12,경북,115.46,2.3,3.0
2024,12,경남,115.0,2.6,3.0
2024,12,제주,114.37,2.6,3.0
