연도,월,시도,휘발유가격,디젤가격
2019,1,서울,1467.02,1356.83
2019,1,부산,1311.42,1210.14
2019,1,대구,1307.24,1208.62
2019,1,인천,1341.88,1238.83
2019,1,광주,1341.24,1242.3
2019,1,대전,1335.97,1236.6
2019,1,울산,1329.47,1229.3
2019,1,경기,1361.66,1258.08
2019,1,강원,1373.93,1273.92
2019,1,충북,1359.06,1256.25
2019,1,충남,1359.28,1257.03
2019,1,전북,1331.97,1231.03
2019,1,전남,1353.69,1253.15
2019,1,경북,1334.11,1232.26
2019,1,경남,1318.2,1219.97
2019,1,제주,1389.77,1288.28
2019,1,세종,1373.71,1271.98
2019,1,전국,1715.88,1249.41
2019,2,서울,1447.85,1341.05
2019,2,부산,1315.2,1215.2
2019,2,대구,1303.88,1205.13
2019,2,인천,1342.97,1241.61
2019,2,광주,1329.01,1230.45
2019,2,대전,1331.38,1232.45
2019,2,울산,1325.97,1227.17
2019,2,경기,1352.87,1250.4
2019,2,강원,1361.63,1262.13
2019,2,충북,1351.23,1248.51
2019,2,충남,1350.56,1249.09
2019,2,전북,1327.82,1227.57
2019,2,전남,1341.4,1241.42
2019,2,경북,1327.66,1226.24
2019,2,경남,1314.86,1216.87
2019,2,제주,1386.31,1292.48
2019,2,세종,1361.71,1260.79
2019,2,전국,1703.02,1242.91
2019,3,서울,1465.91,1359.31
2019,3,부산,1350.3,1250.63
2019,3,대구,1337.59,1238.38
2019,3,인천,1369.2,1266.96
2019,3,광주,1353.24,1253.57
2019,3,대전,1368.08,1268.24
2019,3,울산,1356.41,1257.45
2019,3,경기,1378.94,1276.91
2019,3,강원,1376.88,1277.71
2019,3,충북,1377.72,1275.26
2019,3,충남,1373.29,1272.66
2019,3,전북,1360.7,1260.64
2019,3,전남,1359.61,1260.11
2019,3,경북,1352.84,1251.95
2019,3,경남,1346.3,1247.36
2019,3,제주,1401.42,1328.84
2019,3,세종,1375.78,1274.94
2019,3,전국,1714.2,1269.16
2019,4,서울,1519.68,1406.65
2019,4,부산,1413.27,1305.57
2019,4,대구,1404.95,1297.81
2019,4,인천,1429.44,1317.97
2019,4,광주,1410.58,1299.46
2019,4,대전,1423.07,1315.74
2019,4,울산,1417.06,1310.69
2019,4,경기,1433.57,1323.21
2019,4,강원,1424.28,1319.2
2019,4,충북,1429.22,1321.09
2019,4,충남,1421.45,1314.68
2019,4,전북,1415.58,1309.67
2019,4,전남,1409.05,1303.32
2019,4,경북,1409.89,1302.94
2019,4,경남,1403.42,1297.2
2019,4,제주,1471.36,1359.45
2019,4,세종,1425.5,1320.05
2019,4,전국,1752.36,1316.42
2019,5,서울,1606.72,1473.8
2019,5,부산,1500.98,1373.38
2019,5,대구,1500.84,1373.13
2019,5,인천,1529.83,1393.96
2019,5,광주,1497.86,1365.54
2019,5,대전,1524.51,1391.88
2019,5,울산,1507.77,1379.3
2019,5,경기,1528.51,1391.07
2019,5,강원,1516.29,1387.14
2019,5,충북,1519.77,1387.91
2019,5,충남,1515.73,1384.2
2019,5,전북,1505.24,1371.99
2019,5,전남,1497.89,1371.39
2019,5,경북,1504.59,1376.1
2019,5,경남,1496.84,1367.39
2019,5,제주,1568.35,1424.73
2019,5,세종,1513.53,1389.96
2019,5,전국,1818.28,1385.31
2019,6,서울,1605.55,1469.85
2019,6,부산,1500.3,1367.75
2019,6,대구,1493.54,1359.66
2019,6,인천,1500.52,1357.61
2019,6,광주,1495.53,1356.49
2019,6,대전,1508.84,1374.6
2019,6,울산,1494.96,1366.6
2019,6,경기,1525.13,1380.79
2019,6,강원,1529.34,1394.63
2019,6,충북,1524.89,1385.23
2019,6,충남,1519.86,1381.36
2019,6,전북,1501.92,1364.02
2019,6,전남,1511.19,1377.35
2019,6,경북,1506.07,1371.03
2019,6,경남,1499.03,1365.1
2019,6,제주,1582.41,1435.64
2019,6,세종,1518.49,1389.81
2019,6,전국,1817.76,1379.77
2019,7,서울,1585.72,1451.53
2019,7,부산,1475.47,1339.62
2019,7,대구,1462.32,1324.88
2019,7,인천,1482.62,1336.33
2019,7,광주,1466.47,1327.4
2019,7,대전,1484.18,1351.06
2019,7,울산,1464.5,1337.51
2019,7,경기,1499.44,1353.28
2019,7,강원,1506.77,1373.05
2019,7,충북,1498.83,1357.16
2019,7,충남,1494.69,1355.35
2019,7,전북,1474.64,1337.1
2019,7,전남,1485.07,1350.77
2019,7,경북,1477.01,1339.38
2019,7,경남,1472.41,1337.27
2019,7,제주,1549.75,1418.96
2019,7,세종,1489.66,1357.64
2019,7,전국,1799.76,1352.84
2019,8,서울,1589.33,1454.28
2019,8,부산,1476.72,1338.27
2019,8,대구,1463.37,1322.59
2019,8,인천,1491.56,1340.32
2019,8,광주,1469.82,1327.97
2019,8,대전,1487.84,1352.72
2019,8,울산,1469.27,1339.05
2019,8,경기,1502.34,1353.64
2019,8,강원,1505.3,1370.0
2019,8,충북,1497.63,1353.36
2019,8,충남,1493.95,1353.16
2019,8,전북,1479.71,1339.79
2019,8,전남,1483.93,1346.79
2019,8,경북,1477.45,1336.43
2019,8,경남,1473.27,1335.51
2019,8,제주,1586.58,1418.71
2019,8,세종,1489.14,1353.83
2019,8,전국,1797.13,1351.92
2019,9,서울,1633.23,1487.58
2019,9,부산,1514.94,1365.06
2019,9,대구,1498.92,1349.14
2019,9,인천,1536.46,1373.77
2019,9,광주,1504.01,1357.53
2019,9,대전,1531.59,1385.65
2019,9,울산,1507.73,1368.66
2019,9,경기,1541.68,1384.09
2019,9,강원,1533.7,1393.2
2019,9,충북,1528.98,1378.49
2019,9,충남,1532.23,1383.33
2019,9,전북,1509.07,1363.87
2019,9,전남,1512.82,1370.41
2019,9,경북,1512.53,1362.44
2019,9,경남,1507.41,1361.6
2019,9,제주,1615.97,1460.78
2019,9,세종,1530.17,1388.61
2019,9,전국,1826.54,1379.84
2019,10,서울,1634.78,1486.19
2019,10,부산,1523.02,1368.66
2019,10,대구,1509.57,1356.27
2019,10,인천,1542.88,1376.86
2019,10,광주,1517.43,1367.84
2019,10,대전,1540.59,1388.86
2019,10,울산,1516.32,1373.05
2019,10,경기,1551.09,1390.97
2019,10,강원,1550.09,1406.05
2019,10,충북,1541.94,1388.71
2019,10,충남,1544.93,1391.74
2019,10,전북,1523.94,1372.98
2019,10,전남,1525.67,1380.58
2019,10,경북,1524.82,1370.72
2019,10,경남,1519.88,1371.09
2019,10,제주,1622.88,1475.06
2019,10,세종,1541.5,1396.06
2019,10,전국,1829.48,1387.73
2019,11,서울,1620.79,1468.9
2019,11,부산,1515.09,1359.03
2019,11,대구,1506.61,1350.8
2019,11,인천,1537.81,1370.32
2019,11,광주,1515.83,1363.95
2019,11,대전,1532.93,1376.93
2019,11,울산,1514.85,1367.81
2019,11,경기,1544.93,1382.5
2019,11,강원,1546.85,1400.41
2019,11,충북,1540.29,1384.45
2019,11,충남,1540.9,1384.91
2019,11,전북,1520.96,1367.16
2019,11,전남,1525.04,1377.67
2019,11,경북,1521.6,1365.86
2019,11,경남,1515.75,1364.64
2019,11,제주,1596.01,1447.04
2019,11,세종,1532.04,1384.3
2019,11,전국,1820.92,1380.51
2019,12,서울,1630.96,1472.68
2019,12,부산,1527.78,1365.1
2019,12,대구,1522.3,1358.89
2019,12,인천,1553.71,1382.24
2019,12,광주,1533.05,1368.26
2019,12,대전,1551.97,1387.16
2019,12,울산,1531.26,1375.18
2019,12,경기,1558.01,1388.61
2019,12,강원,1553.31,1400.36
2019,12,충북,1553.26,1388.48
2019,12,충남,1550.71,1388.16
2019,12,전북,1543.96,1375.72
2019,12,전남,1535.63,1380.59
2019,12,경북,1531.29,1369.75
2019,12,경남,1527.44,1368.98
2019,12,제주,1610.68,1441.73
2019,12,세종,1541.78,1387.16
2019,12,전국,1823.99,1385.42
2020,1,서울,1645.2,1483.56
2020,1,부산,1545.59,1378.54
2020,1,대구,1544.7,1374.25
2020,1,인천,1573.77,1399.85
2020,1,광주,1557.4,1380.82
2020,1,대전,1568.32,1398.58
2020,1,울산,1555.26,1391.32
2020,1,경기,1575.74,1402.07
2020,1,강원,1572.4,1411.52
2020,1,충북,1573.26,1399.47
2020,1,충남,1569.96,1399.41
2020,1,전북,1563.79,1384.82
2020,1,전남,1558.77,1393.9
2020,1,경북,1553.58,1383.63
2020,1,경남,1547.44,1381.84
2020,1,제주,1641.35,1471.57
2020,1,세종,1569.23,1402.9
2020,1,전국,1832.84,1398.4
2020,2,서울,1621.28,1455.88
2020,2,부산,1515.46,1344.53
2020,2,대구,1516.62,1340.02
2020,2,인천,1533.96,1358.05
2020,2,광주,1532.68,1351.32
2020,2,대전,1522.06,1346.97
2020,2,울산,1536.36,1365.69
2020,2,경기,1550.24,1370.11
2020,2,강원,1559.28,1393.79
2020,2,충북,1553.86,1374.12
2020,2,충남,1548.63,1371.59
2020,2,전북,1533.97,1350.38
2020,2,전남,1546.26,1377.43
2020,2,경북,1535.98,1359.55
2020,2,경남,1526.5,1354.7
2020,2,제주,1606.03,1437.27
2020,2,세종,1537.03,1369.21
2020,2,전국,1816.57,1369.85
2020,3,서울,1555.96,1382.16
2020,3,부산,1441.52,1253.96
2020,3,대구,1423.36,1236.18
2020,3,인천,1450.81,1263.1
2020,3,광주,1461.46,1269.8
2020,3,대전,1427.18,1241.51
2020,3,울산,1457.57,1270.36
2020,3,경기,1471.66,1279.23
2020,3,강원,1492.94,1313.29
2020,3,충북,1481.28,1287.38
2020,3,충남,1476.45,1286.37
2020,3,전북,1453.52,1260.65
2020,3,전남,1484.39,1301.96
2020,3,경북,1454.05,1264.19
2020,3,경남,1449.75,1262.1
2020,3,제주,1513.06,1331.48
2020,3,세종,1460.35,1278.36
2020,3,전국,1765.62,1280.77
2020,4,서울,1415.85,1237.83
2020,4,부산,1290.24,1098.41
2020,4,대구,1270.59,1080.53
2020,4,인천,1304.14,1109.82
2020,4,광주,1319.26,1126.7
2020,4,대전,1278.59,1095.57
2020,4,울산,1311.92,1115.09
2020,4,경기,1323.63,1130.43
2020,4,강원,1352.35,1164.1
2020,4,충북,1338.49,1139.98
2020,4,충남,1334.74,1140.81
2020,4,전북,1309.15,1119.24
2020,4,전남,1345.66,1155.48
2020,4,경북,1307.42,1112.55
2020,4,경남,1301.97,1110.86
2020,4,제주,1355.27,1198.05
2020,4,세종,1311.66,1126.08
2020,4,전국,1647.41,1132.44
2020,5,서울,1349.36,1168.79
2020,5,부산,1231.99,1040.46
2020,5,대구,1213.67,1024.97
2020,5,인천,1246.67,1055.62
2020,5,광주,1247.02,1054.65
2020,5,대전,1229.98,1046.07
2020,5,울산,1241.9,1044.25
2020,5,경기,1259.28,1066.6
2020,5,강원,1270.34,1085.34
2020,5,충북,1267.58,1072.05
2020,5,충남,1262.78,1071.35
2020,5,전북,1240.29,1054.8
2020,5,전남,1264.7,1075.35
2020,5,경북,1238.33,1046.16
2020,5,경남,1233.74,1044.39
2020,5,제주,1278.69,1141.27
2020,5,세종,1244.93,1065.27
2020,5,전국,1580.33,1065.79
2020,6,서울,1419.02,1230.49
2020,6,부산,1305.88,1109.39
2020,6,대구,1295.21,1099.27
2020,6,인천,1343.07,1147.19
2020,6,광주,1303.87,1107.95
2020,6,대전,1324.63,1129.82
2020,6,울산,1304.36,1106.68
2020,6,경기,1337.4,1140.09
2020,6,강원,1327.75,1136.13
2020,6,충북,1325.08,1127.02
2020,6,충남,1325.78,1129.35
2020,6,전북,1307.24,1112.64
2020,6,전남,1307.19,1112.88
2020,6,경북,1302.16,1105.01
2020,6,경남,1301.82,1108.12
2020,6,제주,1358.04,1194.09
2020,6,세종,1319.66,1129.32
2020,6,전국,1610.4,1127.9
2020,7,서울,1453.29,1261.81
2020,7,부산,1348.78,1151.2
2020,7,대구,1336.83,1138.63
2020,7,인천,1363.24,1164.95
2020,7,광주,1341.45,1144.95
2020,7,대전,1352.55,1155.51
2020,7,울산,1344.49,1147.08
2020,7,경기,1371.46,1172.48
2020,7,강원,1366.05,1169.67
2020,7,충북,1363.04,1163.76
2020,7,충남,1361.58,1162.68
2020,7,전북,1347.73,1148.3
2020,7,전남,1348.95,1151.84
2020,7,경북,1344.55,1145.73
2020,7,경남,1343.48,1146.95
2020,7,제주,1373.2,1207.07
2020,7,세종,1356.27,1162.72
2020,7,전국,1633.04,1162.9
2020,8,서울,1456.56,1265.42
2020,8,부산,1351.03,1153.24
2020,8,대구,1334.38,1136.35
2020,8,인천,1363.0,1165.76
2020,8,광주,1338.65,1142.78
2020,8,대전,1347.85,1151.05
2020,8,울산,1347.79,1150.23
2020,8,경기,1370.26,1170.98
2020,8,강원,1370.6,1173.73
2020,8,충북,1364.95,1165.22
2020,8,충남,1362.18,1162.91
2020,8,전북,1347.45,1147.76
2020,8,전남,1354.77,1157.42
2020,8,경북,1345.4,1146.68
2020,8,경남,1344.14,1147.06
2020,8,제주,1373.12,1206.94
2020,8,세종,1358.33,1164.5
2020,8,전국,1636.39,1163.56
2020,9,서울,1445.5,1253.3
2020,9,부산,1339.59,1141.55
2020,9,대구,1318.88,1121.81
2020,9,인천,1344.71,1146.78
2020,9,광주,1327.26,1130.11
2020,9,대전,1333.15,1135.61
2020,9,울산,1340.31,1142.34
2020,9,경기,1357.75,1157.79
2020,9,강원,1364.88,1168.31
2020,9,충북,1359.31,1159.37
2020,9,충남,1354.68,1155.23
2020,9,전북,1339.96,1140.72
2020,9,전남,1351.5,1154.38
2020,9,경북,1335.68,1136.89
2020,9,경남,1336.07,1138.37
2020,9,제주,1412.35,1232.52
2020,9,세종,1347.6,1153.24
2020,9,전국,1629.55,1154.45
2020,10,서울,1425.29,1231.73
2020,10,부산,1315.0,1115.32
2020,10,대구,1298.83,1101.4
2020,10,인천,1329.11,1130.53
2020,10,광주,1307.3,1108.94
2020,10,대전,1311.32,1111.97
2020,10,울산,1320.53,1121.22
2020,10,경기,1337.84,1137.15
2020,10,강원,1348.68,1151.69
2020,10,충북,1342.04,1141.17
2020,10,충남,1336.42,1135.6
2020,10,전북,1319.71,1120.5
2020,10,전남,1337.73,1140.22
2020,10,경북,1314.34,1114.49
2020,10,경남,1317.45,1118.76
2020,10,제주,1384.73,1176.24
2020,10,세종,1328.75,1135.76
2020,10,전국,1618.38,1133.96
2020,11,서울,1408.54,1214.55
2020,11,부산,1302.05,1099.3
2020,11,대구,1285.51,1088.0
2020,11,인천,1312.41,1113.48
2020,11,광주,1295.99,1096.49
2020,11,대전,1305.98,1105.82
2020,11,울산,1303.89,1103.99
2020,11,경기,1324.58,1123.67
2020,11,강원,1333.1,1134.95
2020,11,충북,1325.41,1123.57
2020,11,충남,1323.39,1122.28
2020,11,전북,1308.82,1108.78
2020,11,전남,1322.75,1124.06
2020,11,경북,1300.51,1100.42
2020,11,경남,1303.88,1104.21
2020,11,제주,1372.6,1164.51
2020,11,세종,1317.8,1124.28
2020,11,전국,1609.2,1119.6
2020,12,서울,1450.21,1255.59
2020,12,부산,1354.82,1152.62
2020,12,대구,1342.61,1144.14
2020,12,인천,1379.87,1181.15
2020,12,광주,1352.02,1152.44
2020,12,대전,1370.52,1171.27
2020,12,울산,1354.76,1155.08
2020,12,경기,1376.93,1177.28
2020,12,강원,1370.58,1171.81
2020,12,충북,1372.91,1172.9
2020,12,충남,1368.09,1167.21
2020,12,전북,1355.62,1155.79
2020,12,전남,1358.57,1159.66
2020,12,경북,1349.41,1149.83
2020,12,경남,1350.47,1151.52
2020,12,제주,1417.5,1214.89
2020,12,세종,1361.55,1165.98
2020,12,전국,1629.93,1168.32
2021,1,서울,1518.71,1321.59
2021,1,부산,1434.06,1231.38
2021,1,대구,1425.72,1226.88
2021,1,인천,1456.65,1257.51
2021,1,광주,1428.78,1228.48
2021,1,대전,1439.95,1239.49
2021,1,울산,1441.04,1241.71
2021,1,경기,1451.14,1251.39
2021,1,강원,1434.66,1235.63
2021,1,충북,1443.69,1244.41
2021,1,충남,1437.01,1236.59
2021,1,전북,1430.05,1230.62
2021,1,전남,1434.47,1235.13
2021,1,경북,1428.6,1228.63
2021,1,경남,1426.77,1227.59
2021,1,제주,1474.33,1281.41
2021,1,세종,1438.72,1243.14
2021,1,전국,1678.91,1242.35
2021,2,서울,1546.17,1347.96
2021,2,부산,1452.76,1250.7
2021,2,대구,1440.32,1241.69
2021,2,인천,1467.01,1267.79
2021,2,광주,1446.52,1246.34
2021,2,대전,1459.8,1259.76
2021,2,울산,1457.3,1258.22
2021,2,경기,1472.22,1272.28
2021,2,강원,1458.3,1258.44
2021,2,충북,1465.03,1264.5
2021,2,충남,1461.61,1260.8
2021,2,전북,1449.25,1249.53
2021,2,전남,1455.27,1255.39
2021,2,경북,1447.35,1246.98
2021,2,경남,1448.77,1248.88
2021,2,제주,1533.85,1341.93
2021,2,세종,1463.43,1267.83
2021,2,전국,1703.47,1263.36
2021,3,서울,1598.88,1400.02
2021,3,부산,1507.82,1306.64
2021,3,대구,1488.18,1288.79
2021,3,인천,1518.6,1318.48
2021,3,광주,1497.69,1297.97
2021,3,대전,1507.84,1307.47
2021,3,울산,1503.91,1303.68
2021,3,경기,1521.57,1321.31
2021,3,강원,1511.06,1310.71
2021,3,충북,1516.85,1314.79
2021,3,충남,1511.65,1310.17
2021,3,전북,1500.44,1299.84
2021,3,전남,1503.12,1302.79
2021,3,경북,1495.05,1293.72
2021,3,경남,1498.61,1298.02
2021,3,제주,1588.83,1385.78
2021,3,세종,1512.58,1316.19
2021,3,전국,1751.26,1312.63
2021,4,서울,1614.21,1413.45
2021,4,부산,1526.09,1323.81
2021,4,대구,1510.76,1310.75
2021,4,인천,1531.24,1331.16
2021,4,광주,1518.01,1316.76
2021,4,대전,1523.35,1322.43
2021,4,울산,1520.67,1320.22
2021,4,경기,1539.22,1337.9
2021,4,강원,1536.65,1335.83
2021,4,충북,1537.86,1334.8
2021,4,충남,1534.82,1332.61
2021,4,전북,1525.19,1323.22
2021,4,전남,1528.28,1327.33
2021,4,경북,1518.42,1315.95
2021,4,경남,1520.76,1319.27
2021,4,제주,1626.37,1411.21
2021,4,세종,1535.3,1336.55
2021,4,전국,1770.77,1332.74
2021,5,서울,1623.76,1422.41
2021,5,부산,1530.51,1327.81
2021,5,대구,1513.51,1313.06
2021,5,인천,1539.52,1338.54
2021,5,광주,1525.46,1323.26
2021,5,대전,1534.63,1332.59
2021,5,울산,1524.62,1324.18
2021,5,경기,1546.43,1343.85
2021,5,강원,1546.7,1345.3
2021,5,충북,1545.6,1342.15
2021,5,충남,1544.25,1340.89
2021,5,전북,1535.42,1332.38
2021,5,전남,1535.77,1334.16
2021,5,경북,1523.46,1320.52
2021,5,경남,1527.57,1325.39
2021,5,제주,1605.11,1382.86
2021,5,세종,1544.32,1345.02
2021,5,전국,1780.41,1338.81
2021,6,서울,1660.54,1459.64
2021,6,부산,1562.61,1360.34
2021,6,대구,1550.97,1350.45
2021,6,인천,1577.73,1377.04
2021,6,광주,1568.49,1365.51
2021,6,대전,1578.67,1376.62
2021,6,울산,1557.78,1357.02
2021,6,경기,1584.79,1381.53
2021,6,강원,1582.56,1380.61
2021,6,충북,1580.18,1376.97
2021,6,충남,1580.48,1376.74
2021,6,전북,1570.22,1366.87
2021,6,전남,1570.86,1368.75
2021,6,경북,1561.64,1358.6
2021,6,경남,1561.72,1359.17
2021,6,제주,1594.9,1373.31
2021,6,세종,1583.08,1382.84
2021,6,전국,1810.79,1374.36
2021,7,서울,1711.7,1510.23
2021,7,부산,1621.01,1418.01
2021,7,대구,1608.49,1406.2
2021,7,인천,1632.92,1430.12
2021,7,광주,1619.14,1415.2
2021,7,대전,1627.93,1424.74
2021,7,울산,1616.24,1414.73
2021,7,경기,1637.01,1432.91
2021,7,강원,1633.33,1430.7
2021,7,충북,1629.7,1425.85
2021,7,충남,1628.27,1423.71
2021,7,전북,1618.27,1413.93
2021,7,전남,1622.2,1418.66
2021,7,경북,1612.92,1409.03
2021,7,경남,1614.17,1411.02
2021,7,제주,1671.25,1458.37
2021,7,세종,1629.75,1428.38
2021,7,전국,1859.77,1425.54
2021,8,서울,1729.24,1526.71
2021,8,부산,1634.94,1430.23
2021,8,대구,1622.81,1418.5
2021,8,인천,1645.56,1439.06
2021,8,광주,1634.29,1428.62
2021,8,대전,1635.94,1431.46
2021,8,울산,1631.83,1429.0
2021,8,경기,1652.88,1447.03
2021,8,강원,1652.97,1449.65
2021,8,충북,1647.73,1442.26
2021,8,충남,1644.48,1438.36
2021,8,전북,1632.96,1426.92
2021,8,전남,1641.53,1436.89
2021,8,경북,1628.48,1423.35
2021,8,경남,1632.49,1427.37
2021,8,제주,1697.43,1489.04
2021,8,세종,1645.07,1441.99
2021,8,전국,1880.13,1440.54
2021,9,서울,1725.37,1522.31
2021,9,부산,1630.9,1426.96
2021,9,대구,1617.75,1412.77
2021,9,인천,1644.65,1437.99
2021,9,광주,1630.45,1425.0
2021,9,대전,1632.36,1429.52
2021,9,울산,1624.64,1421.79
2021,9,경기,1648.47,1442.02
2021,9,강원,1651.83,1448.46
2021,9,충북,1645.68,1439.12
2021,9,충남,1643.36,1436.91
2021,9,전북,1628.86,1422.82
2021,9,전남,1640.97,1436.64
2021,9,경북,1625.94,1420.59
2021,9,경남,1630.51,1425.11
2021,9,제주,1685.21,1473.15
2021,9,세종,1642.9,1439.5
2021,9,전국,1877.62,1437.17
2021,10,서울,1794.03,1591.46
2021,10,부산,1693.59,1490.87
2021,10,대구,1691.12,1486.9
2021,10,인천,1722.02,1517.04
2021,10,광주,1696.15,1494.43
2021,10,대전,1717.68,1515.02
2021,10,울산,1694.2,1493.5
2021,10,경기,1720.45,1516.85
2021,10,강원,1718.0,1516.41
2021,10,충북,1716.55,1512.51
2021,10,충남,1713.83,1510.31
2021,10,전북,1699.71,1496.83
2021,10,전남,1702.12,1499.22
2021,10,경북,1696.88,1493.46
2021,10,경남,1696.18,1493.5
2021,10,제주,1758.97,1562.54
2021,10,세종,1713.26,1510.81
2021,10,전국,1938.16,1509.29
2021,11,서울,1800.08,1618.4
2021,11,부산,1708.36,1520.57
2021,11,대구,1710.85,1521.55
2021,11,인천,1730.46,1543.65
2021,11,광주,1727.93,1540.08
2021,11,대전,1731.84,1541.68
2021,11,울산,1720.14,1533.41
2021,11,경기,1744.76,1556.93
2021,11,강원,1743.8,1560.92
2021,11,충북,1742.68,1552.81
2021,11,충남,1742.63,1552.64
2021,11,전북,1732.5,1541.73
2021,11,전남,1733.88,1546.44
2021,11,경북,1724.97,1535.54
2021,11,경남,1721.43,1534.24
2021,11,제주,1792.08,1620.37
2021,11,세종,1733.75,1547.61
2021,11,전국,1946.19,1549.72
2021,12,서울,1705.75,1539.56
2021,12,부산,1612.08,1441.57
2021,12,대구,1615.44,1438.58
2021,12,인천,1624.96,1457.0
2021,12,광주,1645.13,1469.99
2021,12,대전,1628.48,1450.35
2021,12,울산,1619.99,1447.17
2021,12,경기,1649.13,1469.46
2021,12,강원,1660.67,1493.94
2021,12,충북,1657.24,1473.68
2021,12,충남,1652.43,1470.24
2021,12,전북,1640.49,1456.13
2021,12,전남,1658.72,1482.29
2021,12,경북,1636.61,1457.26
2021,12,경남,1633.57,1456.81
2021,12,제주,1672.51,1498.25
2021,12,세종,1642.59,1468.89
2021,12,전국,1871.86,1468.9
2022,1,서울,1705.21,1535.69
2022,1,부산,1610.81,1437.91
2022,1,대구,1605.29,1421.46
2022,1,인천,1623.79,1454.45
2022,1,광주,1629.07,1453.01
2022,1,대전,1629.56,1447.26
2022,1,울산,1616.87,1438.13
2022,1,경기,1639.79,1455.26
2022,1,강원,1644.77,1474.6
2022,1,충북,1644.24,1455.06
2022,1,충남,1641.5,1454.63
2022,1,전북,1625.09,1434.81
2022,1,전남,1640.23,1460.21
2022,1,경북,1618.44,1434.54
2022,1,경남,1621.17,1440.06
2022,1,제주,1680.14,1514.69
2022,1,세종,1631.3,1451.76
2022,1,전국,1870.54,1453.53
2022,2,서울,1782.07,1614.18
2022,2,부산,1684.84,1516.08
2022,2,대구,1690.74,1509.13
2022,2,인천,1716.17,1549.02
2022,2,광주,1701.7,1523.05
2022,2,대전,1715.93,1536.03
2022,2,울산,1695.82,1519.1
2022,2,경기,1722.78,1543.65
2022,2,강원,1716.05,1545.03
2022,2,충북,1720.06,1537.17
2022,2,충남,1716.52,1535.17
2022,2,전북,1711.9,1523.46
2022,2,전남,1706.67,1529.34
2022,2,경북,1702.47,1520.09
2022,2,경남,1695.89,1519.4
2022,2,제주,1782.85,1640.22
2022,2,세종,1710.82,1537.46
2022,2,전국,1935.63,1536.64
2022,3,서울,2011.74,1907.9
2022,3,부산,1932.87,1814.59
2022,3,대구,1927.02,1810.64
2022,3,인천,1949.49,1840.95
2022,3,광주,1916.46,1800.91
2022,3,대전,1951.38,1835.39
2022,3,울산,1933.82,1832.33
2022,3,경기,1947.8,1839.14
2022,3,강원,1927.72,1820.21
2022,3,충북,1939.24,1830.18
2022,3,충남,1937.99,1823.42
2022,3,전북,1920.67,1796.08
2022,3,전남,1919.55,1803.36
2022,3,경북,1927.53,1811.57
2022,3,경남,1925.08,1819.61
2022,3,제주,2021.09,1938.15
2022,3,세종,1935.61,1827.47
2022,3,전국,2151.54,1826.93
2022,4,서울,2036.85,1972.8
2022,4,부산,1957.85,1883.79
2022,4,대구,1951.61,1874.2
2022,4,인천,1957.59,1902.83
2022,4,광주,1964.83,1890.23
2022,4,대전,1966.94,1898.05
2022,4,울산,1956.99,1890.95
2022,4,경기,1979.18,1911.15
2022,4,강원,1984.95,1920.7
2022,4,충북,1985.18,1912.14
2022,4,충남,1982.15,1908.95
2022,4,전북,1967.66,1887.74
2022,4,전남,1983.23,1906.42
2022,4,경북,1968.18,1892.46
2022,4,경남,1963.78,1897.24
2022,4,제주,2009.32,1989.02
2022,4,세종,1977.46,1910.99
2022,4,전국,2193.6,1906.42
2022,5,서울,2027.54,2018.48
2022,5,부산,1945.55,1938.13
2022,5,대구,1940.38,1934.16
2022,5,인천,1955.83,1961.82
2022,5,광주,1956.82,1946.0
2022,5,대전,1958.98,1958.54
2022,5,울산,1945.4,1942.64
2022,5,경기,1971.16,1967.27
2022,5,강원,1976.72,1975.05
2022,5,충북,1975.79,1970.48
2022,5,충남,1972.0,1968.12
2022,5,전북,1963.03,1956.93
2022,5,전남,1968.69,1964.12
2022,5,경북,1955.87,1952.59
2022,5,경남,1952.24,1953.14
2022,5,제주,2008.97,2057.34
2022,5,세종,1960.99,1960.32
2022,5,전국,2183.71,1964.28
2022,6,서울,2151.49,2151.39
2022,6,부산,2067.0,2069.63
2022,6,대구,2055.92,2061.22
2022,6,인천,2091.4,2091.4
2022,6,광주,2056.66,2062.29
2022,6,대전,2081.61,2089.86
2022,6,울산,2068.0,2073.64
2022,6,경기,2091.17,2094.09
2022,6,강원,2091.48,2100.22
2022,6,충북,2088.41,2093.8
2022,6,충남,2085.73,2090.93
2022,6,전북,2072.09,2074.49
2022,6,전남,2074.81,2081.37
2022,6,경북,2070.26,2075.86
2022,6,경남,2072.08,2079.72
2022,6,제주,2162.68,2184.71
2022,6,세종,2083.76,2089.68
2022,6,전국,2298.5,2089.03
2022,7,서울,2082.96,2135.77
2022,7,부산,2005.21,2059.73
2022,7,대구,1984.05,2047.8
2022,7,인천,2004.28,2071.56
2022,7,광주,2004.85,2073.02
2022,7,대전,2003.97,2075.47
2022,7,울산,2009.06,2065.19
2022,7,경기,2032.7,2084.16
2022,7,강원,2051.18,2107.7
2022,7,충북,2040.36,2092.12
2022,7,충남,2042.94,2090.09
2022,7,전북,2024.81,2073.05
2022,7,전남,2043.37,2098.41
2022,7,경북,2019.5,2073.65
2022,7,경남,2022.93,2080.48
2022,7,제주,2027.89,2119.42
2022,7,세종,2038.12,2091.98
2022,7,전국,2261.02,2084.91
2022,8,서울,1858.73,1945.22
2022,8,부산,1765.21,1860.47
