"구분(1)",구분(2),2018.08,2018.09,2018.10,2018.11,2018.12,2019.01,2019.02,2019.03,2019.04,2019.05,2019.06,2019.07,2019.08,2019.09,2019.10,2019.11,2019.12,2020.01,2020.02,2020.03,2020.04,2020.05,2020.06,2020.07,2020.08,2020.09,2020.10,2020.11,2020.12,2021.01,2021.02,2021.03,2021.04,2021.05,2021.06,2021.07,2021.08,2021.09,2021.10,2021.11,2021.12,2022.01,2022.02,2022.03,2022.04,2022.05,2022.06,2022.07,2022.08,2022.09,2022.10,2022.11,2022.12,2023.01,2023.02,2023.03,2023.04,2023.05,2023.06,2023.07,2023.08,2023.09,2023.10,2023.11,2023.12,2024.01,2024.02,2024.03,2024.04,2024.05,2024.06,2024.07,2024.08,2024.09,2024.10,2024.11,2024.12
"강원특별자치도",화천,,,,,,,25,33,16,20,14,11*,11,7*,11*,17,26,23,24,21,18,13,15,8,8,8,13,18,23,20,26,23,15,13,12,8,9,6,11**,,26**,29,27,20,18,16,11,9,8,6,6,18,21,29,29,27,19*,,9*,9,7,7,10,14,19,22,16,17,15,10,12,7,7,5,7,11,15
"강원특별자치도",태백,,,,,,,24,33,17,25,20,20,19,13,16,20,21,20,27,23,25,21,24,10,12*,11,13,15*,14**,12,16,15,12,12,12,8,8,6,8,14,12,13,14,15,12,12,10,9,7,6,11,12,11,12,16,17,15,10,8,5,4,7,10,10,12,12,11,16,16,9,10,6,6,5,6,8,11
"강원특별자치도",인제,,,,,,,,,17*,22,16,14,14,8,11,15,25,21,22,18,18,12,17,8,9,8,14,18,21,15,20,18,12,12,10,8,6**,2**,7,15,15,19,19,14,13,13,8,6,6,5,6,13,14,16,20,17,13,12,9,9,5,6,9,10,13,15,11,16,15,9,13,7,8,4,6,9,12
"강원특별자치도",도평균,12,13,15*,26,23,33,31,38,18,23,17,15,14,10,13,19,25,24,25,21,19,15,18,9,11,10,15,20,24*,18,22,20,15,15,14,10,10,6,10,20,18,24,22,20,17,15,10,9,8,7,9,18,19,21,25,24,18,14,11,10,8,8,12,15,18,20,15,19,19,11,14,9,9,6,8,12,15
"충청북도",괴산,,,,,,,45,49,20,23,21,12,19,13,22,33,33,32,29,27,24,18,19,10,11,12,19,24,30,24,27,26,19,21,19,11,11,10,18,28,27,32,29,27,20,17,14,14,11,11,16,29,29,30,33,29,21,16,16,13,13,12,15,20,25,26,21,24,24,17,20,11,13,10,14,18,21
"충청북도",음성,,,,,,,46,51,24,30,27,16,14,12,22,33,34,34,31,28,25,18,21,10,13,13,23,28,33,27,30,28,18,23,19,10,10,7,17,30,28,35,30,28,22,20,15,14,10,13,18,30,30,30,36,32,24,19,16,11,11,10,16,21,26,26,21,24,21,14,15,8,11,8,12,19,24
"충청북도",청주,13,13,23,45,34,45,46,47,22,27,25,17,17,15,20,27,34,34,31,26,20,20,21,11,11,13,23,28,29,26,29,30,19,22,21,10,11,9,20,29,27,31,27,27,20,18,14,15,10,13,18,29,26,27,34,29,22,16,16,14,13,12,17,19,27,28,25,22,21,16,15,8,12,9,14,19,21
"충청북도",충주,13,13,20,36,31,44,42,46,22,29,26**,18,17,11,16,24,30,29,27,23,19,17,19,9,13,11,18,23,28,22,26,24,16,18,17,10,10,8,16,26,23,30,26,26,20,18,14,15,11,12,15,27,28,31,35,30,23,18,17,15,15,13,17,19,22,23,19,22,21,14,17,10,12,8,11,16,20
"충청북도",제천,14,16,19,34,29,40,38,42,20,25,21,17,18,14,19,27,32,29,30,25,23,16*,,11,8,9,19,22,27,21,25,25,17,20,18,11,11,9,17,27,23,29,24,22,18,17,13,12,11,11,15,24,27,29,31,28,21,17,15,13,12,11,14,17,23,24,17,22,20,13,14,8,10,7,10,14,19
"충청북도",단양,12,10,22,35,31,45,43,46,23,28,23,16,18,16,20,32,34,32,26,24,19,16,20,9,13,10,16,19,27,21,25,24,17,18,16,11,10,8,17,24,21,27,24,23,19,18,14,14,12,12,13,22,24,27,29,26,22,18,17,11,13,15,18,18,24,26,19,25,23,17,17,10,13,8,10,13,19
"충청북도",진천,11,12,19,42,32,47,43,44,22,28,27,20,19,16,20,28,34,36,32,29,24,23,26,14,11,12,20,27,27,24,28,30,18,19,20,8,11,8,18,28,27,30,27,28,21,18,14,14,11,14,23,33,25,30,36,33,23,19,18,15,14,14,19,21,26,27,25,24,24,17,19,12,15,11,16,20,21
"충청북도",옥천,13,14,20,41,36,46,47,48,23,27,27,16,16,14,20,28,36,35,31,27,22,19,18,8,11,15,24,26,29,27,29,28,19,22,23,11,10,9,16,23,25,28,24,23,19,17,11,13,9,13,15,28,24,28,32,27,23,16,19,15,14,12,15,18,24,21,19,20,17,12,12,8,14,10,12,15,17
"충청북도",영동,11,16,15,39,32,44,47,50,25,26,27,15,16,13,14,22,29,29,27,23,20,17,20,8,10,10,17,24,28,25,26,24,17,19,18,9,10,9,16,22,23,28,24,23,17,17,13,13,9,10,11,22,24,25,27,24,17,14,14,13,13,10,14,17,23,24,20,20,18,14,14,7,10,6,10,12,16
